rank	literal	freq
5186	綠燈	4182
5187	罩	4182
5188	老味	4182
5189	肥培	4182
5190	肥妹	4182
5191	菜刀	4182
5192	行程	4182
5193	講多	4182
5194	費	4182
5195	赤裸	4182
5196	起勢	4182
5197	超越	4182
5198	跛	4182
5199	遠離	4182
5200	醜樣	4182
5201	醫療	4182
5202	門鐘	4182
5203	院	4182
5204	陣時	4182
5205	餐肉	4182
5206	鬆一口氣	4182
5207	更有	4179
5208	它是	4175
5209	經銷商	4165
5210	沒啥	4157
5211	是最	4138
5212	有序	4134
5213	從小	4133
5214	比較好	4128
5215	的博客	4120
5216	這兩個	4117
5217	是對	4113
5218	稍爲	4109
5219	你想	4108
5220	長得	4107
5221	黃色	4105
5222	上週	4104
5223	落後	4104
5224	日本人	4100
5225	告訴記者	4094
5226	一巴	4093
5227	下方	4093
5228	不少	4093
5229	不足	4093
5230	交易	4093
5231	交畀	4093
5232	位於	4093
5233	低能	4093
5234	作品	4093
5235	保	4093
5236	信希	4093
5237	兩下	4093
5238	冰冷	4093
5239	冷衫	4093
5240	出入	4093
5241	勞	4093
5242	匿埋	4093
5243	厘米	4093
5244	告	4093
5245	告訴	4093
5246	咚	4093
5247	圈子	4093
5248	太空船	4093
5249	好耐	4093
5250	學業	4093
5251	害怕	4093
5252	屈	4093
5253	帶點	4093
5254	幼稚	4093
5255	廁紙	4093
5256	得切	4093
5257	我腦	4093
5258	我頭	4093
5259	手錶	4093
5260	打架	4093
5261	抱怨	4093
5262	抱歉	4093
5263	捉實	4093
5264	據	4093
5265	更衣室	4093
5266	枕	4093
5267	某個	4093
5268	條仆	4093
5269	正義	4093
5270	沒了	4093
5271	田中	4093
5272	男神	4093
5273	留返	4093
5274	異樣	4093
5275	發達	4093
5276	直程	4093
5277	直落	4093
5278	相識	4093
5279	知覺	4093
5280	祝	4093
5281	耳機	4093
5282	處女	4093
5283	虧佬	4093
5284	行人	4093
5285	西施	4093
5286	趙	4093
5287	近排	4093
5288	邊呀	4093
5289	醫神	4093
5290	鋼琴	4093
5291	阿源	4093
5292	除此	4093
5293	除衫	4093
5294	陪伴	4093
5295	難度	4093
5296	面孔	4093
5297	頭望	4093
5298	麻甩佬	4093
5299	點睇	4093
5300	補丁	4087
5301	光盤	4083
5302	信用卡	4077
5303	各級	4071
5304	感興趣	4066
5305	受不了	4059
5306	哥們	4057
5307	我又	4056
5308	也不知道	4053
5309	鹹溼	4039
5310	反饋	4038
5311	黨員	4038
5312	但在	4035
5313	不上	4032
5314	找你	4030
5315	月底	4028
5316	得了	4020
5317	我很	4015
5318	名爲	4007
5319	彙報	4006
5320	1	4004
5321	一擊	4004
5322	三文治	4004
5323	上司	4004
5324	下便	4004
5325	下場	4004
5326	下行	4004
5327	不知幾	4004
5328	人數	4004
5329	卷	4004
5330	及時	4004
5331	周白波	4004
5332	唔多唔少	4004
5333	嘢好	4004
5334	四腳	4004
5335	執起	4004
5336	多多	4004
5337	好熟	4004
5338	子宮	4004
5339	字典	4004
5340	對門	4004
5341	左行	4004
5342	平台	4004
5343	幹	4004
5344	幾分	4004
5345	強行	4004
5346	影片	4004
5347	怪獸	4004
5348	恩	4004
5349	慾望	4004
5350	打圈	4004
5351	打擊	4004
5352	捏	4004
5353	支援	4004
5354	教書	4004
5355	整齊	4004
5356	條八婆	4004
5357	正中	4004
5358	正方形	4004
5359	死屍	4004
5360	殺人	4004
5361	每當	4004
5362	毛蟲	4004
5363	水面	4004
5364	沉日	4004
5365	減少	4004
5366	火火	4004
5367	無情	4004
5368	無端端	4004
5369	物品	4004
5370	玩下	4004
5371	甘心	4004
5372	生仔	4004
5373	男友	4004
5374	直上	4004
5375	老爺	4004
5376	花生	4004
5377	草叢	4004
5378	落街	4004
5379	藝術	4004
5380	蛋蛋	4004
5381	負面	4004
5382	超過	4004
5383	踏出	4004
5384	轟	4004
5385	過份	4004
5386	過呢	4004
5387	酒樓	4004
5388	酒精	4004
5389	醜	4004
5390	關鍵	4004
5391	阿姨	4004
5392	阿風	4004
5393	阿麗	4004
5394	青年	4004
5395	面上	4004
5396	鞋帶	4004
5397	是很	3997
5398	不高	3995
5399	站點	3995
5400	寫了	3992
5401	分公司	3987
5402	修復	3984
5403	不做	3981
5404	不僅僅	3979
5405	高於	3976
5406	審計	3975
5407	話費	3975
5408	稍等	3971
5409	操作系統	3970
5410	我和	3969
5411	不信	3967
5412	我沒	3964
5413	濟南	3961
5414	跟他	3953
5415	電視臺	3948
5416	降價	3947
5417	是有	3938
5418	臨牀	3937
5419	新型	3936
5420	文件夾	3934
5421	資料夾	3934
5422	國慶	3933
5423	我把	3925
5424	再也	3924
5425	去吧	3919
5426	諾基亞	3917
5427	網通	3916
5428	一幅	3915
5429	一旦	3915
5430	下一個	3915
5431	不得了	3915
5432	九龍	3915
5433	二話	3915
5434	人嚟	3915
5435	企返	3915
5436	住家	3915
5437	共鳴	3915
5438	剩返	3915
5439	十個	3915
5440	各種	3915
5441	君	3915
5442	咔嚓	3915
5443	咕	3915
5444	咗身	3915
5445	單獨	3915
5446	嚇死	3915
5447	回歸	3915
5448	好慢	3915
5449	對比	3915
5450	小矮人	3915
5451	巨響	3915
5452	平淡	3915
5453	建立	3915
5454	從前	3915
5455	心事	3915
5456	急救	3915
5457	性感	3915
5458	意味	3915
5459	慌張	3915
5460	我響	3915
5461	所料	3915
5462	扐	3915
5463	打畀	3915
5464	指向	3915
5465	搖搖板	3915
5466	摩擦	3915
5467	政治	3915
5468	景	3915
5469	未夠	3915
5470	未知	3915
5471	桃花	3915
5472	殘忍	3915
5473	汪震	3915
5474	沙沙	3915
5475	洗手	3915
5476	淨化	3915
5477	燃燒	3915
5478	玩得	3915
5479	環保	3915
5480	發呆	3915
5481	盯	3915
5482	相遇	3915
5483	眼定定	3915
5484	私	3915
5485	立法	3915
5486	管	3915
5487	節奏	3915
5488	總部	3915
5489	翼	3915
5490	膚淺	3915
5491	自在	3915
5492	與其	3915
5493	蘿	3915
5494	蟲蟲	3915
5495	規矩	3915
5496	詞	3915
5497	講架	3915
5498	謝謝	3915
5499	證據	3915
5500	蹲	3915
5501	輕聲	3915
5502	迎面	3915
5503	那天	3915
5504	醒來	3915
5505	金錢	3915
5506	鍼對	3915
5507	閉上	3915
5508	防	3915
5509	難忘	3915
5510	預感	3915
5511	體會	3915
5512	更好的	3902
5513	招商	3895
5514	攝像頭	3889
5515	三是	3880
5516	傢俱	3865
5517	擡起	3865
5518	幹活	3856
5519	複習	3854
5520	跑到	3853
5521	監測	3852
5522	有一天	3851
5523	即便	3847
5524	玩玩	3846
5525	聽衆	3831
5526	傳輸	3827
5527	一生一世	3826
5528	上升	3826
5529	二樓	3826
5530	人權	3826
5531	你仲有	3826
5532	傻佬	3826
5533	儘管	3826
5534	公路	3826
5535	兼	3826
5536	冇幾耐	3826
5537	再同	3826
5538	厚	3826
5539	反擊	3826
5540	口交	3826
5541	叮叮	3826
5542	台灣	3826
5543	向來	3826
5544	呷醋	3826
5545	咗句	3826
5546	啤住	3826
5547	地帶	3826
5548	地班	3826
5549	壓住	3826
5550	大嬸	3826
5551	奇妙	3826
5552	奴隸	3826
5553	學習	3826
5554	幾鐘	3826
5555	形式	3826
5556	急速	3826
5557	性慾	3826
5558	愛上	3826
5559	我出	3826
5560	搏	3826
5561	收縮	3826
5562	放下	3826
5563	斯	3826
5564	方舟	3826
5565	旅館	3826
5566	時機	3826
5567	曖昧	3826
5568	會知	3826
5569	有效	3826
5570	望下	3826
5571	杏樹	3826
5572	條裙	3826
5573	梯	3826
5574	正題	3826
5575	死心	3826
5576	河	3826
5577	流眼淚	3826
5578	清理	3826
5579	營	3826
5580	爽快	3826
5581	狠狠	3826
5582	猶疑	3826
5583	玩到	3826
5584	現	3826
5585	用嚟	3826
5586	用心	3826
5587	病房	3826
5588	發洩	3826
5589	相同	3826
5590	眼珠	3826
5591	窄	3826
5592	絡	3826
5593	緊握	3826
5594	緣	3826
5595	自責	3826
5596	興	3826
5597	藍嘉浩	3826
5598	行屍	3826
5599	袖	3826
5600	警車	3826
5601	豆腐	3826
5602	貨櫃	3826
5603	貴族	3826
5604	轉向	3826
5605	追到	3826
5606	進化	3826
5607	運作	3826
5608	達到	3826
5609	邊位	3826
5610	金色	3826
5611	錯過	3826
5612	阿仔	3826
5613	陰莖	3826
5614	雍慧	3826
5615	雪兒	3826
5616	頌晴	3826
5617	頭皮	3826
5618	飯盒	3826
5619	鬧交	3826
5620	鬼怪	3826
5621	麥皓臻	3826
5622	黑白	3826
5623	鼠	3826
5624	他就	3803
5625	很不錯	3801
5626	就把	3800
5627	變更	3797
5628	把他	3790
5629	含量	3785
5630	世界盃	3783
5631	鄭州	3781
5632	產量	3780
5633	就去	3777
5634	看上去	3775
5635	我對	3769
5636	虛僞	3769
5637	般的	3768
5638	哎呀	3758
5639	她說	3757
5640	存檔	3754
5641	前幾天	3750
5642	處理器	3750
5643	湖北	3748
5644	庫存	3747
5645	外部	3743
5646	山西	3742
5647	兔子	3741
5648	近年來	3741
5649	新建	3738
5650	一分	3737
5651	不堪	3737
5652	不知所措	3737
5653	不解	3737
5654	中途	3737
5655	事關	3737
5656	代替	3737
5657	催	3737
5658	傳統	3737
5659	先同	3737
5660	全名	3737
5661	再行	3737
5662	冬姐	3737
5663	單手	3737
5664	嗌交	3737
5665	嚴正	3737
5666	四肢	3737
5667	壺	3737
5668	外圍	3737
5669	大大力	3737
5670	好眼	3737
5671	姬樂	3737
5672	客服	3737
5673	小息	3737
5674	小隊	3737
5675	就過	3737
5676	局	3737
5677	布布	3737
5678	心頭	3737
5679	抽搐	3737
5680	挺	3737
5681	救返	3737
5682	敵	3737
5683	明星	3737
5684	晚飯	3737
5685	最初	3737
5686	條腰	3737
5687	極限	3737
5688	水平線	3737
5689	沙律	3737
5690	流氓	3737
5691	火球	3737
5692	牛仔褲	3737
5693	物理	3737
5694	痛到	3737
5695	瘀	3737
5696	登記	3737
5697	發動	3737
5698	眨眼	3737
5699	確保	3737
5700	社	3737
5701	祝福	3737
5702	神奇	3737
5703	私家車	3737
5704	稱	3737
5705	糟	3737
5706	紋身	3737
5707	紫	3737
5708	經典	3737
5709	置	3737
5710	肉酸	3737
5711	膜	3737
5712	臉頰	3737
5713	親生	3737
5714	講多次	3737
5715	講就	3737
5716	貧大	3737
5717	轉校	3737
5718	離家出走	3737
5719	預期	3737
5720	食緊	3737
5721	體溫	3737
5722	鳥	3737
5723	編程	3736
5724	脫	3736
5725	可以通過	3730
5726	才知道	3729
5727	找我	3729
5728	頗爲	3726
5729	出於	3725
5730	去做	3724
5731	眼裏	3722
5732	運營商	3719
5733	總理	3716
5734	川	3703
5735	華爲	3688
5736	寬帶	3684
5737	去掉	3674
5738	很重要	3670
5739	長時間	3666
5740	信息化	3662
5741	該公司	3660
5742	北大	3652
5743	單元	3652
5744	這是一個	3649
5745	一上	3648
5746	一家	3648
5747	一秒	3648
5748	一返	3648
5749	不屑	3648
5750	世人	3648
5751	人人	3648
5752	作戰	3648
5753	佩服	3648
5754	依條	3648
5755	健	3648
5756	光芒	3648
5757	內衣	3648
5758	兩粒	3648
5759	兩聲	3648
5760	八月	3648
5761	凌	3648
5762	反轉	3648
5763	取得	3648
5764	受害者	3648
5765	呈現	3648
5766	咗望	3648
5767	困	3648
5768	坐監	3648
5769	堡	3648
5770	大樓	3648
5771	好怕	3648
5772	姣	3648
5773	子言	3648
5774	宗教	3648
5775	小人	3648
5776	小平平	3648
5777	屏幕	3648
5778	幾個鐘	3648
5779	思見	3648
5780	想同	3648
5781	慳	3648
5782	慶幸	3648
5783	成點	3648
5784	我架	3648
5785	投	3648
5786	掩飾	3648
5787	搭車	3648
5788	整到	3648
5789	星期三	3648
5790	有次	3648
5791	望望	3648
5792	正所謂	3648
5793	比利	3648
5794	浴缸	3648
5795	漢	3648
5796	澳洲	3648
5797	激烈	3648
5798	無見	3648
5799	照片	3648
5800	牠	3648
5801	盆盆	3648
5802	盈	3648
5803	着衫	3648
5804	睇穿	3648
5805	空洞	3648
5806	筒	3648
5807	緣份	3648
5808	脆弱	3648
5809	與此同時	3648
5810	行出	3648
5811	衣架	3648
5812	觸	3648
5813	訓到	3648
5814	試問	3648
5815	車門	3648
5816	農夫	3648
5817	過多	3648
5818	都講	3648
5819	鄉下	3648
5820	鑿	3648
5821	開會	3648
5822	防禦	3648
5823	鞋鞋	3648
5824	頂住	3648
5825	順帶	3648
5826	頌	3648
5827	頸鍊	3648
5828	魚蛋	3648
5829	鹼液	3648
5830	黑板	3648
5831	鼓	3648
5832	擡高	3643
5833	曹	3642
5834	用戶名	3641
5835	安徽	3640
5836	便是	3638
5837	而不	3629
5838	春節	3615
5839	累計	3613
5840	是以	3609
5841	調試	3606
5842	國內外	3601
5843	想去	3597
5844	後期	3594
5845	江西	3584
5846	這個人	3584
5847	治理	3581
5848	個股	3578
5849	房產	3578
5850	週日	3572
5851	福州	3571
5852	粘貼	3570
5853	在哪	3569
5854	解決方案	3568
5855	考研	3565
5856	起牀	3563
5857	江南	3562
5858	要在	3561
5859	一刀	3559
5860	一棵	3559
5861	一腳踢	3559
5862	不久	3559
5863	主題	3559
5864	九月	3559
5865	也許	3559
5866	二來	3559
5867	人命	3559
5868	任性	3559
5869	你明	3559
5870	保留	3559
5871	做個	3559
5872	做法	3559
5873	傻豬	3559
5874	公務員	3559
5875	其後	3559
5876	冇心	3559
5877	出力	3559
5878	劉啓	3559
5879	勢力	3559
5880	區域	3559
5881	友誼	3559
5882	口味	3559
5883	咗車	3559
5884	地入	3559
5885	士多	3559
5886	好凍	3559
5887	好勁	3559
5888	娘親	3559
5889	嫩	3559
5890	學期	3559
5891	將手	3559
5892	對待	3559
5893	小夫	3559
5894	小貞笑	3559
5895	少人	3559
5896	就行	3559
5897	就點	3559
5898	巨人	3559
5899	市民	3559
5900	床度	3559
5901	怒火	3559
5902	成人	3559
5903	成班人	3559
5904	打量	3559
5905	招牌	3559
5906	拜年	3559
5907	探員	3559
5908	擊	3559
5909	收起	3559
5910	智慧	3559
5911	晾	3559
5912	未見	3559
5913	正好	3559
5914	步行	3559
5915	殺手	3559
5916	母親	3559
5917	滾	3559
5918	無人會	3559
5919	熟練	3559
5920	狙擊	3559
5921	獲得	3559
5922	當下	3559
5923	相差	3559
5924	眼白白	3559
5925	矣	3559
5926	等如	3559
5927	等級	3559
5928	總共	3559
5929	背住	3559
5930	臂	3559
5931	自此	3559
5932	荃灣	3559
5933	蔔	3559
5934	薯	3559
5935	蘭卡	3559
5936	衝去	3559
5937	製	3559
5938	訂	3559
5939	負擔	3559
5940	貢	3559
5941	走出	3559
5942	跟蹤	3559
5943	輔導	3559
5944	返香港	3559
5945	迷糊	3559
5946	追上	3559
5947	通通	3559
5948	部隊	3559
5949	關你	3559
5950	阿浩	3559
5951	阿軒	3559
5952	雞翼	3559
5953	面目	3559
5954	題目	3559
5955	顫抖	3559
5956	飛行	3559
5957	駕駛	3559
5958	黑影	3559
5959	上有	3553
5960	稿件	3553
5961	測量	3552
5962	回國	3551
5963	陝西	3551
5964	斑竹	3550
5965	但他	3542
5966	而在	3542
5967	轉爲	3542
5968	會被	3541
5969	得很	3529
5970	得以	3527
5971	教程	3526
5972	大的	3521
5973	要想	3517
5974	很小	3512
5975	視爲	3512
5976	語言文明	3512
5977	到來	3510
5978	就沒	3501
5979	紅包	3500
5980	我省	3489
5981	機子	3486
5982	人民政府	3480
5983	也將	3479
5984	查找	3478
5985	他也	3473
5986	拓展	3472
5987	一大	3470
5988	一本	3470
5989	一群	3470
5990	下先	3470
5991	不甘	3470
5992	乸	3470
5993	二人	3470
5994	仙女	3470
5995	份工	3470
5996	來講	3470
5997	停頓	3470
5998	傷痕	3470
5999	充斥	3470
6000	先去	3470
6001	兩名	3470
6002	共同	3470
6003	再度	3470
6004	冷汗	3470
6005	凸	3470
6006	刮	3470
6007	友善	3470
6008	口腔	3470
6009	合埋	3470
6010	名牌	3470
6011	咁滯	3470
6012	咗一	3470
6013	執返	3470
6014	堅強	3470
6015	女廁	3470
6016	好地地	3470
6017	孭	3470
6018	完野	3470
6019	寂靜	3470
6020	專一	3470
6021	小穴	3470
6022	小食	3470
6023	尖沙	3470
6024	山頂	3470
6025	幕	3470
6026	幸好	3470
6027	幾張	3470
6028	幾條	3470
6029	彈性	3470
6030	從此	3470
6031	愈嚟愈	3470
6032	感激	3470
6033	打緊	3470
6034	指教	3470
6035	撕	3470
6036	日出	3470
6037	日落	3470
6038	日頭	3470
6039	最憎	3470
6040	有成	3470
6041	未試過	3470
6042	條街	3470
6043	棚	3470
6044	椅	3470
6045	模樣	3470
6046	樹木	3470
6047	正是	3470
6048	深信	3470
6049	澈	3470
6050	獎	3470
6051	獨自	3470
6052	環	3470
6053	甜筒	3470
6054	登	3470
6055	眼紅	3470
6056	碎片	3470
6057	祈禱	3470
6058	秒鐘	3470
6059	窩	3470
6060	筆記	3470
6061	簡	3470
6062	約會	3470
6063	細細	3470
6064	細貓	3470
6065	結他	3470
6066	罪	3470
6067	翻到	3470
6068	耐性	3470
6069	耳環	3470
6070	臨走	3470
6071	落床	3470
6072	血跡	3470
6073	親身	3470
6074	誠意	3470
6075	諾黑	3470
6076	謙	3470
6077	講住	3470
6078	識講	3470
6079	豬扒	3470
6080	貌似	3470
6081	跪低	3470
6082	運	3470
6083	過個	3470
6084	過到	3470
6085	遺忘	3470
6086	郭富城	3470
6087	銀仔	3470
6088	陰毛	3470
6089	雜物	3470
6090	雷電	3470
6091	騷擾	3470
6092	體貼	3470
6093	高中	3470
6094	高度	3470
6095	鬥	3470
6096	忽悠	3464
6097	你家	3463
6098	要看	3461
6099	共有	3454
6100	說得	3454
6101	爲你	3448
6102	並在	3443
6103	沒得	3443
6104	輸入法	3442
6105	河北	3436
6106	又不是	3431
6107	也行	3429
6108	不看	3427
6109	有些人	3424
6110	昆明	3421
6111	很不	3419
6112	深圳市	3416
6113	自行車	3413
6114	肖	3397
6115	澳大利亞	3390
6116	躺在	3389
6117	那張	3388
6118	真的很	3385
6119	都被	3385
6120	一枝	3381
6121	一衆	3381
6122	七七八八	3381
6123	上手	3381
6124	乳	3381
6125	人仔	3381
6126	依次	3381
6127	依賴	3381
6128	個邊	3381
6129	兇	3381
6130	典型	3381
6131	初頭	3381
6132	加拿大	3381
6133	動機	3381
6134	勤力	3381
6135	十點	3381
6136	博士	3381
6137	口中	3381
6138	同居	3381
6139	呱	3381
6140	咖	3381
6141	喃喃	3381
6142	嗰度	3381
6143	嚴格	3381
6144	囂張	3381
6145	坐響	3381
6146	多餘	3381
6147	大屋	3381
6148	奸	3381
6149	奸笑	3381
6150	好爽	3381
6151	如今	3381
6152	娶	3381
6153	安撫	3381
6154	害羞	3381
6155	巾	3381
6156	帽	3381
6157	幫忙	3381
6158	後門	3381
6159	思話	3381
6160	怡	3381
6161	急不及待	3381
6162	想將	3381
6163	應聲	3381
6164	戰場	3381
6165	手指公	3381
6166	手續	3381
6167	拳鼠	3381
6168	撻	3381
6169	擔憂	3381
6170	攝	3381
6171	救人	3381
6172	有間	3381
6173	李老師	3381
6174	材料	3381
6175	極之	3381
6176	機票	3381
6177	歌詞	3381
6178	泳	3381
6179	源	3381
6180	爲免	3381
6181	狗公	3381
6182	率先	3381
6183	甜品	3381
6184	生涯	3381
6185	留下	3381
6186	畫個	3381
6187	異鄉	3381
6188	發緊	3381
6189	瞇	3381
6190	知個	3381
6191	礦	3381
6192	絕	3381
6193	考完	3381
6194	而嗰	3381
6195	背叛	3381
6196	舞	3381
6197	花名	3381
6198	落力	3381
6199	薯仔	3381
6200	蛛	3381
6201	螯	3381
6202	衣物	3381
6203	褲仔	3381
6204	要用	3381
6205	講畀	3381
6206	變做	3381
6207	跌跌	3381
6208	躉	3381
6209	返落	3381
6210	逃	3381
6211	邊間	3381
6212	開朗	3381
6213	開燈	3381
6214	陰影	3381
6215	鞠躬	3381
6216	風水	3381
6217	髮型	3381
6218	鼻鼻	3381
6219	央視	3380
6220	炒作	3377
6221	再發	3376
6222	的臉	3376
6223	覺得自己	3372
6224	也可	3364
6225	轎車	3364
6226	最愛	3363
6227	聽聽	3361
6228	另一方面	3360
6229	再去	3358
6230	幾個月	3357
6231	科學家	3352
6232	節點	3352
6233	很簡單	3351
6234	這項	3351
6235	還將	3351
6236	研究所	3347
6237	小號	3345
6238	每週	3345
6239	做得	3343
6240	詩人	3343
6241	上半年	3342
6242	漲價	3341
6243	找找	3338
6244	其他人	3336
6245	人在	3335
6246	喫完	3334
6247	從來沒有	3333
6248	後續	3330
6249	現代化	3330
6250	搞得	3321
6251	溫州	3317
6252	較多	3314
6253	本公司	3312
6254	什麼意思	3309
6255	憑藉	3307
6256	清華	3307
6257	美國人	3304
6258	主頁	3296
6259	公交	3295
6260	設計師	3295
6261	伊朗	3293
6262	一嚟	3292
6263	七重	3292
6264	三角	3292
6265	下人	3292
6266	乘機	3292
6267	低落	3292
6268	你過	3292
6269	侍應	3292
6270	傳入	3292
6271	傳送	3292
6272	再者	3292
6273	冒險	3292
6274	出血	3292
6275	分子	3292
6276	分散	3292
6277	勾起	3292
6278	反問	3292
6279	唔覺意	3292
6280	地食	3292
6281	壓制	3292
6282	天才	3292
6283	失禮	3292
6284	好靜	3292
6285	委屈	3292
6286	嫌棄	3292
6287	密	3292
6288	寶兒	3292
6289	將呢	3292
6290	尋常	3292
6291	展現	3292
6292	年青	3292
6293	張子政	3292
6294	思緒	3292
6295	愉快	3292
6296	愛莉	3292
6297	我夠	3292
6298	我想講	3292
6299	我開	3292
6300	打牌	3292
6301	扭動	3292
6302	排斥	3292
6303	握手	3292
6304	撥開	3292
6305	是否	3292
6306	晨早	3292
6307	景象	3292
6308	有型	3292
6309	果汁	3292
6310	柔	3292
6311	水族館	3292
6312	水果	3292
6313	沿路	3292
6314	泥膠	3292
6315	準	3292
6316	瀅	3292
6317	無耐	3292
6318	生還	3292
6319	當晚	3292
6320	發火	3292
6321	的而且確	3292
6322	真是	3292
6323	石鎮	3292
6324	禮	3292
6325	算數	3292
6326	緩	3292
6327	聽聞	3292
6328	自願	3292
6329	茶餐廳	3292
6330	薯片	3292
6331	行前	3292
6332	衛文星	3292
6333	襪襪	3292
6334	要同	3292
6335	許多	3292
6336	誘惑	3292
6337	請求	3292
6338	講一句	3292
6339	警	3292
6340	警員	3292
6341	象徵	3292
6342	起初	3292
6343	趕住	3292
6344	追住	3292
6345	遇	3292
6346	遺傳	3292
6347	鋸	3292
6348	長方形	3292
6349	開到	3292
6350	降臨	3292
6351	陸	3292
6352	顧	3292
6353	香腸	3292
6354	點同	3292
6355	關機	3290
6356	大於	3289
6357	做完	3285
6358	可用	3283
6359	影響力	3278
6360	爲此	3277
6361	若干	3277
6362	身後	3277
6363	中小企業	3271
6364	打球	3271
6365	這件事	3271
6366	聊聊	3267
6367	腳本	3266
6368	殺毒	3263
6369	結算	3262
6370	虧損	3261
6371	無錫	3260
6372	實時	3259
6373	農民工	3249
6374	這事	3246
6375	嘎嘎	3240
6376	新華網	3230
6377	說到	3230
6378	編譯	3229
6379	高效	3228
6380	此前	3227
6381	睡着	3227
6382	這種情況	3223
6383	作了	3222
6384	截圖	3219
6385	就被	3218
6386	可以看到	3217
6387	長江	3209
6388	去找	3208
6389	溼地	3204
6390	一座	3203
6391	一方	3203
6392	一班人	3203
6393	丁仔	3203
6394	上床	3203
6395	人格	3203
6396	仔都	3203
6397	作用	3203
6398	保障	3203
6399	個韻	3203
6400	偉大	3203
6401	偷睇	3203
6402	優勢	3203
6403	先返	3203
6404	全級	3203
6405	兩間	3203
6406	勢	3203
6407	十足	3203
6408	可見	3203
6409	呔	3203
6410	咇	3203
6411	咗先	3203
6412	唇膏	3203
6413	喼	3203
6414	嘅衫	3203
6415	嘅長	3203
6416	四處	3203
6417	回味	3203
6418	因素	3203
6419	圍繞	3203
6420	圖騰	3203
6421	埋單	3203
6422	大男人	3203
6423	大細	3203
6424	天黑	3203
6425	太耐	3203
6426	好型	3203
6427	妖塔	3203
6428	子健	3203
6429	定期	3203
6430	容講	3203
6431	對望	3203
6432	導演	3203
6433	小輪	3203
6434	帖	3203
6435	康	3203
6436	張有	3203
