head	tail	relation_type	batch_id
其次	首要	ant	post-syn-ant-ring5k10k-b04-20260718
增長	萎縮	ant	post-syn-ant-ring5k10k-b04-20260718
強勁	疲軟	ant	post-syn-ant-ring5k10k-b04-20260718
忐忑	鎮定	ant	post-syn-ant-ring5k10k-b04-20260718
掃視	凝視	ant	post-syn-ant-ring5k10k-b04-20260718
撒嬌	嚴肅	ant	post-syn-ant-ring5k10k-b04-20260718
整整	破碎	ant	post-syn-ant-ring5k10k-b04-20260718
有幸	倒霉	ant	post-syn-ant-ring5k10k-b04-20260718
殘留	消除	ant	post-syn-ant-ring5k10k-b04-20260718
着數	蝕本	ant	post-syn-ant-ring5k10k-b04-20260718
裂開	黏合	ant	post-syn-ant-ring5k10k-b04-20260718
親吻	冷落	ant	post-syn-ant-ring5k10k-b04-20260718
走火	熄火	ant	post-syn-ant-ring5k10k-b04-20260718
逗留	啟程	ant	post-syn-ant-ring5k10k-b04-20260718
過問	漠視	ant	post-syn-ant-ring5k10k-b04-20260718
隨後	事前	ant	post-syn-ant-ring5k10k-b04-20260718
骨折	康復	ant	post-syn-ant-ring5k10k-b04-20260718
致富	貧窮	ant	post-syn-ant-ring5k10k-b04-20260718
入庫	提貨	ant	post-syn-ant-ring5k10k-b04-20260718
看成	看輕	ant	post-syn-ant-ring5k10k-b04-20260718
摺疊	攤開	ant	post-syn-ant-ring5k10k-b04-20260718
直觀	隱晦	ant	post-syn-ant-ring5k10k-b04-20260718
便捷	繁瑣	ant	post-syn-ant-ring5k10k-b04-20260718
開辦	結業	ant	post-syn-ant-ring5k10k-b04-20260718
儘早	延遲	ant	post-syn-ant-ring5k10k-b04-20260718
替補	正選	ant	post-syn-ant-ring5k10k-b04-20260718
完蛋	翻身	ant	post-syn-ant-ring5k10k-b04-20260718
頒佈	廢止	ant	post-syn-ant-ring5k10k-b04-20260718
杜絕	縱容	ant	post-syn-ant-ring5k10k-b04-20260718
回升	回落	ant	post-syn-ant-ring5k10k-b04-20260718
幹掉	救活	ant	post-syn-ant-ring5k10k-b04-20260718
不成	可行	ant	post-syn-ant-ring5k10k-b04-20260718
偷走	送還	ant	post-syn-ant-ring5k10k-b04-20260718
傷風	痊癒	ant	post-syn-ant-ring5k10k-b04-20260718
回程	往程	ant	post-syn-ant-ring5k10k-b04-20260718
就讀	輟學	ant	post-syn-ant-ring5k10k-b04-20260718
渴求	唾棄	ant	post-syn-ant-ring5k10k-b04-20260718
激情	冷漠	ant	post-syn-ant-ring5k10k-b04-20260718
玩笑	嚴肅	ant	post-syn-ant-ring5k10k-b04-20260718
疼痛	快感	ant	post-syn-ant-ring5k10k-b04-20260718
白費	有效	ant	post-syn-ant-ring5k10k-b04-20260718
等候	遲到	ant	post-syn-ant-ring5k10k-b04-20260718
糾纏	了結	ant	post-syn-ant-ring5k10k-b04-20260718
翻轉	復原	ant	post-syn-ant-ring5k10k-b04-20260718
落下	上升	ant	post-syn-ant-ring5k10k-b04-20260718
融入	孤立	ant	post-syn-ant-ring5k10k-b04-20260718
行禮	失禮	ant	post-syn-ant-ring5k10k-b04-20260718
調頭	前進	ant	post-syn-ant-ring5k10k-b04-20260718
變臉	言歡	ant	post-syn-ant-ring5k10k-b04-20260718
跨過	退縮	ant	post-syn-ant-ring5k10k-b04-20260718
過火	適中	ant	post-syn-ant-ring5k10k-b04-20260718
難題	簡單	ant	post-syn-ant-ring5k10k-b04-20260718
面臨	迴避	ant	post-syn-ant-ring5k10k-b04-20260718
高舉	低垂	ant	post-syn-ant-ring5k10k-b04-20260718
下崗	在職	ant	post-syn-ant-ring5k10k-b04-20260718
反過來	照舊	ant	post-syn-ant-ring5k10k-b04-20260718
發揚	埋沒	ant	post-syn-ant-ring5k10k-b04-20260718
滯後	領先	ant	post-syn-ant-ring5k10k-b04-20260718
退款	收款	ant	post-syn-ant-ring5k10k-b04-20260718
不見得	一定	ant	post-syn-ant-ring5k10k-b04-20260718
延期	如期	ant	post-syn-ant-ring5k10k-b04-20260718
封殺	解禁	ant	post-syn-ant-ring5k10k-b04-20260718
置業	租樓	ant	post-syn-ant-ring5k10k-b04-20260718
