head	tail
比翼雙飛	分道揚鑣
比翼雙飛	各奔東西
鬼哭狼嚎	歡聲笑語
鬼哭狼嚎	鶯歌燕舞
鬼哭狼嚎	安靜
大興土木	按兵不動
大興土木	停工
大興土木	不興建
汪洋大海	涓涓細流
汪洋大海	一潭死水
汪洋大海	小池塘
淡泊名利	追名逐利
滿山遍野	寥寥無幾
滿山遍野	稀稀落落
滿山遍野	零星
笑掉大牙	肅然起敬
笑掉大牙	正色
笑掉大牙	認真對待
踉踉蹌蹌	穩穩當當
踉踉蹌蹌	健步如飛
踉踉蹌蹌	從容
陰陽怪氣	光明磊落
陰陽怪氣	正大光明
陰陽怪氣	坦率
飛來橫禍	喜從天降
飛來橫禍	福星高照
飛來橫禍	好運
鴛鴦戲水	勞燕分飛
鴛鴦戲水	形單影隻
鴛鴦戲水	獨居
大勢已去	方興未艾
有何不可	萬萬不可
有何不可	絕對不行
有何不可	禁止
朗朗上口	詰屈聱牙
朗朗上口	拗口
朗朗上口	難念
百戰百勝	連戰連敗
苦思冥想	不假思索
苦思冥想	靈機一動
苦思冥想	脫口而出
言外之意	字面意思
言外之意	直言不諱
言外之意	明說
點頭哈腰	昂首挺胸
點頭哈腰	不卑不亢
點頭哈腰	倨傲
你追我趕	你推我讓
你追我趕	安步當車
你追我趕	停滯
前所未見	司空見慣
功成身退	戀棧不去
功成身退	貪戀權位
功成身退	死不放手
各有所長	一無所長
各有所長	平庸
各有所長	樣樣稀鬆
坑蒙拐騙	誠實守信
大雪紛飛	滴雪未下
大雪紛飛	晴空萬里
大雪紛飛	烈日
思前想後	不問後果
思前想後	魯莽
思前想後	不加思索
飄飄欲仙	沉重如鉛
飄飄欲仙	痛苦不堪
飄飄欲仙	沮喪
利國利民	禍國殃民
利國利民	害人害己
利國利民	損公肥私
勞民傷財	利國利民
寢食難安	高枕無憂
寢食難安	心安理得
寢食難安	安枕
引狼入室	拒敵於外
引狼入室	嚴防死守
引狼入室	閉門謝客
擠眉弄眼	正襟危坐
擠眉弄眼	不苟言笑
擠眉弄眼	嚴肅
板上釘釘	懸而未決
泱泱大國	彈丸小國
泱泱大國	蕞爾小邦
泱泱大國	小國
玲瓏剔透	粗笨愚鈍
玲瓏剔透	遲鈍
玲瓏剔透	笨拙
約法三章	無法無天
約法三章	肆意妄為
約法三章	無章可循
負債累累	腰纏萬貫
迷惑不解	恍然大悟
天女散花	暴風驟雨
天女散花	冰雹襲來
東奔西走	安分守己
東奔西走	足不出戶
東奔西走	穩坐
歷經滄桑	一帆風順
歷經滄桑	未經風雨
歷經滄桑	稚嫩
花邊新聞	重大新聞
花邊新聞	正事
花邊新聞	要聞
和好如初	反目成仇
撥雲見日	烏雲密佈
敲鑼打鼓	悄無聲息
敲鑼打鼓	偃旗息鼓
敲鑼打鼓	靜悄悄
痛快淋漓	吞吞吐吐
痛快淋漓	扭扭捏捏
痛快淋漓	憋悶
酩酊大醉	滴酒不沾
酩酊大醉	清醒
酩酊大醉	清醒無比
亡命之徒	守法公民
亡命之徒	良民
亡命之徒	正人君子
殺出重圍	束手就擒
殺出重圍	坐以待斃
殺出重圍	困守
自不量力	自知之明
自不量力	量力而行
自不量力	謙虛
蔚然成風	銷聲匿跡
蔚然成風	無人問津
蔚然成風	沒落
表裏不一	表裏如一
別來無恙	一別成永訣
別來無恙	惡疾纏身
平平常常	出類拔萃
火樹銀花	漆黑一片
火樹銀花	黯淡無光
火樹銀花	一片漆黑
獨具一格	千篇一律
笑臉相迎	冷臉相向
笑臉相迎	橫眉冷對
笑臉相迎	拒之門外
處變不驚	驚慌失措
頭昏腦脹	神清氣爽
頭昏腦脹	頭腦清醒
頭昏腦脹	清醒
魚死網破	兩敗俱傷
魚死網破	和平共處
魚死網破	妥協
翹首以待	不屑一顧
翹首以待	置之不理
翹首以待	漠不關心
一片汪洋	赤地千里
一片汪洋	滴水全無
一片汪洋	乾旱
以此類推	僅此一例
以此類推	不可類推
以此類推	特例
大吉大利	兇多吉少
扭扭捏捏	乾脆利落
扭扭捏捏	爽快
扭扭捏捏	直截了當
清清爽爽	髒亂不堪
清清爽爽	邋遢
清清爽爽	渾濁
熟能生巧	生疏笨拙
熟能生巧	一知半解
熟能生巧	生手
借屍還魂	一命嗚呼
借屍還魂	徹底滅亡
借屍還魂	灰飛煙滅
奇裝異服	穿戴整齊
奇裝異服	樸素大方
奇裝異服	中規中矩
打入冷宮	倍受寵愛
打入冷宮	重用
打入冷宮	青睞
神乎其神	平淡無奇
神乎其神	不足為奇
神乎其神	普通
誇大其詞	實事求是
誇大其詞	輕描淡寫
誇大其詞	客觀
頭昏眼花	神清氣爽
頭昏眼花	頭腦清醒
頭昏眼花	清醒
飛禽走獸	花草樹木
飛禽走獸	靜物
不三不四	一本正經
不三不四	規規矩矩
不三不四	正派
以偏概全	全面客觀
以偏概全	一視同仁
以偏概全	周全
吶喊助威	冷眼旁觀
吶喊助威	袖手旁觀
吶喊助威	喝倒彩
寸土寸金	不毛之地
寸土寸金	一文不值
寸土寸金	荒地
微觀世界	宏觀世界
微觀世界	浩瀚宇宙
心浮氣躁	心平氣和
拂袖而去	依依不捨
拂袖而去	流連忘返
拂袖而去	留下來
東拼西湊	一氣呵成
東拼西湊	渾然一體
東拼西湊	完整
通風報信	守口如瓶
通風報信	秘而不宣
通風報信	保密
不可告人	光明正大
不可告人	公開透明
不可告人	坦蕩
功德圓滿	功敗垂成
功德圓滿	半途而廢
功德圓滿	未竟
尋歡作樂	清心寡慾
尋歡作樂	刻苦自律
尋歡作樂	苦行
拈花惹草	忠貞不渝
拈花惹草	守身如玉
拈花惹草	專一
直來直去	拐彎抹角
直來直去	吞吞吐吐
直來直去	含蓄
言過其實	恰如其分
足智多謀	愚笨
逢凶化吉	禍不單行
逢凶化吉	雪上加霜
逢凶化吉	凶多吉少
銘心刻骨	過眼雲煙
銘心刻骨	拋諸腦後
銘心刻骨	忘卻
一筆勾銷	耿耿於懷
一紙空文	金科玉律
一紙空文	言出法隨
一紙空文	有效
因小失大	因小得大
因小失大	抓大放小
因小失大	權衡
大難臨頭	福星高照
大難臨頭	平安無事
大難臨頭	安然
安享晚年	晚景淒涼
安享晚年	老無所依
安享晚年	淒苦
殘垣斷壁	金碧輝煌
殘垣斷壁	完好如初
殘垣斷壁	嶄新
混水摸魚	光明正大
璀璨奪目	黯淡無光
當頭棒喝	輕描淡寫
當頭棒喝	和風細雨
當頭棒喝	溫言
飽經滄桑	未經風雨
飽經滄桑	一帆風順
飽經滄桑	稚嫩
和盤托出	守口如瓶
和盤托出	隱瞞
和盤托出	吞吞吐吐
心驚膽顫	處變不驚
心驚膽顫	鎮定自若
心驚膽顫	泰然
有頭有臉	無名小卒
有頭有臉	默默無聞
有頭有臉	小人物
狗急跳牆	從容不迫
狗急跳牆	臨危不亂
狗急跳牆	淡定
重操舊業	改弦易轍
重操舊業	另謀出路
重操舊業	洗手不幹
金科玉律	毫無章法
金科玉律	無法無天
金科玉律	可改
兼而有之	二者取一
兼而有之	非此即彼
兼而有之	單一
拉幫結派	獨來獨往
拉幫結派	不黨不羣
拉幫結派	孤立
與世長辭	健在人世
與世長辭	活着
與世長辭	長生
蜂擁而上	四散奔逃
蜂擁而上	退避三舍
蜂擁而上	作鳥獸散
只爭朝夕	拖拖拉拉
只爭朝夕	虛度光陰
只爭朝夕	慢吞吞
拼死拼活	坐享其成
拼死拼活	不勞而獲
拼死拼活	偷懶
混世魔王	正人君子
混世魔王	救世主
混世魔王	賢人
珠聯璧合	格格不入
珠聯璧合	水火不容
珠聯璧合	不配
草木皆兵	高枕無憂
草木皆兵	若無其事
草木皆兵	鎮定
遊人如織	門可羅雀
遊人如織	杳無人跡
遊人如織	冷清
風言風語	言之鑿鑿
風言風語	實事求是
風言風語	正言
魚目混珠	貨真價實
魚目混珠	真材實料
魚目混珠	純粹
一筆帶過	詳盡敘述
一筆帶過	濃墨重彩
一筆帶過	細說
付之東流	滿載而歸
付之東流	如願以償
付之東流	落袋
刨根問底	不求甚解
刨根問底	淺嘗輒止
刨根問底	囫圇吞棗
前程似錦	窮途末路
忿忿不平	心平氣和
忿忿不平	心安理得
忿忿不平	釋然
時斷時續	連綿不斷
時斷時續	持續
時斷時續	不間斷
開足馬力	偃旗息鼓
開足馬力	減速
開足馬力	停工
眼疾手快	笨手笨腳
自找麻煩	明哲保身
自找麻煩	省事
自找麻煩	沒事找事
頤指氣使	謙恭有禮
挑三揀四	來者不拒
挑三揀四	不挑剔
挑三揀四	隨意
一手遮天	無法一手遮天
一手遮天	天網恢恢
一手遮天	眾目昭彰
來路不明	來歷清楚
來路不明	名正言順
來路不明	正當
奮筆疾書	擱筆不寫
奮筆疾書	慢條斯理
奮筆疾書	停筆
擁擠不堪	空空蕩蕩
欺軟怕硬	鋤強扶弱
欺軟怕硬	見義勇為
欺軟怕硬	剛正
羣龍無首	眾望所歸
羣龍無首	有人領導
羣龍無首	羣龍有首
能屈能伸	寧折不彎
能屈能伸	剛愎自用
能屈能伸	死板
自取滅亡	絕處逢生
自取滅亡	轉危為安
自取滅亡	自救
衣冠不整	衣冠楚楚
衣冠不整	穿戴整齊
衣冠不整	整齊
人高馬大	矮小瘦弱
人高馬大	嬌小
人高馬大	瘦小
千夫所指	眾望所歸
千夫所指	有口皆碑
千夫所指	受擁戴
半生不熟	滾瓜爛熟
半生不熟	精通
半生不熟	嫻熟
卓爾不羣	平庸無奇
卓爾不羣	泯然衆人
卓爾不羣	普通
日曬雨淋	養尊處優
日曬雨淋	足不出戶
日曬雨淋	安逸
東施效顰	自然天成
東施效顰	本色出演
東施效顰	真實
歷盡滄桑	一帆風順
歷盡滄桑	未經風雨
歷盡滄桑	稚嫩
沒精打採	精神抖擻
泰山壓頂	如釋重負
泰山壓頂	輕輕放下
泰山壓頂	輕鬆
衝昏頭腦	保持清醒
衝昏頭腦	冷靜
衝昏頭腦	理智
裝瘋賣傻	一本正經
裝瘋賣傻	煞有介事
裝瘋賣傻	認真
過街老鼠	人人敬仰
過街老鼠	有口皆碑
過街老鼠	英雄
關門大吉	開張大吉
一唱一和	各唱各調
一唱一和	意見相左
一唱一和	對立
半工半讀	全日制
半工半讀	脫產學習
半工半讀	全職
巾幗英雄	須眉男子
巾幗英雄	懦夫
巾幗英雄	平庸之輩
徹夜不眠	倒頭就睡
洗劫一空	完好無損
洗劫一空	原封不動
洗劫一空	保全
物歸原主	據為己有
物歸原主	鵲巢鳩佔
物歸原主	侵佔
百無禁忌	諸多忌諱
百無禁忌	謹小慎微
百無禁忌	忌口
砸鍋賣鐵	一毛不拔
砸鍋賣鐵	守財
砸鍋賣鐵	吝嗇
等閒之輩	非池中物
等閒之輩	人中龍鳳
等閒之輩	傑出
自食其果	善有善報
自食其果	僥倖脫身
自食其果	免受懲罰
蠅頭小利	暴利
蠅頭小利	鉅額利潤
蠅頭小利	厚利
勉勉強強	心甘情願
勉勉強強	欣然
勉勉強強	樂意
喝西北風	錦衣玉食
喝西北風	酒足飯飽
喝西北風	飽食
打得火熱	形同陌路
打得火熱	反目成仇
打得火熱	冷淡
昂首闊步	垂頭喪氣
無恥之徒	正人君子
無恥之徒	仁人志士
無恥之徒	義士
驚人之舉	平淡無奇
驚人之舉	不足為奇
驚人之舉	尋常
三令五申	放任自流
三令五申	不了了之
三令五申	不管
口出狂言	謹言慎行
口出狂言	沉默寡言
口出狂言	謙虛
彌天大謊	實話實說
悄然無聲	大張旗鼓
拍手稱快	咬牙切齒
拍手稱快	義憤填膺
拍手稱快	痛恨
插科打諢	一本正經
插科打諢	正襟危坐
插科打諢	嚴肅
撒手人寰	健在
撒手人寰	活着
撒手人寰	長生
日以繼夜	朝九晚五
日以繼夜	按時作息
日以繼夜	規律
混淆視聽	以正視聽
混淆視聽	澄清事實
混淆視聽	明辨
熱脹冷縮	熱縮冷脹
熱脹冷縮	不變
瘦骨嶙峋	膀大腰圓
瘦骨嶙峋	肥胖
瘦骨嶙峋	豐滿
神經錯亂	神志清醒
神經錯亂	理智
神經錯亂	正常
積少成多	揮霍一空
積少成多	坐吃山空
積少成多	耗盡
累死累活	遊手好閒
累死累活	輕鬆
累死累活	清閒
言之有理	胡說八道
飄洋過海	足不出戶
飄洋過海	近在咫尺
飄洋過海	本地
一望無垠	一覽無餘
一望無垠	方寸之地
一望無垠	狹小
探頭探腦	大大方方
探頭探腦	堂堂正正
探頭探腦	光明正大
未卜先知	後知後覺
未卜先知	一無所知
未卜先知	後知
清清白白	不清不白
烈日當空	皓月當空
烈日當空	陰雲密佈
烈日當空	寒冷
獨具慧眼	有眼無珠
俯首稱臣	揭竿而起
俯首稱臣	奮起反抗
俯首稱臣	不屈
影影綽綽	清晰可見
影影綽綽	一清二楚
影影綽綽	分明
胸懷大志	胸無大志
胸懷大志	得過且過
胸懷大志	碌碌
衣冠禽獸	正人君子
衣冠禽獸	仁人志士
衣冠禽獸	君子
付之一炬	完好保存
付之一炬	珍藏
付之一炬	保留
債台高築	腰纏萬貫
債台高築	無債一身輕
債台高築	富有
剛柔相濟	剛愎自用
剛柔相濟	一味剛硬
剛柔相濟	單一
勤儉持家	揮霍無度
勤儉持家	鋪張浪費
勤儉持家	敗家
志得意滿	灰心喪氣
杳無音訊	音信頻傳
洋洋自得	垂頭喪氣
洋洋自得	自慚形穢
洋洋自得	謙虛
溢美之詞	惡言惡語
溢美之詞	貶損
溢美之詞	批評
禍起蕭牆	外敵入侵
禍起蕭牆	外患
禍起蕭牆	外來
義正詞嚴	理屈詞窮
貽笑大方	令人欽佩
貽笑大方	驚豔
貽笑大方	出色
一哄而上	作鳥獸散
一哄而上	一鬨而散
一哄而上	退去
仁義道德	男盜女娼
仁義道德	寡廉鮮恥
仁義道德	無恥
多彩多姿	單調乏味
守身如玉	放蕩不羈
守身如玉	拈花惹草
守身如玉	不檢點
知根知底	一無所知
知根知底	素昧平生
知根知底	陌生
經久不息	曇花一現
經久不息	轉瞬即逝
經久不息	短暫
聲名遠播	默默無聞
十年寒窗	一舉成名
十年寒窗	不學無術
十年寒窗	荒廢
名噪一時	默默無聞
名噪一時	過氣
名噪一時	無名
品頭論足	不加評論
品頭論足	默不作聲
品頭論足	沉默
搬弄是非	息事寧人
搬弄是非	和稀泥
搬弄是非	不傳話
甜酸苦辣	平淡如水
甜酸苦辣	單一味道
縱橫馳騁	寸步難行
縱橫馳騁	束手束腳
縱橫馳騁	受限
超額利潤	虧本經營
超額利潤	赤字
超額利潤	虧損
九泉之下	在世之時
九泉之下	人間
九泉之下	陽間
互通有無	各自為政
互通有無	老死不相往來
互通有無	封鎖
精神百倍	無精打采
閉口不談	暢所欲言
風餐露宿	養尊處優
風餐露宿	安居樂業
風餐露宿	舒適
一來二去	一錘定音
一來二去	一次了結
一來二去	忽然
拉拉扯扯	乾脆利落
拉拉扯扯	爽快
拉拉扯扯	乾脆
蠱惑人心	以理服人
蠱惑人心	開誠佈公
蠱惑人心	真誠
人所共知	鮮為人知
人所共知	秘而不宣
人所共知	隱秘
好大喜功	謙虛謹慎
好大喜功	實事求是
好大喜功	低調
嫉惡如仇	同流合污
嫉惡如仇	包庇縱容
嫉惡如仇	麻木
舊病復發	霍然痊癒
舊病復發	根治
舊病復發	康復
遠房親戚	至親骨肉
遠房親戚	直系親屬
遠房親戚	近親
鵝毛大雪	滴雪未下
鵝毛大雪	晴空萬里
鵝毛大雪	烈日
抓耳撓腮	鎮定自若
抓耳撓腮	從容
抓耳撓腮	淡定
攻城略地	割地求和
攻城略地	退守
攻城略地	防守
斷壁殘垣	金碧輝煌
斷壁殘垣	完好如初
斷壁殘垣	嶄新
滂沱大雨	滴雨未下
滂沱大雨	細雨
滂沱大雨	晴天
皓月當空	烏雲密佈
皓月當空	伸手不見五指
皓月當空	漆黑
耳鬢廝磨	形同陌路
耳鬢廝磨	天各一方
耳鬢廝磨	疏遠
雷電交加	風和日麗
雷電交加	晴空萬里
雷電交加	平靜
克敵制勝	一敗塗地
子子孫孫	絕後無嗣
子子孫孫	後繼無人
子子孫孫	一代
從從容容	慌慌張張
敲山震虎	打草驚蛇
敲山震虎	直接進攻
敲山震虎	硬碰硬
無可置疑	疑竇叢生
含含糊糊	清清楚楚
崎嶇不平	一馬平川
崎嶇不平	平坦
崎嶇不平	康莊大道
滿園春色	滿目瘡痍
滿園春色	一片荒蕪
滿園春色	凋零
能言善辯	笨嘴拙舌
膽大心細	粗心大意
草草收場	善始善終
草草收場	圓滿收場
草草收場	認真收尾
見錢眼開	視金錢如糞土
見錢眼開	清心寡慾
見錢眼開	不愛財
不分彼此	涇渭分明
不分彼此	親疏有別
不分彼此	分清
夜長夢多	速戰速決
夜長夢多	一錘定音
夜長夢多	及時
引火燒身	明哲保身
引火燒身	全身而退
引火燒身	置身事外
殘酷無情	仁慈善良
百尺竿頭	每況愈下
百尺竿頭	原地踏步
百尺竿頭	退步
臭氣熏天	芳香四溢
臭氣熏天	清香
臭氣熏天	芬芳
追根究底	不求甚解
追根究底	淺嘗輒止
追根究底	囫圇吞棗
有傷風化	合乎禮儀
有傷風化	正派
有傷風化	得體
眼冒金星	神清氣爽
眼冒金星	頭腦清醒
眼冒金星	清醒
繁文縟節	不拘小節
繁文縟節	簡便
繁文縟節	乾脆
得意門生	不肖弟子
得意門生	門外漢
得意門生	差生
扶貧濟困	趁火打劫
扶貧濟困	落井下石
扶貧濟困	見死不救
投桃報李	恩將仇報
新婚燕爾	勞燕分飛
新婚燕爾	離婚
新婚燕爾	仳離
留連忘返	落荒而逃
留連忘返	掃興而歸
留連忘返	匆匆離去
百年大計	權宜之計
百年大計	短期
百年大計	暫時
身懷六甲	尚未懷孕
身懷六甲	未婚
身懷六甲	單身
榮辱與共	各自為政
榮辱與共	分道揚鑣
榮辱與共	各掃門前雪
由此可知	無從判斷
由此可知	難下定論
由此可知	不明
由此看來	無從判斷
由此看來	難下定論
登高望遠	坐井觀天
登高望遠	鼠目寸光
登高望遠	短視
監守自盜	盡忠職守
監守自盜	兩袖清風
監守自盜	清廉
長風破浪	半途而廢
長風破浪	畏縮不前
長風破浪	觸礁
齊心合力	離心離德
一星半點	成千上萬
一星半點	大量
一星半點	全部
事必躬親	委以他人
事必躬親	假手於人
事必躬親	撒手不管
左右開弓	單打一
左右開弓	顧此失彼
左右開弓	單手
心中有鬼	問心無愧
心中有鬼	坦蕩
心中有鬼	清白
快人快語	吞吞吐吐
快人快語	拐彎抹角
快人快語	含蓄
悔不當初	無怨無悔
攜手並肩	分道揚鑣
高頭大馬	矮小瘦弱
高頭大馬	瘦小
高頭大馬	低矮
不知所終	下落明確
不知所終	安然無恙
不知所終	歸宿清楚
心如死灰	心潮澎湃
挑燈夜戰	倒頭就睡
挑燈夜戰	按時休息
挑燈夜戰	早睡
永生永世	一時半刻
永生永世	短暫
永生永世	片刻
舉案齊眉	相敬如賓
舉案齊眉	反目成仇
舉案齊眉	不敬
開路先鋒	殿後部隊
開路先鋒	落後
開路先鋒	跟隨者
一鬨而散	蜂擁而上
一鬨而散	聚集
一鬨而散	不散
久經考驗	初出茅廬
久經考驗	未經考驗
久經考驗	稚嫩
坦白從寬	抗拒從嚴
坦白從寬	拒不交代
坦白從寬	隱瞞
大包大攬	推諉扯皮
大包大攬	袖手旁觀
大包大攬	分權
眉目傳情	面無表情
眉目傳情	視若無睹
眉目傳情	冷漠
救苦救難	落井下石
救苦救難	見死不救
救苦救難	袖手旁觀
望梅止渴	畫餅充飢
望梅止渴	切實解決
望梅止渴	真渴真飲
鬼話連篇	實話實說
乒乒乓乓	靜悄悄
乒乒乓乓	悄無聲息
乒乒乓乓	安靜
停薪留職	在職領薪
停薪留職	全職
停薪留職	復職
勤政廉政	貪污腐敗
勤政廉政	怠政
勤政廉政	腐敗
玩火自焚	明哲保身
