head	tail
光前裕後	辱沒先人
光前裕後	敗家
光前裕後	無光
不違農時	違誤農時
不違農時	耽誤
不違農時	誤時
網開三面	趕盡殺絕
網開三面	一網打盡
網開三面	嚴酷
盤根究底	不求甚解
盤根究底	淺嘗輒止
盤根究底	粗看
含垢忍辱	揚眉吐氣
含垢忍辱	復仇
含垢忍辱	不忍
眉高眼低	一視同仁
眉高眼低	平等
眉高眼低	不勢利
遂心如意	事與願違
遂心如意	不如意
遂心如意	失望
悍然不顧	瞻前顧後
悍然不顧	謹小慎微
悍然不顧	顧忌
跑跑顛顛	穩穩當當
跑跑顛顛	從容
跑跑顛顛	安穩
低首下心	昂首挺胸
低首下心	不卑不亢
低首下心	高傲
傷心慘目	賞心悅目
傷心慘目	好看
傷心慘目	喜人
榮宗耀祖	辱沒祖先
榮宗耀祖	敗壞家風
榮宗耀祖	辱門
棄邪歸正	執迷不悟
不咎既往	舊賬重提
不逞之徒	正人君子
不逞之徒	安分良民
不逞之徒	君子
喜眉笑眼	愁眉苦臉
見風是雨	實事求是
見風是雨	明辨是非
見風是雨	求證
雷轟電閃	風和日麗
雷轟電閃	晴空萬里
雷轟電閃	平靜
快步流星	慢吞吞
快步流星	磨磨蹭蹭
快步流星	緩慢
自我作古	因循守舊
自我作古	墨守成規
自我作古	守舊
滑頭滑腦	老老實實
滑頭滑腦	憨厚
滑頭滑腦	誠懇
瓊枝玉葉	凡夫俗子
瓊枝玉葉	平民
瓊枝玉葉	普通
背城借一	棄城投降
背城借一	不戰而降
背城借一	放棄
龍口奪食	坐享其成
龍口奪食	不勞而獲
龍口奪食	安逸
全始全終	虎頭蛇尾
夾七夾八	有條有理
夾七夾八	清楚
夾七夾八	有序
老少無欺	欺老騙少
老少無欺	坑蒙拐騙
老少無欺	欺詐
佛口蛇心	菩薩心腸
佛口蛇心	口甜心軟
佛口蛇心	仁慈
歸真返璞	矯揉造作
歸真返璞	華而不實
歸真返璞	虛飾
剖腹藏珠	輕財重義
剖腹藏珠	明智
剖腹藏珠	捨珠
懲一儆百	法不責眾
懲一儆百	放任不管
懲一儆百	姑息
細大不捐	挑肥揀瘦
細大不捐	挑剔
細大不捐	只取大
黔驢之技	神通廣大
黔驢之技	多才多藝
黔驢之技	真本事
急人之難	見死不救
挖肉補瘡	未雨綢繆
挖肉補瘡	開源節流
挖肉補瘡	得宜
涎皮賴臉	知恥知止
涎皮賴臉	識趣
涎皮賴臉	自重
習非成是	知錯能改
習非成是	明辨是非
習非成是	改正
目不窺園	遊手好閒
目不窺園	玩物喪志
目不窺園	不學
淪肌浹髓	浮光掠影
淪肌浹髓	膚淺
淪肌浹髓	表面
追本窮源	不求甚解
追本窮源	淺嘗輒止
追本窮源	粗看
本固枝榮	根朽枝枯
本固枝榮	根基不穩
本固枝榮	衰敗
積羽沉舟	積少成多
積羽沉舟	集腋成裘
積羽沉舟	微不足道
馬仰人翻	人仰馬翻
馬仰人翻	安然無恙
馬仰人翻	平穩
萬死一生	安然無恙
萬死一生	穩操勝券
萬死一生	安全
瞞心昧己	問心無愧
瞞心昧己	坦誠
瞞心昧己	自欺
諂上欺下	剛正不阿
諂上欺下	一視同仁
諂上欺下	正直
窮當益堅	窮則變節
窮當益堅	自暴自棄
窮當益堅	消沉
推本溯源	不求甚解
推本溯源	淺嘗輒止
推本溯源	粗看
有嘴無心	言出必行
有嘴無心	言而有信
有嘴無心	當真
指雞罵狗	直言不諱
指雞罵狗	當面批評
指雞罵狗	正說
五花大綁	鬆綁釋放
五花大綁	自由
五花大綁	不綁
凹凸不平	平坦光滑
凹凸不平	平整
凹凸不平	一馬平川
吃喝玩樂	艱苦奮鬥
吃喝玩樂	勤儉節約
吃喝玩樂	吃苦
各就各位	亂成一團
各就各位	缺位
各就各位	離位
善男信女	無神論者
善男信女	不信教
善男信女	俗人
在所難免	可以避免
在所難免	完全避免
在所難免	可免
大搖大擺	躡手躡腳
大有人在	寥寥無幾
拭目以待	不屑一顧
於事無補	於事有補
昏昏欲睡	精神抖擻
白紙黑字	空口無憑
閒言閒語	金玉良言
閒言閒語	正言
閒言閒語	不說
傾心吐膽	守口如瓶
鑠石流金	天寒地凍
鑠石流金	滴水成冰
鑠石流金	寒冷
率爾操觚	深思熟慮
率爾操觚	字斟句酌
率爾操觚	慎重
輕裘肥馬	粗衣淡飯
輕裘肥馬	貧寒
輕裘肥馬	清苦
玉葉金枝	凡夫俗子
玉葉金枝	平民
玉葉金枝	普通
剪草除根	斬草不除根
剪草除根	姑息
剪草除根	留根
如蟻附羶	敬而遠之
如蟻附羶	避之唯恐不及
如蟻附羶	遠離
片甲不存	全軍凱旋
片甲不存	毫髮無傷
片甲不存	完勝
官報私仇	大公無私
官報私仇	公事公辦
官報私仇	公正
泰山鴻毛	等量齊觀
泰山鴻毛	同樣重要
泰山鴻毛	並重
倔頭倔腦	通情達理
倔頭倔腦	柔順
倔頭倔腦	和順
履舄交錯	門可羅雀
履舄交錯	冷清
履舄交錯	無人
積不相能	情投意合
積不相能	和睦
積不相能	融洽
大醇小疵	完美無瑕
大醇小疵	一無是處
大醇小疵	全瑕
科頭跣足	衣冠楚楚
科頭跣足	穿戴整齊
科頭跣足	整齊
不稂不莠	良莠不齊
不稂不莠	精華
不稂不莠	優秀
銖兩悉稱	畸輕畸重
銖兩悉稱	不平衡
銖兩悉稱	偏頗
忍辱求全	寧折不彎
忍辱求全	以牙還牙
忍辱求全	報復
輕嘴薄舌	謹言慎行
輕嘴薄舌	笨嘴拙舌
輕嘴薄舌	寡言
招風惹草	安分守己
招風惹草	守本分
招風惹草	不惹
掂斤播兩	豪爽大方
掂斤播兩	不計較
掂斤播兩	大氣
有目共賞	慘不忍睹
掀風鼓浪	息事寧人
掀風鼓浪	風平浪靜
掀風鼓浪	平靜
目不見睫	明察秋毫
目不見睫	自知之明
目不見睫	清醒
明來暗往	光明正大
明來暗往	公開往來
明來暗往	坦蕩
擠擠插插	空空蕩蕩
擠擠插插	寬敞
擠擠插插	稀疏
加人一等	低人一等
加人一等	不如
加人一等	遜色
戴盆望天	腳踏實地
戴盆望天	切實可行
戴盆望天	務實
嗜痂成癖	潔身自好
嗜痂成癖	雅趣
嗜痂成癖	正常
