head	tail
愈演愈烈	降溫
一動不動	活蹦亂跳
一動不動	動來動去
一動不動	坐立不安
無緣無故	事出有因
無緣無故	有因有果
無緣無故	有緣故
簡簡單單	錯綜複雜
簡簡單單	複雜
簡簡單單	千頭萬緒
自欺欺人	實事求是
自欺欺人	坦誠相告
多種多樣	千篇一律
多種多樣	單一
多種多樣	清一色
不亦樂乎	苦不堪言
不亦樂乎	痛苦
不亦樂乎	苦惱
硬着頭皮	知難而退
多愁善感	鐵石心腸
多愁善感	麻木
多愁善感	無動於衷
四面八方	一隅之地
四面八方	局部
四面八方	一方
海闊天空	坐井觀天
海闊天空	鼠目寸光
海闊天空	狹隘
千千萬萬	寥寥無幾
千千萬萬	少數
千千萬萬	屈指可數
此起彼伏	平靜如水
此起彼伏	偃旗息鼓
此起彼伏	沉寂
一笑置之	耿耿於懷
情有獨鍾	三心兩意
情有獨鍾	見異思遷
情有獨鍾	用情不專
或多或少	一無所有
或多或少	絲毫沒有
或多或少	全無
隱隱作痛	痛徹心扉
隱隱作痛	劇痛
隱隱作痛	劇烈疼痛
發揚光大	銷聲匿跡
發揚光大	埋沒
發揚光大	湮沒
揮之不去	煙消雲散
揮之不去	拋諸腦後
揮之不去	忘卻
多多少少	一無所有
多多少少	絲毫沒有
一年四季	一時半刻
一年四季	短暫
一年四季	片刻
風風雨雨	風平浪靜
風風雨雨	一帆風順
風風雨雨	平靜
從此以後	在此之前
從此以後	此前
從此以後	從前
一應俱全	一無所有
一應俱全	空空如也
一應俱全	缺東少西
無怨無悔	怨天尤人
無怨無悔	後悔莫及
無怨無悔	追悔
稀裏糊塗	一清二楚
稀裏糊塗	明明白白
稀裏糊塗	清醒
原汁原味	面目全非
原汁原味	變味
原汁原味	走樣
塵埃落定	懸而未決
塵埃落定	未定
塵埃落定	尚無定論
難得一見	司空見慣
難得一見	屢見不鮮
難得一見	常見
上上下下	一成不變
上上下下	紋絲不動
切實可行	不切實際
切實可行	空想
切實可行	行不通
大起大落	平穩發展
大起大落	平穩
大起大落	波瀾不驚
輕輕鬆鬆	艱艱苦苦
輕輕鬆鬆	辛苦
輕輕鬆鬆	吃力
無關緊要	至關重要
無關緊要	事關重大
無關緊要	關鍵
夜深人靜	人聲鼎沸
夜深人靜	熱鬧
夜深人靜	喧鬧
一點一滴	一蹴而就
一點一滴	一口氣
一點一滴	囫圇吞棗
密不可分	毫不相干
密不可分	無關
密不可分	互不相干
來來往往	杳無人跡
來來往往	冷清
來來往往	門可羅雀
多姿多彩	單調乏味
多姿多彩	單調
多姿多彩	枯燥
明明白白	稀裏糊塗
明明白白	糊塗
明明白白	含糊
緊鑼密鼓	偃旗息鼓
緊鑼密鼓	無聲無息
緊鑼密鼓	沉寂
高高興興	愁眉苦臉
高高興興	悶悶不樂
高高興興	沮喪
不過如此	非同凡響
不過如此	了不起
天馬行空	循規蹈矩
天馬行空	按部就班
天馬行空	拘謹
更新換代	一成不變
更新換代	墨守成規
更新換代	守舊
沒心沒肺	用心良苦
沒心沒肺	細心
沒心沒肺	體貼
意猶未盡	興盡而歸
意猶未盡	意興闌珊
意猶未盡	索然無味
悄無聲息	大張旗鼓
恰恰相反	不約而同
恰恰相反	如出一轍
忙忙碌碌	無所事事
忙忙碌碌	悠閒
忙忙碌碌	清閒
絞盡腦汁	不假思索
絞盡腦汁	脫口而出
絞盡腦汁	輕鬆
雜七雜八	井井有條
雜七雜八	整齊
雜七雜八	單純
毋庸置疑	疑竇叢生
毋庸置疑	存疑
毋庸置疑	有疑問
大勢所趨	逆勢而行
大勢所趨	反潮流
大勢所趨	倒行逆施
意料之外	意料之中
完完全全	殘缺不全
完完全全	部分
完完全全	不完全
晶瑩剔透	渾濁不堪
晶瑩剔透	渾濁
晶瑩剔透	污濁
不能自拔	抽身而出
不能自拔	及時抽身
不能自拔	擺脫
一聲令下	按兵不動
一聲令下	猶豫不決
一聲令下	遲疑
出謀劃策	束手無策
出謀劃策	無計可施
出謀劃策	一籌莫展
相輔相成	互相排斥
相輔相成	水火不容
相輔相成	對立
自作多情	冷酷無情
自作多情	無動於衷
自作多情	鐵石心腸
大行其道	銷聲匿跡
大行其道	無人問津
大行其道	沒落
男男女女	寥寥無幾
男男女女	無人
男男女女	空無一人
歸根結底	表面看來
歸根結底	粗看
歸根結底	浮於表面
冠冕堂皇	鬼鬼祟祟
糊裏糊塗	一清二楚
糊裏糊塗	明明白白
糊裏糊塗	清醒
欲哭無淚	喜極而泣
欲哭無淚	破涕為笑
欲哭無淚	歡喜
躍躍欲試	畏縮不前
躍躍欲試	退縮
躍躍欲試	望而卻步
不一會兒	很長時間
不一會兒	良久
不一會兒	許久
雨後春筍	鳳毛麟角
雨後春筍	稀少
雨後春筍	罕見
疲憊不堪	精神抖擻
疲憊不堪	精力充沛
疲憊不堪	生龍活虎
若有所思	茫然若失
若有所思	心不在焉
若有所思	漫不經心
大大咧咧	謹小慎微
隨隨便便	一絲不苟
有生之年	身後之事
有生之年	死後
有生之年	百年之後
蕩然無存	完好無損
蕩然無存	保存完好
蕩然無存	原封不動
不同尋常	平淡無奇
大汗淋漓	滴汗未出
大汗淋漓	清涼
大汗淋漓	涼爽
無窮無盡	有始有終
無窮無盡	有限
無窮無盡	屈指可數
盡心盡力	敷衍塞責
日日夜夜	一時半刻
日日夜夜	短暫
日日夜夜	片刻
無所不能	一無所能
大打出手	握手言和
大打出手	和氣
大打出手	言歸於好
渾渾噩噩	清醒明白
渾渾噩噩	清醒
渾渾噩噩	精明
跌跌撞撞	穩穩當當
跌跌撞撞	穩健
跌跌撞撞	從容
相濡以沫	自私自利
相濡以沫	各掃門前雪
相濡以沫	見死不救
平平安安	危在旦夕
異軍突起	銷聲匿跡
異軍突起	沒落
異軍突起	一蹶不振
灰飛煙滅	永垂不朽
灰飛煙滅	長存
灰飛煙滅	屹立不倒
拋磚引玉	藏拙
拋磚引玉	秘而不宣
異曲同工	大相徑庭
異曲同工	截然不同
異曲同工	南轅北轍
不絕於耳	鴉雀無聲
不絕於耳	寂靜
不絕於耳	悄無聲息
十有八九	萬一
十有八九	極少
十有八九	鮮有
討人喜歡	惹人厭惡
討人喜歡	討厭
討人喜歡	令人反感
才華橫溢	才疏學淺
身體力行	光說不做
身體力行	紙上談兵
身體力行	坐而論道
徹頭徹尾	半途而廢
徹頭徹尾	有頭無尾
徹頭徹尾	虎頭蛇尾
時至今日	早在從前
時至今日	當初
時至今日	起初
過意不去	心安理得
過意不去	坦然
過意不去	無愧
前前後後	一時半刻
前前後後	片刻
一氣之下	心平氣和
一氣之下	平心靜氣
一氣之下	冷靜
堂而皇之	偷偷摸摸
堂而皇之	鬼鬼祟祟
堂而皇之	見不得人
夢想成真	夢想破滅
朝夕相處	天各一方
朝夕相處	聚少離多
朝夕相處	離多聚少
暈頭轉向	頭腦清醒
暈頭轉向	清醒
暈頭轉向	镇定
與世隔絕	門庭若市
與世隔絕	交際廣泛
與世隔絕	廣結善緣
滿頭大汗	滴汗未出
滿頭大汗	清涼
物有所值	物非所值
物有所值	不值
物有所值	貴得離譜
萬事如意	事與願違
萬事如意	諸事不順
萬事如意	倒霉
遙遙領先	遠遠落後
不可一世	虛懷若谷
不可一世	謙虛
不可一世	謙卑
心想事成	事與願違
心想事成	落空
心想事成	竹籃打水
燈紅酒綠	清心寡慾
燈紅酒綠	簡樸
燈紅酒綠	清苦
無病呻吟	真情流露
無病呻吟	有感而發
無病呻吟	肺腑之言
盡收眼底	一葉障目
盡收眼底	視野受限
盡收眼底	管中窺豹
風風火火	慢條斯理
風風火火	從容不迫
風風火火	慢悠悠
黃金時代	黑暗時期
黃金時代	低潮
黃金時代	衰落期
稀奇古怪	平淡無奇
稀奇古怪	普通
稀奇古怪	尋常
不正之風	清正之風
不正之風	正氣
不正之風	良好風氣
接踵而至	杳無人跡
接踵而至	門可羅雀
接踵而至	鮮有問津
翩翩起舞	呆若木雞
翩翩起舞	一動不動
翩翩起舞	僵立
不大不小	極大
不大不小	極小
不大不小	懸殊
無邊無際	方寸之地
無邊無際	狹小
無邊無際	有限
行屍走肉	生龍活虎
行屍走肉	朝氣蓬勃
行屍走肉	充滿活力
一枝獨秀	百花齊放
一枝獨秀	平分秋色
一枝獨秀	群雄並起
嚴嚴實實	鬆鬆垮垮
嚴嚴實實	鬆散
嚴嚴實實	漏洞百出
令人髮指	令人敬佩
令人髮指	感人
令人髮指	欽佩
所剩無幾	綽綽有餘
所剩無幾	充足
所剩無幾	豐富
花花綠綠	素淨單一
花花綠綠	素淨
花花綠綠	單調
行雲流水	磕磕絆絆
行雲流水	生澀
行雲流水	滯澀
忙裏偷閒	馬不停蹄
忙裏偷閒	連軸轉
忙裏偷閒	不得閒
舒舒服服	艱難困苦
舒舒服服	難受
舒舒服服	辛苦
青山綠水	窮山惡水
青山綠水	荒山禿嶺
青山綠水	寸草不生
用武之地	無用武之地
用武之地	英雄無用武之地
嘰嘰喳喳	沉默寡言
嘰嘰喳喳	安靜
嘰嘰喳喳	鴉雀無聲
歸根到底	表面看來
歸根到底	粗看
熱情洋溢	冷若冰霜
異想天開	實事求是
異想天開	腳踏實地
異想天開	務實
見不得人	光明正大
見不得人	堂堂正正
見不得人	公開
感激不盡	恩將仇報
感激不盡	忘恩負義
感激不盡	毫無感激
下落不明	安然無恙
無所不在	無處可尋
無所不在	罕見
無所不在	難覓
娓娓道來	結結巴巴
娓娓道來	吞吞吐吐
娓娓道來	語無倫次
風口浪尖	風平浪靜
風口浪尖	安穩
風口浪尖	平靜
一言一行	默不作聲
一言一行	一言不發
蹦蹦跳跳	無精打采
蹦蹦跳跳	懶洋洋
蹦蹦跳跳	有氣無力
困難重重	一帆風順
義憤填膺	無動於衷
義憤填膺	麻木
義憤填膺	冷漠
價廉物美	質次價高
價廉物美	價高質劣
價廉物美	昂貴
舉一反三	舉一不知其二
舉一反三	死記硬背
舉一反三	生搬硬套
驚世駭俗	平淡無奇
驚世駭俗	中規中矩
驚世駭俗	普通
生生不息	後繼無人
生生不息	斷絕
生生不息	消亡
形同虛設	名副其實
形同虛設	切實有效
形同虛設	管用
種族歧視	一視同仁
種族歧視	平等相待
種族歧視	種族平等
團結一致	四分五裂
一勞永逸	後患無窮
不堪設想	高枕無憂
不堪設想	安然無恙
不堪設想	樂觀
以防萬一	掉以輕心
以防萬一	疏忽
以防萬一	大意
匪夷所思	理所當然
孤注一擲	穩紮穩打
有朝一日	遙遙無期
有朝一日	永無出頭之日
蕩氣迴腸	索然無味
蕩氣迴腸	平淡
蕩氣迴腸	乏味
迴心轉意	執迷不悟
大紅大紫	默默無聞
指手畫腳	袖手旁觀
活蹦亂跳	奄奄一息
功成名就	一事無成
天生麗質	其貌不揚
天生麗質	醜陋
天生麗質	平庸之貌
彬彬有禮	粗魯無禮
知己知彼	一知半解
知己知彼	盲目
知己知彼	無知
古往今來	一時半刻
古往今來	當下
古往今來	眼前
不思進取	積極進取
修身養性	自暴自棄
修身養性	放縱
修身養性	墮落
天方夜譚	言之鑿鑿
天方夜譚	確有其事
天方夜譚	真實
沒日沒夜	按時作息
沒日沒夜	朝九晚五
沒日沒夜	規律
當家作主	寄人籬下
三天兩頭	難得一次
三天兩頭	偶爾
三天兩頭	間中
危言聳聽	輕描淡寫
危言聳聽	輕描
危言聳聽	淡化
各有千秋	千篇一律
各有千秋	半斤八兩
各有千秋	不相上下
空穴來風	事出有因
空穴來風	言之有據
空穴來風	確有其事
不可估量	微不足道
不可估量	可忽略
不可估量	有限
從小到大	從大到小
從小到大	由盛而衰
缺一不可	可有可無
後悔莫及	及時悔改
後悔莫及	亡羊補牢
後悔莫及	無怨無悔
亟待解決	無關緊要
亟待解決	暫緩
亟待解決	不急
大言不慚	謙虛謹慎
一言難盡	一言以蔽之
一言難盡	長話短說
一言難盡	簡單
成百上千	寥寥無幾
成百上千	屈指可數
成百上千	少數
婆婆媽媽	乾脆利落
婆婆媽媽	爽快
婆婆媽媽	簡潔
丟人現眼	光宗耀祖
丟人現眼	出人頭地
丟人現眼	揚名
舞文弄墨	實幹
舞文弄墨	埋頭苦幹
舞文弄墨	身體力行
誤人子弟	誨人不倦
誤人子弟	桃李滿門
誤人子弟	教書育人
海誓山盟	背信棄義
搖搖晃晃	穩穩當當
搖搖晃晃	穩健
搖搖晃晃	屹立
海市蜃樓	真實可見
海市蜃樓	實實在在
海市蜃樓	真切
各奔東西	團聚一堂
