head	tail	relation_type	batch_id
餅乾	麵包	ant	post-syn-ant-b03-20260718
工作人員	客人	ant	post-syn-ant-b03-20260718
工作人員	顧客	ant	post-syn-ant-b03-20260718
別的	自己	ant	post-syn-ant-b03-20260718
別的	本身	ant	post-syn-ant-b03-20260718
第日	尋日	ant	post-syn-ant-b03-20260718
吹水	做事	ant	post-syn-ant-b03-20260718
怕醜	放肆	ant	post-syn-ant-b03-20260718
大部份	全部	ant	post-syn-ant-b03-20260718
遲啲	馬上	ant	post-syn-ant-b03-20260718
肥仔	瘦削	ant	post-syn-ant-b03-20260718
搞笑	沉悶	ant	post-syn-ant-b03-20260718
擰頭	同意	ant	post-syn-ant-b03-20260718
朝頭早	深夜	ant	post-syn-ant-b03-20260718
老嘢	後生	ant	post-syn-ant-b03-20260718
衰仔	乖	ant	post-syn-ant-b03-20260718
冇所謂	重視	ant	post-syn-ant-b03-20260718
大隻	矮細	ant	post-syn-ant-b03-20260718
直情	轉彎	ant	post-syn-ant-b03-20260718
不在	在	ant	post-syn-ant-b03-20260718
交流	斷絕	ant	post-syn-ant-b03-20260718
太過	不足	ant	post-syn-ant-b03-20260718
總有	冇	ant	post-syn-ant-b03-20260718
是但	用心	ant	post-syn-ant-b03-20260718
忘了	記住	ant	post-syn-ant-b03-20260718
後尾	首先	ant	post-syn-ant-b03-20260718
行山	行船	ant	post-syn-ant-b03-20260718
盡快	拖延	ant	post-syn-ant-b03-20260718
行街	宅	ant	post-syn-ant-b03-20260718
晏晝	凌晨	ant	post-syn-ant-b03-20260718
細細個	長大	ant	post-syn-ant-b03-20260718
有份	缺席	ant	post-syn-ant-b03-20260718
成世	短暫	ant	post-syn-ant-b03-20260718
第二次	首次	ant	post-syn-ant-b03-20260718
呢邊	對面	ant	post-syn-ant-b03-20260718
