head	tail	relation_type	batch_id
放膽	怯場	ant	post-syn-ant-ring5k10k-b06-20260718
散落	聚集	ant	post-syn-ant-ring5k10k-b06-20260718
斷氣	復活	ant	post-syn-ant-ring5k10k-b06-20260718
永別	重逢	ant	post-syn-ant-ring5k10k-b06-20260718
求情	嚴懲	ant	post-syn-ant-ring5k10k-b06-20260718
發抖	鎮定	ant	post-syn-ant-ring5k10k-b06-20260718
知己	陌生人	ant	post-syn-ant-ring5k10k-b06-20260718
破綻	完美	ant	post-syn-ant-ring5k10k-b06-20260718
碰到	錯過	ant	post-syn-ant-ring5k10k-b06-20260718
累積	消耗	ant	post-syn-ant-ring5k10k-b06-20260718
終究	暫時	ant	post-syn-ant-ring5k10k-b06-20260718
絕育	生育	ant	post-syn-ant-ring5k10k-b06-20260718
缺口	完滿	ant	post-syn-ant-ring5k10k-b06-20260718
翌日	今日	ant	post-syn-ant-ring5k10k-b06-20260718
聊天	沉默	ant	post-syn-ant-ring5k10k-b06-20260718
標明	隱瞞	ant	post-syn-ant-ring5k10k-b06-20260718
評判	偏袒	ant	post-syn-ant-ring5k10k-b06-20260718
違章	守法	ant	post-syn-ant-ring5k10k-b06-20260718
乃是	並非	ant	post-syn-ant-ring5k10k-b06-20260718
時而	總是	ant	post-syn-ant-ring5k10k-b06-20260718
減弱	強化	ant	post-syn-ant-ring5k10k-b06-20260718
作案	破案	ant	post-syn-ant-ring5k10k-b06-20260718
警示	縱容	ant	post-syn-ant-ring5k10k-b06-20260718
責任心	不負責任	ant	post-syn-ant-ring5k10k-b06-20260718
上當	識破	ant	post-syn-ant-ring5k10k-b06-20260718
下載	上載	ant	post-syn-ant-ring5k10k-b06-20260718
保釋	扣押	ant	post-syn-ant-ring5k10k-b06-20260718
偷窺	直視	ant	post-syn-ant-ring5k10k-b06-20260718
冤枉	清白	ant	post-syn-ant-ring5k10k-b06-20260718
分辨	混亂	ant	post-syn-ant-ring5k10k-b06-20260718
呼喚	噤聲	ant	post-syn-ant-ring5k10k-b06-20260718
哽咽	歡笑	ant	post-syn-ant-ring5k10k-b06-20260718
嘆息	歡喜	ant	post-syn-ant-ring5k10k-b06-20260718
回望	展望	ant	post-syn-ant-ring5k10k-b06-20260718
堅挺	疲弱	ant	post-syn-ant-ring5k10k-b06-20260718
增收	減產	ant	post-syn-ant-ring5k10k-b06-20260718
大好	糟糕	ant	post-syn-ant-ring5k10k-b06-20260718
彎腰	抬頭	ant	post-syn-ant-ring5k10k-b06-20260718
思索	衝動	ant	post-syn-ant-ring5k10k-b06-20260718
手緊	手頭鬆	ant	post-syn-ant-ring5k10k-b06-20260718
打劫	救濟	ant	post-syn-ant-ring5k10k-b06-20260718
招惹	避開	ant	post-syn-ant-ring5k10k-b06-20260718
掉轉	前進	ant	post-syn-ant-ring5k10k-b06-20260718
接手	交託	ant	post-syn-ant-ring5k10k-b06-20260718
放膽	畏縮	ant	post-syn-ant-ring5k10k-b06-20260718
散落	集合	ant	post-syn-ant-ring5k10k-b06-20260718
斷氣	甦醒	ant	post-syn-ant-ring5k10k-b06-20260718
永別	再見	ant	post-syn-ant-ring5k10k-b06-20260718
求情	嚴辦	ant	post-syn-ant-ring5k10k-b06-20260718
發抖	從容	ant	post-syn-ant-ring5k10k-b06-20260718
知己	敵人	ant	post-syn-ant-ring5k10k-b06-20260718
破綻	無瑕	ant	post-syn-ant-ring5k10k-b06-20260718
碰到	錯失	ant	post-syn-ant-ring5k10k-b06-20260718
累積	揮霍	ant	post-syn-ant-ring5k10k-b06-20260718
終究	暫且	ant	post-syn-ant-ring5k10k-b06-20260718
絕育	繁殖	ant	post-syn-ant-ring5k10k-b06-20260718
缺口	齊全	ant	post-syn-ant-ring5k10k-b06-20260718
翌日	今朝	ant	post-syn-ant-ring5k10k-b06-20260718
聊天	靜默	ant	post-syn-ant-ring5k10k-b06-20260718
吹牛	謙遜	ant	post-syn-ant-ring5k10k-b06-20260718
預示	追溯	ant	post-syn-ant-ring5k10k-b06-20260718
演練	上陣	ant	post-syn-ant-ring5k10k-b06-20260718
問世	絕跡	ant	post-syn-ant-ring5k10k-b06-20260718
上當	清醒	ant	post-syn-ant-ring5k10k-b06-20260718
下一步	回頭	ant	post-syn-ant-ring5k10k-b06-20260718
不至於	以至於	ant	post-syn-ant-ring5k10k-b06-20260718
保釋	收監	ant	post-syn-ant-ring5k10k-b06-20260718
冤枉	昭雪	ant	post-syn-ant-ring5k10k-b06-20260718
呼喚	靜默	ant	post-syn-ant-ring5k10k-b06-20260718
堅挺	下跌	ant	post-syn-ant-ring5k10k-b06-20260718
增收	虧損	ant	post-syn-ant-ring5k10k-b06-20260718
大好	不妙	ant	post-syn-ant-ring5k10k-b06-20260718
懂事	任性	ant	post-syn-ant-ring5k10k-b06-20260718
手緊	寬裕	ant	post-syn-ant-ring5k10k-b06-20260718
打劫	援助	ant	post-syn-ant-ring5k10k-b06-20260718
招惹	疏遠	ant	post-syn-ant-ring5k10k-b06-20260718
接手	交還	ant	post-syn-ant-ring5k10k-b06-20260718
放膽	膽小	ant	post-syn-ant-ring5k10k-b06-20260718
散落	收攏	ant	post-syn-ant-ring5k10k-b06-20260718
斷氣	生還	ant	post-syn-ant-ring5k10k-b06-20260718
永別	重聚	ant	post-syn-ant-ring5k10k-b06-20260718
發抖	沉着	ant	post-syn-ant-ring5k10k-b06-20260718
知己	陌路	ant	post-syn-ant-ring5k10k-b06-20260718
破綻	完整	ant	post-syn-ant-ring5k10k-b06-20260718
碰到	避開	ant	post-syn-ant-ring5k10k-b06-20260718
累積	耗散	ant	post-syn-ant-ring5k10k-b06-20260718
終究	目前	ant	post-syn-ant-ring5k10k-b06-20260718
絕育	受孕	ant	post-syn-ant-ring5k10k-b06-20260718
缺口	補足	ant	post-syn-ant-ring5k10k-b06-20260718
翌日	當日	ant	post-syn-ant-ring5k10k-b06-20260718
聊天	冷場	ant	post-syn-ant-ring5k10k-b06-20260718
