head	tail	relation_type	batch_id
判若雲泥	半斤八兩	ant	len4-b05-20260715
判若雲泥	相當	ant	len4-b05-20260715
刮目相待	不屑一顧	ant	len4-b05-20260715
前呼後應	孤立	ant	len4-b05-20260715
剖腹藏珠	明智	ant	len4-b05-20260715
剪草除根	姑息	ant	len4-b05-20260715
力竭聲嘶	從容不迫	ant	len4-b05-20260715
力竭聲嘶	氣定神閒	ant	len4-b05-20260715
力竭聲嘶	輕鬆	ant	len4-b05-20260715
加人一等	不如	ant	len4-b05-20260715
加人一等	低人一等	ant	len4-b05-20260715
加人一等	遜色	ant	len4-b05-20260715
加油添醋	原原本本	ant	len4-b05-20260715
加油添醋	實事求是	ant	len4-b05-20260715
動魄驚心	不足為奇	ant	len4-b05-20260715
動魄驚心	尋常	ant	len4-b05-20260715
動魄驚心	平淡無奇	ant	len4-b05-20260715
半推半就	果斷	ant	len4-b05-20260715
即興之作	深思熟慮	ant	len4-b05-20260715
卿卿我我	冷淡	ant	len4-b05-20260715
卿卿我我	反目成仇	ant	len4-b05-20260715
卿卿我我	形同陌路	ant	len4-b05-20260715
吃喝玩樂	勤儉節約	ant	len4-b05-20260715
吃喝玩樂	吃苦	ant	len4-b05-20260715
吃喝玩樂	艱苦奮鬥	ant	len4-b05-20260715
各就各位	亂成一團	ant	len4-b05-20260715
各就各位	缺位	ant	len4-b05-20260715
同化作用	分解	ant	len4-b05-20260715
同工異曲	南轅北轍	ant	len4-b05-20260715
同工異曲	大相徑庭	ant	len4-b05-20260715
同工異曲	截然不同	ant	len4-b05-20260715
名繮利鎖	淡泊名利	ant	len4-b05-20260715
名繮利鎖	無拘無束	ant	len4-b05-20260715
名繮利鎖	超脱	ant	len4-b05-20260715
吟風弄月	務實	ant	len4-b05-20260715
含垢忍辱	復仇	ant	len4-b05-20260715
含垢忍辱	揚眉吐氣	ant	len4-b05-20260715
含飴弄孫	孤苦伶仃	ant	len4-b05-20260715
含飴弄孫	淒涼	ant	len4-b05-20260715
吹糠見米	緩不濟急	ant	len4-b05-20260715
吹糠見米	遠水不解近渴	ant	len4-b05-20260715
命赴黃泉	長命百歲	ant	len4-b05-20260715
哭天抹淚	開懷大笑	ant	len4-b05-20260715
善男信女	俗人	ant	len4-b05-20260715
善男信女	無神論者	ant	len4-b05-20260715
喜眉笑眼	愁眉苦臉	ant	len4-b05-20260715
嗜殺成性	仁厚	ant	len4-b05-20260715
嗜殺成性	慈悲為懷	ant	len4-b05-20260715
嗜痂成癖	正常	ant	len4-b05-20260715
嗜痂成癖	潔身自好	ant	len4-b05-20260715
嗜痂成癖	雅趣	ant	len4-b05-20260715
嘁嘁喳喳	安靜	ant	len4-b05-20260715
嘁嘁喳喳	沉默寡言	ant	len4-b05-20260715
嘁嘁喳喳	鴉雀無聲	ant	len4-b05-20260715
嘰嘰嘎嘎	安靜	ant	len4-b05-20260715
嘰嘰嘎嘎	沉默	ant	len4-b05-20260715
嘰嘰嘎嘎	鴉雀無聲	ant	len4-b05-20260715
因人成事	自主	ant	len4-b05-20260715
因人成事	自力更生	ant	len4-b05-20260715
土生土長	外地人	ant	len4-b05-20260715
土生土長	移民	ant	len4-b05-20260715
在所不計	斤斤計較	ant	len4-b05-20260715
地覆天翻	風平浪靜	ant	len4-b05-20260715
堅持不渝	半途而廢	ant	len4-b05-20260715
堯天舜日	亂世	ant	len4-b05-20260715
堯天舜日	暗無天日	ant	len4-b05-20260715
堯天舜日	暴政	ant	len4-b05-20260715
多謀善斷	優柔寡斷	ant	len4-b05-20260715
大搖大擺	躡手躡腳	ant	len4-b05-20260715
大有人在	寥寥無幾	ant	len4-b05-20260715
大謬不然	千真萬確	ant	len4-b05-20260715
大醇小疵	一無是處	ant	len4-b05-20260715
大醇小疵	完美無瑕	ant	len4-b05-20260715
天香國色	其貌不揚	ant	len4-b05-20260715
夾七夾八	有序	ant	len4-b05-20260715
夾七夾八	有條有理	ant	len4-b05-20260715
夾七夾八	清楚	ant	len4-b05-20260715
奇花異卉	尋常	ant	len4-b05-20260715
如花似錦	殘花敗柳	ant	len4-b05-20260715
如蟻附羶	敬而遠之	ant	len4-b05-20260715
如蟻附羶	遠離	ant	len4-b05-20260715
妙語如珠	語無倫次	ant	len4-b05-20260715
姑妄聽之	洗耳恭聽	ant	len4-b05-20260715
姑妄聽之	當真	ant	len4-b05-20260715
姑妄言之	當真	ant	len4-b05-20260715
姑妄言之	言之鑿鑿	ant	len4-b05-20260715
娓娓而談	結結巴巴	ant	len4-b05-20260715
孤兒寡婦	妻兒老小	ant	len4-b05-20260715
官報私仇	公事公辦	ant	len4-b05-20260715
官報私仇	公正	ant	len4-b05-20260715
官報私仇	大公無私	ant	len4-b05-20260715
密密層層	稀稀拉拉	ant	len4-b05-20260715
寡頭政治	民主	ant	len4-b05-20260715
寸草不留	完好無損	ant	len4-b05-20260715
履舄交錯	冷清	ant	len4-b05-20260715
履舄交錯	無人	ant	len4-b05-20260715
履舄交錯	門可羅雀	ant	len4-b05-20260715
左道旁門	康莊大道	ant	len4-b05-20260715
左道旁門	正統	ant	len4-b05-20260715
左道旁門	正道	ant	len4-b05-20260715
平地風波	平靜	ant	len4-b05-20260715
平地風波	風平浪靜	ant	len4-b05-20260715
年事已高	年幼	ant	len4-b05-20260715
年深月久	一時半刻	ant	len4-b05-20260715
年深月久	片刻	ant	len4-b05-20260715
年深月久	短暫	ant	len4-b05-20260715
從諫如流	剛愎自用	ant	len4-b05-20260715
心膽俱裂	處變不驚	ant	len4-b05-20260715
忍辱求全	以牙還牙	ant	len4-b05-20260715
忍辱求全	報復	ant	len4-b05-20260715
快步流星	慢吞吞	ant	len4-b05-20260715
快步流星	磨磨蹭蹭	ant	len4-b05-20260715
快步流星	緩慢	ant	len4-b05-20260715
念茲在茲	忘卻	ant	len4-b05-20260715
念茲在茲	拋諸腦後	ant	len4-b05-20260715
念茲在茲	置之度外	ant	len4-b05-20260715
思潮起伏	平靜	ant	len4-b05-20260715
思潮起伏	心如止水	ant	len4-b05-20260715
急人之難	見死不救	ant	len4-b05-20260715
怪聲怪氣	中規中矩	ant	len4-b05-20260715
怪聲怪氣	正常	ant	len4-b05-20260715
怪誕不經	尋常	ant	len4-b05-20260715
怪誕不經	真實	ant	len4-b05-20260715
悍然不顧	瞻前顧後	ant	len4-b05-20260715
悍然不顧	謹小慎微	ant	len4-b05-20260715
悍然不顧	顧忌	ant	len4-b05-20260715
情文並茂	呆板	ant	len4-b05-20260715
情文並茂	平鋪直敍	ant	len4-b05-20260715
情文並茂	枯燥乏味	ant	len4-b05-20260715
惘然若失	怡然自得	ant	len4-b05-20260715
意在言外	明説	ant	len4-b05-20260715
意在言外	直言不諱	ant	len4-b05-20260715
懲一儆百	姑息	ant	len4-b05-20260715
懸樑刺股	懶散	ant	len4-b05-20260715
懸樑刺股	遊手好閒	ant	len4-b05-20260715
成千成萬	寥寥無幾	ant	len4-b05-20260715
戴月披星	養尊處優	ant	len4-b05-20260715
戴盆望天	切實可行	ant	len4-b05-20260715
戴盆望天	務實	ant	len4-b05-20260715
戴盆望天	腳踏實地	ant	len4-b05-20260715
手急眼快	笨手笨腳	ant	len4-b05-20260715
打小算盤	大氣	ant	len4-b05-20260715
打小算盤	顧全大局	ant	len4-b05-20260715
打落水狗	寬恕	ant	len4-b05-20260715
打落水狗	手下留情	ant	len4-b05-20260715
打落水狗	救死扶傷	ant	len4-b05-20260715
打鐵趁熱	坐失良機	ant	len4-b05-20260715
承先啓後	中斷	ant	len4-b05-20260715
承先啓後	後繼無人	ant	len4-b05-20260715
抑鬱寡歡	興高采烈	ant	len4-b05-20260715
抱薪救火	釜底抽薪	ant	len4-b05-20260715
招災惹禍	吉祥	ant	len4-b05-20260715
招災惹禍	平安無事	ant	len4-b05-20260715
招風惹草	安分守己	ant	len4-b05-20260715
拭目以待	不屑一顧	ant	len4-b05-20260715
持之有故	無稽之談	ant	len4-b05-20260715
指雞罵狗	直言不諱	ant	len4-b05-20260715
挖肉補瘡	得宜	ant	len4-b05-20260715
挖肉補瘡	未雨綢繆	ant	len4-b05-20260715
挖肉補瘡	開源節流	ant	len4-b05-20260715
掀風鼓浪	平靜	ant	len4-b05-20260715
掀風鼓浪	息事寧人	ant	len4-b05-20260715
掀風鼓浪	風平浪靜	ant	len4-b05-20260715
掂斤播兩	大氣	ant	len4-b05-20260715
掐頭去尾	全文	ant	len4-b05-20260715
掐頭去尾	原封不動	ant	len4-b05-20260715
探賾索隱	不求甚解	ant	len4-b05-20260715
探賾索隱	淺嘗輒止	ant	len4-b05-20260715
推本溯源	不求甚解	ant	len4-b05-20260715
推本溯源	淺嘗輒止	ant	len4-b05-20260715
擠擠插插	寬敞	ant	len4-b05-20260715
擠擠插插	稀疏	ant	len4-b05-20260715
擠擠插插	空空蕩蕩	ant	len4-b05-20260715
故技重演	不再	ant	len4-b05-20260715
故技重演	改弦易轍	ant	len4-b05-20260715
故技重演	洗心革面	ant	len4-b05-20260715
敬若神明	視如敝屣	ant	len4-b05-20260715
敬若神明	輕視	ant	len4-b05-20260715
敬若神明	鄙夷	ant	len4-b05-20260715
敬謝不敏	當仁不讓	ant	len4-b05-20260715
文風不動	動盪	ant	len4-b05-20260715
文風不動	搖晃	ant	len4-b05-20260715
斷井頹垣	完好如初	ant	len4-b05-20260715
斷井頹垣	嶄新	ant	len4-b05-20260715
斷井頹垣	金碧輝煌	ant	len4-b05-20260715
旋轉乾坤	無奈	ant	len4-b05-20260715
旋轉乾坤	迴天乏術	ant	len4-b05-20260715
明來暗往	光明正大	ant	len4-b05-20260715
明來暗往	坦蕩	ant	len4-b05-20260715
明窗淨几	污濁	ant	len4-b05-20260715
明窗淨几	邋遢	ant	len4-b05-20260715
昏昏欲睡	精神抖擻	ant	len4-b05-20260715
時有所聞	聞所未聞	ant	len4-b05-20260715
暴虎馮河	慎重	ant	len4-b05-20260715
暴虎馮河	智取	ant	len4-b05-20260715
暴虎馮河	有勇有謀	ant	len4-b05-20260715
曾幾何時	如今	ant	len4-b05-20260715
曾幾何時	此時此刻	ant	len4-b05-20260715
曾幾何時	現在	ant	len4-b05-20260715
有史以來	史前時代	ant	len4-b05-20260715
有嘴無心	當真	ant	len4-b05-20260715
有嘴無心	言出必行	ant	len4-b05-20260715
有嘴無心	言而有信	ant	len4-b05-20260715
有志竟成	一事無成	ant	len4-b05-20260715
有志竟成	半途而廢	ant	len4-b05-20260715
有志竟成	無成	ant	len4-b05-20260715
有目共賞	慘不忍睹	ant	len4-b05-20260715
本固枝榮	衰敗	ant	len4-b05-20260715
本鄉本土	他鄉	ant	len4-b05-20260715
本鄉本土	外地	ant	len4-b05-20260715
杳無人煙	人煙稠密	ant	len4-b05-20260715
棄舊圖新	抱殘守缺	ant	len4-b05-20260715
棄邪歸正	執迷不悟	ant	len4-b05-20260715
樹大根深	脆弱	ant	len4-b05-20260715
橫眉怒目	慈眉善目	ant	len4-b05-20260715
權慾薰心	淡泊名利	ant	len4-b05-20260715
權慾薰心	清心寡慾	ant	len4-b05-20260715
正中要害	偏離	ant	len4-b05-20260715
正中要害	隔靴搔癢	ant	len4-b05-20260715
歪七扭八	整齊	ant	len4-b05-20260715
歪七扭八	筆直	ant	len4-b05-20260715
歸根究底	不求甚解	ant	len4-b05-20260715
歸根結蒂	不求甚解	ant	len4-b05-20260715
歸真返璞	矯揉造作	ant	len4-b05-20260715
歸真返璞	華而不實	ant	len4-b05-20260715
歸真返璞	虛飾	ant	len4-b05-20260715
殺富濟貧	為富不仁	ant	len4-b05-20260715
殺雞嚇猴	寬宏大量	ant	len4-b05-20260715
氣衝霄漢	低沉	ant	len4-b05-20260715
氣衝霄漢	垂頭喪氣	ant	len4-b05-20260715
氣衝霄漢	萎靡不振	ant	len4-b05-20260715
水火無情	和諧	ant	len4-b05-20260715
水火無情	温柔	ant	len4-b05-20260715
永誌不忘	拋諸腦後	ant	len4-b05-20260715
求田問舍	志在千里	ant	len4-b05-20260715
求田問舍	胸懷大志	ant	len4-b05-20260715
活龍活現	死氣沉沉	ant	len4-b05-20260715
涎皮賴臉	自重	ant	len4-b05-20260715
涎皮賴臉	識趣	ant	len4-b05-20260715
涸澤而漁	可持續	ant	len4-b05-20260715
涸澤而漁	細水長流	ant	len4-b05-20260715
淪肌浹髓	浮光掠影	ant	len4-b05-20260715
淪肌浹髓	膚淺	ant	len4-b05-20260715
淪肌浹髓	表面	ant	len4-b05-20260715
深溝高壘	不堪一擊	ant	len4-b05-20260715
深溝高壘	敞開	ant	len4-b05-20260715
深藏若虛	張揚	ant	len4-b05-20260715
深藏若虛	誇誇其談	ant	len4-b05-20260715
深藏若虛	鋒芒畢露	ant	len4-b05-20260715
混淆黑白	黑白分明	ant	len4-b05-20260715
清湯寡水	油膩	ant	len4-b05-20260715
清湯寡水	豐盛	ant	len4-b05-20260715
清閒自在	忙忙碌碌	ant	len4-b05-20260715
清風兩袖	中飽私囊	ant	len4-b05-20260715
渾金璞玉	華而不實	ant	len4-b05-20260715
渾金璞玉	虛飾	ant	len4-b05-20260715
滑頭滑腦	憨厚	ant	len4-b05-20260715
滑頭滑腦	老老實實	ant	len4-b05-20260715
滑頭滑腦	誠懇	ant	len4-b05-20260715
漁人之利	兩敗俱傷	ant	len4-b05-20260715
漁人之利	徒勞無功	ant	len4-b05-20260715
激昂慷慨	有氣無力	ant	len4-b05-20260715
激昂慷慨	消沉	ant	len4-b05-20260715
激昂慷慨	萎靡不振	ant	len4-b05-20260715
火海刀山	坦途	ant	len4-b05-20260715
火海刀山	安樂窩	ant	len4-b05-20260715
火海刀山	舒適	ant	len4-b05-20260715
煮豆燃萁	和睦	ant	len4-b05-20260715
煮豆燃萁	手足情深	ant	len4-b05-20260715
片甲不存	完勝	ant	len4-b05-20260715
片甲不存	毫髮無傷	ant	len4-b05-20260715
狼奔豕突	井然有序	ant	len4-b05-20260715
狼奔豕突	從容不迫	ant	len4-b05-20260715
狼奔豕突	有序	ant	len4-b05-20260715
率爾操觚	字斟句酌	ant	len4-b05-20260715
率爾操觚	慎重	ant	len4-b05-20260715
率爾操觚	深思熟慮	ant	len4-b05-20260715
玉液瓊漿	濁水	ant	len4-b05-20260715
玉液瓊漿	粗茶淡飯	ant	len4-b05-20260715
玉葉金枝	凡夫俗子	ant	len4-b05-20260715
玉葉金枝	平民	ant	len4-b05-20260715
玉葉金枝	普通	ant	len4-b05-20260715
璞玉渾金	華而不實	ant	len4-b05-20260715
璞玉渾金	虛飾	ant	len4-b05-20260715
瓊枝玉葉	凡夫俗子	ant	len4-b05-20260715
瓊枝玉葉	平民	ant	len4-b05-20260715
瓊枝玉葉	普通	ant	len4-b05-20260715
瓜田李下	光明正大	ant	len4-b05-20260715
瓜田李下	坦蕩	ant	len4-b05-20260715
生意盎然	死氣沉沉	ant	len4-b05-20260715
異化作用	合成	ant	len4-b05-20260715
疾風勁草	牆頭草	ant	len4-b05-20260715
疾風勁草	軟弱	ant	len4-b05-20260715
疾風勁草	隨風倒	ant	len4-b05-20260715
病病歪歪	生龍活虎	ant	len4-b05-20260715
白紙黑字	空口無憑	ant	len4-b05-20260715
百無一失	有失	ant	len4-b05-20260715
皓首窮經	不學無術	ant	len4-b05-20260715
盤根究底	不求甚解	ant	len4-b05-20260715
盤根究底	淺嘗輒止	ant	len4-b05-20260715
目不窺園	玩物喪志	ant	len4-b05-20260715
目不窺園	遊手好閒	ant	len4-b05-20260715
目不見睫	明察秋毫	ant	len4-b05-20260715
目不見睫	清醒	ant	len4-b05-20260715
目不見睫	自知之明	ant	len4-b05-20260715
目無全牛	一知半解	ant	len4-b05-20260715
目無全牛	生疏	ant	len4-b05-20260715
直抒己見	拐彎抹角	ant	len4-b05-20260715
眉高眼低	一視同仁	ant	len4-b05-20260715
眉高眼低	平等	ant	len4-b05-20260715
看朱成碧	一清二楚	ant	len4-b05-20260715
看朱成碧	明察秋毫	ant	len4-b05-20260715
看朱成碧	清醒	ant	len4-b05-20260715
真名實姓	假名	ant	len4-b05-20260715
真名實姓	匿名	ant	len4-b05-20260715
瞞上欺下	開誠佈公	ant	len4-b05-20260715
瞞心昧己	問心無愧	ant	len4-b05-20260715
瞞心昧己	坦誠	ant	len4-b05-20260715
知人之明	不明	ant	len4-b05-20260715
知人之明	有眼無珠	ant	len4-b05-20260715
破竹之勢	強弩之末	ant	len4-b05-20260715
磕磕撞撞	從容	ant	len4-b05-20260715
磕磕撞撞	順暢	ant	len4-b05-20260715
磨嘴皮子	身體力行	ant	len4-b05-20260715
磨拳擦掌	無精打採	ant	len4-b05-20260715
神工鬼斧	拙劣	ant	len4-b05-20260715
神工鬼斧	笨拙	ant	len4-b05-20260715
神工鬼斧	粗製濫造	ant	len4-b05-20260715
神差鬼使	故意	ant	len4-b05-20260715
神差鬼使	自作主張	ant	len4-b05-20260715
神差鬼使	蓄意	ant	len4-b05-20260715
科頭跣足	整齊	ant	len4-b05-20260715
科頭跣足	衣冠楚楚	ant	len4-b05-20260715
稱孤道寡	平民	ant	len4-b05-20260715
稱孤道寡	稱臣	ant	len4-b05-20260715
積不相能	和睦	ant	len4-b05-20260715
積不相能	情投意合	ant	len4-b05-20260715
積不相能	融洽	ant	len4-b05-20260715
積羽沉舟	微不足道	ant	len4-b05-20260715
穩定平衡	動盪	ant	len4-b05-20260715
穩定平衡	失衡	ant	len4-b05-20260715
空無所有	應有盡有	ant	len4-b05-20260715
窮當益堅	消沉	ant	len4-b05-20260715
窮當益堅	自暴自棄	ant	len4-b05-20260715
精雕細鏤	粗製濫造	ant	len4-b05-20260715
細大不捐	挑剔	ant	len4-b05-20260715
細大不捐	挑肥揀瘦	ant	len4-b05-20260715
網開三面	一網打盡	ant	len4-b05-20260715
網開三面	嚴酷	ant	len4-b05-20260715
網開三面	趕盡殺絕	ant	len4-b05-20260715
縱虎歸山	斬草除根	ant	len4-b05-20260715
缺心少肺	機靈	ant	len4-b05-20260715
缺心少肺	精明	ant	len4-b05-20260715
缺衣少食	豐衣足食	ant	len4-b05-20260715
習非成是	改正	ant	len4-b05-20260715
習非成是	明辨是非	ant	len4-b05-20260715
習非成是	知錯能改	ant	len4-b05-20260715
老少無欺	坑蒙拐騙	ant	len4-b05-20260715
老少無欺	欺詐	ant	len4-b05-20260715
老羞成怒	心平氣和	ant	len4-b05-20260715
聽風是雨	實事求是	ant	len4-b05-20260715
聽風是雨	明察秋毫	ant	len4-b05-20260715
聽風是雨	求證	ant	len4-b05-20260715
背城借一	放棄	ant	len4-b05-20260715
胡裏胡塗	一清二楚	ant	len4-b05-20260715
能掐會算	胸中無數	ant	len4-b05-20260715
能掐會算	茫然	ant	len4-b05-20260715
腥風血雨	太平盛世	ant	len4-b05-20260715
自我作古	因循守舊	ant	len4-b05-20260715
自我作古	墨守成規	ant	len4-b05-20260715
自我作古	守舊	ant	len4-b05-20260715
自食其言	言而有信	ant	len4-b05-20260715
花朝月夕	愁雲慘霧	ant	len4-b05-20260715
花朝月夕	暗無天日	ant	len4-b05-20260715
花朝月夕	淒涼	ant	len4-b05-20260715
荒淫無恥	清心寡慾	ant	len4-b05-20260715
荒淫無恥	貞潔	ant	len4-b05-20260715
萬死一生	安全	ant	len4-b05-20260715
萬死一生	安然無恙	ant	len4-b05-20260715
萬死一生	穩操勝券	ant	len4-b05-20260715
蔫頭耷腦	昂揚	ant	len4-b05-20260715
蔫頭耷腦	精神抖擻	ant	len4-b05-20260715
蔫頭耷腦	興致勃勃	ant	len4-b05-20260715
薪盡火傳	後繼無人	ant	len4-b05-20260715
薪盡火傳	熄滅	ant	len4-b05-20260715
蘭摧玉折	健在	ant	len4-b05-20260715
蘭摧玉折	安然無恙	ant	len4-b05-20260715
蘭摧玉折	長命百歲	ant	len4-b05-20260715
虎口餘生	在劫難逃	ant	len4-b05-20260715
虎視眈眈	不屑	ant	len4-b05-20260715
虎視眈眈	漠不關心	ant	len4-b05-20260715
虎視眈眈	視若無睹	ant	len4-b05-20260715
虎踞龍蟠	不堪一擊	ant	len4-b05-20260715
虎踞龍蟠	搖搖欲墜	ant	len4-b05-20260715
虎踞龍蟠	虛弱	ant	len4-b05-20260715
虎躍龍騰	死氣沉沉	ant	len4-b05-20260715
虛應故事	一絲不苟	ant	len4-b05-20260715
虛應故事	當真	ant	len4-b05-20260715
蜀犬吠日	司空見慣	ant	len4-b05-20260715
蜀犬吠日	見怪不怪	ant	len4-b05-20260715
蠅頭微利	厚利	ant	len4-b05-20260715
蠅頭微利	暴利	ant	len4-b05-20260715
補偏救弊	惡化	ant	len4-b05-20260715
補偏救弊	變本加厲	ant	len4-b05-20260715
補偏救弊	雪上加霜	ant	len4-b05-20260715
見縫就鑽	安分守己	ant	len4-b05-20260715
見財起意	廉潔	ant	len4-b05-20260715
見財起意	清心寡慾	ant	len4-b05-20260715
見風是雨	實事求是	ant	len4-b05-20260715
見風是雨	明辨是非	ant	len4-b05-20260715
見風是雨	求證	ant	len4-b05-20260715
言人人殊	共識	ant	len4-b05-20260715
言人人殊	眾口一詞	ant	len4-b05-20260715
言者無罪	鉗口	ant	len4-b05-20260715
諂上欺下	一視同仁	ant	len4-b05-20260715
諂上欺下	正直	ant	len4-b05-20260715
識文斷字	目不識丁	ant	len4-b05-20260715
象牙之塔	深入生活	ant	len4-b05-20260715
象牙之塔	現實	ant	len4-b05-20260715
貓哭老鼠	同情	ant	len4-b05-20260715
貓哭老鼠	真情	ant	len4-b05-20260715
貧病交迫	家財萬貫	ant	len4-b05-20260715
貪天之功	功成不居	ant	len4-b05-20260715
賣身投靠	堅貞不屈	ant	len4-b05-20260715
跑跑顛顛	安穩	ant	len4-b05-20260715
跑跑顛顛	從容	ant	len4-b05-20260715
踟躕不前	勇往直前	ant	len4-b05-20260715
輕嘴薄舌	寡言	ant	len4-b05-20260715
輕嘴薄舌	笨嘴拙舌	ant	len4-b05-20260715
輕嘴薄舌	謹言慎行	ant	len4-b05-20260715
輕裘肥馬	清苦	ant	len4-b05-20260715
輕裘肥馬	貧寒	ant	len4-b05-20260715
追本窮源	不求甚解	ant	len4-b05-20260715
追本窮源	淺嘗輒止	ant	len4-b05-20260715
追根問底	不求甚解	ant	len4-b05-20260715
追根問底	囫圇吞棗	ant	len4-b05-20260715
追根問底	淺嘗輒止	ant	len4-b05-20260715
逍遙自得	勞碌	ant	len4-b05-20260715
逍遙自得	疲於奔命	ant	len4-b05-20260715
遂心如意	事與願違	ant	len4-b05-20260715
遂心如意	失望	ant	len4-b05-20260715
適逢其會	失之交臂	ant	len4-b05-20260715
適逢其會	無緣	ant	len4-b05-20260715
適逢其會	錯過	ant	len4-b05-20260715
金城湯池	不堪一擊	ant	len4-b05-20260715
金城湯池	敞開	ant	len4-b05-20260715
銅筋鐵骨	嬌弱	ant	len4-b05-20260715
銅筋鐵骨	弱不禁風	ant	len4-b05-20260715
銅筋鐵骨	脆弱	ant	len4-b05-20260715
銖兩悉稱	偏頗	ant	len4-b05-20260715
錦心繡口	拙嘴笨舌	ant	len4-b05-20260715
錦心繡口	木訥	ant	len4-b05-20260715
錦心繡口	語無倫次	ant	len4-b05-20260715
鑑貌辨色	有眼無珠	ant	len4-b05-20260715
鑑貌辨色	遲鈍	ant	len4-b05-20260715
鑠石流金	天寒地凍	ant	len4-b05-20260715
鑠石流金	寒冷	ant	len4-b05-20260715
鑠石流金	滴水成冰	ant	len4-b05-20260715
長幼有序	亂序	ant	len4-b05-20260715
長幼有序	沒大沒小	ant	len4-b05-20260715
閒言閒語	金玉良言	ant	len4-b05-20260715
陽關大道	羊腸小道	ant	len4-b05-20260715
集腋成裘	杯水車薪	ant	len4-b05-20260715
集腋成裘	無濟於事	ant	len4-b05-20260715
集腋成裘	零散	ant	len4-b05-20260715
零打碎敲	一氣呵成	ant	len4-b05-20260715
零打碎敲	大刀闊斧	ant	len4-b05-20260715
零打碎敲	整體	ant	len4-b05-20260715
雷轟電閃	平靜	ant	len4-b05-20260715
雷轟電閃	晴空萬裏	ant	len4-b05-20260715
雷轟電閃	風和日麗	ant	len4-b05-20260715
鞍馬勞頓	安逸	ant	len4-b05-20260715
鞍馬勞頓	舒適	ant	len4-b05-20260715
