head	tail
遠交近攻	遠交近交
遠交近攻	睦鄰友好
遠交近攻	和平
邯鄲學步	自成一家
邯鄲學步	獨闢蹊徑
邯鄲學步	本色
黑不溜秋	白白淨淨
黑不溜秋	光鮮
黑不溜秋	漂亮
坐冷板凳	坐上席
坐冷板凳	受重用
坐冷板凳	紅人
天下興亡	與己無關
天下興亡	事不關己
常來常往	老死不相往來
常來常往	斷絕來往
常來常往	疏遠
浩然之氣	邪氣
浩然之氣	萎靡之氣
浩然之氣	猥瑣
堅貞不渝	朝三暮四
堅貞不渝	見異思遷
堅貞不渝	變節
山光水色	窮山惡水
山光水色	荒山禿嶺
山光水色	醜陋
苦心孤詣	敷衍了事
苦心孤詣	淺嘗輒止
苦心孤詣	馬虎
年逾古稀	年方弱冠
年逾古稀	青春年少
年逾古稀	幼年
後悔不迭	無怨無悔
後悔不迭	及時悔改
後悔不迭	不悔
歷久不衰	曇花一現
歷久不衰	盛極而衰
歷久不衰	迅速沒落
火燒眉毛	從容不迫
礙手礙腳	得心應手
礙手礙腳	幫倒忙
礙手礙腳	順手
蓬萊仙境	人間地獄
蓬萊仙境	窮山惡水
蓬萊仙境	現實
親如一家	形同陌路
親如一家	視同路人
親如一家	疏遠
貪心不足	知足常樂
真情實意	虛情假意
耳聽八方	充耳不聞
耳聽八方	閉塞
耳聽八方	不聽
萬全之策	無計可施
賊眉鼠眼	慈眉善目
鵬程萬裏	窮途末路
匹夫之勇	大智大勇
匹夫之勇	有勇有謀
匹夫之勇	智勇
富國強兵	弱國貧兵
富國強兵	積貧積弱
富國強兵	貧弱
恃強凌弱	鋤強扶弱
悲喜交集	無動於衷
悲喜交集	麻木
悲喜交集	平淡
改名換姓	本名本姓
改名換姓	原名
改名換姓	真名
救國救民	禍國殃民
有根有據	捕風捉影
土裏土氣	洋氣十足
土裏土氣	時髦
土裏土氣	新潮
技壓羣雄	技不如人
有言在先	出爾反爾
森羅萬象	空空如也
森羅萬象	單調
森羅萬象	一無所有
橫加指責	溫言勸勉
橫加指責	肯定
橫加指責	鼓勵
狗仗人勢	獨來獨往
狗仗人勢	仗義執言
狗仗人勢	正氣
面無人色	容光煥發
冰肌玉骨	粗皮糙肉
冰肌玉骨	醜陋
冰肌玉骨	平庸
合久必分	分久必合
合久必分	長合不離
合久必分	永不分
徒子徒孫	祖師爺
徒子徒孫	開山祖師
徒子徒孫	前輩
搖曳多姿	呆板僵硬
搖曳多姿	一動不動
搖曳多姿	僵立
矢志不移	朝三暮四
茹毛飲血	錦衣玉食
茹毛飲血	精緻飲食
茹毛飲血	文明
誇大其辭	實事求是
黃粱美夢	美夢成真
黃粱美夢	現實
黃粱美夢	清醒
一決雌雄	握手言和
光陰荏苒	時光靜止
光陰荏苒	度日如年
光陰荏苒	漫長
含糊其詞	斬釘截鐵
細聲細氣	粗聲粗氣
細聲細氣	大嗓門
細聲細氣	高聲
翩然而至	姍姍來遲
翩然而至	缺席
翩然而至	不來
輕言細語	疾言厲色
輕言細語	大聲呵斥
輕言細語	粗聲
不甚了了	一清二楚
戴罪立功	立功贖罪
戴罪立功	繼續作惡
戴罪立功	怙惡不悛
民心所向	眾叛親離
自賣自誇	謙虛謹慎
血流如注	滴血未出
血流如注	安然無恙
血流如注	無傷
怪模怪樣	儀表堂堂
怪模怪樣	端莊
怪模怪樣	正常
虎口拔牙	明哲保身
虎口拔牙	知難而退
虎口拔牙	避險
各有所好	眾口一詞
各有所好	千篇一律
各有所好	一樣
寶貝疙瘩	眼中釘
寶貝疙瘩	肉中刺
寶貝疙瘩	累贅
樑上君子	正人君子
樑上君子	良民
樑上君子	君子
面無血色	紅光滿面
面無血色	容光煥發
面無血色	氣色好
大廈將傾	穩如泰山
大廈將傾	堅不可摧
大廈將傾	穩固
日行千里	蝸行牛步
日行千里	寸步難移
日行千里	緩慢
破罐破摔	亡羊補牢
破罐破摔	改過自新
破罐破摔	振作
虎踞龍盤	不堪一擊
虎踞龍盤	搖搖欲墜
虎踞龍盤	虛弱
街談巷議	守口如瓶
街談巷議	秘而不宣
街談巷議	沉默
買櫝還珠	去粗取精
買櫝還珠	慧眼識珠
買櫝還珠	明智
面貌一新	依然故我
面貌一新	舊貌
面貌一新	如故
去粗取精	囫圇吞棗
去粗取精	良莠不齊
去粗取精	兼收
文武全才	一無所長
文武全才	四肢發達
文武全才	偏科
滿腔熱忱	冷若冰霜
滿腔熱忱	漠不關心
滿腔熱忱	冷淡
甕聲甕氣	清脆響亮
甕聲甕氣	洪亮
甕聲甕氣	響亮
明媒正娶	苟合私奔
明媒正娶	不正式
明媒正娶	野合
能文能武	一無所長
能文能武	手無縛雞之力
能文能武	偏科
一時一刻	經年累月
一時一刻	長年累月
一時一刻	長久
出謀獻策	束手無策
嚴以律己	放縱自己
百折不回	半途而廢
黃花閨女	半老徐娘
黃花閨女	已婚婦人
黃花閨女	少婦
一面之交	莫逆之交
一面之交	深交
一面之交	摯友
妻兒老小	孤家寡人
妻兒老小	孑然一身
妻兒老小	單身
志在千里	胸無大志
杯弓蛇影	處變不驚
杯弓蛇影	心安理得
杯弓蛇影	坦然
開山祖師	徒子徒孫
開山祖師	後繼者
開山祖師	門徒
鴻雁傳書	杳無音訊
鴻雁傳書	斷絕聯繫
鴻雁傳書	無信
十指連心	無關痛癢
十指連心	麻木不仁
十指連心	不痛
咄咄怪事	不足為奇
咄咄怪事	司空見慣
咄咄怪事	平常
嗟來之食	親手勞動
嗟來之食	自力更生
嗟來之食	拒食
條分縷析	囫圇吞棗
條分縷析	一鍋粥
條分縷析	混亂
櫛風沐雨	養尊處優
櫛風沐雨	安逸
櫛風沐雨	舒適
久仰大名	素昧平生
敗事有餘	成事不足
敗事有餘	成事有餘
敗事有餘	能幹
賞心樂事	傷心事
賞心樂事	痛苦
賞心樂事	煩惱
土豪劣紳	清官廉吏
土豪劣紳	仁人志士
土豪劣紳	賢達
坐收漁利	兩敗俱傷
坐收漁利	親力親為
坐收漁利	吃虧
夜幕低垂	旭日東昇
夜幕低垂	天光大亮
夜幕低垂	破曉
能者多勞	能者少勞
能者多勞	懶人多逸
能者多勞	偷懶
陰險毒辣	光明磊落
垂暮之年	豆蔻年華
垂暮之年	青春年少
垂暮之年	幼年
死乞白賴	通情達理
死乞白賴	適可而止
死乞白賴	知趣
兄弟鬩牆	兄友弟恭
兄弟鬩牆	和睦
兄弟鬩牆	團結
命在旦夕	安然無恙
從心所欲	身不由己
從心所欲	循規蹈矩
從心所欲	受制
有教無類	有教有類
有教無類	歧視
有教無類	選學生
肝腦塗地	貪生怕死
攜家帶口	孑然一身
攜家帶口	孤身一人
攜家帶口	單身
概莫能外	另當別論
概莫能外	有例外
概莫能外	例外
波譎雲詭	風平浪靜
波譎雲詭	一成不變
波譎雲詭	平靜
滔天大罪	清白無辜
立身處世	胡作非為
立身處世	混世
立身處世	胡來
削鐵如泥	鈍刀割肉
削鐵如泥	無力
削鐵如泥	鈍
含笑九泉	死不瞑目
大紅大綠	素淨淡雅
大紅大綠	素色
大紅大綠	清淡
枉費心機	心想事成
流裏流氣	一本正經
流裏流氣	端莊
流裏流氣	正派
疙疙瘩瘩	一帆風順
疙疙瘩瘩	順暢
疙疙瘩瘩	順利
質疑問難	不求甚解
質疑問難	全盤接受
質疑問難	不問
震古爍今	默默無聞
震古爍今	平淡無奇
震古爍今	尋常
口服心服	口服心不服
口服心服	心不服
口服心服	不服
天姿國色	其貌不揚
天姿國色	醜陋
天姿國色	平庸
慢慢吞吞	雷厲風行
暗箭傷人	光明正大
有來有往	有來無往
有來有往	單方面
有來有往	斷絕
生殺予奪	無權無勢
生殺予奪	手無寸鐵
生殺予奪	無權
疾風暴雨	和風細雨
黑咕隆咚	燈火通明
黑咕隆咚	光明
黑咕隆咚	明亮
串通一氣	各自為政
串通一氣	互不通氣
串通一氣	獨立
勢不可當	強弩之末
愚民政策	啟蒙教育
愚民政策	開啟民智
愚民政策	開明
撫今追昔	只顧眼前
撫今追昔	不問過去
撫今追昔	未來
賣國求榮	精忠報國
乘興而來	敗興而歸
山水相連	遠隔重洋
山水相連	天各一方
山水相連	阻隔
竹報平安	凶信傳來
竹報平安	噩耗
竹報平安	不安
反之亦然	不可逆
反之亦然	單向
反之亦然	不成立
愣頭愣腦	精明能幹
愣頭愣腦	機靈
愣頭愣腦	清醒
撼天動地	悄無聲息
撼天動地	微不足道
撼天動地	平淡
於心何忍	心安理得
於心何忍	狠得下心
於心何忍	忍心
貧病交加	家財萬貫
貧病交加	身體健康
貧病交加	安康
難捨難離	一刀兩斷
五毒俱全	德才兼備
五毒俱全	品行端正
五毒俱全	純潔
免開尊口	暢所欲言
免開尊口	請講
免開尊口	開言
斑駁陸離	清一色
斑駁陸離	單純
斑駁陸離	統一
獨斷獨行	集思廣益
通行無阻	寸步難行
酒池肉林	粗茶淡飯
酒池肉林	清苦
酒池肉林	節儉
愛民如子	魚肉百姓
跑跑跳跳	無精打采
跑跑跳跳	懶洋洋
跑跑跳跳	呆坐
前思後想	不加思索
前思後想	魯莽
前思後想	衝動
洛陽紙貴	無人問津
洛陽紙貴	滯銷
洛陽紙貴	冷門
藏頭露尾	和盤托出
藏頭露尾	全盤托出
藏頭露尾	坦白
有鑑於此	不顧於此
有鑑於此	無視
第一把手	末位
第一把手	下屬
第一把手	副手
軍令如山	令出不行
軍令如山	有令不行
軍令如山	鬆散
攻其不備	有備無患
獨立王國	中央集權
獨立王國	統一領導
獨立王國	從屬
生拉硬拽	水到渠成
生拉硬拽	順其自然
生拉硬拽	自然
文山會海	精簡會議
文山會海	少文少會
文山會海	簡潔
赤身露體	衣冠楚楚
赤身露體	穿戴整齊
赤身露體	蔽體
走漏風聲	守口如瓶
雁過拔毛	分文不取
雁過拔毛	廉潔
雁過拔毛	不貪
玉潔冰清	污穢不堪
諄諄告誡	放任自流
諄諄告誡	不聞不問
諄諄告誡	不管
重巒疊嶂	一馬平川
重巒疊嶂	平原
重巒疊嶂	平坦
顛來倒去	乾脆利落
顛來倒去	條理分明
顛來倒去	有序
不知進退	進退有度
乘勝追擊	鳴金收兵
冷嘲熱諷	好言相勸
力透紙背	輕描淡寫
力透紙背	蒼白無力
力透紙背	無力
古色古香	時髦新潮
古色古香	現代
古色古香	新式
指指點點	默不作聲
指指點點	不置可否
指指點點	沉默
昏頭轉向	頭腦清醒
昏頭轉向	清醒
昏頭轉向	鎮定
生兒育女	絕育無後
生兒育女	不生育
生兒育女	丁克
白衣戰士	平民百姓
白衣戰士	普通人
聰明一世	糊塗一時
聰明一世	聰明一世糊塗一時
議論紛紛	鴉雀無聲
議論紛紛	意見一致
議論紛紛	沉默
五短身材	人高馬大
五短身材	高大
五短身材	偉岸
官逼民反	官愛民
官逼民反	政通人和
官逼民反	安民
數九寒天	三伏天
數九寒天	盛夏
數九寒天	炎熱
斷線風箏	線控風箏
斷線風箏	有所牽掛
斷線風箏	可控
一清二白	不清不白
削足適履	量體裁衣
婦道人家	鬚眉男子
婦道人家	大丈夫
婦道人家	男性
罪惡滔天	功德無量
蓋棺論定	蓋棺難定
蓋棺論定	未可定論
蓋棺論定	生前已定
時不再來	來日方長
時不再來	機會尚多
時不再來	可再
自行其是	聽從指揮
自行其是	配合
自行其是	隨大流
黨同伐異	求同存異
黨同伐異	兼容並包
黨同伐異	包容
將功贖罪	罪上加罪
將功贖罪	怙惡不悛
將功贖罪	不改
故態復萌	痛改前非
渺無人煙	人煙稠密
犬馬之勞	袖手旁觀
犬馬之勞	坐享其成
犬馬之勞	不出力
言之無物	言之有物
骨頭架子	膀大腰圓
骨頭架子	肥胖
骨頭架子	豐滿
古里古怪	平平常常
古里古怪	正常
古里古怪	普通
實報實銷	虛報冒領
實報實銷	少報
實報實銷	造假
見獵心喜	無動於衷
見獵心喜	不感興趣
見獵心喜	漠然
光風霽月	烏煙瘴氣
光風霽月	陰霾
光風霽月	黑暗
蠶食鯨吞	寸土必爭
蠶食鯨吞	固守
蠶食鯨吞	不吞
賊頭賊腦	堂堂正正
賊頭賊腦	光明磊落
賊頭賊腦	坦蕩
成年累月	一時半刻
成年累月	短暫
成年累月	片刻
文人相輕	文人相重
文人相輕	互相尊重
文人相輕	推崇
用兵如神	用兵如癡
用兵如神	紙上談兵
用兵如神	無能
膽識過人	膽小如鼠
膽識過人	畏首畏尾
膽識過人	怯懦
官樣文章	實事求是
官樣文章	言之有物
官樣文章	實際
流水不腐	一潭死水
流水不腐	停滯
流水不腐	腐臭
萬古流芳	遺臭萬年
一脈相傳	斷代失傳
一脈相傳	旁門左道
一脈相傳	無關
地靈人傑	地瘠民貧
地靈人傑	窮山惡水
地靈人傑	荒涼
無所不至	無孔不入
無所不至	有所不至
無所不至	收斂
瞎子摸象	洞若觀火
空空洞洞	充實飽滿
缺心眼兒	心眼多
缺心眼兒	精明
缺心眼兒	機靈
奇文共賞	不屑一顧
奇文共賞	秘不示人
奇文共賞	獨賞
清水衙門	肥缺美差
清水衙門	油水衙門
清水衙門	肥缺
