head	tail	relation_type	batch_id
鑑別	混淆	ant	post-syn-ant-ring5k10k-b05-20260718
稍稍	大大	ant	post-syn-ant-ring5k10k-b05-20260718
抓獲	釋放	ant	post-syn-ant-ring5k10k-b05-20260718
弘揚	貶抑	ant	post-syn-ant-ring5k10k-b05-20260718
着眼	忽視	ant	post-syn-ant-ring5k10k-b05-20260718
着實	虛假	ant	post-syn-ant-ring5k10k-b05-20260718
來訪	離去	ant	post-syn-ant-ring5k10k-b05-20260718
規避	面對	ant	post-syn-ant-ring5k10k-b05-20260718
泄漏	保密	ant	post-syn-ant-ring5k10k-b05-20260718
開銷	節省	ant	post-syn-ant-ring5k10k-b05-20260718
費勁	輕鬆	ant	post-syn-ant-ring5k10k-b05-20260718
索賠	賠償	ant	post-syn-ant-ring5k10k-b05-20260718
跟上	落後	ant	post-syn-ant-ring5k10k-b05-20260718
跟上	脱節	ant	post-syn-ant-ring5k10k-b05-20260718
杜絕	放任	ant	post-syn-ant-ring5k10k-b05-20260718
回升	下跌	ant	post-syn-ant-ring5k10k-b05-20260718
不耐煩	耐心	ant	post-syn-ant-ring5k10k-b05-20260718
增長	減少	ant	post-syn-ant-ring5k10k-b05-20260718
強勁	疲弱	ant	post-syn-ant-ring5k10k-b05-20260718
有幸	不幸	ant	post-syn-ant-ring5k10k-b05-20260718
打消	堅持	ant	post-syn-ant-ring5k10k-b05-20260718
推動	阻礙	ant	post-syn-ant-ring5k10k-b05-20260718
絕不	一定	ant	post-syn-ant-ring5k10k-b05-20260718
保住	失去	ant	post-syn-ant-ring5k10k-b05-20260718
冰凍	融化	ant	post-syn-ant-ring5k10k-b05-20260718
叮囑	沉默	ant	post-syn-ant-ring5k10k-b05-20260718
可笑	莊重	ant	post-syn-ant-ring5k10k-b05-20260718
同等	不同	ant	post-syn-ant-ring5k10k-b05-20260718
吶喊	靜默	ant	post-syn-ant-ring5k10k-b05-20260718
填補	掏空	ant	post-syn-ant-ring5k10k-b05-20260718
年少	年老	ant	post-syn-ant-ring5k10k-b05-20260718
強逼	自願	ant	post-syn-ant-ring5k10k-b05-20260718
恐嚇	安慰	ant	post-syn-ant-ring5k10k-b05-20260718
悄悄	大聲	ant	post-syn-ant-ring5k10k-b05-20260718
懷孕	流產	ant	post-syn-ant-ring5k10k-b05-20260718
接吻	拒絕	ant	post-syn-ant-ring5k10k-b05-20260718
擅自	請示	ant	post-syn-ant-ring5k10k-b05-20260718
收服	反抗	ant	post-syn-ant-ring5k10k-b05-20260718
湧出	吸入	ant	post-syn-ant-ring5k10k-b05-20260718
滑落	攀升	ant	post-syn-ant-ring5k10k-b05-20260718
無意中	故意	ant	post-syn-ant-ring5k10k-b05-20260718
耀眼	暗淡	ant	post-syn-ant-ring5k10k-b05-20260718
舉例	概括	ant	post-syn-ant-ring5k10k-b05-20260718
該死	可憐	ant	post-syn-ant-ring5k10k-b05-20260718
開花	凋謝	ant	post-syn-ant-ring5k10k-b05-20260718
開關	關機	ant	post-syn-ant-ring5k10k-b05-20260718
關懷	冷漠	ant	post-syn-ant-ring5k10k-b05-20260718
防備	大意	ant	post-syn-ant-ring5k10k-b05-20260718
餘下	用盡	ant	post-syn-ant-ring5k10k-b05-20260718
提速	減速	ant	post-syn-ant-ring5k10k-b05-20260718
流淌	凝結	ant	post-syn-ant-ring5k10k-b05-20260718
午後	上午	ant	post-syn-ant-ring5k10k-b05-20260718
大選	落選	ant	post-syn-ant-ring5k10k-b05-20260718
漂流	停泊	ant	post-syn-ant-ring5k10k-b05-20260718
下月	上月	ant	post-syn-ant-ring5k10k-b05-20260718
強有力	軟弱	ant	post-syn-ant-ring5k10k-b05-20260718
當即	延後	ant	post-syn-ant-ring5k10k-b05-20260718
下山	上山	ant	post-syn-ant-ring5k10k-b05-20260718
退回	接收	ant	post-syn-ant-ring5k10k-b05-20260718
受驚	冷靜	ant	post-syn-ant-ring5k10k-b05-20260718
完事	開始	ant	post-syn-ant-ring5k10k-b05-20260718
差點	穩妥	ant	post-syn-ant-ring5k10k-b05-20260718
拋開	抓緊	ant	post-syn-ant-ring5k10k-b05-20260718
清洗	污染	ant	post-syn-ant-ring5k10k-b05-20260718
痛心	高興	ant	post-syn-ant-ring5k10k-b05-20260718
胡亂	認真	ant	post-syn-ant-ring5k10k-b05-20260718
要緊	次要	ant	post-syn-ant-ring5k10k-b05-20260718
鍾情	討厭	ant	post-syn-ant-ring5k10k-b05-20260718
點火	滅火	ant	post-syn-ant-ring5k10k-b05-20260718
復出	退役	ant	post-syn-ant-ring5k10k-b05-20260718
從沒	總是	ant	post-syn-ant-ring5k10k-b05-20260718
抓獲	放走	ant	post-syn-ant-ring5k10k-b05-20260718
規避	迎戰	ant	post-syn-ant-ring5k10k-b05-20260718
泄漏	密封	ant	post-syn-ant-ring5k10k-b05-20260718
開銷	節儉	ant	post-syn-ant-ring5k10k-b05-20260718
費勁	省力	ant	post-syn-ant-ring5k10k-b05-20260718
跟上	落伍	ant	post-syn-ant-ring5k10k-b05-20260718
冰凍	解凍	ant	post-syn-ant-ring5k10k-b05-20260718
叮囑	放任	ant	post-syn-ant-ring5k10k-b05-20260718
可笑	嚴肅	ant	post-syn-ant-ring5k10k-b05-20260718
吶喊	噤聲	ant	post-syn-ant-ring5k10k-b05-20260718
年少	年邁	ant	post-syn-ant-ring5k10k-b05-20260718
恐嚇	安撫	ant	post-syn-ant-ring5k10k-b05-20260718
悄悄	高聲	ant	post-syn-ant-ring5k10k-b05-20260718
收服	對抗	ant	post-syn-ant-ring5k10k-b05-20260718
湧出	倒灌	ant	post-syn-ant-ring5k10k-b05-20260718
無意中	有意	ant	post-syn-ant-ring5k10k-b05-20260718
耀眼	黯淡	ant	post-syn-ant-ring5k10k-b05-20260718
該死	可愛	ant	post-syn-ant-ring5k10k-b05-20260718
過關	失敗	ant	post-syn-ant-ring5k10k-b05-20260718
開花	枯萎	ant	post-syn-ant-ring5k10k-b05-20260718
關懷	漠視	ant	post-syn-ant-ring5k10k-b05-20260718
防備	疏忽	ant	post-syn-ant-ring5k10k-b05-20260718
餘下	耗盡	ant	post-syn-ant-ring5k10k-b05-20260718
塗抹	清除	ant	post-syn-ant-ring5k10k-b05-20260718
流淌	凝固	ant	post-syn-ant-ring5k10k-b05-20260718
午後	清晨	ant	post-syn-ant-ring5k10k-b05-20260718
漂流	靠岸	ant	post-syn-ant-ring5k10k-b05-20260718
當即	拖延	ant	post-syn-ant-ring5k10k-b05-20260718
抽空	忙碌	ant	post-syn-ant-ring5k10k-b05-20260718
下山	登山	ant	post-syn-ant-ring5k10k-b05-20260718
痛心	歡喜	ant	post-syn-ant-ring5k10k-b05-20260718
胡亂	有序	ant	post-syn-ant-ring5k10k-b05-20260718
鍾情	厭棄	ant	post-syn-ant-ring5k10k-b05-20260718
點火	熄滅	ant	post-syn-ant-ring5k10k-b05-20260718
復出	隱退	ant	post-syn-ant-ring5k10k-b05-20260718
拓寬	縮窄	ant	post-syn-ant-ring5k10k-b05-20260718
從沒	經常	ant	post-syn-ant-ring5k10k-b05-20260718
抓獲	逃脱	ant	post-syn-ant-ring5k10k-b05-20260718
着實	假裝	ant	post-syn-ant-ring5k10k-b05-20260718
保住	丟掉	ant	post-syn-ant-ring5k10k-b05-20260718
叮囑	緘默	ant	post-syn-ant-ring5k10k-b05-20260718
吶喊	沉默	ant	post-syn-ant-ring5k10k-b05-20260718
填補	留空	ant	post-syn-ant-ring5k10k-b05-20260718
年少	年長	ant	post-syn-ant-ring5k10k-b05-20260718
恐嚇	撫慰	ant	post-syn-ant-ring5k10k-b05-20260718
悄悄	公開	ant	post-syn-ant-ring5k10k-b05-20260718
滑落	攀爬	ant	post-syn-ant-ring5k10k-b05-20260718
耀眼	平淡	ant	post-syn-ant-ring5k10k-b05-20260718
該死	可親	ant	post-syn-ant-ring5k10k-b05-20260718
開花	落花	ant	post-syn-ant-ring5k10k-b05-20260718
關懷	冷淡	ant	post-syn-ant-ring5k10k-b05-20260718
塗抹	擦掉	ant	post-syn-ant-ring5k10k-b05-20260718
流淌	靜止	ant	post-syn-ant-ring5k10k-b05-20260718
午後	凌晨	ant	post-syn-ant-ring5k10k-b05-20260718
強有力	無力	ant	post-syn-ant-ring5k10k-b05-20260718
當即	遲緩	ant	post-syn-ant-ring5k10k-b05-20260718
