head	tail
野心勃勃	安分守己
雍容華貴	寒酸簡陋
雍容華貴	樸素
雍容華貴	土氣
駭人聽聞	不足為奇
一舉成名	默默無聞
一飛沖天	一蹶不振
一飛沖天	一落千丈
一飛沖天	沉淪
情急之下	從容不迫
情急之下	鎮定
情急之下	不慌不忙
支支吾吾	對答如流
支支吾吾	直言不諱
支支吾吾	口若懸河
歡欣鼓舞	垂頭喪氣
翻江倒海	風平浪靜
翻江倒海	微波不興
翻江倒海	平靜
一顰一笑	面無表情
一顰一笑	木然
一顰一笑	冷面
天之驕子	凡夫俗子
天之驕子	普通人
天之驕子	布衣
從早到晚	一時半刻
西裝革履	衣衫襤褸
西裝革履	不修邊幅
西裝革履	邋遢
雷霆萬鈞	和風細雨
雷霆萬鈞	輕描淡寫
雷霆萬鈞	無力
一掃而光	堆積如山
咬緊牙關	張口結舌
咬緊牙關	叫苦連天
咬緊牙關	放棄
察言觀色	視而不見
察言觀色	遲鈍
察言觀色	不察
箭在弦上	懸而未決
箭在弦上	從容不迫
箭在弦上	可進可退
翻山越嶺	平步青雲
翻山越嶺	一馬平川
翻山越嶺	平坦
過關斬將	連戰連敗
過關斬將	一敗塗地
過關斬將	處處碰壁
音容笑貌	音容渺茫
音容笑貌	人去樓空
高不可攀	唾手可得
子虛烏有	確有其事
孤孤單單	成雙成對
孤孤單單	熱鬧
孤孤單單	成群結隊
將心比心	自私自利
將心比心	以己度人
將心比心	刻薄
艱難險阻	一帆風順
別有洞天	千篇一律
別有洞天	平淡無奇
別有洞天	尋常
勤儉節約	鋪張浪費
堆積如山	空空如也
堆積如山	所剩無幾
堆積如山	寥寥
大飽眼福	大失所望
大飽眼福	一無所見
大飽眼福	掃興
巧奪天工	粗製濫造
巧奪天工	拙劣
巧奪天工	笨拙
晴空萬裏	烏雲密佈
晴空萬裏	陰霾滿天
晴空萬裏	傾盆大雨
萬丈深淵	一馬平川
萬丈深淵	坦途
萬丈深淵	平地
一年到頭	一時半刻
一年到頭	短暫
一年到頭	偶爾
一掃而空	堆積如山
一掃而空	原封不動
久別重逢	生離死別
久負盛名	默默無聞
久負盛名	籍籍無名
久負盛名	初出茅廬
安安穩穩	提心吊膽
星星之火	燎原大火
星星之火	熊熊烈火
星星之火	大火
牽線搭橋	從中作梗
牽線搭橋	挑撥離間
牽線搭橋	拆台
約定俗成	標新立異
約定俗成	破舊立新
約定俗成	另闢蹊徑
血肉之軀	鋼鐵之軀
血肉之軀	金剛不壞
如履薄冰	高枕無憂
孤軍奮戰	並肩作戰
洪水猛獸	良師益友
洪水猛獸	福音
洪水猛獸	好事
適者生存	適者淘汰
適者生存	弱肉強食
居安思危	掉以輕心
畢恭畢敬	傲慢無禮
畢恭畢敬	輕慢
畢恭畢敬	不敬
虛位以待	人滿為患
虛位以待	座無虛席
虛位以待	已滿員
誤入歧途	迷途知返
銘記在心	拋諸腦後
長治久安	動盪不安
難捨難分	一刀兩斷
各司其職	越俎代庖
多管齊下	單打一
多管齊下	顧此失彼
多管齊下	一意孤行
如花似玉	其貌不揚
如花似玉	醜陋
如花似玉	平庸
志在必得	可有可無
志在必得	無所謂
志在必得	隨意
有備而來	毫無準備
條條框框	不拘一格
條條框框	靈活
條條框框	自由發揮
求之不得	避之唯恐不及
終身大事	區區小事
終身大事	芝麻綠豆
終身大事	瑣事
耳濡目染	充耳不聞
耳濡目染	視而不見
耳濡目染	無動於衷
變化無常	始終如一
不知死活	謹小慎微
不知死活	知進退
不知死活	識時務
吊兒郎當	兢兢業業
坑坑窪窪	平坦光滑
坑坑窪窪	平整
坑坑窪窪	一馬平川
時隱時現	始終可見
時隱時現	清晰可見
時隱時現	持續出現
代代相傳	斷代失傳
代代相傳	後繼無人
代代相傳	失傳
爭論不休	意見一致
爭論不休	一言為定
爭論不休	心平氣和
罵罵咧咧	好言好語
罵罵咧咧	溫言細語
罵罵咧咧	和顏悅色
高潮迭起	平淡無奇
高潮迭起	索然無味
高潮迭起	低潮
龍飛鳳舞	工工整整
龍飛鳳舞	一筆一劃
龍飛鳳舞	端正
三更半夜	大白天
三更半夜	光天化日
三更半夜	正午
半死不活	生龍活虎
崢嶸歲月	平淡歲月
崢嶸歲月	碌碌無為
崢嶸歲月	虛度年華
心肝寶貝	眼中釘
心肝寶貝	肉中刺
心肝寶貝	冤家
痛定思痛	好了傷疤忘了疼
痛定思痛	不思悔改
纏綿悱惻	乾脆利落
纏綿悱惻	冷酷
纏綿悱惻	絕情
赴湯蹈火	臨陣脫逃
在天之靈	在世之人
在天之靈	活人
如沐春風	如坐針氈
必爭之地	不毛之地
必爭之地	無關緊要
必爭之地	棄地
狐朋狗友	良師益友
發號施令	俯首聽命
祖祖輩輩	曇花一現
祖祖輩輩	一代
祖祖輩輩	短暫
體弱多病	身強力壯
小打小鬧	大張旗鼓
怒火中燒	心平氣和
抱頭痛哭	開懷大笑
清風明月	烏煙瘴氣
清風明月	濁氣
清風明月	污濁
首戰告捷	出師不利
取之不盡	消耗殆盡
毫無辦法	遊刃有餘
移花接木	原汁原味
移花接木	原封不動
移花接木	真實
各抒己見	人云亦云
大智若愚	大智若智
大智若愚	鋒芒畢露
大智若愚	聰明外露
恩恩怨怨	一笑泯恩仇
恩恩怨怨	兩清
恩恩怨怨	冰釋前嫌
萬般無奈	心甘情願
萬般無奈	欣然
萬般無奈	樂意
冷暖自知	不明就裏
冷暖自知	旁人皆知
地利人和	天時不利
地利人和	孤立無援
地利人和	失道寡助
如此而已	遠不止此
如此而已	不僅如此
如此而已	豈止
海角天涯	近在咫尺
海角天涯	一山之隔
海角天涯	毗鄰
相映成趣	格格不入
相映成趣	大煞風景
相映成趣	不協調
蠻不講理	通情達理
蠻不講理	以理服人
蠻不講理	講理
頂頭上司	下屬員工
頂頭上司	部下
頂頭上司	下級
一去不返	去而復返
以權謀私	廉潔奉公
唧唧喳喳	沉默寡言
唧唧喳喳	鴉雀無聲
唧唧喳喳	安靜
因果報應	善惡無報
因果報應	僥倖
承上啓下	上下脫節
承上啓下	互不相干
承上啓下	斷層
滴滴答答	無聲無息
滴滴答答	靜悄悄
群雄逐鹿	一枝獨秀
群雄逐鹿	獨霸天下
群雄逐鹿	和平共處
鼻青臉腫	毫髮無傷
鼻青臉腫	完好無損
鼻青臉腫	安然無恙
一路平安	凶多吉少
不治之症	手到病除
不治之症	藥到病除
不治之症	可治
十之八九	萬一
十之八九	極少
十之八九	鮮有
咬文嚼字	不求甚解
咬文嚼字	囫圇吞棗
咬文嚼字	大而化之
從一而終	朝三暮四
從一而終	見異思遷
從一而終	二三其德
暴露無遺	深藏不露
滿目瘡痍	生機勃勃
滿目瘡痍	欣欣向榮
滿目瘡痍	完好
無業遊民	有固定職業
無業遊民	上班族
無業遊民	在職
紅極一時	黯然失色
紅極一時	過氣
紅極一時	沒落
一聲不響	大吵大鬧
一聲不響	高談闊論
一聲不響	喧嘩
前途無量	窮途末路
名符其實	名不副實
唸唸有詞	沉默不語
唸唸有詞	閉口不言
唸唸有詞	啞口無言
引蛇出洞	打草驚蛇
引蛇出洞	打草
怒髮衝冠	心平氣和
擲地有聲	蒼白無力
擲地有聲	輕描淡寫
擲地有聲	空洞
春風化雨	暴風驟雨
春風化雨	疾言厲色
春風化雨	苛責
死而復生	一命嗚呼
短兵相接	遠隔千里
短兵相接	隔空對陣
短兵相接	遠程
一語道破	閃爍其詞
先見之明	鼠目寸光
前僕後繼	臨陣脫逃
前僕後繼	後繼無人
前僕後繼	畏縮
動手動腳	安分守己
動手動腳	循規蹈矩
動手動腳	老實
磨磨蹭蹭	雷厲風行
達官貴人	平民百姓
達官貴人	布衣
達官貴人	普通人
五音不全	金嗓子
五音不全	能歌善舞
五音不全	音準
亦步亦趨	獨闢蹊徑
冥思苦想	不假思索
善罷甘休	窮追不捨
投其所好	逆其所好
投其所好	掃興
投其所好	不合其意
搔首弄姿	舉止端莊
搔首弄姿	落落大方
搔首弄姿	樸實
百看不厭	不屑一顧
百看不厭	看一眼就膩
百看不厭	厭煩
真人真事	虛構故事
真人真事	子虛烏有
真人真事	杜撰
童心未泯	老氣橫秋
童心未泯	少年老成
童心未泯	世故
紅男綠女	鰥寡孤獨
紅男綠女	清一色
身先士卒	臨陣脫逃
頭暈眼花	神清氣爽
頭暈眼花	頭腦清醒
頭暈眼花	清醒
風雨交加	風和日麗
風雨交加	晴空萬里
風雨交加	天朗氣清
倖免於難	在劫難逃
冷血動物	熱血沸騰
冷血動物	富有同情心
冷血動物	熱心
年輕氣盛	老成持重
年輕氣盛	沉穩
年輕氣盛	穩重
弦外之音	直言不諱
弦外之音	明說
弦外之音	字面意思
東奔西跑	安分守己
東奔西跑	足不出戶
東奔西跑	穩坐
登堂入室	不得其門
登堂入室	門外漢
登堂入室	一知半解
老淚縱橫	破涕為笑
老淚縱橫	開懷大笑
老淚縱橫	喜笑顏開
聲情並茂	平鋪直敘
聲情並茂	枯燥
聲情並茂	呆板
虛無飄渺	真實可見
虛無飄渺	觸手可及
虛無飄渺	實實在在
醍醐灌頂	如墜五里霧中
醍醐灌頂	迷惑
醍醐灌頂	不解
哭喪着臉	喜笑顏開
哭喪着臉	笑容滿面
哭喪着臉	眉開眼笑
年久失修	修葺一新
掃地出門	禮送出門
掃地出門	挽留
掃地出門	接進門
望穿秋水	不屑一顧
望穿秋水	視若無睹
望穿秋水	漠不關心
略知一二	了如指掌
