head	tail
學有所成	一事無成
學有所長	一無所長
學有所長	平庸
學有所長	無特長
安守本分	不安本分
密鑼緊鼓	偃旗息鼓
密鑼緊鼓	無聲無息
密鑼緊鼓	沉寂
察察為明	睜一隻眼閉一隻眼
察察為明	大度
察察為明	寬容
實而不華	華而不實
實而不華	虛有其表
實而不華	浮華
居無定所	安居樂業
居無定所	定居
居無定所	有定所
屬垣有耳	密不透風
屬垣有耳	無人竊聽
屬垣有耳	安全
工力悉敵	懸殊
工力悉敵	天差地別
工力悉敵	一面倒
常年累月	一時半刻
常年累月	短暫
常年累月	片刻
年久月深	一時半刻
年久月深	短暫
年久月深	新近
年輕有為	老大無成
年輕有為	一事無成
年輕有為	平庸
幾經周折	一帆風順
幾經周折	暢通無阻
幾經周折	順利
廣為人知	鮮為人知
引以為戒	重蹈覆轍
引以為鑑	不以為然
引以為鑑	不吸取教訓
引以為鑑	再犯
德藝雙馨	一無是處
心悦誠服	口服心不服
心悦誠服	不服
心悦誠服	抗拒
忘我工作	消極怠工
忘我工作	懶散
忘我工作	敷衍
怪裏怪氣	中規中矩
怪裏怪氣	正常
怪裏怪氣	普通
悲憤填膺	心平氣和
慧眼獨具	有眼無珠
户樞不蠹	戶樞生蠹
户樞不蠹	停滯腐朽
户樞不蠹	不用則朽
所作所為	無所作為
所作所為	無所事事
所作所為	不為
扭虧為盈	由盈轉虧
拿腔作勢	自然流露
拿腔作勢	不做作
拿腔作勢	真實
指腹為婚	自由戀愛
指腹為婚	自主婚姻
指腹為婚	自選
挨家挨户	走馬觀花
挨家挨户	不入户
挨家挨户	粗略
挨門挨户	走馬觀花
挨門挨户	不入户
挨門挨户	粗略
推濤作浪	息事寧人
推濤作浪	平息風波
推濤作浪	平靜
換句話説	照本宣科
換句話説	原話
換句話説	不換
搖鵝毛扇	親力親為
搖鵝毛扇	赤膊上陣
搖鵝毛扇	衝鋒
救火揚沸	釜底抽薪
救火揚沸	治本
救火揚沸	有效
敢為人先	畏縮不前
敵眾我寡	勢均力敵
敵眾我寡	我眾敵寡
敵眾我寡	優勢
旅進旅退	特立獨行
旅進旅退	一往無前
旅進旅退	堅定
明珠投暗	慧眼識珠
明珠投暗	物盡其用
明珠投暗	得所
時隔不久	時隔已久
時隔不久	經年累月
時隔不久	長久
暈頭暈腦	頭腦清醒
暈頭暈腦	清醒
暈頭暈腦	鎮定
更弦易轍	墨守成規
有失遠迎	盛情款待
有失遠迎	遠迎
有失遠迎	周到
朋比為奸	剛正不阿
望風捕影	真憑實據
橫説豎説	一言為定
橫説豎説	乾脆
橫説豎説	簡潔
橫躺豎卧	端端正正
橫躺豎卧	坐立端正
橫躺豎卧	整齊
欺世惑眾	開誠佈公
欺世惑眾	實事求是
欺世惑眾	坦誠
死氣白賴	通情達理
死氣白賴	適可而止
死氣白賴	知趣
水米無交	水乳交融
水米無交	密切來往
水米無交	親密
油煎火燎	清涼舒爽
油煎火燎	舒適
油煎火燎	涼快
洋為中用	全盤西化
洋為中用	閉關自守
洋為中用	排外
深受其害	深受其益
深孚眾望	威信掃地
渾頭渾腦	精明能幹
渾頭渾腦	清醒
渾頭渾腦	機靈
滴裏嘟嚕	乾乾淨淨
滴裏嘟嚕	利落
滴裏嘟嚕	整齊
為之動容	無動於衷
為之動容	麻木
為之動容	漠然
為人作嫁	為己謀利
為人作嫁	自利
為人作嫁	自肥
為人師表	誤人子弟
為國捐軀	賣國求榮
為時已晚	及時
為時過早	恰逢其時
無以為繼	後繼有人
無可指責	千夫所指
無私有弊	無私無弊
無私有弊	公正
無私有弊	清白
無話可説	侃侃而談
燦爛奪目	黯淡無光
牛年馬月	指日可待
牛年馬月	為期不遠
牛年馬月	不久
狼狽為奸	潔身自好
獨門獨户	大雜院
獨門獨户	合住
獨門獨户	人多
用心險惡	心地善良
由始至終	半途而廢
異端邪説	正統理論
異端邪説	正道
異端邪説	真理
發人深醒	麻木不仁
發人深醒	無動於衷
發人深醒	不解
盲人瞎馬	明察秋毫
盲人瞎馬	穩操勝券
盲人瞎馬	清醒
直上雲霄	一落千丈
看人下菜	一視同仁
看人眉睫	特立獨行
看人眉睫	不卑不亢
看人眉睫	自主
矢口抵賴	供認不諱
磕頭碰腦	順風順水
磕頭碰腦	暢通無阻
磕頭碰腦	順利
磨杵成針	半途而廢
秦鏡高懸	顛倒黑白
秦鏡高懸	徇私枉法
秦鏡高懸	不公
稚氣未脱	老成持重
稚氣未脱	少年老成
稚氣未脱	成熟
穩中有降	穩中有升
穩中有降	上升
穩中有降	上漲
穿針引線	從中作梗
穿針引線	拆台
穿針引線	阻撓
窮源溯流	不求甚解
窮源溯流	淺嘗輒止
窮源溯流	粗看
竊玉偷香	守身如玉
竊玉偷香	正派
竊玉偷香	專一
精彩絕倫	平淡無奇
羞人答答	大大方方
羞人答答	落落大方
羞人答答	大方
聚訟紛紜	眾口一詞
聚訟紛紜	意見一致
聚訟紛紜	共識
肩摩踵接	門可羅雀
肩摩踵接	空無一人
肩摩踵接	冷清
肩摩轂擊	門可羅雀
肩摩轂擊	冷清
肩摩轂擊	稀疏
能者為師	能者不為師
能者為師	嫉賢妒能
能者為師	不學
脱繮之馬	循規蹈矩
脱繮之馬	受控
脱繮之馬	約束
脱貧致富	返貧致貧
脱貧致富	貧困
脱貧致富	變窮
膘肥體壯	骨瘦如柴
膘肥體壯	瘦弱
膘肥體壯	虛弱
膽破心驚	處變不驚
膽破心驚	鎮定自若
膽破心驚	泰然
自尋短見	珍惜生命
自尋短見	好好地活
自尋短見	求生
自相驚擾	鎮定自若
自相驚擾	從容不迫
自相驚擾	團結
與眾不同	千篇一律
舉重若輕	手忙腳亂
船堅炮利	船破炮啞
船堅炮利	不堪一擊
船堅炮利	弱
苛捐雜税	輕徭薄賦
苛捐雜税	減税
苛捐雜税	惠民
苦口良藥	甜言蜜語
苦口良藥	毒藥
苦口良藥	有害
荒時暴月	豐年盛世
荒時暴月	太平
荒時暴月	豐收
莫可指數	屈指可數
莫可指數	清楚可數
莫可指數	有限
萬裏長徵	安步當車
萬裏長徵	近在咫尺
萬裏長徵	短途
著書立説	不立文字
著書立説	述而不作
著書立説	不寫
蔚為大觀	不足觀
蔚為大觀	寥寥
蔚為大觀	寒酸
蜕化變質	永葆本色
蜕化變質	堅持本色
蜕化變質	不變
融為一體	四分五裂
融為一體	格格不入
融為一體	分離
蠅糞點玉	白璧無瑕
蠅糞點玉	完美
蠅糞點玉	無傷
袍笏登場	隱退江湖
袍笏登場	卸任
袍笏登場	下台
覆盆之冤	沉冤得雪
覆盆之冤	昭雪
覆盆之冤	清白
見兔顧犬	亡羊補牢
見兔顧犬	未雨綢繆
見兔顧犬	及時
見稜見角	圓滑世故
見稜見角	磨平稜角
見稜見角	圓融
説來話長	一言難盡
説來話長	長話短說
説來話長	簡單
説得過去	説不過去
説得過去	站不住腳
説得過去	無理
説短論長	三緘其口
説短論長	不議論
説短論長	沉默
談古論今	三緘其口
談古論今	不談
談古論今	沉默
談情説愛	絕情斷義
談情説愛	形同陌路
談情説愛	分手
謠言惑眾	以正視聽
謠言惑眾	實事求是
謠言惑眾	澄清
貪婪無厭	知足常樂
轉悲為喜	樂極生悲
轍亂旗靡	軍容整齊
轍亂旗靡	旗開得勝
轍亂旗靡	嚴整
迄今為止	從今往後
迄今為止	將來
迄今為止	未來
這就是説	換句話説
這就是説	亦即
這就是説	也就是說
造謠惑眾	以正視聽
週而復始	一去不返
週而復始	有始無終
週而復始	中斷
過路財神	久居之主
過路財神	主人
過路財神	常客
違禁物品	合法物品
違禁物品	准許
違禁物品	合規
遮風擋雨	暴露無遺
遮風擋雨	無遮無擋
遮風擋雨	敞開
金睛火眼	有眼無珠
金睛火眼	盲目
金睛火眼	看走眼
針砭時弊	粉飾太平
針頭線腦	大家具
針頭線腦	重器
針頭線腦	大件
門户之見	兼容並包
門户之見	虛懷若谷
門户之見	開放
閉口無言	侃侃而談
閒情逸緻	憂心忡忡
閒情逸緻	疲於奔命
閒情逸緻	忙碌
隨鄉入鄉	格格不入
隨鄉入鄉	固執己見
隨鄉入鄉	不入俗
雞犬昇天	一人獲罪
雞犬昇天	殃及池魚
雞犬昇天	倒霉
難以名狀	一語道破
難以名狀	清楚可述
難以名狀	可名
鞭闢入裏	隔靴搔癢
鞭闢入裏	不着邊際
鞭闢入裏	膚淺
順風吹火	逆水行舟
順風吹火	艱難
順風吹火	費力
風雨如磐	風和日麗
風雨如磐	晴空萬里
風雨如磐	晴好
飛砂走石	風平浪靜
飛砂走石	紋絲不動
飛砂走石	平靜
飛針走線	慢工細活
飛針走線	笨手笨腳
飛針走線	緩慢
驢年馬月	指日可待
驢年馬月	為期不遠
驢年馬月	不久
高抬貴手	落井下石
魚遊釜中	如魚得水
魚遊釜中	安然
魚遊釜中	自由
鵲橋相會	天各一方
鵲橋相會	勞燕分飛
鵲橋相會	分離
鼠竊狗偷	明火執仗
鼠竊狗偷	正大光明
鼠竊狗偷	君子
