head	tail	relation_type	batch_id
化雨春風	疾風暴雨	ant	len4-b06-20260715
化雨春風	苛刻	ant	len4-b06-20260715
十萬火急	從容不迫	ant	len4-b06-20260715
千依百順	反抗	ant	len4-b06-20260715
千依百順	桀驁不馴	ant	len4-b06-20260715
千依百順	頂撞	ant	len4-b06-20260715
千家萬户	冷清	ant	len4-b06-20260715
千家萬户	孤家寡人	ant	len4-b06-20260715
千家萬户	門可羅雀	ant	len4-b06-20260715
半壁河山	完整	ant	len4-b06-20260715
半壁河山	金甌無缺	ant	len4-b06-20260715
危辭聳聽	淡化	ant	len4-b06-20260715
危辭聳聽	輕描淡寫	ant	len4-b06-20260715
即景生情	無動於衷	ant	len4-b06-20260715
即景生情	無情	ant	len4-b06-20260715
即景生情	麻木	ant	len4-b06-20260715
厝火積薪	未雨綢繆	ant	len4-b06-20260715
厝火積薪	謹慎	ant	len4-b06-20260715
厝火積薪	防患未然	ant	len4-b06-20260715
反客為主	本分	ant	len4-b06-20260715
吃吃喝喝	清苦	ant	len4-b06-20260715
吃吃喝喝	節儉	ant	len4-b06-20260715
吃吃喝喝	節衣縮食	ant	len4-b06-20260715
吃啞巴虧	申冤	ant	len4-b06-20260715
吃啞巴虧	討回公道	ant	len4-b06-20260715
吃後悔藥	無怨無悔	ant	len4-b06-20260715
吃裏爬外	忠心耿耿	ant	len4-b06-20260715
吃裏爬外	忠誠	ant	len4-b06-20260715
吃閉門羹	歡迎	ant	len4-b06-20260715
吃閉門羹	熱情接待	ant	len4-b06-20260715
吃閉門羹	賓至如歸	ant	len4-b06-20260715
吐氣揚眉	垂頭喪氣	ant	len4-b06-20260715
哄抬物價	降價	ant	len4-b06-20260715
哩哩羅羅	清楚	ant	len4-b06-20260715
哩哩羅羅	簡潔	ant	len4-b06-20260715
唱對台戲	一唱一和	ant	len4-b06-20260715
唱對台戲	唱和	ant	len4-b06-20260715
唱對台戲	配合	ant	len4-b06-20260715
問柳尋花	守身如玉	ant	len4-b06-20260715
問柳尋花	專一	ant	len4-b06-20260715
問柳尋花	正派	ant	len4-b06-20260715
喜結連理	勞燕分飛	ant	len4-b06-20260715
單人獨馬	人多勢眾	ant	len4-b06-20260715
單人獨馬	成群結隊	ant	len4-b06-20260715
單人獨馬	結伴	ant	len4-b06-20260715
單門獨户	大雜院	ant	len4-b06-20260715
嗚乎哀哉	喜氣洋洋	ant	len4-b06-20260715
嗚乎哀哉	慶賀	ant	len4-b06-20260715
嗚乎哀哉	歡天喜地	ant	len4-b06-20260715
噬臍莫及	亡羊補牢	ant	len4-b06-20260715
噬臍莫及	來得及	ant	len4-b06-20260715
圓鑿方枘	嚴絲合縫	ant	len4-b06-20260715
圖文並茂	單調	ant	len4-b06-20260715
圖文並茂	枯燥乏味	ant	len4-b06-20260715
坐卧不寧	踏實	ant	len4-b06-20260715
堅毅不屈	妥協	ant	len4-b06-20260715
堅毅不屈	屈服	ant	len4-b06-20260715
大吃一驚	處變不驚	ant	len4-b06-20260715
大吃大喝	清苦	ant	len4-b06-20260715
大吃大喝	節儉	ant	len4-b06-20260715
大吃大喝	節衣縮食	ant	len4-b06-20260715
大庭廣眾	暗中	ant	len4-b06-20260715
大錯特錯	千真萬確	ant	len4-b06-20260715
天高氣爽	惡劣	ant	len4-b06-20260715
好説歹説	一言為定	ant	len4-b06-20260715
好説歹説	二話不説	ant	len4-b06-20260715
好説歹説	果斷	ant	len4-b06-20260715
如醉如痴	漠然	ant	len4-b06-20260715
如醉如痴	無動於衷	ant	len4-b06-20260715
妖言惑眾	實事求是	ant	len4-b06-20260715
妖言惑眾	澄清	ant	len4-b06-20260715
學有所成	一事無成	ant	len4-b06-20260715
學有所長	一無所長	ant	len4-b06-20260715
學有所長	平庸	ant	len4-b06-20260715
安守本分	不安本分	ant	len4-b06-20260715
密鑼緊鼓	偃旗息鼓	ant	len4-b06-20260715
密鑼緊鼓	沉寂	ant	len4-b06-20260715
密鑼緊鼓	無聲無息	ant	len4-b06-20260715
察察為明	寬容	ant	len4-b06-20260715
實而不華	虛有其表	ant	len4-b06-20260715
小試牛刀	全力以赴	ant	len4-b06-20260715
小試牛刀	大顯身手	ant	len4-b06-20260715
居無定所	安居樂業	ant	len4-b06-20260715
居無定所	定居	ant	len4-b06-20260715
屬垣有耳	安全	ant	len4-b06-20260715
屬垣有耳	密不透風	ant	len4-b06-20260715
工力悉敵	一面倒	ant	len4-b06-20260715
工力悉敵	天差地別	ant	len4-b06-20260715
工力悉敵	懸殊	ant	len4-b06-20260715
常年累月	一時半刻	ant	len4-b06-20260715
常年累月	片刻	ant	len4-b06-20260715
常年累月	短暫	ant	len4-b06-20260715
年久月深	一時半刻	ant	len4-b06-20260715
年久月深	新近	ant	len4-b06-20260715
年久月深	短暫	ant	len4-b06-20260715
年輕有為	一事無成	ant	len4-b06-20260715
年輕有為	平庸	ant	len4-b06-20260715
幾經周折	一帆風順	ant	len4-b06-20260715
幾經周折	暢通無阻	ant	len4-b06-20260715
幾經周折	順利	ant	len4-b06-20260715
廣為人知	鮮為人知	ant	len4-b06-20260715
引以為戒	重蹈覆轍	ant	len4-b06-20260715
引以為鑑	不以為然	ant	len4-b06-20260715
彼此彼此	天差地別	ant	len4-b06-20260715
彼此彼此	懸殊	ant	len4-b06-20260715
待人接物	孤僻	ant	len4-b06-20260715
德藝雙馨	一無是處	ant	len4-b06-20260715
心悦誠服	不服	ant	len4-b06-20260715
心悦誠服	口服心不服	ant	len4-b06-20260715
心悦誠服	抗拒	ant	len4-b06-20260715
忘我工作	懶散	ant	len4-b06-20260715
忘我工作	敷衍	ant	len4-b06-20260715
怪裏怪氣	中規中矩	ant	len4-b06-20260715
怪裏怪氣	普通	ant	len4-b06-20260715
怪裏怪氣	正常	ant	len4-b06-20260715
怯聲怯氣	大聲	ant	len4-b06-20260715
怯聲怯氣	果斷	ant	len4-b06-20260715
怯聲怯氣	理直氣壯	ant	len4-b06-20260715
怯頭怯腦	勇敢	ant	len4-b06-20260715
悲憤填膺	心平氣和	ant	len4-b06-20260715
慕名而來	掃興	ant	len4-b06-20260715
慕名而來	敗興而歸	ant	len4-b06-20260715
慧眼獨具	有眼無珠	ant	len4-b06-20260715
懲一警百	姑息	ant	len4-b06-20260715
所作所為	無所事事	ant	len4-b06-20260715
所作所為	無所作為	ant	len4-b06-20260715
拿腔作勢	真實	ant	len4-b06-20260715
指腹為婚	自由戀愛	ant	len4-b06-20260715
指腹為婚	自選	ant	len4-b06-20260715
指點迷津	指鹿為馬	ant	len4-b06-20260715
指點迷津	誤導	ant	len4-b06-20260715
指點迷津	迷惑	ant	len4-b06-20260715
挑三窩四	和稀泥	ant	len4-b06-20260715
挑三窩四	安分守己	ant	len4-b06-20260715
挨家挨户	粗略	ant	len4-b06-20260715
挨家挨户	走馬觀花	ant	len4-b06-20260715
挨門挨户	粗略	ant	len4-b06-20260715
挨門挨户	走馬觀花	ant	len4-b06-20260715
接踵而來	冷清	ant	len4-b06-20260715
接踵而來	杳無人跡	ant	len4-b06-20260715
推濤作浪	平靜	ant	len4-b06-20260715
推濤作浪	息事寧人	ant	len4-b06-20260715
換句話説	照本宣科	ant	len4-b06-20260715
搖鵝毛扇	衝鋒	ant	len4-b06-20260715
搖鵝毛扇	親力親為	ant	len4-b06-20260715
撫躬自問	文過飾非	ant	len4-b06-20260715
救火揚沸	有效	ant	len4-b06-20260715
救火揚沸	治本	ant	len4-b06-20260715
救火揚沸	釜底抽薪	ant	len4-b06-20260715
敢為人先	畏縮不前	ant	len4-b06-20260715
整裝待發	休整	ant	len4-b06-20260715
整裝待發	偃旗息鼓	ant	len4-b06-20260715
整裝待發	解散	ant	len4-b06-20260715
敵眾我寡	優勢	ant	len4-b06-20260715
敵眾我寡	勢均力敵	ant	len4-b06-20260715
數米而炊	大手大腳	ant	len4-b06-20260715
數米而炊	揮霍無度	ant	len4-b06-20260715
數米而炊	闊綽	ant	len4-b06-20260715
旅進旅退	一往無前	ant	len4-b06-20260715
旅進旅退	堅定	ant	len4-b06-20260715
旅進旅退	特立獨行	ant	len4-b06-20260715
明文規定	不成文	ant	len4-b06-20260715
明文規定	默契	ant	len4-b06-20260715
明查暗訪	不聞不問	ant	len4-b06-20260715
明查暗訪	走馬觀花	ant	len4-b06-20260715
明珠投暗	物盡其用	ant	len4-b06-20260715
時隔不久	經年累月	ant	len4-b06-20260715
時隔不久	長久	ant	len4-b06-20260715
暈頭暈腦	清醒	ant	len4-b06-20260715
暈頭暈腦	鎮定	ant	len4-b06-20260715
暴飲暴食	節食	ant	len4-b06-20260715
暴飲暴食	細嚼慢嚥	ant	len4-b06-20260715
更弦易轍	墨守成規	ant	len4-b06-20260715
有失遠迎	周到	ant	len4-b06-20260715
有心無力	力所能及	ant	len4-b06-20260715
有心無力	得心應手	ant	len4-b06-20260715
有心無力	有力	ant	len4-b06-20260715
有恃無恐	惶惶不安	ant	len4-b06-20260715
望風捕影	真憑實據	ant	len4-b06-20260715
朽木糞土	可造之材	ant	len4-b06-20260715
朽木糞土	璞玉渾金	ant	len4-b06-20260715
果不其然	出乎意料	ant	len4-b06-20260715
橫説豎説	一言為定	ant	len4-b06-20260715
橫説豎説	乾脆	ant	len4-b06-20260715
橫説豎説	簡潔	ant	len4-b06-20260715
橫躺豎卧	整齊	ant	len4-b06-20260715
欺世惑眾	坦誠	ant	len4-b06-20260715
欺世惑眾	實事求是	ant	len4-b06-20260715
欺世惑眾	開誠佈公	ant	len4-b06-20260715
步步高昇	每況愈下	ant	len4-b06-20260715
步步高昇	降職	ant	len4-b06-20260715
死氣白賴	知趣	ant	len4-b06-20260715
死氣白賴	通情達理	ant	len4-b06-20260715
死氣白賴	適可而止	ant	len4-b06-20260715
毫無顧忌	瞻前顧後	ant	len4-b06-20260715
毫無顧忌	謹小慎微	ant	len4-b06-20260715
毫無顧忌	顧忌	ant	len4-b06-20260715
水米無交	水乳交融	ant	len4-b06-20260715
水米無交	親密	ant	len4-b06-20260715
油煎火燎	涼快	ant	len4-b06-20260715
油煎火燎	舒適	ant	len4-b06-20260715
洋為中用	全盤西化	ant	len4-b06-20260715
洋為中用	排外	ant	len4-b06-20260715
洋為中用	閉關自守	ant	len4-b06-20260715
深孚眾望	威信掃地	ant	len4-b06-20260715
渾頭渾腦	機靈	ant	len4-b06-20260715
渾頭渾腦	清醒	ant	len4-b06-20260715
滴裏嘟嚕	乾乾淨淨	ant	len4-b06-20260715
滴裏嘟嚕	利落	ant	len4-b06-20260715
滴裏嘟嚕	整齊	ant	len4-b06-20260715
濃眉大眼	其貌不揚	ant	len4-b06-20260715
濃眉大眼	平庸	ant	len4-b06-20260715
為之動容	漠然	ant	len4-b06-20260715
為之動容	無動於衷	ant	len4-b06-20260715
為之動容	麻木	ant	len4-b06-20260715
為人作嫁	自肥	ant	len4-b06-20260715
為人師表	誤人子弟	ant	len4-b06-20260715
為國捐軀	賣國求榮	ant	len4-b06-20260715
為時已晚	及時	ant	len4-b06-20260715
無以為繼	後繼有人	ant	len4-b06-20260715
無可指責	千夫所指	ant	len4-b06-20260715
無私有弊	公正	ant	len4-b06-20260715
無私有弊	清白	ant	len4-b06-20260715
無話可説	侃侃而談	ant	len4-b06-20260715
燦爛奪目	黯淡無光	ant	len4-b06-20260715
牛年馬月	不久	ant	len4-b06-20260715
牛年馬月	指日可待	ant	len4-b06-20260715
狼狽為奸	潔身自好	ant	len4-b06-20260715
獨門獨户	大雜院	ant	len4-b06-20260715
玩世不恭	一本正經	ant	len4-b06-20260715
玩世不恭	莊重	ant	len4-b06-20260715
生機盎然	死氣沉沉	ant	len4-b06-20260715
用心險惡	心地善良	ant	len4-b06-20260715
由始至終	半途而廢	ant	len4-b06-20260715
略識之無	博學多才	ant	len4-b06-20260715
略跡原情	不依不饒	ant	len4-b06-20260715
略跡原情	斤斤計較	ant	len4-b06-20260715
略跡原情	苛責	ant	len4-b06-20260715
畫龍點睛	畫蛇添足	ant	len4-b06-20260715
異端邪説	正道	ant	len4-b06-20260715
異端邪説	真理	ant	len4-b06-20260715
發人深醒	不解	ant	len4-b06-20260715
發人深醒	無動於衷	ant	len4-b06-20260715
發人深醒	麻木不仁	ant	len4-b06-20260715
白色恐怖	和平	ant	len4-b06-20260715
白色恐怖	太平盛世	ant	len4-b06-20260715
白色恐怖	安居樂業	ant	len4-b06-20260715
百萬富翁	一貧如洗	ant	len4-b06-20260715
皇親國戚	普通人	ant	len4-b06-20260715
盲人瞎馬	明察秋毫	ant	len4-b06-20260715
盲人瞎馬	清醒	ant	len4-b06-20260715
盲人瞎馬	穩操勝券	ant	len4-b06-20260715
直上雲霄	一落千丈	ant	len4-b06-20260715
眉來眼去	視若無睹	ant	len4-b06-20260715
看人下菜	一視同仁	ant	len4-b06-20260715
看人眉睫	不卑不亢	ant	len4-b06-20260715
看人眉睫	特立獨行	ant	len4-b06-20260715
看人眉睫	自主	ant	len4-b06-20260715
真憑實據	空口無憑	ant	len4-b06-20260715
眼花繚亂	一目瞭然	ant	len4-b06-20260715
破瓦寒窯	豪宅	ant	len4-b06-20260715
破瓦寒窯	金碧輝煌	ant	len4-b06-20260715
磕頭碰腦	暢通無阻	ant	len4-b06-20260715
磕頭碰腦	順利	ant	len4-b06-20260715
磕頭碰腦	順風順水	ant	len4-b06-20260715
磨杵成針	半途而廢	ant	len4-b06-20260715
秦鏡高懸	不公	ant	len4-b06-20260715
秦鏡高懸	顛倒黑白	ant	len4-b06-20260715
稚氣未脱	少年老成	ant	len4-b06-20260715
稚氣未脱	成熟	ant	len4-b06-20260715
稚氣未脱	老成持重	ant	len4-b06-20260715
穩中有降	上升	ant	len4-b06-20260715
穩中有降	上漲	ant	len4-b06-20260715
穿針引線	從中作梗	ant	len4-b06-20260715
穿針引線	拆台	ant	len4-b06-20260715
穿針引線	阻撓	ant	len4-b06-20260715
窮源溯流	不求甚解	ant	len4-b06-20260715
窮源溯流	淺嘗輒止	ant	len4-b06-20260715
窮追猛打	適可而止	ant	len4-b06-20260715
竊玉偷香	守身如玉	ant	len4-b06-20260715
竊玉偷香	專一	ant	len4-b06-20260715
竊玉偷香	正派	ant	len4-b06-20260715
管窺所及	全面	ant	len4-b06-20260715
管窺所及	明察	ant	len4-b06-20260715
管窺所及	洞若觀火	ant	len4-b06-20260715
簡而言之	細説	ant	len4-b06-20260715
簡而言之	長篇大論	ant	len4-b06-20260715
精彩絕倫	平淡無奇	ant	len4-b06-20260715
美若天仙	其貌不揚	ant	len4-b06-20260715
美若天仙	平庸	ant	len4-b06-20260715
美若天仙	醜陋	ant	len4-b06-20260715
羞人答答	大方	ant	len4-b06-20260715
聚訟紛紜	共識	ant	len4-b06-20260715
聚訟紛紜	眾口一詞	ant	len4-b06-20260715
肩摩踵接	冷清	ant	len4-b06-20260715
肩摩踵接	空無一人	ant	len4-b06-20260715
肩摩踵接	門可羅雀	ant	len4-b06-20260715
肩摩轂擊	冷清	ant	len4-b06-20260715
肩摩轂擊	稀疏	ant	len4-b06-20260715
肩摩轂擊	門可羅雀	ant	len4-b06-20260715
能者為師	嫉賢妒能	ant	len4-b06-20260715
脱繮之馬	受控	ant	len4-b06-20260715
脱繮之馬	循規蹈矩	ant	len4-b06-20260715
脱繮之馬	約束	ant	len4-b06-20260715
脱貧致富	貧困	ant	len4-b06-20260715
膘肥體壯	瘦弱	ant	len4-b06-20260715
膘肥體壯	虛弱	ant	len4-b06-20260715
膘肥體壯	骨瘦如柴	ant	len4-b06-20260715
膽破心驚	泰然	ant	len4-b06-20260715
膽破心驚	處變不驚	ant	len4-b06-20260715
自尋短見	求生	ant	len4-b06-20260715
自相驚擾	團結	ant	len4-b06-20260715
自相驚擾	從容不迫	ant	len4-b06-20260715
自討苦吃	明哲保身	ant	len4-b06-20260715
自討苦吃	省事	ant	len4-b06-20260715
與眾不同	千篇一律	ant	len4-b06-20260715
舉重若輕	手忙腳亂	ant	len4-b06-20260715
船堅炮利	不堪一擊	ant	len4-b06-20260715
船堅炮利	弱	ant	len4-b06-20260715
花花搭搭	整齊劃一	ant	len4-b06-20260715
花花搭搭	清一色	ant	len4-b06-20260715
花花搭搭	統一	ant	len4-b06-20260715
苛捐雜税	減税	ant	len4-b06-20260715
苦口良藥	有害	ant	len4-b06-20260715
苦口良藥	毒藥	ant	len4-b06-20260715
苦口良藥	甜言蜜語	ant	len4-b06-20260715
荒時暴月	太平	ant	len4-b06-20260715
荒時暴月	豐收	ant	len4-b06-20260715
莫可指數	屈指可數	ant	len4-b06-20260715
莫可指數	有限	ant	len4-b06-20260715
萬裏長城	一觸即潰	ant	len4-b06-20260715
萬裏長城	不堪一擊	ant	len4-b06-20260715
萬裏長城	薄弱	ant	len4-b06-20260715
萬裏長徵	安步當車	ant	len4-b06-20260715
萬裏長徵	短途	ant	len4-b06-20260715
萬裏長徵	近在咫尺	ant	len4-b06-20260715
著書立説	述而不作	ant	len4-b06-20260715
蔚為大觀	寒酸	ant	len4-b06-20260715
蔚為大觀	寥寥	ant	len4-b06-20260715
薄利多銷	囤積居奇	ant	len4-b06-20260715
薄利多銷	高價	ant	len4-b06-20260715
融為一體	分離	ant	len4-b06-20260715
融為一體	四分五裂	ant	len4-b06-20260715
融為一體	格格不入	ant	len4-b06-20260715
蠅糞點玉	完美	ant	len4-b06-20260715
蠅糞點玉	白璧無瑕	ant	len4-b06-20260715
衣食住行	一無所有	ant	len4-b06-20260715
衣食住行	匱乏	ant	len4-b06-20260715
衣食住行	缺衣少食	ant	len4-b06-20260715
袍笏登場	下台	ant	len4-b06-20260715
袍笏登場	卸任	ant	len4-b06-20260715
覆盆之冤	昭雪	ant	len4-b06-20260715
覆盆之冤	沉冤得雪	ant	len4-b06-20260715
覆盆之冤	清白	ant	len4-b06-20260715
見兔顧犬	亡羊補牢	ant	len4-b06-20260715
見兔顧犬	及時	ant	len4-b06-20260715
見兔顧犬	未雨綢繆	ant	len4-b06-20260715
説來話長	簡單	ant	len4-b06-20260715
説來話長	長話短説	ant	len4-b06-20260715
説得過去	無理	ant	len4-b06-20260715
説得過去	站不住腳	ant	len4-b06-20260715
説短論長	三緘其口	ant	len4-b06-20260715
説短論長	沉默	ant	len4-b06-20260715
談古論今	三緘其口	ant	len4-b06-20260715
談古論今	沉默	ant	len4-b06-20260715
談情説愛	分手	ant	len4-b06-20260715
談情説愛	形同陌路	ant	len4-b06-20260715
謠言惑眾	實事求是	ant	len4-b06-20260715
謠言惑眾	澄清	ant	len4-b06-20260715
貪婪無厭	知足常樂	ant	len4-b06-20260715
走馬赴任	告老還鄉	ant	len4-b06-20260715
走馬赴任	離職	ant	len4-b06-20260715
輕口薄舌	寡言	ant	len4-b06-20260715
輕口薄舌	慎重	ant	len4-b06-20260715
輕口薄舌	謹言慎行	ant	len4-b06-20260715
轉悲為喜	樂極生悲	ant	len4-b06-20260715
轍亂旗靡	嚴整	ant	len4-b06-20260715
轍亂旗靡	旗開得勝	ant	len4-b06-20260715
迄今為止	將來	ant	len4-b06-20260715
迄今為止	未來	ant	len4-b06-20260715
這就是説	也就是説	ant	len4-b06-20260715
這就是説	換句話説	ant	len4-b06-20260715
週而復始	一去不返	ant	len4-b06-20260715
週而復始	中斷	ant	len4-b06-20260715
週而復始	有始無終	ant	len4-b06-20260715
遍體鱗傷	毫髮無傷	ant	len4-b06-20260715
過路財神	主人	ant	len4-b06-20260715
過路財神	常客	ant	len4-b06-20260715
違禁物品	合規	ant	len4-b06-20260715
違禁物品	準許	ant	len4-b06-20260715
遮風擋雨	敞開	ant	len4-b06-20260715
遮風擋雨	暴露無遺	ant	len4-b06-20260715
避坑落井	化險為夷	ant	len4-b06-20260715
金睛火眼	有眼無珠	ant	len4-b06-20260715
金睛火眼	盲目	ant	len4-b06-20260715
針砭時弊	粉飾太平	ant	len4-b06-20260715
針頭線腦	大件	ant	len4-b06-20260715
鑽牛角尖	想得開	ant	len4-b06-20260715
門户之見	兼容並包	ant	len4-b06-20260715
門户之見	虛懷若谷	ant	len4-b06-20260715
門户之見	開放	ant	len4-b06-20260715
閉口無言	侃侃而談	ant	len4-b06-20260715
閒情逸緻	忙碌	ant	len4-b06-20260715
閒情逸緻	憂心忡忡	ant	len4-b06-20260715
閒情逸緻	疲於奔命	ant	len4-b06-20260715
隨之而來	消失	ant	len4-b06-20260715
隨鄉入鄉	固執己見	ant	len4-b06-20260715
隨鄉入鄉	格格不入	ant	len4-b06-20260715
雞犬昇天	倒霉	ant	len4-b06-20260715
雞犬昇天	殃及池魚	ant	len4-b06-20260715
難以名狀	一語道破	ant	len4-b06-20260715
鞠躬盡瘁	敷衍了事	ant	len4-b06-20260715
鞭闢入裏	膚淺	ant	len4-b06-20260715
鞭闢入裏	隔靴搔癢	ant	len4-b06-20260715
順風吹火	艱難	ant	len4-b06-20260715
順風吹火	費力	ant	len4-b06-20260715
順風吹火	逆水行舟	ant	len4-b06-20260715
風吹草動	風平浪靜	ant	len4-b06-20260715
風雨如磐	晴空萬裏	ant	len4-b06-20260715
風雨如磐	風和日麗	ant	len4-b06-20260715
飛砂走石	平靜	ant	len4-b06-20260715
飛砂走石	紋絲不動	ant	len4-b06-20260715
飛砂走石	風平浪靜	ant	len4-b06-20260715
飛針走線	笨手笨腳	ant	len4-b06-20260715
飛針走線	緩慢	ant	len4-b06-20260715
驢年馬月	不久	ant	len4-b06-20260715
驢年馬月	指日可待	ant	len4-b06-20260715
體無完膚	毫髮無傷	ant	len4-b06-20260715
高抬貴手	落井下石	ant	len4-b06-20260715
魚遊釜中	如魚得水	ant	len4-b06-20260715
魚遊釜中	安然	ant	len4-b06-20260715
魚遊釜中	自由	ant	len4-b06-20260715
鵲橋相會	分離	ant	len4-b06-20260715
鵲橋相會	勞燕分飛	ant	len4-b06-20260715
鵲橋相會	天各一方	ant	len4-b06-20260715
鼠竊狗偷	君子	ant	len4-b06-20260715
鼠竊狗偷	明火執仗	ant	len4-b06-20260715
