literal	freq	pos	family	voice	note
平行	1690	a,v			
年班	1690	n			
弱小	1690	a			
強勁	1690	a			
忐忑	1690	a			
意會	1690	v			
慚愧	1690	a			
手提	1690	a,n			
拮	1690	v			
探頭	1690	n,v			
換言之	1690	x			
換轉	1690	v			
搲	1690	v			
撒嬌	1690	v			
撼	1690	v			
效	1690	n,v			
整整	1690	a,r			
早前	1690	n,r			
映照	1690	v			
普	1690	a,n			
智障	1690	a,n			
暈低	1690	v			
會場	1690	n			
有幸	1690	a			
東涌	1690	n			
楚楚	1690	a			
殘留	1690	n,v			
水皮	1690	n			水面
渾身	1690	n			
潘	1690	n			姓
炮	1690	n,v			
烈	1690	a			
無可奈何	1690	a	idiom		
照射	1690	n,v			
熱烈	1690	a			
燙	1690	a,v			
牙籤	1690	n			
猶	1690	r,x			
環顧	1690	v			
申	1690	n,v			
男士	1690	n			
留堂	1690	v			
白虎	1690	n			
監管	1690	n,v			
着數	1690	a,n			
硬食	1690	v			
神器	1690	n			
穩陣	1690	a			
耷	1690	v			
聽落	1690	v			
舌尖	1690	n			
芝	1690	n			
蒼白	1690	a			
血水	1690	n			
行過嚟	1690	v			
規律	1690	a,n			
