literal	freq	pos	family	voice	note
佩	3114	v			
停課	3114	n,v			
出馬	3114	v			
前世	3114	n			
剩低	3114	v			
動漫	3114	n			
化解	3114	v			
叉燒	3114	n			
嘈醒	3114	v			
外母	3114	n			
小惠	3114	n			
屋邨	3114	n			
嶽	3114	n			
差人	3114	n			
差館	3114	n			
彩	3114	a,n			
徹底	3114	a,r			
懵	3114	a			
打得	3114	v,x			
掩	3114	v			
暗戀	3114	n,v			
暗瘡	3114	n			
最尾	3114	n,r			
歐陽	3114	n			
淫蕩	3114	a			
混	3114	a,v			
清純	3114	a			
烏	3114	a,n			
物件	3114	n			
生前	3114	n,r			
用品	3114	n			
純熟	3114	a			
繼母	3114	n			
耐煩	3114	a			
聊	3114	v			
背對	3114	v			
自問	3114	v			
荳	3114	n			
街邊	3114	n			
走人	3114	v			
身形	3114	n			
輪到	3114	v			
轅	3114	n			
送信	3114	v			
逃離	3114	v			
遊戲機	3114	n			
阿頭	3114	n			
降	3114	v			
頭部	3114	n			
食飽	3114	a,v			
餐室	3114	n			
公安局	3109	n			
民警	3094	n			
調控	3089	n,v			
開盤	3085	n,v			
亮相	3084	n,v			
來不及	3083	v			
路由器	3080	n			
錄取	3078	n,v			
防治	3078	n,v			
老總	3073	n			
標識	3062	n,v			
魏	3061	n			姓
驗收	3059	n,v			
有意思	3051	a			
一剎那	3025	n,r			
一度	3025	n,r			
上山	3025	v			
中大	3025	n			
人望	3025	n			
伴侶	3025	n			
依稀	3025	a,r			
兄	3025	n			
到處	3025	r			
動畫	3025	n			
名校	3025	n			
哈哈哈哈哈	3025	x			
喳	3025	x			
外星	3025	a,n			
字眼	3025	n			
必需	3025	a,v			
晚餐	3025	n			
暪	3025	v			
校花	3025	n			
歌仔	3025	n			
汪	3025	n,x			
波子	3025	n			
派出所	3025	n			
浩	3025	a			
無理	3025	a			
生死	3025	n			
當場	3025	n,r			
百佳	3025	n			
真人	3025	n			
社交	3025	n,v			
程	3025	n			
糕	3025	n			
老死	3025	a,n,v			
肌膚	3025	n			
腰間	3025	n			
融	3025	a,v			
蹤	3025	n			
銀仙	3025	n			
順手	3025	a,r			
高層	3025	n			
高登	3025	n			
鬼妹	3025	n			
前天	3011	n,r			
試點	3009	n,v			
中介	3007	n,v			
盯着	2973	v			
售價	2942	n			
藉助	2941	v			
難看	2937	a			
一副	2936	n,x			
不必	2936	v,x			
乒乓波	2936	n			
乜春	2936	n,x			
人情	2936	n			
估錯	2936	v			
似曾相識	2936	a	idiom		
佟	2936	n			姓
傷感	2936	a,n			
儲	2936	v			
剁	2936	v			
前往	2936	v			
原地	2936	n,r			
吃力	2936	a			
哀求	2936	v			
商量	2936	n,v			
執好	2936	v			
大姐	2936	n			
天橋	2936	n			
天色	2936	n			
夾雜	2936	v			
契弟	2936	n			
好近	2936	a			
尚	2936	a,r,v			
幾難	2936	a,r			
後日	2936	n,r			
戇居	2936	a			
旺	2936	a			
有日	2936	n,r			
洗面	2936	v			
淫亂	2936	a			
澳門	2936	n			
火燒	2936	n,v			
熱戀	2936	n,v			
爹地	2936	n			
犯賤	2936	a,v			
猶如	2936	v,x			
甜美	2936	a			
由頭	2936	n			
相愛	2936	v			
石屎	2936	n			
紀錄	2936	n,v			
綺	2936	a			
美女	2936	n			
耍	2936	v			
聽筒	2936	n			
臨時	2936	a,r			
舉手	2936	v			
莫名	2936	a			
處境	2936	n			
蜈蚣	2936	n			
記性	2936	n			
話音	2936	n			
迷惘	2936	a			
郁手	2936	v			
間接	2936	a,r			
隊友	2936	n			
難聽	2936	a			
食屎	2936	v,x			
工商	2928	n			
掙錢	2922	v			
年初	2910	n,r			
莊家	2895	n			
