head	tail	relation_type	batch_id
癡	智	ant	campaign-b02-20260713
對話	獨白	ant	campaign-b02-20260713
大話	真話	ant	campaign-b02-20260713
大話	實話	ant	campaign-b02-20260713
變態	正常	ant	campaign-b02-20260713
通常	偶爾	ant	campaign-b02-20260713
通常	罕有	ant	campaign-b02-20260713
通常	特殊	ant	campaign-b02-20260713
同樣	不同	ant	campaign-b02-20260713
同樣	異樣	ant	campaign-b02-20260713
出口	入口	ant	campaign-b02-20260713
全	半	ant	campaign-b02-20260713
全	缺	ant	campaign-b02-20260713
全	部分	ant	campaign-b02-20260713
出來	進去	ant	campaign-b02-20260713
出來	入去	ant	campaign-b02-20260713
處理	擱置	ant	campaign-b02-20260713
處理	放任	ant	campaign-b02-20260713
大力	輕輕	ant	campaign-b02-20260713
乾	濕	ant	campaign-b02-20260713
乾	潤	ant	campaign-b02-20260713
阻止	允許	ant	campaign-b02-20260713
阻止	促進	ant	campaign-b02-20260713
大陸	海洋	ant	campaign-b02-20260713
行動	靜止	ant	campaign-b02-20260713
起來	倒下	ant	campaign-b02-20260713
起來	下去	ant	campaign-b02-20260713
記住	忘記	ant	campaign-b02-20260713
記住	遺忘	ant	campaign-b02-20260713
跪	站	ant	campaign-b02-20260713
跪	立	ant	campaign-b02-20260713
運動	靜止	ant	campaign-b02-20260713
有種	冇種	ant	campaign-b02-20260713
有種	膽小	ant	campaign-b02-20260713
生存	死亡	ant	campaign-b02-20260713
生存	滅亡	ant	campaign-b02-20260713
事實	謊言	ant	campaign-b02-20260713
事實	虛構	ant	campaign-b02-20260713
互相	單方面	ant	campaign-b02-20260713
互相	單向	ant	campaign-b02-20260713
活動	靜止	ant	campaign-b02-20260713
活動	靜	ant	campaign-b02-20260713
淫	貞	ant	campaign-b02-20260713
淫	潔	ant	campaign-b02-20260713
好聽	難聽	ant	campaign-b02-20260713
祕密	公開	ant	campaign-b02-20260713
後悔	慶幸	ant	campaign-b02-20260713
易	難	ant	campaign-b02-20260713
曦	暮	ant	campaign-b02-20260713
立刻	稍後	ant	campaign-b02-20260713
立刻	後來	ant	campaign-b02-20260713
至少	至多	ant	campaign-b02-20260713
無聊	有趣	ant	campaign-b02-20260713
無聊	精彩	ant	campaign-b02-20260713
生命	死亡	ant	campaign-b02-20260713
激動	平靜	ant	campaign-b02-20260713
激動	鎮定	ant	campaign-b02-20260713
慘	幸福	ant	campaign-b02-20260713
慘	快樂	ant	campaign-b02-20260713
慘	開心	ant	campaign-b02-20260713
關心	漠視	ant	campaign-b02-20260713
關心	冷漠	ant	campaign-b02-20260713
關心	無視	ant	campaign-b02-20260713
最近	從前	ant	campaign-b02-20260713
最近	往昔	ant	campaign-b02-20260713
響起	沉寂	ant	campaign-b02-20260713
響起	消逝	ant	campaign-b02-20260713
毫無	充滿	ant	campaign-b02-20260713
毫無	十足	ant	campaign-b02-20260713
毫無	大有	ant	campaign-b02-20260713
刺激	平淡	ant	campaign-b02-20260713
刺激	乏味	ant	campaign-b02-20260713
刺激	溫和	ant	campaign-b02-20260713
揭	蓋	ant	campaign-b02-20260713
揭	掩	ant	campaign-b02-20260713
支持	反對	ant	campaign-b02-20260713
支持	抵制	ant	campaign-b02-20260713
支持	抗拒	ant	campaign-b02-20260713
伸手	縮手	ant	campaign-b02-20260713
安慰	折磨	ant	campaign-b02-20260713
安慰	傷害	ant	campaign-b02-20260713
安慰	打擊	ant	campaign-b02-20260713
上次	下次	ant	campaign-b02-20260713
微笑	哭	ant	campaign-b02-20260713
自由	束縛	ant	campaign-b03-20260713
自由	拘束	ant	campaign-b03-20260713
自由	囚禁	ant	campaign-b03-20260713
真心	假意	ant	campaign-b03-20260713
真心	虛偽	ant	campaign-b03-20260713
大大	小小	ant	campaign-b03-20260713
渣	精華	ant	campaign-b03-20260713
渣	精品	ant	campaign-b03-20260713
當初	如今	ant	campaign-b03-20260713
當初	而今	ant	campaign-b03-20260713
當初	現在	ant	campaign-b03-20260713
塞	通	ant	campaign-b03-20260713
塞	暢通	ant	campaign-b03-20260713
塞	疏通	ant	campaign-b03-20260713
戰鬥	和平	ant	campaign-b03-20260713
戰鬥	休戰	ant	campaign-b03-20260713
早晨	夜晚	ant	campaign-b03-20260713
早晨	晚上	ant	campaign-b03-20260713
願意	拒絕	ant	campaign-b03-20260713
願意	勉強	ant	campaign-b03-20260713
接觸	隔離	ant	campaign-b03-20260713
接觸	疏遠	ant	campaign-b03-20260713
接觸	隔絕	ant	campaign-b03-20260713
提	放	ant	campaign-b03-20260713
提	降	ant	campaign-b03-20260713
提	壓	ant	campaign-b03-20260713
阻	助	ant	campaign-b03-20260713
阻	通	ant	campaign-b03-20260713
阻	暢	ant	campaign-b03-20260713
衝	退	ant	campaign-b03-20260713
衝	撤	ant	campaign-b03-20260713
出手	收手	ant	campaign-b03-20260713
出手	罷手	ant	campaign-b03-20260713
放過	追究	ant	campaign-b03-20260713
放過	懲罰	ant	campaign-b03-20260713
理解	誤解	ant	campaign-b03-20260713
理解	曲解	ant	campaign-b03-20260713
隔	連	ant	campaign-b03-20260713
隔	通	ant	campaign-b03-20260713
含	吐	ant	campaign-b03-20260713
抄	創	ant	campaign-b03-20260713
傑	庸	ant	campaign-b03-20260713
整個	部分	ant	campaign-b03-20260713
整個	局部	ant	campaign-b03-20260713
不安	安心	ant	campaign-b03-20260713
不安	安定	ant	campaign-b03-20260713
不安	平靜	ant	campaign-b03-20260713
靜靜	吵吵	ant	campaign-b03-20260713
封	開	ant	campaign-b03-20260713
自信	自卑	ant	campaign-b03-20260713
自信	氣餒	ant	campaign-b03-20260713
擁有	失去	ant	campaign-b03-20260713
擁有	缺乏	ant	campaign-b03-20260713
日日	偶爾	ant	campaign-b03-20260713
日日	間中	ant	campaign-b03-20260713
信心	懷疑	ant	campaign-b03-20260713
信心	疑心	ant	campaign-b03-20260713
握	放	ant	campaign-b03-20260713
握	鬆	ant	campaign-b03-20260713
煩	爽	ant	campaign-b03-20260713
煩	開心	ant	campaign-b03-20260713
煩	輕鬆	ant	campaign-b03-20260713
老實	狡猾	ant	campaign-b03-20260713
老實	虛偽	ant	campaign-b03-20260713
老實	奸詐	ant	campaign-b03-20260713
肯	拒	ant	campaign-b03-20260713
肯	拒絕	ant	campaign-b03-20260713
見面	分別	ant	campaign-b03-20260713
見面	離別	ant	campaign-b03-20260713
出門	回家	ant	campaign-b03-20260713
出門	返屋企	ant	campaign-b03-20260713
掙扎	放棄	ant	campaign-b03-20260713
掙扎	屈服	ant	campaign-b03-20260713
掙扎	順從	ant	campaign-b03-20260713
包括	排除	ant	campaign-b03-20260713
包括	除外	ant	campaign-b03-20260713
夢想	現實	ant	campaign-b03-20260713
考慮	忽視	ant	campaign-b03-20260713
考慮	無視	ant	campaign-b03-20260713
上前	後退	ant	campaign-b03-20260713
上前	退後	ant	campaign-b03-20260713
好人	壞人	ant	campaign-b03-20260713
好人	惡人	ant	campaign-b03-20260713
左面	右面	ant	campaign-b03-20260713
有關	無關	ant	campaign-b03-20260713
開門	關門	ant	campaign-b03-20260713
反抗	服從	ant	campaign-b03-20260713
反抗	屈服	ant	campaign-b03-20260713
反抗	順從	ant	campaign-b03-20260713
棒	差	ant	campaign-b03-20260713
棒	爛	ant	campaign-b03-20260713
交叉	平行	ant	campaign-b03-20260713
好在	可惜	ant	campaign-b03-20260713
好在	不幸	ant	campaign-b03-20260713
好多	好少	ant	campaign-b03-20260713
下來	上去	ant	campaign-b03-20260713
下來	上來	ant	campaign-b03-20260713
發展	倒退	ant	campaign-b03-20260713
發展	衰退	ant	campaign-b03-20260713
結	解	ant	campaign-b03-20260713
戀	恨	ant	campaign-b03-20260713
疑惑	確信	ant	campaign-b03-20260713
疑惑	肯定	ant	campaign-b03-20260713
意外	故意	ant	campaign-b03-20260713
意外	預期	ant	campaign-b03-20260713
一起	分開	ant	campaign-b03-20260713
一起	獨自	ant	campaign-b03-20260713
勇氣	怯懦	ant	campaign-b03-20260713
勇氣	膽小	ant	campaign-b03-20260713
微	巨	ant	campaign-b03-20260713
微	盛	ant	campaign-b03-20260713
避開	面對	ant	campaign-b03-20260713
黎明	黃昏	ant	campaign-b03-20260713
黎明	傍晚	ant	campaign-b03-20260713
主要	次要	ant	campaign-b03-20260713
凡	奇	ant	campaign-b03-20260713
正式	隨便	ant	campaign-b03-20260713
正式	隨意	ant	campaign-b03-20260713
少年	老年	ant	campaign-b03-20260713
少年	老人	ant	campaign-b03-20260713
要好	不和	ant	campaign-b03-20260713
要好	反目	ant	campaign-b03-20260713
要好	交惡	ant	campaign-b03-20260713
白癡	天才	ant	campaign-b03-20260713
上身	下身	ant	campaign-b03-20260713
樂	悲	ant	campaign-b03-20260713
樂	哀	ant	campaign-b03-20260713
樂	苦	ant	campaign-b03-20260713
順便	特意	ant	campaign-b03-20260713
順便	特地	ant	campaign-b03-20260713
順便	專門	ant	campaign-b03-20260713
初	終	ant	campaign-b03-20260713
初	末	ant	campaign-b03-20260713
回頭	向前	ant	campaign-b03-20260713
擘	合	ant	campaign-b03-20260713
改	維持	ant	campaign-b03-20260713
改	保持	ant	campaign-b03-20260713
滑	澀	ant	campaign-b03-20260713
滑	糙	ant	campaign-b03-20260713
不可	可以	ant	campaign-b03-20260713
不禁	剋制	ant	campaign-b03-20260713
多數	少數	ant	campaign-b03-20260713
好笑	嚴肅	ant	campaign-b03-20260713
好笑	正經	ant	campaign-b03-20260713
捉住	放走	ant	campaign-b03-20260713
捉住	放開	ant	campaign-b03-20260713
捉住	釋放	ant	campaign-b03-20260713
偷	公然	ant	campaign-b03-20260713
搖	定	ant	campaign-b03-20260713
搖	穩	ant	campaign-b03-20260713
搖	靜	ant	campaign-b03-20260713
養	棄	ant	campaign-b03-20260713
養	虐	ant	campaign-b03-20260713
擋	放	ant	campaign-b03-20260713
擋	讓	ant	campaign-b03-20260713
擋	通	ant	campaign-b03-20260713
放開	抓住	ant	campaign-b03-20260713
放開	握住	ant	campaign-b03-20260713
狂	穩	ant	campaign-b03-20260713
狂	冷靜	ant	campaign-b03-20260713
使用	停用	ant	campaign-b03-20260713
使用	閒置	ant	campaign-b03-20260713
認得	忘記	ant	campaign-b03-20260713
醉	醒	ant	campaign-b03-20260713
醉	清醒	ant	campaign-b03-20260713
聯絡	斷絕	ant	campaign-b03-20260713
聯絡	失聯	ant	campaign-b03-20260713
聯絡	隔離	ant	campaign-b03-20260713
好感	惡感	ant	campaign-b03-20260713
好感	厭惡	ant	campaign-b03-20260713
專心	分心	ant	campaign-b03-20260713
專心	散漫	ant	campaign-b03-20260713
注意	忽視	ant	campaign-b03-20260713
注意	忽略	ant	campaign-b03-20260713
注意	不理	ant	campaign-b03-20260713
恐懼	勇敢	ant	campaign-b03-20260713
恐懼	安心	ant	campaign-b03-20260713
柒	叻	ant	campaign-b03-20260713
柒	醒	ant	campaign-b03-20260713
柒	聰明	ant	campaign-b03-20260713
隨即	遲遲	ant	campaign-b03-20260713
隨即	過後	ant	campaign-b03-20260713
劈	合	ant	campaign-b03-20260713
捱	享受	ant	campaign-b03-20260713
捱	享福	ant	campaign-b03-20260713
自覺	麻木	ant	campaign-b03-20260713
自覺	被迫	ant	campaign-b03-20260713
遲到	準時	ant	campaign-b03-20260713
無數	有限	ant	campaign-b03-20260713
無數	少數	ant	campaign-b03-20260713
無數	有數	ant	campaign-b03-20260713
