literal	freq	pos	family	voice	note
登堂入室	551	v	idiom		
發財致富	551	v			
真假難辨	551	a			
置身其中	551	v			
老淚縱橫	551	a,v	idiom		
老當益壯	551	a	idiom		
能歌善舞	551	a	idiom		
自取其辱	551	v	idiom		
虛無飄渺	551	a	idiom		
衣衫襤褸	551	a	idiom		
視頻節目	551	n			
請君入甕	551	v	idiom		
通融	551	n,v			
醍醐灌頂	551	v	idiom		
顧此失彼	551	v	idiom		
鮮血淋漓	551	a	idiom		
一刀兩斷	550	v	idiom		
不惜犧牲	550	v			
侵略戰爭	550	n			
偃旗息鼓	550	v	idiom		
出庭作證	550	v			
南昌起義	550	n			
口若懸河	550	a	idiom		
同牀共枕	550	v	idiom		
哭喪着臉	550	a,v			
喧賓奪主	550	v	idiom		
塞翁失馬	550	n,v	idiom		
年久失修	550	a			
患難與共	550	v	idiom		
情意綿綿	550	a	idiom		
掃地出門	550	v	idiom		
暗渡陳倉	550	v	idiom		
望穿秋水	550	v	idiom		
男才女貌	550	a,n	idiom		
略知一二	550	a,v			
看不過去	550	a,v			
碎片整理	550	n,v			
細枝末節	550	n	idiom		
老大不小	550	a	idiom		
老少皆宜	550	a			
評頭論足	550	v	idiom		
遊行示威	550	n,v			
雄性激素	550	n			
一直往前	549	r,v			
三國時代	549	n			
不敢苟同	549	v			
不讓鬚眉	549	a,v	idiom		
不辭辛苦	549	a,v			
交通意外	549	n			
人間地獄	549	n			
伸手不見五指	549	a	idiom		
克什米爾	549	n			
壽終正寢	549	v	idiom		
平白無故	549	a,r	idiom		
怡然自得	549	a	idiom		
應用物理	549	n			
文藝活動	549	n			
新來乍到	549	a,v	idiom		
春華秋實	549	n,v	idiom		
有關各方	549	n			
殿後	549	v			
烏茲別克	549	n			
登門拜訪	549	v			
睡眼惺忪	549	a	idiom		
等一會兒	549	r,v			
誓師大會	549	n			
資訊科技	549	n			
軟弱無力	549	a	idiom		
金髮碧眼	549	a			
闖蕩江湖	549	v	idiom		
魚與熊掌	549	n	idiom		
黃道吉日	549	n			
黑白電視	549	n			
一般貿易	548	n			
一錘定音	548	v	idiom		
三腳貓	548	n			
不可限量	548	a			
任人宰割	548	a,v	idiom		
動人心魄	548	a	idiom		
危重病人	548	n			
名目繁多	548	a			
尊老愛幼	548	v	idiom		
對立統一	548	n,v			
屢試不爽	548	a,v	idiom		
左右搖擺	548	a,v			
席地而坐	548	v	idiom		
張燈結綵	548	v	idiom		
拼圖遊戲	548	n			
武裝警察	548	n			
死於非命	548	v	idiom		
河東獅吼	548	n,v	idiom		
浪子回頭	548	v	idiom		
燃氣輪機	548	n			
生產勞動	548	n			
百聽不厭	548	a,v	idiom		
睡袍	548	n			
空手而歸	548	v	idiom		
粗茶淡飯	548	n	idiom		
耗散	548	n,v			
自動恢復	548	n,v			
自命不凡	548	a	idiom		
蓋世英雄	548	n			
轟動效應	548	n			
退避三舍	548	v	idiom		
長年累月	548	n,r	idiom		
降職	548	n,v			
順藤摸瓜	548	v	idiom		
顛倒黑白	548	v	idiom		
鹹魚翻身	548	v	idiom		
麥田怪圈	548	n			
齜牙咧嘴	548	a,v	idiom		
一式兩份	547	n,r			
事過境遷	547	a,v	idiom		
傳播媒介	547	n			
分析處理	547	n,v			
十惡不赦	547	a	idiom		
口誅筆伐	547	v	idiom		
大快朵頤	547	v	idiom		
守恆定律	547	n			
懷恨在心	547	v			
披頭散髮	547	a			
毫無用處	547	a			
物盡其用	547	v	idiom		
瓢潑大雨	547	n			
男左女右	547	n,r			
監管體制	547	n			
看家本領	547	n			
眼淚汪汪	547	a			
秋水伊人	547	n	idiom		
網絡語言	547	n			
臨牀特徵	547	n			
自愧不如	547	a,v	idiom		
載入史冊	547	v			
騰雲駕霧	547	v	idiom		
一鍋粥	546	n			
互不相讓	546	a,v			
仁厚	546	a			
作踐	546	v			
依然如故	546	a,r	idiom		
催化裂化	546	n,v			
全心投入	546	v			
刻苦鑽研	546	v			
口齒伶俐	546	a	idiom		
唯物論	546	n			
夜不歸宿	546	a,v			
好景不長	546	a	idiom		
心馳神往	546	a,v	idiom		
志趣相投	546	a	idiom		
憨態可掬	546	a	idiom		
有口皆碑	546	a	idiom		
歷久彌新	546	a	idiom		
比翼雙飛	546	v	idiom		
深受感動	546	a,v			
潤腸通便	546	a,v			
生物材料	546	n			
瞻前顧後	546	a,v	idiom		
細嚼慢嚥	546	v	idiom		
行使職權	546	v			
連滾帶爬	546	v	idiom		
開放政策	546	n			
高壽	546	a,n			
鬼哭狼嚎	546	a,v	idiom		
俗不可耐	545	a	idiom		
偷天換日	545	v	idiom		
共同基金	545	n			
初等教育	545	n			
十八羅漢	545	n			
大興土木	545	v	idiom		
孤魂野鬼	545	n			
工人運動	545	n			
情真意切	545	a	idiom		
應用科學	545	n			
收復失地	545	v			
放任自流	545	a,v	idiom		
斬草除根	545	v	idiom		
春花秋月	545	n	idiom		
武裝部隊	545	n			
汪洋大海	545	n			
淡泊名利	545	a,v	idiom		
滿山遍野	545	a,r	idiom		
現代五項	545	n			
生產工具	545	n			
笑掉大牙	545	v	idiom		
納米比亞	545	n			
結婚證書	545	n			
自卑心理	545	n			
觸礁	545	n,v			
謹小慎微	545	a	idiom		
越王勾踐	545	n			
造福人類	545	v			
遊戲人間	545	v	idiom		
陰陽怪氣	545	a	idiom		
隻字不提	545	v	idiom		
鴛鴦戲水	545	n,v			
鼓舞人心	545	a,v			
乙腦	544	n			
來者不善	544	a	idiom		
出師不利	544	a,v	idiom		
加拿大人	544	n			
危機重重	544	a			
名不副實	544	a	idiom		
地震預報	544	n			
墨守成規	544	a,v	idiom		
大勢已去	544	a	idiom		
孩提時代	544	n			
小麥胚芽	544	n			
心無旁騖	544	a	idiom		
心胸狹窄	544	a			
才貌雙全	544	a	idiom		
有色眼鏡	544	n			
有限元法	544	n			
欺人太甚	544	a,v			
民族舞蹈	544	n			
氣勢如虹	544	a	idiom		
物極必反	544	a,v	idiom		
盤古開天	544	n,v	idiom		
第二職業	544	n			
約束條件	544	n			
能源危機	544	n			
腰纏萬貫	544	a	idiom		
自學成才	544	v			
自行決定	544	v			
苦思冥想	544	v	idiom		
著名人物	544	n			
虛浮	544	a			
超級鏈接	544	n			
達斡爾族	544	n			
重新做人	544	v			
雅俗共賞	544	a	idiom		
雙重標準	544	n			
面目猙獰	544	a			
飲食起居	544	n			
魑魅魍魎	544	n	idiom		
一潭死水	543	n	idiom		
丹霞地貌	543	n			
主機板	543	n			
以訛傳訛	543	v	idiom		
你追我趕	543	a,v			
刑責	543	n			
