literal	freq	pos	family	voice	note
自卑感	585	n			
難以啓齒	585	a,v			
風塵僕僕	585	a	idiom		
風度翩翩	585	a	idiom		
一見傾心	584	v	idiom		
冰山一角	584	n	idiom		
各顯神通	584	v	idiom		
四處尋找	584	v			
德才兼備	584	a	idiom		
心潮澎湃	584	a,v	idiom		
忘乎所以	584	a,v	idiom		
捫心自問	584	v	idiom		
機器翻譯	584	n,v			
特派記者	584	n			
粗心大意	584	a			
轉向燈	584	n			
面紙	584	n			
一鼓作氣	583	v	idiom		
乘風破浪	583	v	idiom		
初露鋒芒	583	v	idiom		
司法制度	583	n			
塞內加爾	583	n			
專業教育	583	n			
早出晚歸	583	v	idiom		
明察	583	v			
漫無邊際	583	a	idiom		
無路可走	583	a,v			
細胞培養	583	n,v			
緊急狀態	583	n			
陰沉沉	583	a			
全體師生	582	n			
多管閒事	582	v			
女扮男裝	582	v			
富家子弟	582	n			
忠心耿耿	582	a	idiom		
憨豆先生	582	n			
永垂不朽	582	a,v	idiom		
渾然天成	582	a	idiom		
第二產業	582	n			
絕處逢生	582	v	idiom		
經久不衰	582	a	idiom		
維持秩序	582	v			
自作聰明	582	a,v	idiom		
行色匆匆	582	a	idiom		
高深莫測	582	a	idiom		
麻木不仁	582	a	idiom		
上山下鄉	581	v			
人體解剖	581	n,v			
前後左右	581	n,r			
原班人馬	581	n			
另闢蹊徑	581	v	idiom		
四分五裂	581	a,v	idiom		
存疑	581	v			
布達佩斯	581	n			
忘恩	581	v			
成家立業	581	v	idiom		
搖頭晃腦	581	v	idiom		
摩天大樓	581	n			
文學評論	581	n			
曾經滄海	581	a,v	idiom		
無計可施	581	a,v	idiom		
產檢	581	n,v			
百歲老人	581	n			
瞞天過海	581	v	idiom		
聞名遐邇	581	a,v	idiom		
虛情假意	581	a,n	idiom		
課外輔導	581	n,v			
豪言壯語	581	n	idiom		
財大氣粗	581	a	idiom		
遊牧民族	581	n			
阿特拉斯	581	n			
雷厲風行	581	a,r	idiom		
革命戰爭	581	n			
顧客至上	581	a			
饒有興趣	581	a			
齊聚一堂	581	v			
不學無術	580	a	idiom		
光怪陸離	580	a	idiom		
冷酷無情	580	a			
判若兩人	580	a,v	idiom		
咫尺天涯	580	a,n	idiom		
品味生活	580	v			
大腦皮層	580	n			
嫣然一笑	580	n,v			
日久生情	580	v	idiom		
最低限度	580	n			
模擬信號	580	n			
死路一條	580	n	idiom		
波羅的海	580	n			
火眼金睛	580	n	idiom		
無關痛癢	580	a	idiom		
獨當一面	580	v	idiom		
生態平衡	580	n			
真情流露	580	n,v			
苦心經營	580	v	idiom		
英年早逝	580	v	idiom		
街頭巷尾	580	n	idiom		
金光閃閃	580	a			
頭暈目眩	580	a,v	idiom		
中心思想	579	n			
人文科學	579	n			
以假亂真	579	v	idiom		
國內貿易	579	n			
地痞	579	n			
多種經營	579	n,v			
奇門遁甲	579	n			
思維敏捷	579	a			
書香門第	579	n	idiom		
涉世未深	579	a	idiom		
濃墨重彩	579	a,n	idiom		
球墨鑄鐵	579	n			
生日派對	579	n			
知趣	579	a,v			
背井離鄉	579	v	idiom		
萬有引力	579	n			
費盡心思	579	v			
逆反心理	579	n			
鏡花水月	579	n	idiom		
電腦病毒	579	n			
七十二變	578	n			
不可逆	578	a			
不拘一格	578	a,v	idiom		
低效	578	a			
各取所需	578	v	idiom		
地方法院	578	n			
孿生兄弟	578	n			
投案自首	578	v			
收禮	578	v			
數據接口	578	n			
有聲讀物	578	n			
歡喜冤家	578	n	idiom		
無足輕重	578	a	idiom		
由淺入深	578	r,v	idiom		
胡志明市	578	n			
自作主張	578	v	idiom		
諸子百家	578	n			
質量保障	578	n			
通情達理	578	a	idiom		
金戈鐵馬	578	n	idiom		
釜底抽薪	578	v	idiom		
風流倜儻	578	a	idiom		
一線希望	577	n			
一錯再錯	577	v			
世態炎涼	577	n	idiom		
商品流通	577	n,v			
國家機密	577	n			
座無虛席	577	a	idiom		
無藥可救	577	a	idiom		
組織生活	577	n			
美夢成真	577	v			
聽不進去	577	v			
自尋煩惱	577	v	idiom		
責任事故	577	n			
逢場作戲	577	v	idiom		
遠近聞名	577	a			
遠道而來	577	v			
重男輕女	577	a,v			
難以捉摸	577	a			
一門心思	576	n,r	idiom		
三足鼎立	576	v	idiom		
勃然大怒	576	v	idiom		
含情脈脈	576	a	idiom		
四世同堂	576	a,n			
國家元首	576	n			
奪眶而出	576	v			
宇宙飛船	576	n			
實至名歸	576	a,v	idiom		
救命恩人	576	n			
整齊劃一	576	a			
朝思暮想	576	v	idiom		
槍決	576	v			
止跌回升	576	v			
深藏不露	576	a,v	idiom		
清澈見底	576	a			
渾水摸魚	576	v	idiom		
窮途末路	576	n	idiom		
統一發票	576	n			
華而不實	576	a	idiom		
西沙群島	576	n			
請勿打擾	576	v			
阿奇黴素	576	n			
面色蒼白	576	a			
鬧中取靜	576	v	idiom		
一時半會	575	r			
一線生機	575	n			
人聲鼎沸	575	a	idiom		
八仙過海	575	v	idiom		
再好不過	575	a			
四處張望	575	v			
大開殺戒	575	v	idiom		
始料未及	575	a	idiom		
威風凜凜	575	a	idiom		
弱不禁風	575	a	idiom		
才子佳人	575	n			
打定主意	575	v			
打抱不平	575	v	idiom		
打道回府	575	v	idiom		
控制板	575	n			
搞砸	575	v			
文武雙全	575	a	idiom		
書面許可	575	n			
月黑風高	575	a	idiom		
無處可逃	575	a,v			
眉開眼笑	575	a,v	idiom		
矇在鼓裏	575	a,v	idiom		
糧食作物	575	n			
至理名言	575	n			
野心勃勃	575	a	idiom		
陰魂不散	575	a,v	idiom		
雍容華貴	575	a	idiom		
頭型	575	n			
駭人聽聞	575	a	idiom		
一舉成名	574	v	idiom		
一飛沖天	574	v	idiom		
三房二廳	574	n			
不拘小節	574	a,v	idiom		
五筆字型	574	n			
人間天堂	574	n			
傳輸距離	574	n			
千金小姐	574	n			
可憐巴巴	574	a			
單打獨鬥	574	v			
坦途	574	n			
如意算盤	574	n	idiom		
宮保雞丁	574	n			
形同陌路	574	a,v	idiom		
愛理不理	574	a,v			
應接不暇	574	a	idiom		
明辨	574	v			
會計科目	574	n			
桀驁不馴	574	a	idiom		
獨斷	574	a,v			
生物燃料	574	n			
白頭到老	574	v	idiom		
翻江倒海	574	v	idiom		
芝士蛋糕	574	n			
薩爾瓦多	574	n			
言談舉止	574	n			
跨學科	574	a			
難以形容	574	a			
電力機車	574	n			
電影劇本	574	n			
電影明星	574	n			
額爾古納	574	n			
驚險刺激	574	a			
亡羊補牢	573	v	idiom		
冒名頂替	573	v			
動態網頁	573	n			
國際私法	573	n			
季風氣候	573	n			
從早到晚	573	r			
手扳葫蘆	573	n			
氣象預報	573	n			
活力四射	573	a			
清苦	573	a			
玉樹臨風	573	a	idiom		
硬碰硬	573	a,v			
社會教育	573	n			
精雕細琢	573	v	idiom		
網絡成癮	573	n			
落葉歸根	573	v	idiom		
西裝革履	573	a,n	idiom		
親子關係	573	n			
