literal	freq	pos	family	voice	note
一手遮天	525	v	idiom		成語；一手遮天
來路不明	525	a			
公司理財	525	n			
公平貿易	525	n			
勝利果實	525	n			
勞動條件	525	n			
勞燕分飛	525	v	idiom		成語；勞燕分飛
圖書管理員	525	n			
奮筆疾書	525	v	idiom		成語；奮筆疾書
康熙字典	525	n			專名
指手劃腳	525	v	idiom		成語；指手劃腳
擁擠不堪	525	a			
新聞公報	525	n			
橫刀奪愛	525	v			
欺軟怕硬	525	a,v	idiom		成語；欺軟怕硬
殺雞儆猴	525	v	idiom		成語；殺雞儆猴
混合感染	525	n			
燒香拜佛	525	v			
生氣勃勃	525	a	idiom		成語；生氣勃勃
直接了當	525	a,r			直截了當異體
結核桿菌	525	n			
自取滅亡	525	v	idiom		成語；自取滅亡
自由競爭	525	n			
血肉橫飛	525	a	idiom		成語；血肉橫飛
衣冠不整	525	a			
難辭其咎	525	a,v	idiom		成語；難辭其咎
一毛不拔	524	a	idiom		成語；一毛不拔
二把手	524	n			
人高馬大	524	a	idiom		成語；人高馬大
以德服人	524	v	idiom		成語；以德服人
別有風味	524	a			
千夫所指	524	a,n	idiom		成語；千夫所指
半生不熟	524	a			
卓爾不群	524	a	idiom		成語；卓爾不群
坐井觀天	524	v	idiom		成語；坐井觀天
孟德斯鳩	524	n			專名
張口結舌	524	a,v	idiom		成語；張口結舌
怒目而視	524	v			
揭幕儀式	524	n			
日曬雨淋	524	a,v			
東施效顰	524	v	idiom		成語；東施效顰
歷盡滄桑	524	a,v	idiom		成語式；歷盡滄桑
沒有差別	524	a			
泰山壓頂	524	a,v	idiom		成語；泰山壓頂
照本宣科	524	v	idiom		成語；照本宣科
生平簡介	524	n			
神經中樞	524	n			
神龍汽車	524	n			品牌專名
聖馬力諾	524	n			國名
衝昏頭腦	524	v	idiom		成語；衝昏頭腦
裝瘋賣傻	524	v	idiom		成語；裝瘋賣傻
轉移視線	524	v			
過街老鼠	524	n	idiom		成語；過街老鼠
避而不談	524	v			
醋酸乙酯	524	n			化學名
順遂	524	a			
鷸蚌相爭	524	v	idiom		成語截；鷸蚌相爭漁翁得利
七葷八素	523	a	idiom		成語；七葷八素
乾柴烈火	523	a,n	idiom		成語；乾柴烈火
人口結構	523	n			
仗勢欺人	523	v	idiom		成語；仗勢欺人
僅作參考	523	v			
吸食毒品	523	v			
周遊列國	523	v			
外幣存款	523	n			
大展身手	523	v			
始亂終棄	523	v	idiom		成語；始亂終棄
巾幗英雄	523	n	idiom		成語；巾幗英雄
徹夜不眠	523	a,v			
手下敗將	523	n			
手無縛雞之力	523	a	idiom		成語；手無縛雞之力
把酒言歡	523	v	idiom		成語；把酒言歡
旋轉餐廳	523	n			
毫無道理	523	a			
求救信號	523	n			
洗劫一空	523	v			
滿腔熱血	523	n			
物歸原主	523	v	idiom		成語；物歸原主
生搬硬套	523	v	idiom		成語；生搬硬套
百無禁忌	523	a	idiom		成語；百無禁忌
砸鍋賣鐵	523	v	idiom		成語；砸鍋賣鐵
立體幾何	523	n			
義薄雲天	523	a	idiom		成語；義薄雲天
自食其果	523	v	idiom		成語；自食其果
花容月貌	523	n	idiom		成語；花容月貌
蠅頭小利	523	n	idiom		成語；蠅頭小利
貴妃醉酒	523	n			劇目／典故名
進退維谷	523	a	idiom		成語；進退維谷
遠程導彈	523	n			
長夜漫漫	523	a			
阿斯匹林	523	n			藥名
風姿綽約	523	a	idiom		成語；風姿綽約
驍勇善戰	523	a			
一病不起	522	v	idiom		成語；一病不起
一腳踢開	522	v			
三權分立	522	n			
上吐下瀉	522	a,v			
不見天日	522	a,v	idiom		成語；不見天日
二次方程	522	n			
互斥	522	a			
動態影像	522	n			
可供參考	522	a,v			
喝西北風	522	v	idiom		成語；喝西北風
地理學家	522	n			
大放厥詞	522	v	idiom		成語；大放厥詞
大病初癒	522	a,v			
天造地設	522	a	idiom		成語；天造地設
婚書	522	n			
嫌貧愛富	522	a,v	idiom		成語；嫌貧愛富
家財萬貫	522	a,n	idiom		成語；家財萬貫
成敗得失	522	n			
打得火熱	522	a			
投機倒把	522	v	idiom		成語；投機倒把
標題新聞	522	n			
洗耳恭聽	522	v	idiom		成語；洗耳恭聽
流水無情	522	a	idiom		成語；流水無情
無利可圖	522	a			
狼心狗肺	522	a	idiom		成語；狼心狗肺
相談甚歡	522	a,v			
秋收起義	522	n			歷史事件
腹背受敵	522	a,v	idiom		成語；腹背受敵
自我解嘲	522	n,v			
萬能鑰匙	522	n			
迷走神經	522	n			
過街天橋	522	n			
電化教學	522	n			
一夜風流	521	n			
一閃即逝	521	a			
三令五申	521	v	idiom		成語；三令五申
二號人物	521	n			
人海戰術	521	n			
便民利民	521	a,v			
兜圈子	521	v			
口出狂言	521	v			
商品價值	521	n			
嗜血桿菌	521	n			
墨西哥灣	521	n			地名
大事化小	521	v			大事化小小事化了
天差地別	521	a			
希伯來語	521	n			
彌天大謊	521	n	idiom		成語；彌天大謊
心懷鬼胎	521	a,v	idiom		成語；心懷鬼胎
悄然無聲	521	a			
感覺器官	521	n			
抗精神病	521	a,n			藥理／症狀向
拍手稱快	521	v	idiom		成語；拍手稱快
插科打諢	521	v	idiom		成語；插科打諢
撒手人寰	521	v	idiom		成語；撒手人寰
撕破臉	521	v			
日以繼夜	521	r,v	idiom		成語；日以繼夜
普魯卡因	521	n			藥名
杜莎夫人	521	n			專名 Madame Tussaud
毫不懷疑	521	a,v			
混淆視聽	521	v	idiom		成語；混淆視聽
熱脹冷縮	521	n,v			
瘦骨嶙峋	521	a			
神經錯亂	521	a,n			
積少成多	521	v	idiom		成語；積少成多
裝聾作啞	521	v	idiom		成語；裝聾作啞
複變函數	521	n			
輕慢	521	a,v			
開眼界	521	v			
雖敗猶榮	521	a			
