literal	freq	pos	family	voice	note
生死未卜	539	a,v	idiom		
目空一切	539	a,v	idiom		
福利事業	539	n			
精忠報國	539	v	idiom		
總後勤部	539	n			
自不量力	539	a,v	idiom		
蔚然成風	539	a,v	idiom		
表裏不一	539	a	idiom		
車牌號碼	539	n			
雅趣	539	n			
不當得利	538	n			
二心	538	a,n			
儒林外史	538	n			
分一杯羹	538	v	idiom		
別來無恙	538	a,v	idiom		
剝削階級	538	n			
動物學家	538	n			
危急關頭	538	n			
唐古拉山	538	n			
塔里木河	538	n			
得償所願	538	v	idiom		
心存僥倖	538	a,v			
戰略轟炸	538	n			
日趨嚴重	538	a,v			
朝三暮四	538	a,v	idiom		
波瀾起伏	538	a,v			
火樹銀花	538	a,n	idiom		
物質享受	538	n			
獨具一格	538	a	idiom		
相差不多	538	a,r			
知恩圖報	538	v	idiom		
知書達理	538	a	idiom		
線性規劃	538	n			
義務勞動	538	n			
處變不驚	538	a,v	idiom		
錦衣玉食	538	a,n	idiom		
頭昏腦脹	538	a			
駐車制動	538	n			
魚死網破	538	a,v	idiom		
乒乓球拍	537	n			
嚴整	537	a			
天主教徒	537	n			
後繼有人	537	a,v	idiom		
得來不易	537	a			
教育部長	537	n			
暗度陳倉	537	v	idiom		
權衡利弊	537	v			
男女老幼	537	n			
緊密配合	537	n,v			
翹首以待	537	v	idiom		
落地生根	537	v	idiom		
著稱於世	537	v			
血管硬化	537	n			
見異思遷	537	a,v	idiom		
貧下中農	537	n			
貪生怕死	537	a,v	idiom		
踏雪尋梅	537	v	idiom		
輻射防護	537	n			
雄性不育	537	a,n			
黑白兩道	537	n			
一片汪洋	536	a,n			
一馬平川	536	a,n	idiom		
三頭六臂	536	a,n	idiom		
以此類推	536	r,v	idiom		
個人崇拜	536	n			
倒背如流	536	a,v	idiom		
價值規律	536	n			
多模光纖	536	n			
年終獎金	536	n			
息事寧人	536	v	idiom		
息怒	536	v			
殫精竭慮	536	a,v	idiom		
比較而言	536	r			
浩然正氣	536	n	idiom		
深有同感	536	a,v			
淺嘗輒止	536	a,v	idiom		
灰心喪氣	536	a,v	idiom		
熟能生巧	536	a,v	idiom		
相視而笑	536	v			
精耕細作	536	n,v	idiom		
結構理論	536	n			
聚酯樹脂	536	n			
腦際	536	n			
自我檢討	536	n,v			
計件工資	536	n			
豪情萬丈	536	a	idiom		
走親訪友	536	v			
門庭若市	536	a,v	idiom		
閉門造車	536	v	idiom		
附庸風雅	536	v	idiom		
青春永駐	536	a,v			
顧惜	536	v			
一較高下	535	v			
不告而別	535	v	idiom		
不明就裏	535	a,v	idiom		
五雷轟頂	535	a,v	idiom		
借屍還魂	535	v	idiom		
偏科	535	a,n,v			
勝券在握	535	a,v	idiom		
勞動保險	535	n			
勞資糾紛	535	n			
千刀萬剮	535	v	idiom		
古文觀止	535	n			
單模光纖	535	n			
天擇	535	n			
奇裝異服	535	n			
打入冷宮	535	v			
披星戴月	535	a,v	idiom		
抽絲剝繭	535	v	idiom		
探明儲量	535	n			
明哲保身	535	v	idiom		
海外僑胞	535	n			
管道運輸	535	n			
聽力理解	535	n			
臨危不懼	535	a,v	idiom		
薩爾茨堡	535	n			
誇大其詞	535	a,v	idiom		
誓不罷休	535	v	idiom		
資不抵債	535	a,v			
避重就輕	535	v	idiom		
錦繡前程	535	n			
頭昏眼花	535	a			
飛禽走獸	535	n			
三緘其口	534	v	idiom		
上天入地	534	v			
不得要領	534	a,v	idiom		
以偏概全	534	a,v	idiom		
以毒攻毒	534	v	idiom		
伸張正義	534	v			
低頭不語	534	a,v			
內酰胺酶	534	n			
吶喊助威	534	v			
商業應用	534	n			
太陽電池	534	n			
妙手回春	534	v	idiom		
孔雀開屏	534	n,v			
孤苦伶仃	534	a	idiom		
完全兼容	534	a,v			
強人所難	534	v	idiom		
微觀世界	534	n			
心如刀絞	534	a,v	idiom		
心浮氣躁	534	a	idiom		
打小報告	534	v			
拂袖而去	534	v	idiom		
東拼西湊	534	v	idiom		
次生災害	534	n			
濫殺	534	v			
犯罪集團	534	n			
獨立宣言	534	n			
生死攸關	534	a	idiom		
直角三角	534	u			直角三角形殘片
衣冠楚楚	534	a	idiom		
觀賞植物	534	n			
豈敢	534	r,v			
身強力壯	534	a	idiom		
通風報信	534	v			
量體裁衣	534	v	idiom		
閉月羞花	534	a	idiom		
頭重腳輕	534	a	idiom		
首開紀錄	534	v			
一國兩制	533	n			
一氣呵成	533	a,v	idiom		
一視同仁	533	a,v	idiom		
三姑六婆	533	n	idiom		
三教九流	533	n	idiom		
不可告人	533	a	idiom		
不問	533	v			
不要緊	533	a,r			
亞歐大陸	533	n			
低沉	533	a			
使得	533	v			
俗	533	a,n			
保命	533	v			
做事	533	v			
債	533	n			
傻瓜機	533	n			
全文	533	n			
八月十五	533	n			
公然	533	r			
冷門	533	a,n			
功德圓滿	533	a,v	idiom		
加價	533	n,v			
北洋水師	533	n			
南邊	533	n			
厭棄	533	v			
吃飯	533	n,v			
同歸於盡	533	v	idiom		
名副其實	533	a	idiom		
吐苦水	533	v			
呵護	533	n,v			
唔使客氣	533	x			
嘈喧巴閉	533	a			
坦誠	533	a			
垂直搜索	533	n			
大腹便便	533	a	idiom		
大開眼界	533	v			
天外來客	533	n			
奧運	533	n			
孤男寡女	533	n			
孫子	533	n			
安樂窩	533	n			
害人	533	v			
害人不淺	533	a,v			
寒氣	533	n			
專有名詞	533	n			
尋歡作樂	533	v	idiom		
小時候	533	n,r			
少於	533	v			
布魯塞爾	533	n			
後天	533	n,r			
得而復失	533	v			
感人	533	a			
懦夫	533	n			
懸殊	533	a			
成全	533	v			
打草	533	v			
拈花惹草	533	v	idiom		
捷報頻傳	533	a,v			
摯友	533	n			
暢通	533	a,v			
暢順	533	a			
棘手	533	a			
機不可失	533	a,v	idiom		
求神拜佛	533	v			
決斷	533	n,v			
泰晤士河	533	n			
洗心革面	533	v	idiom		
炎熱	533	a			
無味	533	a			
熄機	533	v			
牛高馬大	533	a	idiom		
獨裁	533	n,v			
珍藏	533	n,v			
瑕	533	n			
生死與共	533	a,v	idiom		
產業工人	533	n			
疑心	533	n,v			
痛不欲生	533	a,v	idiom		
瘀傷	533	n			
登山運動	533	n			
相對密度	533	n			
相形見絀	533	a,v	idiom		
省直管縣	533	n			
真話	533	n			
破口大罵	533	v			
筆直	533	a,r			
紅衣主教	533	n			
絕代佳人	533	n			
縮手	533	v			
美中不足	533	a,n	idiom		
言過其實	533	a,v	idiom		
豪放	533	a			
賠錢	533	v			
賽車	533	n,v			
足智多謀	533	a	idiom		
輕浮	533	a			
輕量	533	a,n			
轉機	533	n,v			
這裏	533	n,r			
逢凶化吉	533	v	idiom		
邪氣	533	n			
重見光明	533	v			
重蹈覆轍	533	v	idiom		
銘心刻骨	533	a,v	idiom		
銷毀	533	v			
鐵達尼號	533	n			
雲霄飛車	533	n			
鴉雀無聲	533	a,v	idiom		
一筆勾銷	532	v	idiom		
一紙空文	532	n	idiom		
一般原則	532	n			
