literal	freq	pos	family	voice	note
觸摸屏	1176	n			
人蔘	1175	n			
由來	1175	n			
詳	1175	a,v			
騰飛	1175	v			
執教	1174	v			
復讀	1174	v			
歡快	1174	a			
資本家	1174	n			
集聚	1174	v			
髒話	1174	n			
獻血	1173	n,v			
盆地	1173	n			
送達	1173	v			
遠大	1173	a			
据	1172	v,x			據；據…
步兵	1172	n			
河蟹	1172	n			蟹／諧音和諧
浙	1172	n			浙江略
狹隘	1172	a			
嘖嘖	1171	x			擬聲
應邀	1171	v			
敦煌	1171	n			
叄	1170	x			大寫數字叁異體
小錢	1169	n			
待會兒	1168	r			
新春	1168	n			
朗讀	1168	n,v			
怕是	1167	r			
筱	1167	n			名用字
管理費	1167	n			
冉	1166	n			姓
督導	1166	n,v			
水瓶	1165	n			
網戀	1165	n,v			
卑	1164	a			
搶險	1164	v			
雜誌社	1164	n			
一改	1163	v			
唸書	1163	v			
政法	1163	n			
正確性	1163	n			
盒飯	1163	n			
更名	1162	v			
民歌	1162	n			
疊加	1162	n,v			
聖火	1162	n			
提綱	1161	n			
淺析	1161	n,v			
稀缺	1161	a			
聽證	1161	n,v			
至尊	1161	a,n			
上架	1160	v			
勤快	1160	a			
核武器	1160	n			
大寶	1159	n			名／品牌
新秀	1159	n			
牀頭	1159	n			
環境污染	1159	n			
睾丸	1159	n			
老頭子	1159	n			
雙邊	1159	a			
黛	1159	n			名用字／青黑色
對口	1158	a,n			
瞳	1158	n			
網上銀行	1158	n			
喜慶	1157	a,n			
影評	1157	n			
致辭	1157	n,v			
一輪嘴	1156	n			粵：一輪說話
不怕	1156	v			
不止	1156	r,v			
並未	1156	r			
乞人憎	1156	a			粵：惹人憎
乞兒	1156	n			粵：乞丐
事前	1156	n,r			
亢奮	1156	a			
企定	1156	v			粵：企穩／立定
似得	1156	v,x			粵：似乎／似得
何嘗	1156	r			
作狀	1156	v			粵：裝模作樣
使命	1156	n			
使者	1156	n			
例牌	1156	a,n			粵：慣常／例牌菜
供	1156	v			
做戲	1156	v			粵：演戲／裝假
傢伙	1156	n			
傲氣	1156	n			
充實	1156	a,v			
兜頭	1156	r,v			粵：迎頭
全套	1156	n			
兩兄妹	1156	n			
公社	1156	n			
出貓	1156	v			粵：作弊
出錢	1156	v			
剋	1156	v			
加工廠	1156	n			
助	1156	v			
升班	1156	v			粵：升級／升班
占	1156	v			
去向	1156	n			
古舊	1156	a			
只限	1156	v			
呢樣	1156	n,x			粵：呢樣嘢
周街	1156	r,v			粵：周街走
單憑	1156	v,x			
嗤	1156	v,x			嗤笑／擬聲
嚇人	1156	a,v			
回禮	1156	n,v			
域	1156	n			
堂堂	1156	a,r			
多變	1156	a			
大節	1156	n			
大肚	1156	a,n			大腹／懷孕
天師	1156	n			
太高	1156	a			
好轉	1156	n,v			
妍	1156	a,n			美；名用字
妖術	1156	n			
妙	1156	a			
姚	1156	n			姓
嬌	1156	a			
宣布	1156	v			
家居	1156	n			
實戰	1156	n			
寫字樓	1156	n			
對視	1156	v			
就範	1156	v			
就緒	1156	a,v			
層面	1156	n			
帶眼	1156	v			粵：帶眼識人／有眼
常人	1156	n			
廁格	1156	n			粵：廁所格
廢人	1156	n			
影低	1156	v			粵：影住／遮掩
後尾枕	1156	n			粵：後枕骨
徐	1156	n,r			姓；徐徐
得嗰	1156	r			粵：得嗰（咁多／個）
德國	1156	n			
徹夜	1156	r			
心胸	1156	n			
忍不住	1156	v			
怪責	1156	v			
愚蠢	1156	a			
愛惜	1156	v			
愛護	1156	v			
感觸	1156	n,v			
慨嘆	1156	v			
戒	1156	n,v			戒律／戒除
戰況	1156	n			
戴套	1156	v			
手板	1156	n			粵：手掌
打丁	1156	v			粵：做散工
打工仔	1156	n			
打通	1156	v			
扭轉	1156	v			
找數	1156	v			粵：結賬
拋低	1156	v			粵：拋低／遺棄
捉摸	1156	v			
撇	1156	v			
擦紙膠	1156	n			粵：擦膠
收兵	1156	v			
故此	1156	x			連詞：因此
教壞	1156	v			
新婚	1156	a,n			
旅途	1156	n			
時勢	1156	n			
曲奇餅	1156	n			
有救	1156	a,v			
有期徒刑	1156	n			
服氣	1156	v			
木偶	1156	n			
東面	1156	n			
染色	1156	n,v			
柔弱	1156	a			
校規	1156	n			
桃	1156	n			
