literal	freq	pos	family	voice	note
私服	1465	n			
楠	1464	n			
出讓	1463	v			
乒乓球	1462	n			
稍稍	1462	r			
芸	1460	n			
大綱	1459	n			
小米	1459	n			
小編	1459	n			
丘	1458	n			
憑着	1458	v			
整機	1458	n			
赫赫	1458	a			
良性	1456	a			
瘦身	1455	n,v			
驅動程序	1455	n			
彙集	1454	v			
南無	1453	x			
珠江	1453	n			
立項	1453	v			
離子	1453	n			
弘揚	1452	v			
漢奸	1451	n			
在職	1450	a,v			
樓房	1450	n			
着眼	1450	v			
牽頭	1449	v			
着實	1448	r			
科普	1447	n,v			
一如既往	1446	a,r	idiom		
坦言	1446	v			
嫦娥	1446	n			
紹	1446	n,v			
位居	1445	v			
工作組	1443	n			
產值	1443	n			
路子	1443	n			
李白	1442	n			
婚後	1441	n,r			
不負責任	1440	a			
個字	1440	n			
判處	1439	v			
西西	1439	n			
治病	1438	v			
法拉利	1438	n			
唐朝	1437	n			
庚	1437	n			
老王	1437	n			
專櫃	1435	n			
戰績	1435	n			
雪山	1435	n			
扶貧	1434	v			
費勁	1434	a			
鮮豔	1434	a			
怕怕	1433	a,v			
索賠	1432	v			
分流	1430	n,v			
年會	1430	n			
忒	1430	r			
沒事兒	1430	n			
考古	1430	n,v			
七夕	1428	n			
紅塵	1428	n			
中醫藥	1426	n			
全國人民	1425	n			
過生日	1424	v			
一線	1423	a,n			
上流	1423	a,n			
上畫	1423	v			
下層	1423	n			
下流	1423	a,n			
下賤	1423	a			
不宜	1423	a,v			
不覺	1423	r,v			
乃	1423	x			
五行	1423	n			
些少	1423	a,r			
亞叔	1423	n			
交投	1423	n			
人妻	1423	n			
人影	1423	n			
以致	1423	x			
企定定	1423	a			
但願	1423	v			
作賤	1423	v			
倦	1423	a			
傳媒	1423	n			
儀態	1423	n			
入睡	1423	v			
兩旁	1423	n			
出任	1423	v			
出招	1423	v			
出糧	1423	v			
前所未有	1423	a	idiom		
勝負	1423	n			
半句	1423	n			
反口	1423	v			
叮囑	1423	v			
可笑	1423	a			
合十	1423	v			
合法	1423	a			
吊帶	1423	n			
吱喳	1423	v,x			
吶喊	1423	n,v			
哀怨	1423	a,n			
唔忿氣	1423	a			
唷	1423	x			
啄	1423	v			
喚	1423	v			
嘉賓	1423	n			
四方形	1423	n			
回音	1423	n			
因應	1423	v			
因果	1423	n			
在學	1423	a,v			
地勤	1423	n			
墜	1423	v			
大自然	1423	n			
大食	1423	a			
天虹	1423	n			
好景	1423	n			
姦	1423	v			
家底	1423	n			
寶玉	1423	n			
射中	1423	v			
屆	1423	n,x			
屋村	1423	n			
山坡	1423	n			
巫	1423	n			
帶路	1423	v			
年少	1423	a			
幻	1423	a,n			
底層	1423	n			
廣大	1423	a			
強逼	1423	v			
徒勞無功	1423	a,v	idiom		
循例	1423	v			
德語	1423	n			
怪怪	1423	a			
怯	1423	a			
恐	1423	a,v			
恭敬	1423	a			
悄悄	1423	r			
悲	1423	a			
想見	1423	v			
意大利粉	1423	n			
應門	1423	v			
打圓場	1423	v			
抵擋	1423	v			
拜山	1423	v			
捉緊	1423	v			
搖搖	1423	v			
搾	1423	v			
擅自	1423	r			
操行	1423	n			
收服	1423	v			
收留	1423	v			
效應	1423	n			
敗	1423	a,v			
文靜	1423	a			
斬釘截鐵	1423	a,r	idiom		
新奇	1423	a			
晚裝	1423	n			
暗角	1423	n			
有路	1423	a,v			
末	1423	n			
枯燥	1423	a			
染	1423	v			
槍聲	1423	n			
次要	1423	a			
正氣	1423	n			
此處	1423	n,x			
歲數	1423	n			
死神	1423	n			
殘廁	1423	n			
比利時	1423	n			
汪汪	1423	x			
法例	1423	n			
流利	1423	a			
消	1423	v			
淩	1423	n			
清新	1423	a			
港股	1423	n			
演	1423	v			
潛入	1423	v			
潦	1423	a			
烏雲	1423	n			
烙	1423	v			
無他	1423	r,x			
無意中	1423	r			
熄燈	1423	v			
燒烤	1423	n,v			
牆角	1423	n			
特定	1423	a			
猛咁	1423	r			
猴	1423	n			
獨有	1423	a,v			
獵	1423	v			
瓣	1423	n,x			
產地	1423	n			
留底	1423	v			
當面	1423	r,v			
病情	1423	n			
痛哭	1423	v			
相擁	1423	v			
盾牌	1423	n			
真情	1423	n			
真誠	1423	a			
眼尾	1423	n			
睇水	1423	v			
睡眼	1423	n			
砸	1423	v			
科目	1423	n			
積極	1423	a			
箭步	1423	n			
精華	1423	n			
紋	1423	n			
組仔	1423	n			
綁匪	1423	n			
經已	1423	r			
維	1423	n,v			
罪孽	1423	n			
義氣	1423	n			
耀眼	1423	a			
聚	1423	v			
腔	1423	n			
膽	1423	n			
自知	1423	a,v			
舉例	1423	v			
茫然	1423	a			
血色	1423	n			
許願	1423	v			
該死	1423	a,x			
語無倫次	1423	a	idiom		
警署	1423	n			
護膚	1423	n,v			
跣	1423	a,v			
身分	1423	n			
辭典	1423	n			
這邊	1423	n,x			
