literal	freq	pos	family	voice	note
落幕	1245	v			
落機	1245	v			
葵涌	1245	n			
蒂	1245	n			
虐	1245	a,v			
裝飯	1245	v			
要嚟	1245	v			
話知	1245	v			
認輸	1245	v			
誓	1245	n,v			
調教	1245	n,v			
護髮	1245	n,v			
財務	1245	n			
路程	1245	n			
車子	1245	n			
車行	1245	n			
辦事	1245	v			
通緝	1245	n,v			
道行	1245	n			
遲遲	1245	r			
郁下	1245	v			
酥	1245	a,n			
重逢	1245	n,v			
金光	1245	n			
開懷	1245	a,v			
開路	1245	v			
閑	1245	a,n,v			
隔日	1245	n,r			
雙面	1245	a,n			
雞皮	1245	n			
電源	1245	n			
電訊	1245	n			
順暢	1245	a			
順理成章	1245	r	idiom		
順着	1245	r,v			
領悟	1245	n,v			
風球	1245	n			
風頭	1245	n			
飛快	1245	a,r			
飛碟	1245	n			
養魚	1245	v			
驚覺	1245	v			
鬼王	1245	n			
魍	1245	u			魍魎殘字
點得	1245	r,v			
半決賽	1244	n			
涉足	1244	v			
綠洲	1244	n			
四海	1243	n			
清淨	1243	a			
牢固	1243	a			
閆	1243	n			
竈頭	1242	n			
等離子	1242	n			
紀實	1242	a,n			
處男	1242	n			
託福	1242	n,v			
韓語	1242	n			
印章	1241	n			
築	1241	v			
視聽	1241	n			
國安	1240	n			
濱海	1240	a,n			
硬是	1240	r			
華山	1240	n			
例會	1239	n			
天數	1239	n			
條目	1239	n			
機頂盒	1239	n			
