literal	freq	pos	family	voice	note
烏克蘭	1376	n			
華僑	1376	n			
靖	1376	a,n			
書畫	1375	n			
刻錄機	1374	n			
前不久	1374	r			
單片機	1374	n			
娜娜	1374	n			
曲目	1374	n			
烹飪	1374	n,v			
全天	1373	n,r			
奶媽	1373	n			
成功率	1373	n			
抽空	1370	v			
琦	1370	n			
驚豔	1370	a,v			
戰機	1367	n			
珠三角	1367	n			
嚮導	1366	n,v			
交通事故	1365	n			
栽	1365	v			
中旬	1364	n			
民航	1364	n			
用工	1364	n,v			
外交部	1362	n			
年限	1362	n			
戰鬥力	1362	n			
文集	1362	n			
連續劇	1362	n			
邊框	1360	n			
仍未	1359	r			
集群	1359	n			
下旬	1358	n			
向着	1358	v,x			
儒家	1357	n			
解密	1357	n,v			
長期以來	1357	r			
閥	1357	n			
弊端	1356	n			
上月	1355	n,r			
多高	1355	r,x			
耿	1355	a,n			
違章	1355	a,n,v			
門窗	1355	n			
串口	1354	n			
五金	1354	n			
大企業	1354	n			
綠地	1354	n			
乃是	1353	v,x			
名家	1353	n			
時而	1353	r			
新書	1352	n			
礦山	1352	n			
兩方面	1351	n			
機理	1351	n			
減免	1351	n,v			
軍區	1351	n			
作案	1350	v			
國度	1350	n			
多於	1350	v,x			
上訪	1349	n,v			
擴容	1349	n,v			
海內外	1349	n			
老闆娘	1348	n			
警示	1348	n,v			
製藥	1347	n,v			
責任心	1347	n			
糉	1345	n			
可可	1343	n			
執業	1343	n,v			
抽查	1343	n,v			
晚報	1343	n			
清代	1343	n			
高額	1343	a,n			
蜘蛛俠	1342	n			
通俗	1342	a			
彰顯	1341	v			
羅嗦	1341	a,v			
問世	1340	v			
好奇心	1338	n			
醬油	1336	n			
風景區	1336	n			
另一半	1335	n			
導購	1335	n,v			
當着	1335	v,x			
軍方	1335	n			
上頭	1334	n,r,v			
下一步	1334	n			
不至於	1334	v,x			
亂嚟	1334	a,v			
二次	1334	n,r,x			
人氣	1334	n			
人渣	1334	n			
人身	1334	n			
人造	1334	a			
係咁大	1334	a,r			
俏	1334	a			
倒後	1334	n,r,v			
偉	1334	a,n			
備	1334	n,v			
傷人	1334	a,v			
傷者	1334	n			
優美	1334	a			
入黑	1334	v			
全靠	1334	v			
前晚	1334	n,r			
北海道	1334	n			
匯報	1334	n,v			
升級	1334	n,v			
半日	1334	n,r			
半邊	1334	n			
反鎖	1334	v			
口花花	1334	a			
可悲	1334	a			
右下方	1334	n			
各有各	1334	r			
吸氣	1334	n,v			
呼喚	1334	n,v			
哽咽	1334	v			
嚟料	1334	n			
回望	1334	v			
執輸	1334	a,v			
堅挺	1334	a,v			
增收	1334	n,v			
夢幻	1334	a,n			
天上	1334	n			
天份	1334	n			
太平	1334	a,n			
奉上	1334	v			
套衫	1334	n			
妖氣	1334	n			
威水	1334	a			
宵	1334	n			
家下	1334	n,r			
小動作	1334	n			
差別	1334	n			
平伏	1334	v			
平平	1334	a			
後備	1334	a,n			
從容	1334	a,r			
悠	1334	a			
態	1334	n			
懂事	1334	a			
我溝	1334	u			主+動截斷
手緊	1334	a			
打劫	1334	v			
打字	1334	v			
拃	1334	n,v,x			
拆散	1334	v			
招惹	1334	v			
指引	1334	n,v			
捐血	1334	v			
掉轉	1334	v			
操控	1334	n,v			
擘大眼	1334	v			
擺低	1334	v			
收手	1334	v			
放膽	1334	r,v			
救世主	1334	n			
整爛	1334	v			
斷氣	1334	v			
早排	1334	n,r			
春袋	1334	n			
普洱	1334	n			
暗爽	1334	a,v			
暴	1334	a,v			
柔順	1334	a			
校隊	1334	n			
欺	1334	v			
歡	1334	a			
殺傷力	1334	n			
每一晚	1334	n,r			
比如	1334	x			
永別	1334	n,v			
沉迷	1334	v			
流落嚟	1334	v			
淫笑	1334	n,v			
火花	1334	n			
焦	1334	a,n,v			
煞	1334	a,n,r,v			
照應	1334	n,v			
煩躁	1334	a			
牛扒	1334	n			
牢	1334	a,n			
牽涉	1334	v			
猥瑣	1334	a			
王者	1334	n			
瑞士	1334	n			
登場	1334	v			
白皙	1334	a			
白衣	1334	n			
眼袋	1334	n			
眼裡	1334	n			
知己	1334	n			
短訊	1334	n			
破綻	1334	n			
竇	1334	n			
粟米片	1334	n			
素	1334	a,n			
終審	1334	n			
終究	1334	r			
組媽	1334	n			
絕技	1334	n			
絕育	1334	n,v			
綿	1334	a,n			
缺口	1334	n			
美人魚	1334	n			
翌日	1334	n,r			
聊天	1334	n,v			
肉眼	1334	n			
自動波	1334	n			
自已	1334	u			自己誤寫／殘片
自瀆	1334	v			
茅	1334	n			
莫	1334	n,r,x			
蒙	1334	a,n,v			
行人路	1334	n			
行裝	1334	n			
見點	1334	v			
親子	1334	a,n			
角落頭	1334	n			
記低	1334	v			
警覺	1334	a,n,v			
賓客	1334	n			
走甩	1334	v			
超出	1334	v			
車主	1334	n			
辜負	1334	v			
迷失	1334	v			
遺	1334	n,v			
郊遊	1334	n,v			
配上	1334	v			
鐵門	1334	n			
阿彌陀佛	1334	n,x			
阿爺	1334	n			
降頭	1334	n,v			
際	1334	n			
隨身	1334	a,r			
雨天	1334	n			
骰	1334	n			
魔法師	1334	n			
魚生	1334	n			
批示	1333	n,v			
佔地	1331	v			
加州	1330	n			
笑死	1329	a,v			
農家	1329	n			
地理位置	1328	n			
明早	1328	n,r			
藏族	1327	n			
促成	1326	v			
天蠍	1326	n			
居室	1326	n			
大院	1323	n			
天氣預報	1322	n			
小花	1322	n			
昊	1321	n			
用不着	1321	v			
河道	1320	n			
豐富多彩	1320	a	idiom		
順德	1320	n			
季後賽	1319	n			
組團	1319	n,v			
輔	1319	a,n,v			
情緣	1318	n			
能耗	1318	n			
腳印	1318	n			
迫不及待	1318	a,r	idiom		
緊接着	1317	r			
防汛	1316	n,v			
低保	1315	n			
收款	1315	n,v			
簡要	1315	a,n			
債權	1313	n			
馬自達	1313	n			
增長速度	1312	n			
實事求是	1312	a,r	idiom		
盛會	1312	n			
競價	1311	n,v			
鋼管	1311	n			
工藝品	1310	n			
後方	1310	n			
首創	1310	n,v			
高跟鞋	1309	n			
分銷	1308	n,v			
漁業	1308	n			
立案	1308	n,v			
與會	1308	v			
賬單	1308	n			
逝世	1308	v			
不怎麼樣	1307	a			
生豬	1307	n			
直轄市	1307	n			
義務教育	1307	n			
