rank	head	essay_frequency	direct_syn_tails
4146	有則改之	455	0
4147	正三角形	455	0
4148	殘羹剩飯	455	0
4149	窮則思變	455	0
4150	立此存照	455	0
4151	精兵簡政	455	1
4152	蛇鼠一窩	455	0
4153	轉入地下	455	0
4154	進退失據	455	0
4155	雄心萬丈	455	0
4156	驚奇不已	455	0
4157	鳥不生蛋	455	0
4158	一片丹心	454	0
4159	三綱五常	454	1
4160	不畏強暴	454	0
4161	中古世紀	454	0
4162	但願如此	454	0
4163	前倨後恭	454	0
4164	妙手空空	454	0
4165	實變函數	454	0
4166	庫克羣島	454	0
4167	按需分配	454	0
4168	有心人士	454	0
4169	權利法案	454	0
4170	正多邊形	454	0
4171	江湖術士	454	0
4172	沉沒成本	454	0
4173	消聲匿跡	454	0
4174	當且僅當	454	0
4175	編碼系統	454	0
4176	胚胎發生	454	0
4177	落於下風	454	0
4178	血腥瑪麗	454	0
4179	解放組織	454	0
4180	難分高下	454	0
4181	難逃法網	454	0
4182	三陽開泰	453	0
4183	世界主義	453	0
4184	修煉成仙	453	0
4185	入境手續	453	0
4186	分類廣告	453	0
4187	向巴平措	453	0
4188	吳王闔閭	453	0
4189	天下一家	453	0
4190	德國馬克	453	0
4191	惡名昭彰	453	0
4192	愈戰愈勇	453	0
4193	拿鐵咖啡	453	0
4194	挑肥揀瘦	453	1
4195	改換門庭	453	0
4196	春風一度	453	0
4197	洛陽地區	453	0
4198	理學博士	453	0
4199	紹興地區	453	0
4200	絕世佳人	453	0
4201	芝麻小事	453	0
4202	蜚聲國際	453	0
4203	赫爾墨斯	453	0
4204	超敏反應	453	0
4205	進出口商	453	0
4206	酒後失態	453	0
4207	門捷列夫	453	0
4208	雨過天青	453	0
4209	非我族類	453	0
4210	一跌再跌	452	0
4211	中控面板	452	0
4212	兩棲登陸	452	0
4213	副駕駛員	452	0
4214	千斤重擔	452	0
4215	口齒清楚	452	0
4216	吆五喝六	452	0
4217	城市熱島	452	0
4218	官僚政治	452	0
4219	寸土必爭	452	0
4220	心腹之患	452	1
4221	抱憾終生	452	0
4222	淡妝濃抹	452	0
4223	獨尊儒術	452	0
4224	獨樹一格	452	0
4225	百米賽跑	452	0
4226	羊水穿刺	452	0
4227	腳痛醫腳	452	0
4228	謝通門縣	452	0
4229	軍火交易	452	0
4230	一體兩面	451	0
4231	下線儀式	451	0
4232	不吭一聲	451	0
4233	中古時代	451	0
4234	佳偶天成	451	0
4235	停車位置	451	0
4236	免開尊口	451	1
4237	加速踏板	451	0
4238	博客寫手	451	0
4239	可接受性	451	0
4240	合成代謝	451	0
4241	外剛內柔	451	0
4242	安非他命	451	0
4243	巡回法庭	451	0
4244	感激萬分	451	0
4245	打翻身仗	451	0
4246	托塔天王	451	0
4247	投河自盡	451	0
4248	模式標本	451	0
4249	沒有形狀	451	0
4250	洞察一切	451	0
4251	磕磕巴巴	451	0
4252	神思恍惚	451	0
4253	神經失常	451	0
4254	積分變換	451	0
4255	能言善道	451	0
4256	自嘆弗如	451	0
4257	蒸騰作用	451	0
4258	藐視一切	451	0
4259	螳臂擋車	451	0
4260	親臨其境	451	0
4261	野外求生	451	0
4262	防火設備	451	0
4263	鬥智鬥力	451	0
4264	龍樹菩薩	451	0
4265	不成體統	450	0
4266	不能抵抗	450	0
4267	以弗所書	450	0
4268	受之有愧	450	0
4269	各不相讓	450	0
4270	展露頭角	450	0
4271	工科大學	450	0
4272	從嚴處理	450	0
4273	德州地區	450	0
4274	愛民如子	450	1
4275	改弦易轍	450	0
4276	故作高深	450	0
4277	時大時小	450	0
4278	枯草桿菌	450	0
4279	正合我意	450	0
4280	煢煢孑立	450	0
4281	福無雙至	450	0
4282	種姓製度	450	0
4283	納粹主義	450	0
4284	習慣用法	450	0
4285	自由心證	450	0
4286	自視清高	450	0
4287	蕙質蘭心	450	0
4288	逆我者亡	450	0
4289	儲蓄機構	449	0
4290	刑事法庭	449	0
4291	前寒武紀	449	0
4292	反射作用	449	0
4293	古吉拉特	449	0
4294	召之即來	449	0
4295	官宦人家	449	0
4296	官復原職	449	0
4297	平方公尺	449	0
4298	披麻戴孝	449	0
4299	收之桑榆	449	0
4300	放射防護	449	0
4301	明豔照人	449	0
4302	歲月如流	449	0
4303	歸納推理	449	0
4304	減租減息	449	0
4305	福至心靈	449	0
4306	處世原則	449	0
4307	行政救濟	449	0
4308	越幫越忙	449	0
4309	邯鄲地區	449	0
4310	龍馬精神	449	0
4311	上揚趨勢	448	0
4312	今不如昔	448	0
4313	冒險主義	448	1
4314	別有韻味	448	0
4315	吊銷執照	448	0
4316	否定一切	448	0
4317	固定價格	448	0
4318	城市貧民	448	1
4319	外交代表	448	0
4320	太平紳士	448	0
4321	寓意深遠	448	0
4322	專案小組	448	0
4323	性命不保	448	0
4324	文如其人	448	0
4325	暗香疏影	448	0
4326	有鑑於此	448	1
4327	未置可否	448	0
4328	氣勢不凡	448	0
4329	水滸全傳	448	0
4330	火災保險	448	0
4331	特務組織	448	0
4332	登報聲明	448	0
4333	第二國際	448	0
4334	算無遺策	448	0
4335	結核菌素	448	0
4336	該當何罪	448	0
4337	邊境衝突	448	0
4338	酌情處理	448	0
4339	隨身行李	448	0
4340	電話信號	448	0
4341	霍爾木茲	448	0
4342	革命文學	448	0
4343	麗水地區	448	0
4344	鼾聲如雷	448	0
4345	切削用量	447	0
4346	利害衝突	447	0
4347	千島羣島	447	0
4348	地區衝突	447	0
4349	地緣戰略	447	0
4350	天氣形勢	447	0
4351	女流之輩	447	0
4352	排除異己	447	0
4353	援助交際	447	0
4354	敗興而歸	447	0
4355	教育廳長	447	0
4356	有線通信	447	0
4357	歷久常新	447	0
4358	歷盡艱難	447	0
4359	氣喘如牛	447	0
4360	物主代詞	447	0
4361	現學現用	447	0
4362	理論貢獻	447	0
4363	破財免災	447	0
4364	稀有氣體	447	0
4365	約會對象	447	0
4366	聯機遊戲	447	0
4367	芙蓉出水	447	0
4368	貽害無窮	447	0
4369	追憶往事	447	0
4370	金無足赤	447	0
4371	金融槓桿	447	0
4372	震顫麻痹	447	0
4373	高薪養廉	447	0
4374	下層社會	446	0
4375	五項全能	446	0
4376	人盡可夫	446	0
4377	倒買倒賣	446	0
4378	初露頭角	446	0
4379	吸毒成癮	446	0
4380	和平條約	446	0
4381	哈特福德	446	0
4382	國務部長	446	0
4383	安全電壓	446	0
4384	尾大不掉	446	0
4385	屢建奇功	446	0
4386	忠肝義膽	446	0
4387	慣性作用	446	0
4388	拉皮手術	446	0
4389	拾人牙慧	446	0
4390	棋高一着	446	0
4391	清算業務	446	0
4392	爆玉米花	446	0
4393	片面之詞	446	0
4394	糧草先行	446	0
4395	致富之道	446	0
4396	興味索然	446	0
4397	苯甲酰氯	446	0
4398	計上心來	446	0
4399	遠近馳名	446	0
4400	隴南地區	446	0
4401	電流強度	446	0
4402	七彩繽紛	445	0
4403	七擒七縱	445	0
4404	主動免疫	445	0
4405	九龍半島	445	0
4406	五燈會元	445	0
4407	亡國滅種	445	0
4408	付諸流水	445	0
4409	反覆思量	445	0
4410	夕陽產業	445	0
4411	多姿多采	445	0
4412	多邊合作	445	0
4413	天搖地動	445	0
4414	好管閒事	445	0
4415	妊娠試驗	445	0
4416	學而不思	445	0
4417	怒目相向	445	0
4418	愛爾蘭語	445	0
4419	月白風清	445	0
4420	欺善怕惡	445	0
4421	氣動葫蘆	445	0
4422	氣數已盡	445	0
4423	盤尼西林	445	0
4424	相對速度	445	0
4425	結紮手術	445	0
4426	茄子河區	445	0
4427	親上加親	445	0
4428	身體部分	445	0
4429	造就人才	445	0
4430	金錢萬能	445	0
4431	顛鸞倒鳳	445	0
4432	飽學之士	445	0
4433	龐氏騙局	445	0
4434	一舉兩得	444	1
4435	三十六計	444	0
4436	上上之策	444	0
4437	不安於室	444	0
4438	不惜工本	444	0
4439	乜乜物物	444	0
4440	何以見得	444	0
4441	供書教學	444	0
4442	冇人冇物	444	0
4443	列隊歡迎	444	0
4444	前景可期	444	0
4445	原子光譜	444	0
4446	史前時代	444	0
4447	吐蕃王朝	444	0
4448	吡拉西坦	444	0
4449	多胎妊娠	444	0
4450	大提琴手	444	0
4451	奉命行事	444	0
4452	如此類推	444	0
4453	姑息養奸	444	1
4454	孔子家語	444	0
4455	家頭細務	444	0
4456	少之又少	444	0
4457	廿四小時	444	0
4458	從寬處理	444	0
4459	心有不甘	444	0
4460	心知肚明	444	0
4461	指示代詞	444	0
4462	揮霍浪費	444	0
4463	施政報告	444	0
4464	普通郵票	444	0
4465	木口木面	444	0
4466	水上芭蕾	444	0
4467	池魚之殃	444	0
4468	清秀佳人	444	0
4469	無疾而終	444	0
4470	生死有命	444	0
4471	發音器官	444	0
4472	結繩記事	444	0
4473	緩衝地帶	444	0
4474	莞爾一笑	444	0
4475	薩斯卡通	444	0
4476	蝦蝦霸霸	444	0
4477	行行企企	444	0
4478	視如己出	444	0
4479	言下之意	444	0
4480	農事活動	444	0
4481	逼於無奈	444	0
4482	關你鬼事	444	0
4483	雙邊會談	444	0
4484	非常時期	444	0
4485	龍兄虎弟	444	0
4486	古文運動	443	0
4487	可造之材	443	0
4488	富貴在天	443	0
4489	小行星帶	443	0
4490	工業化學	443	0
4491	廣播地址	443	0
4492	拾遺補缺	443	0
4493	文武兼備	443	0
4494	月圓花好	443	0
4495	汕頭地區	443	0
4496	聚變反應	443	0
4497	裝點門面	443	0
4498	進行性交	443	0
4499	邪魔外道	443	0
4500	醫療經驗	443	0
4501	銅管樂器	443	0
4502	長期共存	443	0
4503	養兵千日	443	0
4504	一般常識	442	0
4505	一長一短	442	0
4506	人力車夫	442	0
4507	全黨全軍	442	0
4508	公共責任	442	0
4509	勞動對象	442	0
4510	十字街口	442	0
4511	半坡遺址	442	0
4512	印度斯坦	442	0
4513	同性相斥	442	0
4514	地下鐵路	442	0
4515	婦道人家	442	1
4516	思路敏捷	442	0
4517	支付不起	442	0
4518	民族形式	442	1
4519	泰米爾語	442	0
4520	甲骨文字	442	0
4521	票房毒藥	442	0
4522	積極反應	442	0
4523	管理接口	442	0
4524	象牙海岸	442	0
4525	貓鼠遊戲	442	0
4526	貨幣主義	442	0
4527	間接證據	442	0
4528	七言律詩	441	0
4529	上天無路	441	0
4530	不宣而戰	441	0
4531	世貿大樓	441	0
4532	五言絕句	441	0
4533	低迷不振	441	0
4534	何足掛齒	441	0
4535	大陸漂移	441	0
4536	年度大會	441	0
4537	忙進忙出	441	0
4538	怵目驚心	441	0
4539	扣式電池	441	0
4540	捅馬蜂窩	441	0
4541	斯科普里	441	0
4542	樂觀其成	441	0
4543	正確路線	441	0
4544	永久和平	441	0
4545	流星趕月	441	0
4546	混合模型	441	0
4547	皇恩浩蕩	441	0
4548	純粹數學	441	0
4549	行個方便	441	0
4550	財產價值	441	0
4551	賬房先生	441	0
4552	軍事學校	441	0
4553	重量單位	441	0
4554	雪泥鴻爪	441	0
4555	霹靂啪啦	441	0
4556	首映典禮	441	0
4557	並行程序	440	0
4558	偶聯反應	440	0
4559	分解作用	440	0
4560	反璞歸真	440	0
4561	天星碼頭	440	0
4562	學校同學	440	0
4563	小國寡民	440	0
4564	層層包圍	440	0
4565	惡語傷人	440	0
4566	改良品種	440	0
4567	斷裂強度	440	0
4568	望而興嘆	440	0
4569	氣體燃料	440	0
4570	滄海遺珠	440	0
4571	環境損害	440	0
4572	神色自若	440	0
4573	稱霸全球	440	0
4574	聖地牙哥	440	0
4575	菲力牛排	440	0
4576	酒酣耳熱	440	0
4577	長袍馬褂	440	0
4578	防風固沙	440	0
4579	頭昏目眩	440	0
4580	頭腦清楚	440	0
4581	五聲音階	439	0
4582	人才外流	439	0
4583	伉儷情深	439	0
4584	倉皇出逃	439	0
4585	入門課程	439	0
4586	共商大計	439	0
4587	分子雜交	439	0
4588	如火如茶	439	0
4589	密切相連	439	0
4590	授人以柄	439	0
4591	斷袖之癖	439	0
4592	獨攬大權	439	0
4593	看不習慣	439	0
4594	解析函數	439	0
4595	赫耳墨斯	439	0
4596	身負重任	439	0
4597	逆風而行	439	0
4598	開始以前	439	0
4599	三足金烏	438	0
4600	不值一文	438	0
4601	不定冠詞	438	0
4602	五言律詩	438	0
4603	交變電流	438	0
4604	人贓俱獲	438	0
4605	剖腹自殺	438	0
4606	品格高尚	438	0
4607	多重選擇	438	0
4608	大氣壓強	438	0
4609	嫁狗隨狗	438	0
4610	微細加工	438	0
4611	排泄系統	438	0
4612	海上運動	438	0
4613	獨裁政權	438	0
4614	琴瑟和鳴	438	0
4615	立體照片	438	0
4616	絕食抗議	438	0
4617	經院哲學	438	0
4618	贛州地區	438	0
4619	辯證邏輯	438	1
4620	鏡像站點	438	0
4621	黃花梨木	438	0
4622	伽瑪射線	437	0
4623	克己復禮	437	0
4624	內江地區	437	0
4625	升斗小民	437	0
4626	原核細胞	437	0
4627	多子多福	437	0
4628	將門虎子	437	0
4629	拖延戰術	437	0
4630	敵我矛盾	437	0
4631	春秋繁露	437	0
4632	神經毒素	437	0
4633	簡單勞動	437	0
4634	紫外線光	437	0
4635	羥基丁酸	437	0
4636	羥自由基	437	0
4637	舐犢情深	437	0
4638	虎皮鸚鵡	437	0
4639	西撒哈拉	437	0
4640	變分原理	437	0
4641	起重葫蘆	437	0
4642	身歷其境	437	0
4643	銅器時代	437	0
4644	首尾相接	437	0
4645	高能粒子	437	0
4646	一般情形	436	0
4647	三跪九叩	436	0
4648	久病成醫	436	0
4649	克己奉公	436	1
4650	兩棲作戰	436	0
4651	加足馬力	436	0
4652	包打天下	436	0
4653	另眼相待	436	0
4654	夫妻反目	436	0
4655	妙想天開	436	0
4656	延安地區	436	0
4657	心存不滿	436	0
4658	感應線圈	436	0
4659	排列次序	436	0
4660	擁兵自重	436	0
4661	白日見鬼	436	0
4662	礦物燃料	436	0
4663	統一資源	436	0
4664	落落寡歡	436	0
4665	貴族身份	436	0
4666	費利克斯	436	0
4667	軍事部門	436	0
4668	輿論調查	436	0
4669	鎮江地區	436	0
4670	隱形飛機	436	0
4671	麥芽糖醇	436	0
4672	丟盔卸甲	435	0
4673	亦莊亦諧	435	0
4674	保持原貌	435	0
4675	公共假期	435	0
4676	共和政體	435	0
4677	口頭文學	435	1
4678	形勢逼人	435	0
4679	忠君愛國	435	0
4680	慎重其事	435	0
4681	撒馬爾罕	435	0
4682	濫伐林木	435	0
4683	究其根源	435	0
4684	精子密度	435	0
4685	耗時耗力	435	0
4686	肝膽俱裂	435	0
4687	舊約全書	435	0
4688	過境簽證	435	0
4689	違禁藥品	435	0
4690	項上人頭	435	0
4691	餓虎撲食	435	0
4692	高麗王朝	435	0
4693	一般狀況	434	0
4694	人五人六	434	0
4695	人道精神	434	0
4696	偷食禁果	434	0
4697	勻速運動	434	0
4698	半明半暗	434	0
4699	啓動技術	434	0
4700	四平地區	434	0
4701	地靈人傑	434	1
4702	工科學生	434	0
4703	後進先出	434	0
4704	有損壓縮	434	0
4705	橫幅標語	434	0
4706	永久磁鐵	434	1
4707	浩氣長存	434	0
4708	消費基金	434	0
4709	疑問代詞	434	0
4710	疲勞轟炸	434	0
4711	細微末節	434	0
4712	絕對地址	434	0
4713	總務主任	434	0
4714	罪不可赦	434	0
4715	良家女子	434	0
4716	造成問題	434	0
4717	重新統一	434	0
4718	開會時間	434	0
4719	雜食動物	434	0
4720	魂飛天外	434	0
4721	魚肉百姓	434	0
4722	上陣殺敵	433	0
4723	互有勝負	433	0
4724	互致問候	433	0
4725	代罪羔羊	433	0
4726	傳真發送	433	0
4727	冰上運動	433	0
4728	勇冠三軍	433	0
4729	半機械化	433	0
4730	同盟條約	433	0
4731	地主家庭	433	0
4732	多嘴多舌	433	0
4733	失信於人	433	0
4734	奇文共賞	433	1
4735	孰能無過	433	0
4736	少管閒事	433	0
4737	愧不敢當	433	0
4738	教導有方	433	0
4739	日光浴室	433	0
4740	有失身份	433	0
4741	樹上開花	433	0
4742	無則加勉	433	0
4743	眉目清秀	433	0
4744	知情不報	433	0
4745	空氣取樣	433	0
4746	股票代號	433	0
4747	誤上賊船	433	0
4748	軍事機構	433	0
4749	避避風頭	433	0
4750	開門揖盜	433	1
4751	驕兵必敗	433	0
4752	黑白不分	433	0
4753	不加選擇	432	0
4754	事務律師	432	0
4755	侵蝕作用	432	0
4756	公民義務	432	0
4757	出入平安	432	0
4758	四輪馬車	432	0
4759	失道寡助	432	1
4760	女繼承人	432	0
4761	婚喪喜慶	432	0
4762	婚生子女	432	0
4763	孝子賢孫	432	1
4764	客觀真理	432	0
4765	尋根問底	432	0
4766	巢湖地區	432	0
4767	拼花地板	432	0
4768	新人新事	432	0
4769	淺斟低唱	432	0
4770	漁人之利	432	1
4771	神智清醒	432	0
4772	結社自由	432	0
4773	聖母教堂	432	0
4774	胸腺嘧啶	432	0
4775	薩拉曼卡	432	0
4776	虧本出售	432	0
4777	逗人喜愛	432	0
4778	遠隔重洋	432	0
4779	陰陰沉沉	432	0
4780	不急不徐	431	0
4781	信陽地區	431	0
4782	傀儡政權	431	0
4783	可多可少	431	0
4784	大專學生	431	0
4785	導彈潛艇	431	0
4786	愛人如己	431	0
4787	慷慨就義	431	0
4788	應變措施	431	0
4789	海關官員	431	0
4790	漢坦病毒	431	0
4791	無遠弗屆	431	0
4792	皇天后土	431	0
4793	萬頃碧波	431	0
4794	過時不候	431	0
4795	邪不勝正	431	0
4796	陸海空軍	431	0
4797	離情別緒	431	0
4798	鬧鈴時鐘	431	0
4799	上中下游	430	0
4800	不孝有三	430	0
4801	了無新意	430	0
4802	五卅運動	430	1
4803	再造手術	430	0
4804	加冕典禮	430	0
4805	同氣連枝	430	0
4806	大漢民族	430	0
4807	孟加拉語	430	0
4808	孤立主義	430	0
4809	實不相瞞	430	0
4810	實況錄音	430	0
4811	寬宏大度	430	0
4812	強迫觀念	430	0
4813	後事之師	430	0
4814	支付得起	430	0
4815	政治避難	430	0
4816	深耕細作	430	1
4817	滿口髒話	430	0
4818	狼多肉少	430	0
4819	福壽雙全	430	0
4820	苦難深重	430	0
4821	西班牙港	430	0
4822	阿米巴病	430	0
4823	革命意志	430	0
4824	一哄而起	429	1
4825	上流人士	429	0
4826	人民起義	429	0
4827	位極人臣	429	0
4828	典型調查	429	0
4829	分形幾何	429	0
4830	反射療法	429	0
4831	各執己見	429	0
4832	國外貿易	429	0
4833	士農工商	429	0
4834	專心一意	429	0
4835	找不自在	429	0
4836	楚漢戰爭	429	0
4837	樂山地區	429	0
4838	滅門之禍	429	0
4839	狀態參數	429	0
4840	禁止停車	429	0
4841	窮於應付	429	0
4842	見馬克思	429	0
4843	警民衝突	429	0
4844	踏青賞花	429	0
4845	身心交瘁	429	0
4846	道德認識	429	0
4847	金融風波	429	0
4848	釣魚執法	429	0
4849	電磁理論	429	0
4850	高風險區	429	0
4851	魯莽行事	429	0
4852	人窮志短	428	0
4853	偶然之間	428	0
4854	動刀動槍	428	0
4855	參差錯落	428	0
4856	唱空城計	428	0
4857	奏鳴曲式	428	0
4858	山高水遠	428	0
4859	後西遊記	428	0
4860	從有到無	428	0
4861	未能免俗	428	0
4862	東坡肘子	428	0
4863	歸根究底	428	1
4864	獨身生活	428	0
4865	生物測定	428	0
4866	真皮組織	428	0
4867	自有公論	428	0
4868	行蹤不明	428	0
4869	觀察入微	428	0
4870	連中三元	428	0
4871	風化作用	428	0
4872	駐顏有術	428	0
4873	一國之主	427	0
4874	下流社會	427	0
4875	不實之詞	427	0
4876	不戰而退	427	0
4877	分權制衡	427	0
4878	切片檢查	427	0
4879	另有企圖	427	0
4880	名聲遠播	427	0
4881	國際跳棋	427	0
4882	好事之徒	427	0
4883	安慶地區	427	0
4884	悔恨交加	427	0
4885	拉拉隊長	427	0
4886	有核國家	427	0
4887	永浴愛河	427	0
4888	沉積作用	427	0
4889	沼澤地帶	427	0
4890	煎炸食品	427	0
4891	理化因素	427	0
4892	硝化甘油	427	1
4893	輕巧方便	427	0
4894	辭不達意	427	0
4895	養身之道	427	0
4896	骨肉相殘	427	0
4897	古希臘語	426	0
4898	填海造地	426	0
4899	天文單位	426	0
4900	委委屈屈	426	0
4901	威震八方	426	0
4902	後人乘涼	426	0
4903	棉紡織業	426	0
4904	求才若渴	426	0
4905	無機可乘	426	0
4906	珠胎暗結	426	0
4907	社會平等	426	0
4908	縱情聲色	426	0
4909	臨界壓力	426	0
4910	萬世師表	426	0
4911	被動免疫	426	0
4912	連名帶姓	426	0
4913	達魯花赤	426	0
4914	關門捉賊	426	0
4915	靈犀相通	426	0
4916	不得其法	425	0
4917	不支倒地	425	0
4918	人財兩失	425	0
4919	印地安納	425	0
4920	另請高明	425	0
4921	四大石窟	425	0
4922	夾起尾巴	425	0
4923	守土有責	425	0
4924	廣告條幅	425	0
4925	性慾高潮	425	0
4926	愛答不理	425	0
4927	施洗約翰	425	0
4928	明升暗降	425	0
4929	明槍易躲	425	0
4930	案頭工作	425	0
4931	歷久彌堅	425	0
4932	焚琴煮鶴	425	0
4933	用盡心機	425	0
4934	移山填海	425	0
4935	綱舉目張	425	0
4936	訪貧問苦	425	0
4937	賣官鬻爵	425	0
4938	重力異常	425	0
4939	飲彈自盡	425	0
4940	七孔流血	424	0
4941	低等生物	424	0
4942	區區小事	424	0
4943	博學多聞	424	0
4944	品質管制	424	0
4945	因紐特人	424	0
4946	外勤人員	424	0
4947	大塊朵頤	424	0
4948	孰真孰假	424	0
4949	封頂儀式	424	0
4950	年深日久	424	0
4951	恍然醒悟	424	0
4952	懷柔政策	424	0
4953	拜科努爾	424	0
4954	旅行裝備	424	0
4955	有何指教	424	0
4956	棋逢敵手	424	0
4957	死而不僵	424	0
4958	氣象報告	424	0
4959	空中格鬥	424	0
4960	自有主張	424	0
4961	良禽擇木	424	0
4962	資料傳輸	424	0
4963	邊防警察	424	0
4964	鐵板牛肉	424	0
4965	鑿壁偷光	424	0
4966	魔術方塊	424	0
4967	鴉片貿易	424	0
4968	乾淨俐落	423	0
4969	兵家大忌	423	0
4970	分裂組織	423	0
4971	外交使節	423	0
4972	大鳴大放	423	0
4973	安步當車	423	0
4974	宗教法庭	423	0
4975	常規戰爭	423	1
4976	惜墨如金	423	0
4977	放浪不羈	423	0
4978	智能障礙	423	0
4979	棄惡從善	423	0
4980	欲振乏力	423	0
4981	正六邊形	423	0
4982	水滸後傳	423	0
4983	聽信謠言	423	0
4984	臨時代辦	423	0
4985	自由古巴	423	0
4986	陳橋兵變	423	0
4987	食髓知味	423	0
4988	黃色書刊	423	0
4989	龍袍加身	423	0
4990	一元復始	422	0
4991	一窺究竟	422	0
4992	三振出局	422	0
4993	不信任案	422	0
4994	亨利五世	422	0
4995	分文不值	422	0
4996	前世姻緣	422	0
4997	包頭地區	422	0
4998	原子半徑	422	0
4999	家庭主夫	422	0
5000	平等主義	422	0
