literal	freq	pos	family	voice	note
聽證會	1148	n			
月下	1147	n,r			
玫瑰花	1147	n			
靜電	1147	n			
公益性	1146	a,n			
祁	1146	n			
紅星	1146	n			
印製	1145	v			
孰	1145	x			
投行	1145	n			
西方人	1145	n			
冶金	1144	n			
巍峨	1144	a			
狗屎	1144	n			
籌建	1144	v			
將領	1143	n			
璀璨	1143	a			
紅葉	1143	n			
花癡	1143	n			
民辦	1142	a			
稻	1142	n			
開荒	1142	v			
助學	1141	v			
博士後	1141	n			
層出不窮	1141	a,v	idiom		
山地	1141	n			
成績單	1141	n			
早上好	1141	x			
稿費	1141	n			
走紅	1141	v			
雜交	1141	n,v			
一天到晚	1140	r	idiom		
俠客	1140	n			
國學	1140	n			
戰歌	1140	n			
日暮	1140	n			
陳舊	1140	a			
上萬	1139	x			
動力學	1139	n			
宮頸	1139	n			
荊	1139	n			
世界觀	1138	n			
劇照	1138	n			
品德	1138	n			
囑咐	1138	v			
歌壇	1138	n			
看得見	1138	v			
突如其來	1138	a	idiom		
來人	1137	n			
南美	1137	n			
始於	1137	v			
快訊	1137	n			
肩負	1137	v			
評語	1137	n			
主子	1136	n			
斷網	1136	v			
內需	1135	n			
幺	1135	n,x			
座機	1135	n			
涉外	1135	a			
熒光	1135	n			
中長期	1134	a,n			
特殊性	1134	n			
畜牧	1134	n,v			
音色	1134	n			
何不	1133	r,x			
哎喲	1133	x			
天宇	1133	n			
存量	1133	n			
搶走	1133	v			
神廟	1133	n			
藥劑	1133	n			
降級	1133	n,v			
國際標準	1132	n			
自然而然	1132	r	idiom		
課時	1132	n			
質檢	1132	n,v			
別處	1131	n			
應答	1131	n,v			
乒乓	1130	n			
城建	1130	n			
後排	1130	n			
操盤	1130	v			
茶館	1130	n			
金融業	1130	n			
不法	1129	a			
合集	1129	n			
漢人	1129	n			
伊斯蘭	1128	a,n			
加蓋	1128	v			
小三	1128	n			
感傷	1128	a			
海峽	1128	n			
趕往	1128	v			
遺蹟	1128	n			
閩	1128	n			
客流	1127	n			
復牌	1127	v			
彪悍	1126	a			
戰略性	1126	a			
曝	1126	v			
溢價	1126	n			
自然災害	1126	n			
閔	1126	n			
申明	1125	v			
編譯器	1125	n			
豆子	1125	n			
套現	1124	v			
徵文	1124	n,v			
懶人	1124	n			
教研室	1124	n			
燒香	1124	v			
總隊	1124	n			
銀川	1124	n			
偏遠	1123	a			
油菜	1123	n			
營業額	1123	n			
調製	1123	v			
鋪設	1122	v			
麥子	1122	n			
一見鍾情	1121	v	idiom		
四個字	1121	n			
詞庫	1121	n			
集訓	1121	n,v			
交通工具	1120	n			
勳	1120	n			
寫手	1120	n			
淮	1120	n			
熟知	1120	a,v			
生活習慣	1120	n			
阿曼	1120	n			
兩廂	1119	n			
大旗	1119	n			
存入	1119	v			
審定	1119	v			
謹	1119	a,r			
開具	1119	v			
債權人	1118	n			
實務	1118	n			
辦公桌	1118	n			
之列	1117	x			
娛	1117	n,v			
老牛	1117	n			
費力	1117	a,v			
金髮	1117	n			
心眼	1116	n			
盪漾	1116	v			
舊金山	1116	n			
過硬	1116	a			
寄存器	1115	n			
小企業	1115	n			
德行	1115	n			
戰國	1115	n			
文案	1115	n			
昕	1115	n			
象棋	1115	n			
一卡通	1114	n			
丸子	1114	n			
架設	1114	v			
檢察官	1114	n			
自然科學	1114	n			
墨跡	1113	n,v			
如願	1113	v			
幹線	1113	n			
申請書	1113	n			
躋身	1113	v			
配售	1113	n,v			
酒後	1113	n,r			
謹防	1112	v			
宣泄	1111	v			
實事	1111	n			
眼霜	1111	n			
總行	1111	n			
充值卡	1110	n			
慘重	1110	a			
省得	1110	v,x			
遠古	1110	a,n			
電話費	1110	n			
刀具	1108	n			
專業性	1108	a,n			
文采	1108	n			
有意識	1108	a			
毛利率	1108	n			
聊天記錄	1108	n			
葷	1108	a,n			
軍工	1108	n			
一對一	1107	a,n,r			
普洱茶	1107	n			
處女座	1107	n			
調價	1107	n,v			
金銀	1107	n			
風機	1107	n			
增產	1106	v			
秦始皇	1106	n			
殿堂	1105	n			
滑坡	1105	n,v			
這樣一來	1105	r			
九天	1104	n			
亞運會	1104	n			
服藥	1104	v			
突破口	1104	n			
集錦	1104	n			
餐檯	1104	n			
勞動法	1103	n			
大紅	1102	a			
忽忽	1102	a,r			
技術性	1102	a,n			
球衣	1102	n			
穩妥	1102	a			
豐胸	1102	n,v			
李嘉誠	1101	n			
缺貨	1101	a,v			
老者	1101	n			
還貸	1101	v			
交朋友	1100	v			
抗震	1100	a,v			
白糖	1100	n			
紅十字會	1100	n			
胰島素	1100	n			
印發	1099	v			
收支	1099	n			
決定性	1099	a			
舜	1099	n			
大病	1098	n			
征戰	1098	v			
標誌性	1098	a			
簽發	1098	v			
週轉	1098	n,v			
母乳	1097	n			
沿用	1097	v			
淚流滿面	1097	a,v	idiom		
熱播	1097	a,v			
紅火	1097	a			
肇事	1097	v			
山村	1096	n			
物語	1096	n			
百分百	1096	a,r			
綜藝	1096	n			
大家庭	1095	n			
工作流	1095	n			
申辦	1095	v			
畢業論文	1095	n			
小動物	1094	n			
岡	1094	n			
搗	1094	v			
疲軟	1094	a			
瞎子	1093	n			
叫道	1092	v			
史詩	1092	n			
瞧不起	1092	v			
