literal	freq	pos	family	voice	note
另行通知	618	v			公文套語
渾身上下	618	n,r			
生活空間	618	n			
靈魂深處	618	n			
不惜一切	617	a,v			
副董事長	617	n			
春秋戰國	617	n			時代名
滾子軸承	617	n			
生活設施	617	n			
耳鼻咽喉	617	n			
遠程監控	617	n,v			
中秋佳節	616	n			
暢通無阻	616	a	idiom		成語
生活污水	616	n			
天下無雙	615	a	idiom		成語
天線寶寶	615	n			影視專名
生離死別	615	n,v	idiom		成語
疑難雜症	615	n			
長存	615	v			
五四運動	614	n			
勞動能力	614	n			
學習計劃	614	n			
山盟海誓	614	n,v	idiom		成語
文字處理	614	n			
流光溢彩	614	a	idiom		成語
珍珠奶茶	614	n			
生殖器官	614	n			
絕緣材料	614	n			
水力發電	613	n			
稀有金屬	613	n			
簡要介紹	613	n,v			
維吾爾族	613	n			
古墓麗影	612	n			遊戲專名
愛崗敬業	612	a,v			政工固定語
有氧運動	612	n			
落花流水	612	a,n	idiom		成語；殘敗／落敗
運籌帷幄	612	v	idiom		成語
量身定製	612	v			
雲淡風輕	612	a	idiom		成語
全身上下	611	n,r			
和談	611	n,v			
地球科學	611	n			
專家評論	611	n			
平淡無奇	611	a	idiom		成語
故障排除	611	n,v			
木然	611	a			
百家爭鳴	611	n,v	idiom		成語
綠色植物	611	n			
評審委員	611	n			
龍門石窟	611	n			地名文物
中心地帶	610	n			
兵臨城下	610	a,v	idiom		成語
千萬富翁	610	n			
天真無邪	610	a	idiom		成語
始終如一	610	a,r	idiom		成語
專欄作家	610	n			
年紀輕輕	610	a			
心地善良	610	a			
快樂幸福	610	a			
死裏逃生	610	v	idiom		成語
海納百川	610	a,v	idiom		成語
童言無忌	610	a	idiom		成語
細水長流	610	a,r	idiom		成語
觸手可及	610	a	idiom		成語
雨過天晴	610	a,v	idiom		成語
風雲變幻	610	a,n	idiom		成語
驀然回首	610	v			詩詞截；可再審
千姿百態	609	a,n	idiom		成語
危機四伏	609	a	idiom		成語
合成纖維	609	n			
朝氣蓬勃	609	a	idiom		成語
津巴布韋	609	n			國名
蝴蝶效應	609	n			
同母異父	608	a,n			
德克薩斯	608	n			地名
數據通信	608	n			
東西南北	608	n,r			
樂於助人	608	a			
正色	608	a,n,v			正顏／純色／正色道
熱帶植物	608	n			
長生不老	608	a	idiom		成語
隻言片語	608	n	idiom		成語
齊天大聖	608	n			專名
定量分析	607	n			
從頭到腳	607	r			
經濟週期	607	n			
縱橫天下	607	v	idiom		成語式
開懷大笑	607	v			
商業計劃	606	n			
單身貴族	606	n			
完好無損	606	a	idiom		成語
生老病死	606	n	idiom		成語
自行車賽	606	n			
致癌物	606	n			
讓人羨慕	606	a,v			
通信地址	606	n			
電源開關	606	n			
飛蛾撲火	606	v	idiom		成語
全副武裝	605	a,v			
兩岸三地	605	n			
勞動保護	605	n			
和藹可親	605	a	idiom		成語
地老天荒	605	a,r	idiom		成語
失而復得	605	v	idiom		成語
放射治療	605	n			
鳥語花香	605	a,n	idiom		成語
善人	604	n			
智取	604	v			
望子成龍	604	v	idiom		成語
未完待續	604	a,v			套語
沙灘排球	604	n			
知足常樂	604	a	idiom		成語
稍縱即逝	604	a	idiom		成語
莽撞	604	a			
菲尼克斯	604	n			地名／專名
加勒比海	603	n			
天荒地老	603	a,r	idiom		成語
敗露	603	v			
永無止境	603	a	idiom		成語
海枯石爛	603	a,r	idiom		成語
無機化學	603	n			
精密儀器	603	n			
變幻莫測	603	a	idiom		成語
醉酒駕車	603	n,v			
不知疲倦	602	a			
人機界面	602	n			
傷心欲絕	602	a	idiom		成語
執迷不悟	602	a,v	idiom		成語
張牙舞爪	602	a,v	idiom		成語
怦然心動	602	a,v			
提拉米蘇	602	n			食品
極限運動	602	n			
第一人稱	602	n			
風俗習慣	602	n			
乾淨利落	601	a			
五臟六腑	601	n	idiom		成語
交相輝映	601	a,v	idiom		成語
內貿	601	n			
南沙群島	601	n			
叱吒風雲	601	a,v	idiom		成語
君臨天下	601	v	idiom		成語式
報刊雜誌	601	n			
專題報告	601	n			
工業學校	601	n			
排山倒海	601	a,v	idiom		成語
植物保護	601	n			
男婚女嫁	601	n,v			
立於不敗	601	a	idiom		成語截；立於不敗之地
自由職業	601	n			
通信網	601	n			
開天闢地	601	v	idiom		成語
不受歡迎	600	a			
並肩作戰	600	v			
健康檢查	600	n			
如釋重負	600	a	idiom		成語
客座教授	600	n			
氣勢磅礴	600	a	idiom		成語
萬家燈火	600	n	idiom		成語
萬水千山	600	n	idiom		成語
藍顏知己	600	n			
輾轉反側	600	v	idiom		成語
選秀節目	600	n			
一片漆黑	599	a			
先後順序	599	n			
全身而退	599	v	idiom		成語
從現在起	599	r			
玻利維亞	599	n			國名
生動活潑	599	a			
附庸	599	n,v			
三言兩語	598	n,r	idiom		成語
健身運動	598	n			
傳統教育	598	n			
報告文學	598	n			
天高地厚	598	a,n	idiom		成語
將計就計	598	v	idiom		成語
漸入佳境	598	v	idiom		成語
燈火通明	598	a			
精神財富	598	n			
美不勝收	598	a	idiom		成語
與世無爭	598	a	idiom		成語
行政拘留	598	n			
內幕交易	597	n			
啼笑皆非	597	a	idiom		成語
夕陽西下	597	v			
外部鏈接	597	n			
平白	597	a,r			平白無故詞幹／平白
時光倒流	597	n,v			
機緣巧合	597	n			
滿心歡喜	597	a			
素色	597	a,n			
職業素質	597	n			
大獲全勝	596	v	idiom		成語
帽子戲法	596	n			hat-trick 譯
心如止水	596	a	idiom		成語
更勝一籌	596	a	idiom		成語
榮華富貴	596	n	idiom		成語
波西米亞	596	a,n			風格／地名
絢麗多彩	596	a			
跨海大橋	596	n			
世界地圖	595	n			
中秋月餅	595	n			
五大連池	595	n			地名
光譜分析	595	n			
坐骨神經	595	n			
基礎科學	595	n			
大呼小叫	595	v	idiom		成語
大放異彩	595	v	idiom		成語
從無到有	595	r,v			
揚眉吐氣	595	v	idiom		成語
朝九晚五	595	n,r			
洞房花燭	595	n	idiom		成語
猝不及防	595	a,r	idiom		成語
琴棋書畫	595	n			
生意興隆	595	a			
花草樹木	595	n			
視神經	595	n			
雪中送炭	595	v	idiom		成語
須臾	595	n,r			片刻
魂飛魄散	595	a,v	idiom		成語
一塵不染	594	a	idiom		成語
人生在世	594	r,v			
全校師生	594	n			
四大名著	594	n			
崗位培訓	594	n			
得過且過	594	v	idiom		成語
從容不迫	594	a	idiom		成語
循規蹈矩	594	a,v	idiom		成語
意亂情迷	594	a			
拔地而起	594	v			
洗髮露	594	n			
爭分奪秒	594	v	idiom		成語
生物學家	594	n			
草本植物	594	n			
課外活動	594	n			
質量檢查	594	n			
鬼使神差	594	a,r,v	idiom		成語
黯然失色	594	a,v	idiom		成語
七情六慾	593	n	idiom		成語
五官端正	593	a			
初出茅廬	593	a,v	idiom		成語
力挽狂瀾	593	v	idiom		成語
大驚失色	593	a,v	idiom		成語
情竇初開	593	a,v	idiom		成語
打起精神	593	v			
有生以來	593	r			
泡沫塑料	593	n			
潸然淚下	593	v	idiom		成語
熱氣騰騰	593	a			
白頭偕老	593	v	idiom		成語
繁榮昌盛	593	a	idiom		成語
腰痠背痛	593	a,n			
茶室	593	n			
血肉模糊	593	a			
賴牀	593	v			粵／口語
返璞歸真	593	v	idiom		成語
井然有序	592	a	idiom		成語
人流手術	592	n			
墨西哥城	592	n			地名
家庭作業	592	n			
心神不寧	592	a			
成群結隊	592	v	idiom		成語
搶險救災	592	v			
