literal	freq	pos	family	voice	note
辦妥	706	v			
古往今來	705	n,r	idiom		
良莠不齊	705	a	idiom		
量力而行	705	v	idiom		
不失時機	704	v	idiom		
公共事務	704	n			
政治權利	704	n			
敬而遠之	704	v	idiom		
軍事訓練	704	n			
一聲不吭	703	v	idiom		
發明創造	703	n,v			
不思進取	702	a,v			
抽油煙機	702	n			
晦	702	a,n			
一蹴而就	701	v	idiom		
修身養性	701	v	idiom		
八國聯軍	701	n			
天方夜譚	701	n	idiom		
望塵莫及	701	v	idiom		
標新立異	701	v	idiom		
當家作主	701	v	idiom		
衣食無憂	700	a	idiom		
新生事物	699	n			
痛哭流涕	699	v	idiom		
替罪羊	698	n			
空穴來風	697	n,v	idiom		
不可估量	696	a	idiom		
帶薪休假	696	n,v			
從小到大	696	r			
不得好死	695	v	idiom		
不用客氣	695	x			
國計民生	695	n			
手足口病	695	n			
日常用品	695	n			
消費習慣	695	n			
特異功能	695	n			
科學精神	695	n			
缺一不可	695	a,v	idiom		
信用等級	693	n			
科特迪瓦	692	n			
遍地開花	692	v	idiom		
後悔莫及	691	a,v	idiom		
碌碌	691	a,r			
總體目標	691	n			
不客氣	690	x			
另當別論	690	v	idiom		
崇洋媚外	690	a,v	idiom		
貪污受賄	690	n,v			
亟待解決	689	a,v			
程控	689	a,n			
大刀闊斧	688	a,r	idiom		
常事	688	n			
忍辱負重	687	v	idiom		
超級大國	687	n			
大言不慚	686	a,v	idiom		
一言難盡	684	a,v	idiom		
成百上千	684	n,r			
圖形界面	683	n			
人文社科	681	n			
以身相許	681	v	idiom		
比較價格	679	n			
毛絨玩具	679	n			
接觸不良	677	a,n			
文具用品	677	n			
神經末梢	677	n			
勞逸結合	675	v	idiom		
亞克力	674	n			
不定期	672	a,r			
丟人現眼	672	v	idiom		
烏蘭察布	672	n			
下決心	671	v			
暗箱操作	670	n,v			
比較分析	669	n,v			
舞文弄墨	669	v	idiom		
學前教育	668	n			
再生能源	667	n			
新聞週刊	667	n			
國內生產	666	u			國內生產總值殘片
自我評價	665	n,v			
面對現實	665	v			
中國醫藥	664	n			
誤人子弟	664	v	idiom		
禽獸不如	663	a	idiom		
精神分裂	663	n			
與生俱來	663	a,v	idiom		
耐火材料	662	n			
腰椎間盤	662	n			
長此以往	660	r	idiom		
電話會議	660	n			
雜糧	659	n			
古典文學	658	n			
特殊教育	658	n			
主治醫師	656	n			
太陽能電池	656	n			
洪都拉斯	656	n			
拉皮	655	n,v			
