literal	freq	pos	family	voice	note
軍委	862	n			
俗人	860	n			
遊刃有餘	860	a	idiom		
高分辨率	860	a,n			
全力支持	859	n,v			
馬爾代夫	859	n			
切實可行	858	a	idiom		
市場準入	858	n			
事半功倍	856	a,v	idiom		
人民警察	856	n			
國際關係	855	n			
近在咫尺	855	a	idiom		
夜深人靜	854	a,n	idiom		
放療	854	n,v			
二流	853	a,n			
市場機制	853	n			
撲面而來	851	v	idiom		
至愛	851	a,n			
軟件企業	851	n			
傷痕累累	850	a	idiom		
化學成分	850	n			
錦上添花	850	v	idiom		
匯市	849	n			
心滿意足	849	a	idiom		
青黴素	849	n			
世界大戰	848	n			
墊底	848	n,v			
特例	847	n			
統一戰線	847	n			
網絡管理	847	n			
函授	846	n,v			
生活態度	846	n			
基本建設	845	n			
社會秩序	845	n			
阿拉斯加	845	n			
噩耗	844	n			
推拿	844	n,v			
喜人	843	a			
生產方式	843	n			
避險	843	n,v			
長期投資	842	n			
密不可分	841	a	idiom		
網誌	841	n			
航天飛機	841	n			
億萬富翁	839	n			
水運	839	n			
年邁	838	a			
組織領導	837	n,v			
總工程師	837	n			
面目全非	837	a	idiom		
保加利亞	835	n			
撕心裂肺	835	a	idiom		
緊鑼密鼓	835	a,r	idiom		
勢在必行	833	a	idiom		
娛樂節目	833	n			
民調	833	n			
絕對優勢	832	n			
絡繹不絕	832	a,v	idiom		
網絡應用	832	n			
斯里蘭卡	831	n			
公共關係	830	n			
前提條件	830	n			
薄弱環節	830	n			
不過如此	829	a,r			
如願以償	829	v	idiom		
行政區劃	829	n			
天馬行空	828	a	idiom		
煙消雲散	828	v	idiom		
塞爾維亞	827	n			
更新換代	827	n,v			
小道消息	826	n			
響應時間	826	n			
平緩	825	a			
敬業精神	825	n			
物理學家	825	n			
穿越時空	825	n,v			
橫空出世	824	v	idiom		
意味深長	823	a	idiom		
意猶未盡	823	a	idiom		
大張旗鼓	822	a,r	idiom		
承租	822	v			
延後	821	n,v			
悄無聲息	821	a,r	idiom		
電子信箱	820	n			
參差不齊	819	a	idiom		
增肥	819	v			
大江南北	819	n,r			
法律效力	819	n			
一絲不苟	818	a	idiom		
公共設施	818	n			
更衣	818	v			
空戰	818	n			
廠家直銷	817	n,v			
鄙夷	817	n,v			
忍者神龜	816	n			
無濟於事	816	a,v	idiom		
絞盡腦汁	816	v	idiom		
毋庸置疑	815	a,r	idiom		
獨樹一幟	815	a,v	idiom		
視頻聊天	815	n,v			
預習	815	n,v			
鮮有	815	a,r			
大出血	814	n,v			
大勢所趨	814	n	idiom		
大可不必	814	a,r			
按部就班	814	a,v	idiom		
無私奉獻	814	n,v			
結業	814	n,v			
一言不發	813	v	idiom		
學位論文	813	n			
對衝基金	813	n			
補足	812	v			
古今中外	811	n,r			
坦蕩	811	a			
漫無目的	810	a			
刑事拘留	809	n,v			
毛細血管	809	n			
晶瑩剔透	808	a	idiom		
物質生活	808	n			
睡懶覺	808	v			
吵吵	807	a,v			
執行董事	807	n			
技術指導	806	n,v			
後期製作	805	n			
癟	805	a			
社會工作	805	n			
開拓創新	805	n,v			
不堪一擊	804	a	idiom		
居住環境	804	n			
曇花一現	804	a,v	idiom		
炙手可熱	804	a	idiom		
五星紅旗	803	n			
消腫	803	n,v			
社區建設	803	n			
耶路撒冷	803	n			
金屬材料	803	n			
助學貸款	802	n			
不能自拔	801	a,v			
勞斯萊斯	801	n			
如何是好	801	x			
酸楚	801	a,n			
高層建築	801	n			
一家大細	800	n			
一聲令下	800	n,r			
不妥	800	a			
人仔細細	800	a,r			
傻女	800	n			
內戰	800	n			
出謀劃策	800	v	idiom		
出雙入對	800	a,v	idiom		
半夜三更	800	n,r	idiom		
哀	800	a,n,v			
坦率	800	a			
大粒	800	a,n			
常常	800	r			
強求	800	v			
性交	800	n,v			
拒	800	v			
放走	800	v			
束手無策	800	a	idiom		
樂意	800	a,v			
無異	800	a			
無緣	800	a,v			
獨一無二	800	a	idiom		
當真	800	r,v			
瘦削	800	a			
相聚	800	n,v			
眼仔碌碌	800	a			
福音	800	n			
稍微	800	r			
端正	800	a,v			
簡潔	800	a			
糟糕	800	a			
自作多情	800	a,v	idiom		
舊日	800	n			
見怪不怪	800	a,v	idiom		
謙虛	800	a			
過分	800	a,r			
過於	800	r			
陸續	800	r			
零星	800	a			
靜默	800	a,n,v			
首要	800	a			
高聲	800	a,r			
高調	800	a,n			
不一會	799	r			
偏頗	799	a			
大行其道	799	v	idiom		
獨立思考	799	n,v			
連帶責任	799	n			
功不可沒	798	a	idiom		
國際慣例	798	n			
流行病學	798	n			
百事可樂	798	n			
風情萬種	798	a	idiom		
人格魅力	797	n			
屢見不鮮	797	a	idiom		
歸根結底	797	r	idiom		
目標管理	797	n			
反派	796	n			
大相徑庭	796	a	idiom		
冠冕堂皇	795	a	idiom		
謙遜	795	a			
勞保	794	n			
屈指可數	794	a	idiom		
欲哭無淚	794	a	idiom		
藍天白雲	794	n			
不一會兒	793	r			
匪徒	793	n			
南斯拉夫	793	n			
嚴酷	793	a			
雨後春筍	793	n,v	idiom		
散漫	791	a			
水到渠成	791	a,v	idiom		
特立獨行	791	a	idiom		
經濟特區	791	n			
人工流產	790	n,v			
卸任	790	v			
若有所思	790	a	idiom		
房產中介	789	n			
手足無措	789	a	idiom		
天人合一	788	n	idiom		
生物鐘	788	n			
雞皮疙瘩	788	n			
肅穆	786	a			
五角大樓	785	n			
小寫	785	n,v			
生物化學	785	n			
相對而言	785	r			
老練	785	a			
中國文學	784	n			
問心無愧	784	a	idiom		
杜撰	784	v			
管理功能	784	n			
蕩然無存	784	a,v	idiom		
電磁輻射	784	n			
合規	783	a,n			
小民	783	n			
心有靈犀	783	a,n	idiom		
稽核	783	n,v			
主題公園	782	n			
不同尋常	781	a			
僅此而已	781	r			
大專院校	781	n			
文藝演出	781	n			
欲罷不能	781	a,v			
發生關係	781	v			
社會活動	781	n			
拒收	780	v			
瞭如指掌	780	a,v	idiom		
刑事訴訟	779	n			
女主人公	779	n			
開發環境	779	n			
信心十足	778	a			
大千世界	778	n			
大汗淋漓	778	a	idiom		
攀爬	778	n,v			
白俄羅斯	778	n			
風平浪靜	778	a	idiom		
必然性	777	n			
悲歡離合	777	n	idiom		
認識自己	777	v			
貧寒	777	a			
夢中情人	776	n			
大打出手	776	v			
大腸桿菌	776	n			
五彩繽紛	775	a	idiom		
國際象棋	775	n			
史前	774	a,n			
民族英雄	774	n			
生態農業	774	n			
太平天國	773	n			
無瑕	773	a			
身臨其境	773	a,v	idiom		
安居樂業	772	v	idiom		
工作小組	772	n			
煥然一新	772	a	idiom		
相濡以沫	772	v	idiom		
科學管理	772	n			
缺位	772	n,v			
茶餘飯後	772	n,r	idiom		
