literal	freq	pos	family	voice	note
兩岸關係	981	n			
上線	978	n,v			
不定	978	a,r			
不算	978	v			
世俗	978	a,n			
估唔到	978	a,v			
先進	978	a			
入獄	978	v			
地庫	978	n			
多久	978	r,x			
夾緊	978	v			
彩色	978	a,n			
徐徐	978	r			
拳打腳踢	978	v	idiom		
按捺不住	978	a,v	idiom		
有數	978	a,v			
沒什麼	978	a,x			
火上加油	978	v	idiom		
爽朗	978	a			
生疏	978	a			
空無一人	978	a			
第六感	978	n			
罕見	978	a			
言論自由	978	n			
輕舉妄動	978	v	idiom		
五花八門	976	a	idiom		
緩衝區	976	n			
投資銀行	973	n			
尼日利亞	969	n			
各不相同	968	a			
立交橋	968	n			
青藏高原	968	n			
上古	967	n			
公共交通	965	n			
羅馬尼亞	964	n			
一動不動	963	a,r			
獨創	963	a,n,v			
健康教育	960	n			
委內瑞拉	960	n			
甜言蜜語	960	n	idiom		
中央空調	958	n			
中心區	958	n			
室內設計	957	n			
郵政編碼	956	n			
資料庫	954	n			
有機結合	952	n,v			
中產階級	950	n			
身心健康	950	n			
了結	949	v			
大街小巷	949	n	idiom		
空蕩蕩	948	a			
淺薄	947	a			
長生	947	n,v			
守法	946	a,v			
一片空白	944	a,n			
前瞻	944	a,n,v			
快捷方式	944	n			
政府機關	944	n			
生化危機	944	n			
三國演義	940	n			
上班時間	940	n			
星際爭霸	939	n			
網絡環境	939	n			
經濟基礎	938	n			
綜合利用	933	n,v			
諾貝爾獎	932	n			
精神文明	929	n			
舒心	928	a			
開賽	928	n,v			
信息管理	927	n			
馬拉多納	926	n			
不言而喻	925	a	idiom		
凋零	924	a,v			
特種部隊	924	n			
域名註冊	923	n			
民事訴訟	923	n			
發胖	923	v			
別有用心	921	a	idiom		
財務報表	917	n			
新式	916	a			
淺淺	914	a,r			
大打折扣	913	v			
