batch	literal	pos	family	voice	note	trust	verdict	fix_pos	audit_note
u-inlex-nf3	神龍汽車	n			品牌專名;u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	科學普及	n,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	稀土金屬	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	窮追不捨	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	筆直	a,r			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	粗心大意	a			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	約束條件	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	絕代佳人	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	網絡語言	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	縱橫捭闔	a,v	idiom		成語；縱橫捭闔;u-inlex-nf3;review;agent-label	high	SOFT		主 v／權謀義；a 定語薄可留閘
u-inlex-nf3	羣雄逐鹿	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	臨牀實驗	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	自取其辱	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	自我檢討	n,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	自掏腰包	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	苦中作樂	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	行萬里路	v			讀萬卷書行萬里路;u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	表裏不一	a	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	表露無遺	a,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	誓不罷休	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	費盡心機	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	迷惑不解	a,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	週末愉快	a,x			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	逼上梁山	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	遊戲人間	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	道德品質	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	醫學檢驗	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	金玉良言	n	idiom		成語；金玉良言;u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	金童玉女	n	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	鐵石心腸	a,n	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	長足進步	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	開發週期	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	隨大流	v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	隨時歡迎	a,v			u-inlex-nf3;review;agent-label	high	BAD	v	a 假陽；歡迎為動核，不受程度副修飾；套語亦偏 v
u-inlex-nf3	音容笑貌	n	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	首開紀錄	v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	高清晰度	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	魚死網破	a,v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	魚與熊掌	n	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	麥田怪圈	n			u-inlex-nf3;review;agent-label	high	OK		
