batch	literal	pos	family	voice	note	trust	verdict	fix_pos	audit_note
u-inlex-nf5	能幹	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	芙蓉出水	a	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	荒淫無恥	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	菲力牛排	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	萬死一生	a,n	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	西部	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	見風是雨	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	貓鼠遊戲	n	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	賣身投靠	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	輕機關槍	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	退燒	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	遇害	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	避坑落井	v	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	金碧輝煌	a	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	銅管樂器	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	鋤強扶弱	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	防風固沙	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	陰鬱	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	陳橋兵變	n			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	雄心壯志	n	idiom		u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	風吹草動	n	idiom		成語；風吹草動;u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	養家活口	v			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	驚愕	a			u-inlex-nf5;review;agent-label	high	OK		
u-inlex-nf5	鰥寡孤獨	n	idiom		u-inlex-nf5;review;agent-label	high	OK		
