batch	literal	pos	family	voice	note	trust	verdict	fix_pos	audit_note
u-inlex-nf2k	建國	n,v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	復讀	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	忍笑	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	惠	a,n,v			u-inlex-nf2k;review;agent-label	high	SOFT		三標略寬；a 薄，n/v 較穩
u-inlex-nf2k	慨嘆	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	應邀	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	戰況	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	扭轉	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	批示	n,v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	掏錢	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	提綱	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	搞清楚	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	搭檔	n,v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	收發	n,v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	斷電	n,v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	方便麪	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	方向盤	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	春運	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	智能	a,n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	期末	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	核武器	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	歉	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	殘廁	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	毆	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	民歌	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	汕頭	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	淆底	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	減排	n,v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	無意中	r			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	熟識	a,v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	燈會	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	特定	a			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	玉玲瓏	a,n			u-inlex-nf2k;review;agent-label	high	SOFT		主名／雅稱；a 文言薄
u-inlex-nf2k	用量	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	疑似	a,v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	督導	n,v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	稱得上	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	端午節	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	笑死	a,v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	第一名	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	級數	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	編製	n,v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	緬甸	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	繽紛	a			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	翻番	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	胸肌	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	艱鉅	a			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	葵涌	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	裝飯	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	見步行步	v	idiom		u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	見點	v			u-inlex-nf2k;review;agent-label	high	BAD	r	粵「差點／快要」副；非動
u-inlex-nf2k	貫穿	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	貼上	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	迅猛	a			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	連同	x			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	開路	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	閥門	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	雨天	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	震蛋	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	順德	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	頒佈	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	頸巾	n			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	飲得	v			u-inlex-nf2k;review;agent-label	high	BAD	u	V+得能性殘片；非獨立詞位
u-inlex-nf2k	餓死	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2k	驚覺	v			u-inlex-nf2k;review;agent-label	high	OK		
u-inlex-nf2b	一無所獲	v	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	一言難盡	a,v	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	不絕於耳	a,v	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	中心地帶	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	乖巧	a			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	乜料	n,x			u-inlex-nf2b;review;agent-label	high	BAD	n	x 假陽；主用名詞（搞乜料／乜料嚟）；疑問口語非助詞
u-inlex-nf2b	人格魅力	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	保時捷	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	信用等級	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	傷心欲絕	a	idiom		成語;u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	光譜分析	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	兒子	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	內需	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	全日制	a,n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	兩敗俱傷	a,v	idiom		成語;u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	公投	n,v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	凡事	n,r			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	出氣	v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	分道揚鑣	v	idiom		成語;u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	勞斯萊斯	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	包庇	v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	十二生肖	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	半夜三更	n,r	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	只求	v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	合規	a,n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	吵吵	a,v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	哈根達斯	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	單身貴族	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	四大名著	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	國家公園	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	增產	v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	天真無邪	a	idiom		成語;u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	好事	a,n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	孤	a,n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	孤陋寡聞	a	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	宣傳教育	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	將要	r			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	小三	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	小企業	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	工業設計	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	年邁	a			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	往昔	n,r			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	後宮	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	從小到大	r			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	復牌	v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	心有靈犀	a,n	idiom		u-inlex-nf2b;review;agent-label	high	SOFT		a 主；n 弱（心有靈犀一點通偏 stative）
u-inlex-nf2b	恐怖襲擊	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	恐襲	n,v			u-inlex-nf2b;review;agent-label	high	SOFT		n 主；v 新聞略語薄（恐襲巴黎）
u-inlex-nf2b	想方設法	v	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	意味深長	a	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	感恩	a,v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	慈善事業	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	懶人	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	援手	n,v			u-inlex-nf2b;review;agent-label	high	BAD	n	v 假陽；主用名詞（伸出援手／予以援手）；動作用援助
u-inlex-nf2b	搶走	v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	明確	a,v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	朝氣蓬勃	a	idiom		成語;u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	未完待續	a,v			套語;u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	欲哭無淚	a	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	比較分析	n,v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	污垢	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	海峽兩岸	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	火熱	a			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	燈具	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	物質生活	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	獨資	a,n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	由來已久	a,r	idiom		u-inlex-nf2b;review;agent-label	high	BAD	a	r 假陽；成語偏 predicative stative a（問題由來已久）；非情狀副
u-inlex-nf2b	登入	n,v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	發揚光大	v	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	碌碌	a,r			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	稻	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	精神財富	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	精裝	a,n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	紅十字會	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	網絡環境	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	缺一不可	a,v	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	股市	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	自嘲	n,v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	自選	a,v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	舞文弄墨	v	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	萬家燈火	n	idiom		成語;u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	衰女	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	褐色	a,n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	觸目驚心	a	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	診療	n,v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	講理	v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	資料庫	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	趷	v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	身心健康	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	身臨其境	a,v	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	輸液	n,v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	逢年過節	r	idiom		u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	過分	a,r			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	過於	r			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	鋪設	v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	集訓	n,v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	雜交	n,v			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	雞皮疙瘩	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	響應時間	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf2b	鼓樓	n			u-inlex-nf2b;review;agent-label	high	OK		
u-inlex-nf3	一刀兩斷	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	一年到頭	r	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	一式兩份	n,r			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	亂成一團	a,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	交感神經	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	倒背如流	a,v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	全心投入	v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	前塵往事	n	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	動人心魄	a	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	勞動條件	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	參考消息	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	反式脂肪	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	口無遮攔	a	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	司法制度	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	呲牙咧嘴	a,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	喜極而泣	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	國際音標	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	地震預報	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	坐井觀天	v	idiom		成語；坐井觀天;u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	堂吉訶德	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	大腹便便	a	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	天寒地凍	a	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	天賜良緣	n	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	太僕寺旗	n			地名／旗;u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	太陽電池	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	子宮頸癌	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	孤家寡人	n	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	守恆定律	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	尋歡作樂	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	山崩地裂	a,v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	平白無故	a,r	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	心肝寶貝	n	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	心胸狹窄	a			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	忌日	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	愛理不理	a,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	戰國時代	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	戰無不勝	a,v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	打草	v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	把酒言歡	v	idiom		成語；把酒言歡;u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	招人喜歡	a,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	捷報頻傳	a,v			u-inlex-nf3;review;agent-label	high	SOFT		主謂事件偏 v；a 定語薄可留閘
u-inlex-nf3	捷足先登	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	探明儲量	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	昏迷不醒	a,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	樂極生悲	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	模擬信號	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	止跌回升	v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	殘缺不全	a	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	氣勢如虹	a	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	氣象預報	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	玉樹臨風	a	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	環氧乙烷	n			化學名;u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	生產工具	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	皰疹病毒	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	矢口否認	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	知恩圖報	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	知趣	a,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	社會青年	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	神經錯亂	a,n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	神通廣大	a	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	神龍汽車	n			品牌專名;u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	科學普及	n,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	稀土金屬	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	窮追不捨	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	筆直	a,r			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	粗心大意	a			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	約束條件	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	絕代佳人	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	網絡語言	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	縱橫捭闔	a,v	idiom		成語；縱橫捭闔;u-inlex-nf3;review;agent-label	high	SOFT		主 v／權謀義；a 定語薄可留閘
u-inlex-nf3	羣雄逐鹿	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	臨牀實驗	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	自取其辱	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	自我檢討	n,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	自掏腰包	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	苦中作樂	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	行萬里路	v			讀萬卷書行萬里路;u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	表裏不一	a	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	表露無遺	a,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	誓不罷休	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	費盡心機	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	迷惑不解	a,v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	週末愉快	a,x			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	逼上梁山	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	遊戲人間	v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	道德品質	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	醫學檢驗	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	金玉良言	n	idiom		成語；金玉良言;u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	金童玉女	n	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	鐵石心腸	a,n	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	長足進步	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	開發週期	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	隨大流	v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	隨時歡迎	a,v			u-inlex-nf3;review;agent-label	high	BAD	v	a 假陽；歡迎為動核，不受程度副修飾；套語亦偏 v
u-inlex-nf3	音容笑貌	n	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	首開紀錄	v			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	高清晰度	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	魚死網破	a,v	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	魚與熊掌	n	idiom		u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf3	麥田怪圈	n			u-inlex-nf3;review;agent-label	high	OK		
u-inlex-nf4	一親芳澤	v	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	七言絕句	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	不予置評	v			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	乘龍快婿	n	idiom		成語；乘龍快婿;u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	人心叵測	a	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	人心難測	a			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	俯首稱臣	v	idiom		u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	停薪留職	n,v			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	兄弟鬩牆	v	idiom		成語；兄弟鬩牆;u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	公共道德	n			u-inlex-nf4;review;agent-label	high	OK		
u-inlex-nf4	公私分明	a			u-inlex-nf4;review;agent-label	high	OK		
