rank	head	essay_frequency	direct_syn_tails
1626	傳輸設備	553	0
1627	商業發票	553	0
1628	噪聲污染	553	0
1629	教育局長	553	0
1630	科學普及	553	0
1631	臨危受命	553	0
1632	調虎離山	553	0
1633	跌打損傷	553	0
1634	迴光返照	553	0
1635	逃離現場	553	0
1636	連根拔起	553	0
1637	不能自已	552	0
1638	中庸之道	552	0
1639	乏善可陳	552	0
1640	克林黴素	552	0
1641	包皮環切	552	0
1642	反面教材	552	0
1643	叮叮噹噹	552	0
1644	同父異母	552	0
1645	國家機構	552	0
1646	嬉笑怒罵	552	0
1647	存在主義	552	0
1648	完美無瑕	552	0
1649	對簿公堂	552	0
1650	左擁右抱	552	0
1651	濛濛細雨	552	0
1652	白駒過隙	552	0
1653	百看不厭	552	1
1654	社會存在	552	1
1655	神來之筆	552	0
1656	素面朝天	552	0
1657	西班牙文	552	0
1658	軍事學院	552	0
1659	陽春白雪	552	0
1660	雙目失明	552	0
1661	龍鳳呈祥	552	0
1662	一腔熱血	551	0
1663	不成比例	551	0
1664	冷血動物	551	1
1665	凹凸有致	551	0
1666	北戴河區	551	0
1667	四書五經	551	0
1668	地下錢莊	551	0
1669	專職人員	551	0
1670	展翅高飛	551	0
1671	正是如此	551	0
1672	治病救人	551	0
1673	添油加醋	551	1
1674	產前檢查	551	0
1675	產科醫生	551	0
1676	登堂入室	551	1
1677	發財致富	551	0
1678	真假難辨	551	0
1679	碳酸氫鈉	551	0
1680	立法機關	551	0
1681	置身其中	551	0
1682	能歌善舞	551	0
1683	自取其辱	551	0
1684	衣衫襤褸	551	0
1685	視頻節目	551	0
1686	請君入甕	551	0
1687	鮮血淋漓	551	0
1688	三農問題	550	0
1689	不惜犧牲	550	0
1690	出庭作證	550	0
1691	同牀共枕	550	0
1692	君子之交	550	0
1693	喧賓奪主	550	1
1694	塞翁失馬	550	0
1695	情意綿綿	550	0
1696	打草驚蛇	550	0
1697	暗渡陳倉	550	0
1698	男才女貌	550	0
1699	看不過去	550	0
1700	碎片整理	550	0
1701	老少皆宜	550	0
1702	要死要活	550	0
1703	遊行示威	550	0
1704	雄性激素	550	0
1705	音頻設備	550	0
1706	一直往前	549	0
1707	三國時代	549	0
1708	不讓鬚眉	549	0
1709	交通意外	549	0
1710	小兒麻痹	549	0
1711	應用物理	549	0
1712	拉米夫定	549	0
1713	文藝活動	549	0
1714	新來乍到	549	0
1715	春華秋實	549	0
1716	有關各方	549	0
1717	液壓傳動	549	0
1718	無休無止	549	0
1719	登門拜訪	549	0
1720	睡眼惺忪	549	0
1721	等一會兒	549	0
1722	蘇州地區	549	0
1723	資訊科技	549	0
1724	金髮碧眼	549	0
1725	魚與熊掌	549	0
1726	黃道吉日	549	1
1727	黑白電視	549	0
1728	一般貿易	548	0
1729	不可限量	548	0
1730	任人宰割	548	0
1731	危重病人	548	0
1732	可喜可賀	548	0
1733	基本單位	548	0
1734	大雅之堂	548	0
1735	太陽輻射	548	0
1736	專線電話	548	0
1737	尊老愛幼	548	1
1738	屢試不爽	548	0
1739	左右搖擺	548	0
1740	席地而坐	548	0
1741	張燈結綵	548	0
1742	拼圖遊戲	548	0
1743	核反應堆	548	1
1744	武裝警察	548	0
1745	河東獅吼	548	0
1746	浪子回頭	548	0
1747	燃氣輪機	548	1
1748	生產勞動	548	0
1749	百聽不厭	548	1
1750	空手而歸	548	0
1751	自動恢復	548	0
1752	蓋世英雄	548	0
1753	虛度光陰	548	0
1754	轟動效應	548	0
1755	鹹魚翻身	548	0
1756	麥田怪圈	548	0
1757	一式兩份	547	0
1758	三民主義	547	1
1759	傳播媒介	547	0
1760	分析處理	547	0
1761	守恆定律	547	0
1762	懷恨在心	547	0
1763	披頭散髮	547	0
1764	毫無用處	547	0
1765	活學活用	547	0
1766	男左女右	547	0
1767	監管體制	547	0
1768	眼淚汪汪	547	0
1769	秋水伊人	547	0
1770	網絡語言	547	0
1771	臨牀特徵	547	0
1772	負有責任	547	0
1773	載入史冊	547	0
1774	一夫多妻	546	0
1775	互不相讓	546	0
1776	催化裂化	546	0
1777	全心投入	546	0
1778	刻苦鑽研	546	0
1779	口齒伶俐	546	0
1780	夜不歸宿	546	0
1781	志趣相投	546	0
1782	歷久彌新	546	0
1783	深受感動	546	0
1784	潤腸通便	546	0
1785	無牽無掛	546	0
1786	熱帶地區	546	0
1787	生物材料	546	0
1788	細嚼慢嚥	546	0
1789	行使職權	546	0
1790	財政年度	546	1
1791	連滾帶爬	546	0
1792	開放政策	546	0
1793	俗不可耐	545	0
1794	偷天換日	545	1
1795	充分就業	545	0
1796	共同基金	545	0
1797	化學變化	545	1
1798	孤魂野鬼	545	0
1799	情真意切	545	0
1800	收復失地	545	0
1801	春花秋月	545	0
1802	有軌電車	545	0
1803	海軍基地	545	0
1804	現代五項	545	0
1805	結婚證書	545	0
1806	自卑心理	545	0
1807	萬萬不可	545	0
1808	葬身之地	545	0
1809	越王勾踐	545	0
1810	造福人類	545	0
1811	遊戲人間	545	0
1812	隻字不提	545	0
1813	電機工程	545	0
1814	鼓舞人心	545	0
1815	來者不善	544	0
1816	出師不利	544	0
1817	卑鄙無恥	544	0
1818	危機重重	544	0
1819	地震預報	544	0
1820	孩提時代	544	0
1821	小麥胚芽	544	0
1822	市民社會	544	0
1823	心無旁騖	544	0
1824	心胸狹窄	544	0
1825	才貌雙全	544	0
1826	有色眼鏡	544	0
1827	有限元法	544	0
1828	欺人太甚	544	1
1829	民族舞蹈	544	0
1830	氣勢如虹	544	0
1831	物極必反	544	0
1832	盤古開天	544	0
1833	第二職業	544	0
1834	節節敗退	544	0
1835	約束條件	544	0
1836	能源危機	544	0
1837	自學成才	544	0
1838	自行決定	544	0
1839	著名人物	544	0
1840	超級鏈接	544	0
1841	達斡爾族	544	0
1842	重新做人	544	0
1843	阿布哈茲	544	0
1844	雅俗共賞	544	1
1845	雙重標準	544	0
1846	面目猙獰	544	0
1847	魑魅魍魎	544	0
1848	一潭死水	543	1
1849	丹霞地貌	543	0
1850	以訛傳訛	543	1
1851	反導系統	543	0
1852	各有所長	543	1
1853	國家機器	543	0
1854	大雪紛飛	543	1
1855	天然纖維	543	0
1856	奇花異草	543	1
1857	抗壞血酸	543	0
1858	毫無價值	543	0
1859	理性認識	543	1
1860	空中飛人	543	0
1861	聯合政府	543	1
1862	肌肉發達	543	0
1863	至始至終	543	0
1864	裝神弄鬼	543	0
1865	親屬關係	543	0
1866	開國元勳	543	0
1867	一葉扁舟	542	0
1868	不同以往	542	0
1869	傷亡慘重	542	0
1870	利國利民	542	1
1871	國事訪問	542	0
1872	屢戰屢敗	542	0
1873	山崩地裂	542	0
1874	持槍搶劫	542	0
1875	歷史遺跡	542	0
1876	父母雙亡	542	0
1877	生財之道	542	0
1878	繁星點點	542	0
1879	軍備競賽	542	0
1880	長驅直入	542	0
1881	隔熱材料	542	0
1882	飛鴿傳書	542	0
1883	香消玉殞	542	0
1884	一般規定	541	0
1885	三妻四妾	541	0
1886	不分晝夜	541	0
1887	不言自明	541	0
1888	人面桃花	541	0
1889	冰雪聰明	541	0
1890	外生殖器	541	0
1891	大禹治水	541	0
1892	妙齡少女	541	0
1893	寧缺毋濫	541	0
1894	年老體弱	541	0
1895	恩愛夫妻	541	0
1896	搶購一空	541	0
1897	普賢菩薩	541	0
1898	有備無患	541	0
1899	氫氧化鋁	541	0
1900	皮下注射	541	0
1901	禍國殃民	541	1
1902	肌肉組織	541	0
1903	胎死腹中	541	0
1904	自然選擇	541	0
1905	自甘墮落	541	0
1906	自由意志	541	0
1907	良家婦女	541	0
1908	解放運動	541	0
1909	觸摸屏幕	541	0
1910	農業社會	541	0
1911	過渡金屬	541	0
1912	重整旗鼓	541	0
1913	飛檐走壁	541	0
1914	五代十國	540	0
1915	人工受孕	540	0
1916	人魚小姐	540	0
1917	優化組合	540	0
1918	友好訪問	540	0
1919	大幹一場	540	0
1920	寧波地區	540	0
1921	對酒當歌	540	0
1922	工業時代	540	0
1923	授權範圍	540	0
1924	收拾殘局	540	0
1925	火災現場	540	0
1926	燃煤鍋爐	540	0
1927	特寫鏡頭	540	0
1928	稀土金屬	540	0
1929	美侖美奐	540	0
1930	自彈自唱	540	0
1931	自行解決	540	0
1932	花容失色	540	0
1933	衣食父母	540	1
1934	話到嘴邊	540	0
1935	證據確鑿	540	0
1936	變化莫測	540	0
1937	造紙工業	540	0
1938	閒雲野鶴	540	0
1939	不勝感激	539	0
1940	主權國家	539	0
1941	人海茫茫	539	0
1942	劍走偏鋒	539	0
1943	四季如春	539	0
1944	四捨五入	539	0
1945	安安心心	539	0
1946	實屬不易	539	0
1947	強烈願望	539	0
1948	有錢有勢	539	0
1949	正鑲白旗	539	0
1950	民間舞蹈	539	0
1951	求同存異	539	0
1952	淺顯易懂	539	0
1953	生死未卜	539	0
1954	福利事業	539	0
1955	精忠報國	539	0
1956	蔚然成風	539	1
1957	車牌號碼	539	0
1958	點火開關	539	0
1959	不當得利	538	0
1960	儒林外史	538	0
1961	分一杯羹	538	0
1962	危急關頭	538	0
1963	塔里木河	538	0
1964	得償所願	538	0
1965	心存僥倖	538	0
1966	戰略轟炸	538	0
1967	日趨嚴重	538	0
1968	波瀾起伏	538	0
1969	物質享受	538	0
1970	相差不多	538	0
1971	知恩圖報	538	0
1972	知書達理	538	0
1973	笑臉相迎	538	1
1974	義務勞動	538	1
1975	駐車制動	538	0
1976	乒乓球拍	537	0
1977	人無完人	537	0
1978	催化作用	537	0
1979	天主教徒	537	1
1980	後繼有人	537	1
1981	得來不易	537	0
1982	教育部長	537	0
1983	暗度陳倉	537	0
1984	權衡利弊	537	0
1985	種子選手	537	0
1986	立體電影	537	0
1987	細胞色素	537	0
1988	緊密配合	537	0
1989	聰明絕頂	537	0
1990	良渚文化	537	0
1991	落地生根	537	0
1992	著稱於世	537	0
1993	血管硬化	537	0
1994	踏雪尋梅	537	0
1995	輸入設備	537	0
1996	輻射防護	537	0
1997	雄性不育	537	0
1998	黑白兩道	537	0
1999	三頭六臂	536	1
2000	倒背如流	536	0
