rank	head	essay_frequency	direct_syn_tails
238	經濟活動	898	0
239	難以想象	898	0
240	生活條件	897	0
241	可見一斑	896	0
242	教育改革	895	0
243	藝術學院	895	0
244	週年紀念	894	0
245	國際足聯	892	0
246	惡性循環	891	0
247	投資組合	891	0
248	電力公司	891	0
249	大吉利是	889	0
250	夾手夾腳	889	0
251	好好睇睇	889	0
252	心理作用	889	0
253	相安無事	889	1
254	日新月異	888	0
255	熱門話題	888	0
256	世界銀行	887	0
257	學術研究	887	0
258	國際經濟	885	0
259	教育學院	885	0
260	膠原蛋白	885	0
261	期末考試	884	0
262	忘記密碼	882	0
263	慈善事業	882	0
264	古典音樂	880	0
265	哈根達斯	880	0
266	耳目一新	880	0
267	消化不良	879	0
268	妥善處理	877	0
269	人均收入	874	0
270	社會事業	874	0
271	保護環境	873	0
272	團隊精神	871	0
273	環境問題	871	0
274	無怨無悔	870	1
275	財政預算	870	0
276	視頻會議	869	0
277	送貨上門	869	0
278	刑事責任	867	0
279	命中註定	867	0
280	風花雪月	867	0
281	工人階級	866	1
282	受益匪淺	863	0
283	高分辨率	860	0
284	全力支持	859	0
285	市場準入	858	0
286	關鍵問題	858	0
287	注意安全	856	0
288	國際關係	855	0
289	免疫系統	853	0
290	市場機制	853	0
291	金融中心	853	0
292	外匯市場	851	0
293	撲面而來	851	0
294	軟件企業	851	0
295	傷痕累累	850	0
296	化學成分	850	0
297	通信技術	850	0
298	錦上添花	850	1
299	網絡管理	847	0
300	生活態度	846	0
301	基本建設	845	1
302	社會秩序	845	0
303	因果關係	843	0
304	生產方式	843	0
305	字裏行間	842	0
306	長期投資	842	0
307	億萬富翁	839	0
308	組織領導	837	0
309	製作方法	837	0
310	撕心裂肺	835	0
311	體育鍛煉	835	0
312	公共安全	834	0
313	不離不棄	833	0
314	勢在必行	833	0
315	娛樂節目	833	0
316	絕對優勢	832	0
317	網絡應用	832	0
318	公共關係	830	0
319	前提條件	830	0
320	薄弱環節	830	0
321	牀上用品	829	0
322	行政區劃	829	0
323	應用技術	826	0
324	機電設備	826	0
325	自動控制	826	0
326	響應時間	826	0
327	控股公司	825	0
328	敬業精神	825	0
329	穿越時空	825	0
330	橫空出世	824	0
331	文件大小	821	0
332	疑難問題	821	0
333	歷歷在目	820	0
334	電子信箱	820	0
335	我愛我家	819	0
336	法律效力	819	0
337	公共設施	818	0
338	世界末日	817	0
339	廠家直銷	817	0
340	忍者神龜	816	0
341	畢業典禮	815	0
342	視頻聊天	815	0
343	大可不必	814	0
344	日復一日	814	0
345	無私奉獻	814	0
346	學位論文	813	0
347	對衝基金	813	0
348	古今中外	811	0
349	漫無目的	810	0
350	貨物運輸	810	0
351	刑事拘留	809	0
352	政治經濟	809	0
353	物質生活	808	0
354	執行董事	807	0
355	技術指導	806	0
356	數據挖掘	806	0
357	母乳餵養	806	0
358	信息時代	805	0
359	後期製作	805	0
360	生存空間	805	0
361	社會工作	805	0
362	軍事行動	805	0
363	開拓創新	805	0
364	居住環境	804	0
365	曇花一現	804	1
366	炙手可熱	804	0
367	轉移支付	804	0
368	公用事業	803	1
369	社區建設	803	0
370	金屬材料	803	0
371	助學貸款	802	0
372	勞斯萊斯	801	0
373	如何是好	801	0
374	高層建築	801	0
375	一家大細	800	0
376	人仔細細	800	0
377	出雙入對	800	0
378	眼仔碌碌	800	0
379	香港大學	800	0
380	獨立思考	799	0
381	連帶責任	799	0
382	功不可沒	798	0
383	國際慣例	798	0
384	流行病學	798	0
385	風情萬種	798	0
386	人格魅力	797	0
387	目標管理	797	0
388	知識經濟	796	0
389	同班同學	795	0
390	藍天白雲	794	0
391	不一會兒	793	1
392	水土流失	792	0
393	經濟特區	791	1
394	房產中介	789	0
395	聯邦政府	789	1
396	呼吸困難	788	0
397	天人合一	788	0
398	技術規範	788	0
399	社會現象	788	0
400	雞皮疙瘩	788	0
401	心力衰竭	787	0
402	五角大樓	785	0
403	安全措施	785	0
404	生物化學	785	0
405	中國文學	784	0
406	天壤之別	784	0
407	管理功能	784	0
408	臨牀試驗	784	0
409	電磁輻射	784	1
410	心有靈犀	783	0
411	空氣污染	783	0
412	主題公園	782	0
413	公立醫院	782	0
414	僅此而已	781	0
415	唯物主義	781	1
416	大專院校	781	0
417	文藝演出	781	0
418	欲罷不能	781	0
419	發生關係	781	0
420	社會活動	781	0
421	財務總監	781	0
422	刑事訴訟	779	0
423	女主人公	779	0
424	開發環境	779	0
425	信心十足	778	0
426	飛來飛去	778	0
427	悲歡離合	777	1
428	支氣管炎	777	0
429	認識自己	777	0
430	夢中情人	776	0
431	生態農業	774	0
432	農業技術	773	0
433	工作小組	772	0
434	科學管理	772	0
435	食品工業	772	0
436	導航系統	771	0
437	心理治療	771	0
438	建築公司	770	0
439	教學活動	770	0
440	證明文件	770	0
441	最低工資	769	0
442	上級領導	768	0
443	養家餬口	768	0
444	密碼保護	767	0
445	條件反射	767	0
446	等離子體	767	1
447	一氧化碳	766	0
448	熱帶雨林	766	1
449	自然規律	765	0
450	血緣關係	765	0
451	心有餘悸	764	1
452	十有八九	763	1
453	四大天王	763	0
454	心路歷程	763	0
455	花樣年華	763	0
456	軍事演習	763	0
457	預防措施	763	0
458	黑色幽默	763	0
459	自由貿易	762	0
460	十二生肖	761	1
461	可圈可點	761	0
462	傳統觀念	760	0
463	上流社會	759	0
464	睡眠不足	759	0
465	傳輸速率	758	0
466	外科手術	758	0
467	歡聲笑語	758	0
468	紅杏出牆	758	0
469	通俗易懂	758	0
470	數字信號	757	0
471	民意調查	757	0
472	勞動就業	756	0
473	財務軟件	756	0
474	三位一體	755	1
475	人文景觀	755	0
476	十面埋伏	755	0
477	地理環境	755	0
478	擦身而過	755	0
479	詩情畫意	755	1
480	走火入魔	755	0
481	公共政策	754	0
482	第一桶金	754	0
483	延年益壽	753	0
484	蓄勢待發	753	0
485	朝夕相處	752	1
486	納米技術	752	0
487	教育質量	751	0
488	梅開二度	749	0
489	物質文明	749	1
490	操作規程	748	0
491	皮下組織	747	1
492	優秀學生	746	0
493	半壁江山	746	1
494	專題研究	745	0
495	對症下藥	745	0
496	就事論事	745	0
497	文化水平	745	0
498	開發過程	745	0
499	勤工儉學	744	1
500	拒之門外	742	0
