literal	freq	pos	family	voice	note
煮豆燃萁	325	n,v	idiom		
熱核武器	325	n			
投鞭斷流	324	v	idiom		
功成不居	323	v	idiom		
常態分佈	323	n			
有形損耗	322	n			
火海刀山	322	n	idiom		
蘭摧玉折	322	n,v	idiom		
六親無靠	321	a	idiom		
怪誕不經	321	a	idiom		
滑車神經	321	n			
會厭軟骨	320	n			
手足口症	319	n			
聽風是雨	319	v	idiom		
顯花植物	318	n			
不隨意肌	317	n			
人亡物在	317	a,v	idiom		
百無一失	317	a	idiom		
冥思苦索	316	v	idiom		
複合元音	316	n			
言人人殊	316	a,v	idiom		
光前裕後	315	v	idiom		
匿報	315	v			
線形動物	313	n			
無定形碳	312	n			
不違農時	311	v	idiom		
網開三面	311	v	idiom		
盤根究底	310	v	idiom		
含垢忍辱	309	v	idiom		
眉高眼低	308	a,n	idiom		
等比級數	307	n			
技術作物	306	n			
一次方程式	304	n			
哀的美敦書	304	n			
解鈴繫鈴	304	v	idiom		
遂心如意	304	a	idiom		
低首下心	301	a,v	idiom		
傷心慘目	301	a	idiom		
榮宗耀祖	301	v	idiom		
擢髮難數	300	a,v	idiom		
棄邪歸正	299	v	idiom		
茶飯無心	298	a,v	idiom		
不咎既往	297	v	idiom		
喜眉笑眼	297	a	idiom		
見風是雨	297	v	idiom		
類木行星	297	n			
雷轟電閃	295	a,v	idiom		
快步流星	294	a,r	idiom		
自我作古	294	v	idiom		
拙嘴笨舌	293	a	idiom		
瓊枝玉葉	293	n	idiom		
睡眠療法	293	n			
背城借一	293	v	idiom		
龍口奪食	293	v	idiom		
老少無欺	292	a,v	idiom		
半自耕農	291	n			
佛口蛇心	290	a,n	idiom		
合成石油	290	n			
歸真返璞	290	v	idiom		
剖腹藏珠	289	v	idiom		
懲一儆百	288	v	idiom		
細大不捐	288	v	idiom		
惡言傷人	286	v			
挖肉補瘡	284	v	idiom		
涎皮賴臉	284	a	idiom		
馬路新聞	282	n			
酌情辦理	281	v			
重機關槍	281	n			
魯魚亥豕	281	n	idiom		
習非成是	280	v	idiom		
目不窺園	279	v	idiom		
不碎玻璃	277	n			
淪肌浹髓	277	a,v	idiom		
追本窮源	277	v	idiom		
金甌無缺	277	a	idiom		
生產基金	276	n			
本固枝榮	275	a,v	idiom		
積羽沉舟	275	n,v	idiom		
蘭因絮果	275	n	idiom		
馬仰人翻	275	a,v	idiom		
萬死一生	273	a,n	idiom		
瞞心昧己	270	v	idiom		
等因奉此	270	n,x	idiom		
隱花植物	270	n			
窮當益堅	269	a,v	idiom		
推本溯源	268	v	idiom		
旋渦星雲	268	n			
指雞罵狗	267	v	idiom		
一成不變	266	a	idiom		
一文不值	266	a	idiom		
一無是處	266	a	idiom		
不置可否	266	v	idiom		
中小企	266	n			
五花大綁	266	n,v	idiom		
休戰	266	n,v			
作對	266	v			
假意	266	a,n			
充其量	266	r			
光天化日	266	n,r	idiom		
光宗耀祖	266	v	idiom		
冤家	266	n			
凹凸不平	266	a			
動武	266	v			
千篇一律	266	a	idiom		
即興	266	a,r			
原地踏步	266	v			
可取	266	a			
可喜	266	a			
吃喝玩樂	266	n,v			
名正言順	266	a	idiom		
哀號	266	n,v			
善男信女	266	n			
在所難免	266	a,v	idiom		
地學	266	n			
坦然	266	a,r			
埋沒	266	v			
夢中人	266	n			
大有人在	266	a,v	idiom		
大火	266	n			
安定	266	a,v			
寬鬆	266	a			
差勁	266	a			
年幼	266	a			
年長	266	a			
急躁	266	a			
拍照	266	v			
拭目以待	266	v	idiom		
掏空	266	v			
故鄉	266	n			
敗家	266	a,v			
文質彬彬	266	a	idiom		
料到	266	v			
新潮	266	a,n			
於事無補	266	a,v	idiom		
早年	266	n,r			
有失	266	v			
有情	266	a			
業餘	266	a,n			
死板	266	a			
毆打	266	v			
毛毛雨	266	n			
水乳交融	266	a,v	idiom		
求證	266	v			
洩氣	266	a,v			
消極	266	a			
淡忘	266	v			
清一色	266	a,n			
烏黑	266	a			
無愧	266	a,v			
片面	266	a			
特地	266	r			
疏通	266	v			
疏離	266	a,n,v			
瘦弱	266	a			
登山	266	n,v			
白紙黑字	266	a,n	idiom		
直言	266	n,v			
相連	266	a,v			
知曉	266	v			
禁藥	266	n			
稚嫩	266	a			
空手而回	266	v	idiom		
管用	266	a			
精品	266	n			
精明	266	a			
蒼老	266	a			
蓄意	266	a,r			
試管受孕	266	n,v			
貶	266	v			
賢人	266	n			
趕盡殺絕	266	v	idiom		
輕機關槍	266	n			
造作	266	a			
遊魂	266	n			
遜色	266	a,v			
金碧輝煌	266	a	idiom		
鐘點	266	n			
隱晦	266	a			
離席	266	v			
顯	266	a,v			
高談闊論	266	n,v	idiom		
默不作聲	266	a,v	idiom		
視如敝屣	265	v	idiom		
傾心吐膽	264	v	idiom		
鑠石流金	264	a,v	idiom		
率爾操觚	263	v	idiom		
半勞動力	261	n			
輕裘肥馬	261	n	idiom		
玉葉金枝	260	n	idiom		
剪草除根	259	v	idiom		
如蟻附羶	258	v	idiom		
片甲不存	257	a,v	idiom		
過渡內閣	257	n			
官報私仇	254	v	idiom		
捲舌元音	251	n			
南箕北斗	250	n	idiom		
泰山鴻毛	250	n	idiom		
履舄交錯	248	a,v	idiom		
積不相能	248	a,v	idiom		
大醇小疵	247	a,n	idiom		
無性雜交	247	n			
不完全葉	246	n			
理虧心虛	246	a	idiom		
科頭跣足	245	a,v	idiom		
蠕形動物	244	n			
銖兩悉稱	243	a,v	idiom		
忍辱求全	242	v	idiom		
暴露文學	241	n			
輕嘴薄舌	241	a	idiom		
招風惹草	239	v	idiom		
掂斤播兩	238	v	idiom		
有目共賞	238	a,v	idiom		
掀風鼓浪	237	v	idiom		
目不見睫	237	a,v	idiom		
明來暗往	236	v	idiom		
加人一等	231	a	idiom		
戴盆望天	230	v	idiom		
嗜痂成癖	229	a,v	idiom		
數米而炊	219	v	idiom		
避坑落井	219	v	idiom		
乞哀告憐	217	v	idiom		
破瓦寒窯	216	n	idiom		
圓鑿方枘	215	a,n	idiom		
偷合苟容	210	v	idiom		
走馬赴任	209	v	idiom		
開放電路	206	n			
朽木糞土	204	n	idiom		
國際公制	198	n			
丙種射線	194	n			
懲一警百	187	v	idiom		
撫躬自問	187	v	idiom		
一口咬定	177	v	idiom		
一命嗚呼	177	v	idiom		
七老八十	177	a,n	idiom		
上策	177	n			
不公	177	a			
不該	177	a,v			
不謀而合	177	a,v	idiom		
世故	177	a,n			
五絕	177	n			
人工呼吸	177	n,v			
今非昔比	177	a,v	idiom		
住口	177	v			
何事	177	x			
侍應生	177	n			
偏差	177	n			
停用	177	v			
傑出	177	a			
傲	177	a			
公諸於世	177	v	idiom		
冗詞贅句	177	n			
凋謝	177	v			
出人頭地	177	v	idiom		
出神入化	177	a	idiom		
出類拔萃	177	a	idiom		
分居	177	n,v			
剛強	177	a			
勞碌	177	a,v			
十萬火急	177	a	idiom		
千依百順	177	a	idiom		
千真萬確	177	a,r	idiom		
卸	177	v			
厭煩	177	a,v			
叛逆	177	a,n,v			
可親	177	a			
