literal	freq	pos	family	voice	note
美夢	444	n			
聰明一世	444	a	idiom		
聽命	444	v			
莞爾一笑	444	v	idiom		
落空	444	v			
薩斯卡通	444	n			
視如己出	444	v	idiom		
視若無睹	444	v	idiom		
議論紛紛	444	a,v	idiom		
輕柔	444	a			
農事活動	444	n			
退一步	444	v			
逼於無奈	444	a,v	idiom		
遠行	444	n,v			
重任	444	n			
關你鬼事	444	v	idiom		
陰霾	444	n			
雙邊會談	444	n			
非常時期	444	n			
頂撞	444	v			
風和日麗	444	a	idiom		
驚愕	444	a			
黃巢起義	444	n			
龍兄虎弟	444	n	idiom		
五短身材	443	a,n			
古文運動	443	n			
官逼民反	443	n,v	idiom		
富貴在天	443	a,n	idiom		
工業化學	443	n			
廣播地址	443	n			
數九寒天	443	n	idiom		
文武兼備	443	a	idiom		
斷線風箏	443	n	idiom		
月圓花好	443	a	idiom		
聚變反應	443	n			
裝點門面	443	v	idiom		
進行性交	443	v			
邪魔外道	443	n	idiom		
醫療經驗	443	n			
銅管樂器	443	n			
長期共存	443	n,v			
養兵千日	443	v	idiom		
一般常識	442	n			
人力車夫	442	n			
公共責任	442	n			
削足適履	442	v	idiom		
勞動對象	442	n			
十字街口	442	n			
半坡遺址	442	n			
印度斯坦	442	n			
同性相斥	442	a,v			
婦道人家	442	n	idiom		
思路敏捷	442	a			
損公肥私	442	v	idiom		
支付不起	442	a,v			
民族形式	442	n			
泰米爾語	442	n			
甲骨文字	442	n			
票房毒藥	442	n	idiom		
積極反應	442	n,v			
管理接口	442	n			
精神衰弱	442	a,n			
蓋棺論定	442	v	idiom		
象牙海岸	442	n			
貓鼠遊戲	442	n	idiom		
間接證據	442	n			
鰥寡孤獨	442	n	idiom		
七言律詩	441	n			
上天無路	441	a,v	idiom		
不宣而戰	441	v	idiom		
世貿大樓	441	n			
五言絕句	441	n			
低迷不振	441	a			
何足掛齒	441	a,v	idiom		
大陸漂移	441	n			
年度大會	441	n			
怵目驚心	441	a	idiom		
扣式電池	441	n			
捅馬蜂窩	441	v	idiom		
斯科普里	441	n			
時不再來	441	a,v	idiom		
樂觀其成	441	v	idiom		
正確路線	441	n			
永久和平	441	n			
流星趕月	441	a,v	idiom		
混合模型	441	n			
皇恩浩蕩	441	a	idiom		
純粹數學	441	n			
自來水筆	441	n			
自行其是	441	v	idiom		
藻類植物	441	n			
行個方便	441	v			
財產價值	441	n			
賬房先生	441	n			
軍事學校	441	n			
雪泥鴻爪	441	n	idiom		
黨同伐異	441	v	idiom		
並行程序	440	n			
偶聯反應	440	n			
反璞歸真	440	v	idiom		
天星碼頭	440	n			
將功贖罪	440	v	idiom		
惡語傷人	440	v	idiom		
改良品種	440	n,v			
故態復萌	440	v	idiom		
斷裂強度	440	n			
明火執仗	440	v	idiom		
望而興嘆	440	v	idiom		
民族自決	440	n,v			
氣體燃料	440	n			
渺無人煙	440	a	idiom		
滄海遺珠	440	n	idiom		
環境損害	440	n			
生物電流	440	n			
神色自若	440	a	idiom		
稱霸全球	440	v			
聖地牙哥	440	n			
菲力牛排	440	n			
酒酣耳熱	440	a	idiom		
長袍馬褂	440	n			
防風固沙	440	v			
頭昏目眩	440	a	idiom		
頭腦清楚	440	a			
骨頭架子	440	n			
五聲音階	439	n			
伉儷情深	439	a	idiom		
倉皇出逃	439	v			
入門課程	439	n			
共商大計	439	v			
分子雜交	439	n,v			
威武不屈	439	a	idiom		
密切相連	439	a,v			
授人以柄	439	v	idiom		
獨攬大權	439	v			
看不習慣	439	a,v			
破舊立新	439	v	idiom		
見獵心喜	439	a,v	idiom		
解析函數	439	n			
赫耳墨斯	439	n			
身負重任	439	a,v			
逆風而行	439	v			
開始以前	439	r			
三足金烏	438	n			
不值一文	438	a	idiom		
不定冠詞	438	n			
五言律詩	438	n			
交變電流	438	n			
人贓俱獲	438	a,v	idiom		
光風霽月	438	a,n	idiom		
