literal	freq	pos	family	voice	note
虎躍龍騰	375	a,v			
越冬作物	375	n			
薪盡火傳	374	v	idiom		
殺雞嚇猴	373	v	idiom		
無隙可乘	373	a			
異戊橡膠	373	n			
龍蟠虎踞	373	a,v	idiom		
仳離	372	v			
孢子植物	372	n			
無機肥料	372	n			
駕鶴西歸	372	v	idiom		
深溝高壘	371	n,v			
棄舊圖新	370	v			
風和日暖	370	a			
遠水不解近渴	369	a,v	idiom		
郵遞區號	369	n			
稱孤道寡	368	v	idiom		
綽約多姿	368	a			
鶼鰈情深	368	a	idiom		
一筆抹殺	367	v			
年深月久	367	a,r			
有失體統	367	a			
看風使舵	367	v	idiom		
命赴黃泉	366	v			
在所不計	366	v			
鱷魚眼淚	366	n	idiom		
一語破的	365	v	idiom		
一誤再誤	365	v			
外展神經	365	n			
求田問舍	365	v	idiom		
貪小失大	365	a,v			
雌雄異體	365	a,n			
吹糠見米	363	v	idiom		
扁形動物	362	n			
相沿成習	362	v			
纖維植物	362	n			
要言不煩	362	a	idiom		
貧病交迫	362	a			
備而不用	361	v			
娑羅雙樹	361	n			
五色繽紛	360	a			
飛蛾投火	360	v	idiom		
目無全牛	359	a,v	idiom		
獨家報導	358	n			
蜀犬吠日	358	v	idiom		
逍遙自得	356	a			
一律	355	a,r			
一落千丈	355	a,v	idiom		
一馬當先	355	v	idiom		
上街	355	v			
下台	355	v			
不了了之	355	v	idiom		
不值	355	a,v			
不僅	355	r			
不善	355	a			
不擇手段	355	a,v	idiom		
不爭	355	a,v			
不當	355	a			
不配	355	a,v			
乘虛而入	355	v	idiom		
交惡	355	v			
假名	355	n			
健全	355	a,v			
充耳不聞	355	a,v	idiom		
光鮮	355	a			
冇份	355	a,v			
刪減	355	v			
剖白	355	v			
原名	355	n			
吸毒	355	v			
單一	355	a			
國外	355	n,r			
地區差價	355	n			
堵	355	v			
如出一轍	355	a,v	idiom		
守舊	355	a,v			
安然	355	a,r			
完勝	355	n,v			
寸步難行	355	a,v	idiom		
就近	355	r,v			
屹立	355	v			
年事已高	355	a			
庸	355	a			
從今以後	355	r			
心中有數	355	a,v	idiom		
心安理得	355	a	idiom		
心平氣和	355	a	idiom		
急忙	355	a,r			
恐怖份子	355	n			
慎重	355	a			
憂傷	355	a,n			
手無寸鐵	355	a	idiom		
拙劣	355	a			
招災惹禍	355	v			
插隊	355	v			
施加	355	v			
易如反掌	355	a	idiom		
暫且	355	r			
曾幾何時	355	r			
有史以來	355	r			
本色	355	n			
樸素	355	a			
氣餒	355	a,v			
沉寂	355	a			
治本	355	v			
淡化	355	v			
清淡	355	a			
漸	355	r			
無恙	355	a			
熱帶	355	n			
熱血沸騰	355	a,v			
燃	355	v			
營運	355	n,v			
特意	355	r			
留空	355	v			
疼愛	355	v			
痛快	355	a			
瘋癲	355	a			
科幻	355	a,n			
稀少	355	a			
簡略	355	a			
粵語	355	n			
糊塗	355	a			
素顏	355	a,n			
罪魁禍首	355	n	idiom		
置身事外	355	v	idiom		
