phase	literal	pos	family	voice	note	trust	stratum	verdict	fix_pos	fix_family	fix_voice	audit_note
p2	斷斷續續	a,r	idiom		cow-single;p2-idiom:AABB;p2-idiom-heuristic;review;p1-audit;review;AABB 狀態／情狀；非名（cow-single n 假陽）	high	gate	OK				AABB 形／副；p1 已修 cow n→a,r
p2	明日之星	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review;review;zhi-n-revert	high	gate	OK				人物名物 NP；revert 正確
p2	有增無減	v	idiom		no-source;fallback;p2-idiom:有無對;p2-idiom-heuristic;review;full-r1-audit;review;high|u 有明確詞類 → v	high	gate	OK				有無對 謂語；r5 曾 OK v
p2	有心無力	a	idiom		no-source;fallback;p2-idiom:有無對;p2-idiom-heuristic;review;full-r1-audit;review;high|u 有明確詞類 → a	high	gate	OK				有無對 stative 形
p2	有教無類	v	idiom		no-source;fallback;p2-idiom:有無對;p2-idiom-heuristic;review;full-r1-audit;review;high|u 有明確詞類 → v	high	gate	OK				有無對 謂語／方針；r7 曾 OK v
p2	有條有理	a	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic;full-r1-audit;review;low|u 有明確詞類 → a	high	gate	OK				ABAC 形
p2	未解之謎	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review;review;zhi-n-revert	high	gate	OK				謎團名物 NP；revert 正確
p2	林林總總	a	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review;p2-gate-reconfirm;review;p2-reconfirm:p2_gate_sample.tsv	high	gate	OK				AABB 形；p1/r1 已修 u→a
p2	無影無蹤	a	idiom		cow-single;p2-idiom:ABAC;p2-idiom-heuristic;full-r1-audit;review;cow n 假陽；無影無蹤＝形	high	gate	OK				ABAC 形；full-r1／r2 已修 cow n→a
p2	百獸之王	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review;zhi-n-fix;review;zhi-n-restore	high	gate	OK				人物／稱號名物 NP；restore 正確
p2	相比之下	r	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review;p2-gate-reconfirm;review;p2-reconfirm:p2_gate_sample_r3.tsv	high	gate	OK				比較連接／附帶副；r3/r6 已修 n→r
p2	眉宇之間	r	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review;zhi-n-fix;review	high	gate	BAD	n			zhi-n 過修 r；空間名物 NP（眉間）；r4 曾 OK n；有別純副忽然之間（同九泉之下／意料之外 誤 r）
p2	真真假假	a	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review;full-r1-audit;review;high|u 有明確詞類 → a	high	gate	OK				AABB 形；r6 曾 OK a
p2	破竹之勢	n	idiom		audit-med;review	high	gate	OK				氣勢名物 NP
p2	胯下之辱	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review;review;zhi-n-revert	high	gate	OK				恥辱名物 NP；revert 正確
p2	致富之道	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review;review;zhi-n-revert	high	gate	OK				方法名物 NP（同養生之道）；revert 正確
p2	血肉之軀	n	idiom		audit-med;review	high	gate	OK				身體名物 NP；r7 曾 OK n
p2	象牙之塔	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review;review;zhi-n-revert	high	gate	OK				處所／隱喻名物 NP；revert 正確
p2	踉踉蹌蹌	a,r	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review;p2-gate-reconfirm;review;p2-reconfirm:p2_gate_sample.tsv	high	gate	OK				AABB 形／副；p1/r1 已修 u→a,r
p2	輕輕鬆鬆	a,r	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review;full-r1-audit;review;high|u 有明確詞類 → a,r	high	gate	OK				AABB 形／副皆常見
p2	風風雨雨	n	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review;full-r1-audit;review;high|u 有明確詞類 → n	high	gate	OK				AABB 風波名物；r6 曾 OK n
p2	養育之恩	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review;zhi-n-fix;review;zhi-n-restore	high	gate	OK				恩德名物 NP；restore 正確
p2	驚人之舉	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review;zhi-n-fix;review;p2-gate-reconfirm;review;p2-reconfirm:p2_gate_sample_r5.tsv	high	gate	OK				舉動名物 NP；r5 已回 n
p2	黔驢之技	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review;review;zhi-n-revert	high	gate	OK				技倆名物 NP；revert 正確
