literal	freq	pos	family	voice	note
人各有志	490	r	idiom		
全球暖化	490	n			
原生動物	490	n			
執政方式	490	n			
太陽活動	490	n			
怪石嶙峋	490	a			
戰術導彈	490	n			
抱成一團	490	v			
故作深沉	490	v			
故技重施	490	v	idiom		
末梢神經	490	n			
次級貸款	490	n			
爭名奪利	490	v	idiom		
目不識丁	490	a,v	idiom		
碧海青天	490	n			
稍遜一籌	490	a,v			
繡花枕頭	490	n	idiom		
落葉喬木	490	n			
蘇打餅乾	490	n			
親自掛帥	490	v			
隔牆有耳	490	a,v	idiom		
雞同鴨講	490	v	idiom		
驗明正身	490	v			
不可言喻	489	a			
共襄盛舉	489	v			
十二經脈	489	n			
反動勢力	489	n			
各路人馬	489	n			
哈巴雪山	489	n			
嚴懲不貸	489	v	idiom		
囤積居奇	489	v	idiom		
惟利是圖	489	a,v	idiom		
搜腸刮肚	489	v	idiom		
永續發展	489	n			
激進派	489	n			
烤麪包機	489	n			
直呼其名	489	v			
知法犯法	489	v	idiom		
知錯能改	489	v	idiom		
破銅爛鐵	489	n			
粉飾太平	489	v	idiom		
老眼昏花	489	a			
聲名大噪	489	v			
自動提款	489	n,v			
行政院長	489	n			
誇下海口	489	v			
軍用物資	489	n			
酒水飲料	489	n			
重修舊好	489	v			
防患未然	489	v	idiom		
音訊全無	489	a,v			
頗感興趣	489	a,v			
三陪小姐	488	n			
不予置評	488	v			
五味俱全	488	a	idiom		
優惠貸款	488	n			
公報私仇	488	v	idiom		
共和制	488	n			
共聚一堂	488	v			
函授教育	488	n			
勾魂攝魄	488	a,v			
北印度語	488	n			
取其精華	488	v			
奇醜無比	488	a			
奮勇向前	488	v			
授受不親	488	a,v	idiom		
救人一命	488	v			
方寸大亂	488	a,v	idiom		
果實累累	488	a			
榮歸故里	488	v			
王侯將相	488	n			
生態危機	488	n			
生物學系	488	n			
管中窺豹	488	v	idiom		
紫羅蘭色	488	a,n			
維吾爾語	488	n			
轉向信號	488	n			
通用電器	488	n			
遠隔千里	488	a			
門牌號碼	488	n			
齟齬	488	n,v			
不足掛齒	487	a,v	idiom		
人間佛教	487	n			
出乎意外	487	a,r			
化裝舞會	487	n			
圖騰崇拜	487	n			
天然資源	487	n			
威武雄壯	487	a			
惹人討厭	487	a,v			
扶危濟困	487	v	idiom		
望文生義	487	v	idiom		
桃園結義	487	n,v			
正經八百	487	a,r	idiom		
歷史久遠	487	a			
滿腹牢騷	487	a,n			
瀏覽軟件	487	n			
生日賀卡	487	n			
留存收益	487	n			
異性相吸	487	v			
百密一疏	487	a,n	idiom		
百般刁難	487	v			
盜亦有道	487	r	idiom		
盲人摸象	487	n,v	idiom		
禁止通行	487	v			
絕對真理	487	n			
英雄氣短	487	a	idiom		
輻射強度	487	n			
轉眼即逝	487	a,v			
逆向行駛	487	v			
遠洋漁業	487	n			
鐵證如山	487	a	idiom		
不遑多讓	486	a,v	idiom		
刑事警察	486	n			
即興發揮	486	n,v			
在真空中	486	r			
堅貞不屈	486	a	idiom		
如上所述	486	r			
如履平地	486	v	idiom		
寬以待人	486	v			
恭賀新禧	486	v			
慢性疼痛	486	n			
揭開序幕	486	v			
日耳曼人	486	n			
月下老人	486	n			
末流	486	a,n			
格蘭芬多	486	n			
琉球群島	486	n			
瓊樓玉宇	486	n			
聯合王國	486	n			
萬貫家財	486	n			
落入法網	486	v			
衣不蔽體	486	a	idiom		
裝備齊全	486	a			
要死不活	486	a	idiom		
起早摸黑	486	v	idiom		
遺失啓事	486	n			
重振旗鼓	486	v	idiom		
雷雨交加	486	a,v			
高級職員	486	n			
鮮明個性	486	n			
黎明時分	486	n,r			
一番苦心	485	n			
一目十行	485	a,v	idiom		
兩廂情願	485	a	idiom		
副總司令	485	n			
劈啪	485	r,x			
十里洋場	485	n			
半老徐娘	485	n	idiom		
厚利	485	n			
吳儂軟語	485	n			
因公殉職	485	v			
外來物種	485	n			
失效日期	485	n			
家道中落	485	v			
就職演講	485	n			
引導扇區	485	n			
我見猶憐	485	a,v	idiom		
收監	485	v			
敦煌石窟	485	n			
斯威士蘭	485	n			
旱澇保收	485	a,v			
月明星稀	485	a			
無的放矢	485	v	idiom		
燃放鞭炮	485	v			
生理學家	485	n			
肥頭大耳	485	a			
蛇蠍美人	485	n			
解決爭端	485	v			
通俗文學	485	n			
遁入空門	485	v			
魂不附體	485	a	idiom		
龍蛇混雜	485	a,v	idiom		
一派胡言	484	a,n			
三不五時	484	r			
不加修飾	484	a,v			
不升反降	484	v			
不明事理	484	a			
全輪驅動	484	n			
切中要害	484	v			
另行安排	484	v			
呼吸器官	484	n			
大顯神威	484	v			
妙齡女郎	484	n			
宇宙射線	484	n			
山明水秀	484	a	idiom		
心神不安	484	a			
振臂一呼	484	v			
收歸國有	484	v			
易守難攻	484	a			
時日無多	484	a			
有兩下子	484	a,v			
板塊構造	484	n			
水上摩托	484	n			
水力資源	484	n			
聖盧西亞	484	n			
莫測高深	484	a	idiom		
言出必行	484	a,v			
離開故鄉	484	v			
鞍前馬後	484	r,v	idiom		
養兒防老	484	v	idiom		
馬失前蹄	484	v	idiom		
三心兩意	483	a	idiom		
並行不悖	483	a,v	idiom		
先禮後兵	483	v	idiom		
刀耕火種	483	n,v			
前俯後仰	483	a,v			
巴山蜀水	483	n			
恃才傲物	483	a,v	idiom		
應用力學	483	n			
投筆從戎	483	v	idiom		
拼寫錯誤	483	n			
文筆流暢	483	a			
欺上瞞下	483	v	idiom		
泄露天機	483	v			
海南雞飯	483	n			
無軌電車	483	n			
立杆見影	483	a,v	idiom		
蓋世太保	483	n			
醒世恆言	483	n			
一死了之	482	v			
三藏法師	482	n			
促膝談心	482	v			
全盤接受	482	v			
公私分明	482	a			
勤能補拙	482	a,v	idiom		
困惑不解	482	a			
國際法庭	482	n			
壓寨夫人	482	n			
大有文章	482	a,n	idiom		
大談特談	482	v			
字斟句酌	482	v			
將功補過	482	v	idiom		
挖掘機械	482	n			
推而廣之	482	v			
政通人和	482	a	idiom		
文學巨匠	482	n			
狗尾續貂	482	v	idiom		
知書達禮	482	a	idiom		
稍安勿躁	482	v			
萬箭穿心	482	a,v	idiom		
薩克斯管	482	n			
虛有其表	482	a	idiom		
行善積德	482	v			
貞節牌坊	482	n			
閉上嘴巴	482	v			
降低利率	482	v			
黃巾起義	482	n			
齊民要術	482	n			
不成氣候	481	a			
乏人問津	481	a,v			
人心叵測	481	a	idiom		
儀表堂堂	481	a			
初步設想	481	n			
口沫橫飛	481	a,v			
告老還鄉	481	v			
哈雷彗星	481	n			
因式分解	481	n,v			
在商言商	481	v	idiom		
天怒人怨	481	a	idiom		
太空飛船	481	n			
有色人種	481	n			
深宅大院	481	n			
直系血親	481	n			
篳路藍縷	481	a,v	idiom		
菩薩心腸	481	a,n			
語氣助詞	481	n			
鐘樓怪人	481	n			
閃爍其詞	481	v	idiom		
閉關自守	481	v	idiom		
魚貫而出	481	v			
鳥槍換炮	481	v	idiom		
伊斯坦堡	480	n			
低等動物	480	n			
充要條件	480	n			
共同綱領	480	n			
加深印象	480	v			
包辦代替	480	v			
嗚呼哀哉	480	x	idiom		
四角號碼	480	n			
惡言相向	480	v			
懷璧其罪	480	n,v	idiom		
民族平等	480	n			
氣焰囂張	480	a			
深情厚意	480	n			
異戊二烯	480	n			
益壽延年	480	v			
相貌堂堂	480	a			
終年積雪	480	a,n			
罄竹難書	480	a,v	idiom		
羽翼豐滿	480	a			
良辰吉日	480	n			
行政會議	480	n			
言多必失	480	a,v	idiom		
