literal	freq	pos	family	voice	note
胃蛋白酶	504	n			
舉案齊眉	504	v	idiom		
視覺神經	504	n			
開路先鋒	504	n			
一字不漏	503	a,r			
一鬨而散	503	v			
久經考驗	503	a			
人稱代詞	503	n			
假性近視	503	n			
兵不厭詐	503	n,x	idiom		
出此下策	503	v			
刻苦耐勞	503	a			
千古罪人	503	n			
千挑萬選	503	v			
口述歷史	503	n			
地痞流氓	503	n			
坦白從寬	503	v,x			
大權在握	503	a,v			
心電感應	503	n			
思想包袱	503	n			
有效射程	503	n			
東郭先生	503	n			
毀屍滅跡	503	v			
熱帶氣候	503	n			
粒子物理	503	n			
藥食同源	503	n,x			
軍用機場	503	n			
軍閥混戰	503	n			
隔靴搔癢	503	a,v	idiom		
頤養天年	503	v	idiom		
一時半刻	502	n,r			
上古時代	502	n			
不可分離	502	a			
互相監督	502	n,v			
五臟俱全	502	a	idiom		
口耳相傳	502	v			
和氣生財	502	x	idiom		
嚴刑拷打	502	n,v			
天才兒童	502	n			
學富五車	502	a	idiom		
寵愛有加	502	a,v			
平心而論	502	r	idiom		
平頭百姓	502	n			
後會有期	502	x	idiom		
望梅止渴	502	v	idiom		
機械工人	502	n			
橫斷山脈	502	n			
疲勞過度	502	a			
空氣阻力	502	n			
絕頂聰明	502	a			
肢體衝突	502	n			
花拳繡腿	502	n	idiom		
言而有信	502	a	idiom		
開曼羣島	502	n			
雜技表演	502	n			
鬼話連篇	502	a,v	idiom		
五福臨門	501	x	idiom		
低筋麪粉	501	n			
修心養性	501	v			
停薪留職	501	n,v			
勤政廉政	501	n			
同胞兄弟	501	n			
和平利用	501	n,v			
喜不自禁	501	a			
坐視不理	501	v			
填字遊戲	501	n			
大費周章	501	a,v			
奪門而出	501	v			
委屈求全	501	v	idiom		
巴甫洛夫	501	n			
徘徊不前	501	a,v			
心臟病發	501	n,v			
明月清風	501	n	idiom		
標準規格	501	n			
機械運動	501	n			
殺一儆百	501	v	idiom		
洞天福地	501	n	idiom		
玩火自焚	501	v	idiom		
白費力氣	501	v			
盛情難卻	501	a	idiom		
知識份子	501	n			
若有所失	501	a	idiom		
語音信號	501	n			
身首異處	501	a,v	idiom		
長生不死	501	a			
電光石火	501	n,r	idiom		
一字不差	500	a,r			
一官半職	500	n	idiom		
一拍兩散	500	v			
中心人物	500	n			
分身乏術	500	a,v	idiom		
別無他法	500	a			
前途渺茫	500	a			
化學治療	500	n			
埃德蒙頓	500	n			
外柔內剛	500	a	idiom		
大日如來	500	n			
大有希望	500	a			
大煞風景	500	a,v			
大禍臨頭	500	a,v			
大而化之	500	a,r	idiom		
懸崖絕壁	500	n			
楚河漢界	500	n			
活期儲蓄	500	n			
獨立運動	500	n			
由上而下	500	a,r			
白跑一趟	500	v			
百鳥朝鳳	500	n,v			
盡忠職守	500	v			
神乎其技	500	a	idiom		
絲毫不差	500	a,r			
肱二頭肌	500	n			
設計程序	500	n,v			
路人皆知	500	a	idiom		
長途話費	500	n			
風雨雷電	500	n			
一次函數	499	n			
一次能源	499	n			
作惡多端	499	a,v			
作者不詳	499	a			
倒行逆施	499	v	idiom		
只欠東風	499	a,v	idiom		
問題少年	499	n			
大事不妙	499	a			
婦女運動	499	n			
後會無期	499	x			
揚名立萬	499	v			
數理邏輯	499	n			
替身演員	499	n			
格林納達	499	n			
模糊邏輯	499	n			
正氣凜然	499	a			
氣度不凡	499	a			
淚水漣漣	499	a			
滿天繁星	499	n			
濫殺無辜	499	v			
無庸置疑	499	a,r	idiom		
甩手掌櫃	499	n			
舟車勞頓	499	a			
連哄帶騙	499	v			
遺傳信息	499	n			
一如往昔	498	a,r			
一眼看穿	498	v			
三寸金蓮	498	n			
二十五史	498	n			
人心難測	498	a			
健美運動	498	n			
入口即化	498	a			
出乎預料	498	a			
垂簾聽政	498	n,v			
大傷腦筋	498	a,v			
山頂洞人	498	n			
崇高理想	498	n			
戰略物資	498	n			
戰雲密佈	498	a			
掉頭就走	498	v			
欺世盜名	498	v	idiom		
歐姆定律	498	n			
民間習俗	498	n			
深情厚誼	498	n			
深表同情	498	v			
無可奉告	498	v,x			
獸性大發	498	a,v			
立地成佛	498	v	idiom		
肉食動物	498	n			
膽顫心驚	498	a	idiom		
蒼松翠柏	498	n			
裙帶關係	498	n			
超前意識	498	n			
進行編程	498	v			
遠渡重洋	498	v			
重新開機	498	v			
難以想像	498	a,v			
一池春水	497	n			
一炮打響	497	v			
一語不發	497	v			
亂臣賊子	497	n	idiom		
人面獸心	497	a,n	idiom		
偶像崇拜	497	n			
兩把刷子	497	n	idiom		
勝任能力	497	n			
勤奮刻苦	497	a			
化學肥料	497	n			
名門世家	497	n			
國民大會	497	n			
地方國營	497	a,n			
基因改造	497	n,v			
多退少補	497	v			
天妒英才	497	a,x	idiom		
寒風刺骨	497	a			
封山育林	497	n,v			
幸運抽獎	497	n			
庖丁解牛	497	n,v	idiom		
慘遭殺害	497	v			
擁軍優屬	497	n,v			
晚節不保	497	a,v			
晨鐘暮鼓	497	n	idiom		
普利策獎	497	n			
毀譽參半	497	a			
潔身自愛	497	v	idiom		
直抒胸臆	497	v			
種子植物	497	n			
羞愧難當	497	a			
耍嘴皮子	497	v			
肺結核病	497	n			
蓋棺定論	497	v	idiom		
藥到病除	497	a,v	idiom		
觸景傷情	497	v	idiom		
課外作業	497	n			
論資排輩	497	v			
財產公證	497	n			
軍事顧問	497	n			
農民戰爭	497	n			
遮風避雨	497	v			
開業大吉	497	x			
風流成性	497	a			
馬爾康縣	497	n			
龍潭虎穴	497	n	idiom		
交叉火力	496	n			
借花獻佛	496	v	idiom		
兒孫滿堂	496	a			
全權代表	496	n			
兩清	496	a,v			
反面人物	496	n			
可移植性	496	n			
姦夫淫婦	496	n			
小寫字母	496	n			
山洪暴發	496	n,v			
後繼無人	496	a			
心裏癢癢	496	a			
捏一把汗	496	v			
文學語言	496	n			
日上三竿	496	n,r	idiom		
江洋大盜	496	n			
火中取栗	496	v	idiom		
烽煙四起	496	a,v			
無可限量	496	a			
生殺大權	496	n			
真誠待人	496	v			
花紅柳綠	496	a,n	idiom		
陽性反應	496	n			
一世英名	495	n			
一言不合	495	a,v			
三級士官	495	n			
不堪入耳	495	a	idiom		
以理服人	495	v			
冤家對頭	495	n			
加大油門	495	v			
十三太保	495	n			
反咬一口	495	v			
和稀泥	495	v			
和而不同	495	a,v	idiom		
喜從天降	495	a,v			
嘻皮笑臉	495	a			
四則運算	495	n			
家庭地址	495	n			
少年老成	495	a	idiom		
心醉神迷	495	a			
懊悔不已	495	a			
攻城掠地	495	v			
數量分析	495	n			
晚期癌症	495	n			
格殺勿論	495	v,x	idiom		
桃紅柳綠	495	a,n	idiom		
汗如雨下	495	a,v			
烽火連天	495	a			
無福消受	495	a,v			
煞有其事	495	a,r			
片甲不留	495	a,v	idiom		
狗頭軍師	495	n			
直搗黃龍	495	v	idiom		
示例代碼	495	n			
積分方程	495	n			
老少咸宜	495	a			
自選動作	495	n			
萬分感激	495	a,v			
謹言慎行	495	v			
貫徹始終	495	v			
超前消費	495	n,v			
跪地求饒	495	v			
輕省	495	a			
迎頭痛擊	495	v			
通俗讀物	495	n			
通商口岸	495	n			
連軸轉	495	v			
醋酸纖維	495	n			
難逃一死	495	a,v			
頭暈腦脹	495	a			
一語雙關	494	n,v			
世界大同	494	n			
並肩而行	494	v			
事到臨頭	494	a,r			
二級士官	494	n			
倒打一耙	494	v	idiom		
傻瓜相機	494	n			
國破家亡	494	a			
尊姓大名	494	n,x			
尋死覓活	494	v			
層巒疊嶂	494	n			
從中作梗	494	v			
摩天大廈	494	n			
教會學校	494	n			
活力充沛	494	a			
無可爭辯	494	a			
片言隻語	494	n			
狗屁不通	494	a			
菲律賓人	494	n			
警備司令	494	n			
順水人情	494	n			
骨牌效應	494	n			
一切就緒	493	a			
一衣帶水	493	a,n	idiom		
不法份子	493	n			
事隔多年	493	a,r			
人浮於事	493	a	idiom		
