literal	freq	pos	family	voice	note
值回票價	471	a,v			
光陰荏苒	471	a,v	idiom		
公共電視	471	n			
力大無比	471	a			
十二時辰	471	n			
含糊其詞	471	a,v	idiom		
呼來喝去	471	v	idiom		
大同世界	471	n			
天理難容	471	a,v			
官僚作風	471	n			
性命攸關	471	a	idiom		
操勞過度	471	a,v			
桃色新聞	471	n			
民族運動	471	n			
江湖騙子	471	n			
無處可尋	471	a,v			
物質需要	471	n			
科研小組	471	n			
翩然而至	471	v	idiom		
色厲內荏	471	a	idiom		
語義分析	471	n,v			
貶抑	471	n,v			
輕言細語	471	a,n			
一無所得	470	a,v	idiom		
不甚了了	470	a	idiom		
分辨是非	470	v			
劈波斬浪	470	v	idiom		
商業版本	470	n			
嵊泗列島	470	n			
廣開言路	470	v	idiom		
戎馬生涯	470	n	idiom		
戴罪立功	470	v	idiom		
政治學家	470	n			
是非不分	470	a,v			
暮色蒼茫	470	a,n			
正中下懷	470	a,v	idiom		
民心所向	470	n			
特殊護理	470	n			
生肖屬相	470	n			
男盜女娼	470	a,n	idiom		
發揮所長	470	v			
禮義廉恥	470	n	idiom		
聯繫匯率	470	n			
血流如注	470	a,v			
見賢思齊	470	v	idiom		
販夫走卒	470	n	idiom		
輻射劑量	470	n			
農民階級	470	n			
野戰部隊	470	n			
鑽木取火	470	v	idiom		
開言	470	v			
黑芝麻糊	470	n			
不良傾向	469	n			
好勇鬥狠	469	a,v	idiom		
工農聯盟	469	n			
憑空捏造	469	v			
按步就班	469	v	idiom		
敗絮其中	469	a	idiom		
更高性能	469	a,n			
有求於人	469	a,v			
烏爾都語	469	n			
神態自若	469	a	idiom		
科學種田	469	n,v			
簡繁轉換	469	n,v			
自成一格	469	a,v	idiom		
虎口拔牙	469	v	idiom		
螳臂當車	469	a,v	idiom		
螺絲起子	469	n			
酒過三巡	469	a,v			
面有難色	469	a			
首腦會晤	469	n			
上山下海	468	v			
不分伯仲	468	a	idiom		
五講四美	468	n			
人間喜劇	468	n			
伊利亞特	468	n			
六根清淨	468	a	idiom		
另謀出路	468	v			
各有所好	468	v	idiom		
國際法院	468	n			
外界壓力	468	n			
寶貝疙瘩	468	n			
批量購買	468	n,v			
擅離職守	468	v			
樑上君子	468	n	idiom		
清點人數	468	v			
疏肝理氣	468	n,v			
白馬雪山	468	n			
目標地址	468	n			
空間探測	468	n,v			
第二人稱	468	n			
經驗老到	468	a			
老神在在	468	a			
自食惡果	468	v	idiom		
菲律賓語	468	n			
蓬蓽生輝	468	a,v	idiom		
選美皇后	468	n			
面無血色	468	a			
一決勝負	467	v	idiom		
三俠五義	467	n			
互相切磋	467	v			
付款條件	467	n			
傾囊相授	467	v	idiom		
兩虎相爭	467	n,v	idiom		
凌雲壯志	467	n			
初試啼聲	467	n,v			
大吐苦水	467	v			
大廈將傾	467	a,v	idiom		
天理不容	467	a,v			
太空舞步	467	n			
好人難做	467	a			
市井小民	467	n			
日行千里	467	a,v			
死不要臉	467	a			
湯姆斯杯	467	n			
獨立思想	467	n			
班師回朝	467	v	idiom		
白費心機	467	a,v			
相對誤差	467	n			
秋風送爽	467	a,v			
義母	467	n			
自知理虧	467	a,v			
虎踞龍盤	467	a,v	idiom		
街談巷議	467	n,v	idiom		
訪問方式	467	n			
變生肘腋	467	a,v	idiom		
買櫝還珠	467	v	idiom		
運動方程	467	n			
鍵盤樂器	467	n			
阿爾伯塔	467	n			
隔行掃描	467	n,v			
面貌一新	467	a,v	idiom		
馴養繁殖	467	n,v			
黑道家族	467	n			
中值定理	466	n			
公民投票	466	n,v			
加工效率	466	n			
勒緊褲帶	466	v	idiom		
去粗取精	466	v	idiom		
國家代碼	466	n			
天人永隔	466	a,v			
如箭在弦	466	a,v	idiom		
嫁雞隨雞	466	v	idiom		
寸步不讓	466	a,v	idiom		
平版印刷	466	n			
才華洋溢	466	a			
拒不接受	466	v			
文武全才	466	a,n			
榮譽獎章	466	n			
滿腔熱忱	466	a,n			
秋後算帳	466	v	idiom		
第六感覺	466	n			
細胞融合	466	n,v			
護航艦隊	466	n			
連體嬰	466	n			
過失殺人	466	n,v			
開元盛世	466	n			
面授機宜	466	v	idiom		
不可想像	465	a			
不定積分	465	n			
偏私	465	a,n			
吟詩作對	465	v			
固體物質	465	n			
國際都市	465	n			
外籍華人	465	n			
威懾力量	465	n			
審美活動	465	n			
崇拜偶像	465	n,v			
張三李四	465	n	idiom		
明媒正娶	465	v	idiom		
爬山涉水	465	v	idiom		
破除迷信	465	v			
臨淵羨魚	465	v	idiom		
起居飲食	465	n			
遊吟詩人	465	n			
阻抗匹配	465	n,v			
風月場所	465	n			
食不知味	465	a,v	idiom		
養老送終	465	v			
三十二相	464	n			
以藥養醫	464	n,v			
儀態萬方	464	a	idiom		
出口傷人	464	v			
出謀獻策	464	v			
嘩啦一聲	464	r			
嚴以律己	464	v	idiom		
國內戰爭	464	n			
坐立難安	464	a,v	idiom		
堅壁清野	464	v	idiom		
大田作物	464	n			
孟母三遷	464	n,v	idiom		
