literal	freq	pos	family	voice	note
心懷不軌	510	a,v	idiom		
惹人注目	510	a,v			
日夜兼程	510	v	idiom		
有線廣播	510	n			
望洋興嘆	510	v	idiom		
滿園春色	510	n	idiom		
男尊女卑	510	a,n	idiom		
秋後算賬	510	v	idiom		
老死不相往來	510	v	idiom		
能言善辯	510	a	idiom		
膽大心細	510	a	idiom		
西哈努克	510	n			
見錢眼開	510	a,v	idiom		
貪贓枉法	510	v	idiom		
迎來送往	510	v	idiom		
青春不再	510	a,v			
香甜可口	510	a			
鼠目寸光	510	a	idiom		
一家大小	509	n			
不分彼此	509	a,v	idiom		
乳臭未乾	509	a	idiom		
亂點鴛鴦	509	v	idiom		
制動踏板	509	n			
勞動改造	509	n,v			
君主專制	509	n			
國家考試	509	n			
國家體委	509	n			
基底動脈	509	n			
夜長夢多	509	a,v	idiom		
天主教會	509	n			
官僚資本	509	n			
引火燒身	509	v	idiom		
惹禍上身	509	v	idiom		
拔腿就跑	509	v	idiom		
撥號連接	509	n,v			
數據總線	509	n			
既成事實	509	n	idiom		
止咳糖漿	509	n			
殘酷無情	509	a			
油料作物	509	n			
沾花惹草	509	v	idiom		
百尺竿頭	509	n	idiom		
知無不言	509	v	idiom		
神智不清	509	a			
纖塵不染	509	a	idiom		
臭氣熏天	509	a	idiom		
舉目無親	509	a	idiom		
茶飯不思	509	a,v	idiom		
衝口而出	509	v	idiom		
跌破眼鏡	509	v	idiom		
迷途知返	509	v	idiom		
追根究底	509	v	idiom		
露出馬腳	509	v	idiom		
面壁思過	509	v	idiom		
一片苦心	508	n			
劃清界線	508	v			
包治百病	508	a,v	idiom		
叫苦連天	508	v	idiom		
國家預算	508	n			
外強中乾	508	a	idiom		
大氣壓力	508	n			
女中豪傑	508	n			
完全小學	508	n			
常規武器	508	n			
有傷風化	508	a,v			
瓦努阿圖	508	n			
眼冒金星	508	a,v	idiom		
紅白喜事	508	n	idiom		
總司令部	508	n			
繁文縟節	508	n	idiom		
聞風而動	508	v	idiom		
臨終關懷	508	n			
自報家門	508	v	idiom		
自治機關	508	n			
莫衷一是	508	a,v	idiom		
記事簿	508	n			
認祖歸宗	508	v	idiom		
避風頭	508	v			
一級士官	507	n			
何必當初	507	r			
友誼萬歲	507	n			
如假包換	507	a	idiom		
實況轉播	507	n,v			
得意門生	507	n			
扶貧濟困	507	v	idiom		
投桃報李	507	v	idiom		
按摩療法	507	n			
放高利貸	507	v			
新婚燕爾	507	a	idiom		
早生貴子	507	v	idiom		
望聞問切	507	n,v	idiom		
武王伐紂	507	n,v			
沉船事故	507	n			
物競天擇	507	n,v	idiom		
用餐時間	507	n			
留連忘返	507	a,v	idiom		
百年大計	507	n	idiom		
目眩神迷	507	a,v	idiom		
結拜兄弟	507	n			
英勇犧牲	507	v			
語音合成	507	n			
身懷六甲	507	a,v	idiom		
金髮女郎	507	n			
