literal	freq	pos	family	voice	note
死不足惜	456	a	idiom		成語；死不足惜
自由王國	456	n			
花心蘿蔔	456	n			口語；花心者
虛席以待	456	v	idiom		成語；虛席以待
話雖如此	456	r,x			話雖如此
質疑問難	456	v			
長此下去	456	r,v			
雷達天線	456	n			
震古爍今	456	a,v	idiom		成語；震古爍今
使用數量	455	n			
來去無蹤	455	a,v	idiom		成語；來去無蹤
口服心服	455	a,v	idiom		成語；口服心服
問鼎中原	455	v	idiom		成語；問鼎中原
嚴刑峻法	455	n	idiom		成語；嚴刑峻法
天姿國色	455	a,n	idiom		成語；天姿國色
幾可亂真	455	a	idiom		成語；幾可亂真
心神恍惚	455	a			
收回成命	455	v			
晏子春秋	455	n			書名
暗箭傷人	455	v	idiom		成語；暗箭傷人
有則改之	455	v	idiom		成語截；有則改之無則加勉
生殺予奪	455	n,v	idiom		成語；生殺予奪
疾風暴雨	455	a,n	idiom		成語；疾風暴雨
窮則思變	455	v	idiom		成語；窮則思變
立此存照	455	v	idiom		成語；立此存照
精兵簡政	455	n,v			
脆片	455	n			
蛇鼠一窩	455	a,n	idiom		成語；蛇鼠一窩
轉入地下	455	v			
進退失據	455	a,v	idiom		成語；進退失據
驚奇不已	455	a			
鳥不生蛋	455	a			荒涼／貶
黑咕隆咚	455	a			
一片丹心	454	n	idiom		成語；一片丹心
三綱五常	454	n	idiom		成語；三綱五常
不畏強暴	454	v			
中古世紀	454	n			
串通一氣	454	v	idiom		成語；串通一氣
但願如此	454	v			
前倨後恭	454	a,v	idiom		成語；前倨後恭
勢不可當	454	a	idiom		成語；勢不可當
妙手空空	454	n	idiom		成語；妙手空空
實變函數	454	n			
庫克群島	454	n			地名
愚民政策	454	n			
按需分配	454	n,v			
文過飾非	454	v	idiom		成語；文過飾非
權利法案	454	n			
江湖術士	454	n			
消聲匿跡	454	v	idiom		成語；消聲匿跡
硫化橡膠	454	n			
胚胎發生	454	n			
落於下風	454	a,v			
血腥瑪麗	454	n			雞尾酒／專名
難分高下	454	a,v			
難逃法網	454	a,v			
三陽開泰	453	a,v	idiom		成語；三陽開泰
乘興而來	453	v	idiom		成語；乘興而來
修煉成仙	453	v			
入境手續	453	n			
分類廣告	453	n			
向巴平措	453	n			人名
吳王闔閭	453	n			史名
坐失良機	453	v	idiom		成語；坐失良機
天下一家	453	a,n	idiom		成語；天下一家
山水相連	453	a,v			
惡名昭彰	453	a	idiom		成語；惡名昭彰
拿鐵咖啡	453	n			
挑肥揀瘦	453	v	idiom		成語；挑肥揀瘦
改換門庭	453	v	idiom		成語；改換門庭
春風一度	453	n,v	idiom		成語；春風一度
理學博士	453	n			
竹報平安	453	n,v	idiom		成語；竹報平安
絕世佳人	453	n	idiom		成語；絕世佳人
蜚聲國際	453	a,v			
赫爾墨斯	453	n			Hermes
超敏反應	453	n			
進出口商	453	n			
門捷列夫	453	n			人名
雨過天青	453	a	idiom		成語；雨過天青
靜電感應	453	n			
非我族類	453	n	idiom		成語截；非我族類其心必異
一跌再跌	452	v			
中控面板	452	n			
兩棲登陸	452	n,v			
副駕駛員	452	n			
千斤重擔	452	n	idiom		成語；千斤重擔
口齒清楚	452	a			
吆五喝六	452	v	idiom		成語；吆五喝六
城市熱島	452	n			
官僚政治	452	n			
寸土必爭	452	v	idiom		成語；寸土必爭
心地好	452	a			
抱憾終生	452	v			
撼天動地	452	a,v	idiom		成語；撼天動地
於心何忍	452	a,v	idiom		成語；於心何忍
望風而逃	452	v	idiom		成語；望風而逃
淡妝濃抹	452	n,v	idiom		成語；淡妝濃抹
滴水成冰	452	a,v			
獨尊儒術	452	n,v			史政
獨樹一格	452	a,v	idiom		成語；獨樹一格／幟
羊水穿刺	452	n			
謝通門縣	452	n			地名
貧病交加	452	a,v	idiom		成語；貧病交加
跌市	452	n,v			
軍火交易	452	n			
一體兩面	451	a,n			
下線儀式	451	n			
不吭一聲	451	v			
五毒俱全	451	a	idiom		成語；五毒俱全
佳偶天成	451	a,n	idiom		成語；佳偶天成
停車位置	451	n			
免開尊口	451	v	idiom		成語；免開尊口
加速踏板	451	n			
博客寫手	451	n			
可接受性	451	n			
外剛內柔	451	a	idiom		成語；外剛內柔
安非他命	451	n			amphetamine
巡回法庭	451	n			
後繼乏人	451	a			
打翻身仗	451	v			
托塔天王	451	n			神名
投河自盡	451	v			
斑駁陸離	451	a	idiom		成語；斑駁陸離
模式標本	451	n			type specimen
沒有形狀	451	a			
洞察一切	451	v			
神思恍惚	451	a			
神經失常	451	a,n			
積分變換	451	n			
能言善道	451	a			
自嘆弗如	451	v	idiom		成語；自嘆弗如
藐視一切	451	v			
螳臂擋車	451	v	idiom		成語；螳臂擋車
親臨其境	451	v			
通行無阻	451	a,v			
酒池肉林	451	n	idiom		成語；酒池肉林
野外求生	451	n,v			
龍樹菩薩	451	n			佛教名
不成體統	450	a			
不能抵抗	450	a,v			
代數方程	450	n			
各不相讓	450	a,v			
展露頭角	450	v			嶄露頭角異體
從嚴處理	450	v			
愛民如子	450	a,v	idiom		成語；愛民如子
改弦易轍	450	v	idiom		成語；改弦易轍
故作高深	450	v			
枯草桿菌	450	n			
生態學家	450	n			
福無雙至	450	v	idiom		成語截；福無雙至禍不單行
種姓製度	450	n			種姓制度
習慣用法	450	n			
自由心證	450	n			
自視清高	450	a,v			
蕙質蘭心	450	a,n	idiom		成語；蕙質蘭心
逆我者亡	450	v	idiom		成語截；順我者昌逆我者亡
刑事法庭	449	n			
前寒武紀	449	n			
前思後想	449	v			
古吉拉特	449	n			Gujarat
大權獨攬	449	v			
官宦人家	449	n			
官復原職	449	v			
平方公尺	449	n			
披麻戴孝	449	v	idiom		成語；披麻戴孝
明豔照人	449	a			
歲月如流	449	a			
歸納推理	449	n			
洛陽紙貴	449	a,v	idiom		成語；洛陽紙貴
福至心靈	449	a,v	idiom		成語；福至心靈
簡化漢字	449	n			
肥缺	449	n			
藏頭露尾	449	a,v	idiom		成語；藏頭露尾
處世原則	449	n			
行政救濟	449	n			
龍馬精神	449	a,n	idiom		成語；龍馬精神
上揚趨勢	448	n			
今不如昔	448	a			
別有韻味	448	a			
吊銷執照	448	v			
否定一切	448	v			
固定價格	448	n			
城市貧民	448	n			
外交代表	448	n			
太平紳士	448	n			JP
寓意深遠	448	a			
專案小組	448	n			
性命不保	448	a			
文如其人	448	a	idiom		成語；文如其人
暗香疏影	448	n	idiom		成語；暗香疏影
有鑑於此	448	r,x			銜接語
未置可否	448	a,v			
楔形文字	448	n			
氣勢不凡	448	a			
